"Year","State","Race","Ethnicity","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2023","Arizona","Asian","Non-Hispanic","0**","50,770","0.00**","--","--"
"2023","Arizona","Asian","Hispanic","0**","7,518","0.00**","--","--"
"2023","Arizona","HI Native / Pacific Islander","Non-Hispanic","0**","3,229","0.00**","--","--"
"2023","Arizona","HI Native / Pacific Islander","Hispanic","0**","2,189","0.00**","--","--"
"2023","Arizona","More than One Race","Non-Hispanic","--","72,818","--","--","--"
"2023","Arizona","More than One Race","Hispanic","--","29,162","--","--","--"
"2023","Arkansas","White","Non-Hispanic","19**","429,369","4.43**","--","981"
"2023","Arkansas","White","Hispanic","--","85,382","--","--","--"
"2023","Arkansas","Black","Non-Hispanic","25","123,206","20.29","--","1,240"
"2023","Arkansas","Black","Hispanic","0**","4,229","0.00**","--","--"
"2023","Arkansas","American Indian / Alaska Native","Non-Hispanic","0**","5,022","0.00**","--","--"
"2023","Arkansas","American Indian / Alaska Native","Hispanic","0**","4,055","0.00**","--","--"
"2023","Arkansas","Asian","Non-Hispanic","0**","13,373","0.00**","--","--"
"2023","Arkansas","Asian","Hispanic","0**","946","0.00**","--","--"
"2023","Arkansas","HI Native / Pacific Islander","Non-Hispanic","0**","5,263","0.00**","--","--"
"2023","Arkansas","HI Native / Pacific Islander","Hispanic","0**","744","0.00**","--","--"
"2023","Arkansas","More than One Race","Non-Hispanic","--","30,027","--","--","--"
"2023","Arkansas","More than One Race","Hispanic","0**","3,992","0.00**","--","--"
"2023","California","White","Non-Hispanic","28","2,013,216","1.39","--","1,426"
"2023","California","White","Hispanic","69","3,824,368","1.80","--","3,440"
"2023","California","Black","Non-Hispanic","25","423,164","5.91","--","1,230"
"2023","California","Black","Hispanic","--","108,481","--","--","--"
"2023","California","American Indian / Alaska Native","Non-Hispanic","--","29,633","--","--","--"
"2023","California","American Indian / Alaska Native","Hispanic","--","138,371","--","--","--"
"2023","California","Asian","Non-Hispanic","11**","1,103,921","1.00**","--","537"
"2023","California","Asian","Hispanic","0**","84,373","0.00**","--","--"
"2023","California","HI Native / Pacific Islander","Non-Hispanic","--","29,807","--","--","--"
"2023","California","HI Native / Pacific Islander","Hispanic","0**","17,608","0.00**","--","--"
"2023","California","More than One Race","Non-Hispanic","13**","465,479","2.79**","--","660"
"2023","California","More than One Race","Hispanic","--","207,248","--","--","--"
"2023","Colorado","White","Non-Hispanic","16**","642,171","2.49**","--","810"
"2023","Colorado","White","Hispanic","24","339,668","7.07","--","1,182"
"2023","Colorado","White","Unknown","--","--","--","--","--"
"2023","Colorado","Black","Non-Hispanic","--","56,093","--","--","--"
"2023","Colorado","Black","Hispanic","--","14,205","--","--","--"
"2023","Colorado","American Indian / Alaska Native","Non-Hispanic","0**","6,429","0.00**","--","--"
"2023","Colorado","American Indian / Alaska Native","Hispanic","0**","21,874","0.00**","--","--"
"2023","Colorado","Asian","Non-Hispanic","--","44,255","--","--","--"
"2023","Colorado","Asian","Hispanic","--","4,542","--","--","--"
"2023","Colorado","HI Native / Pacific Islander","Non-Hispanic","0**","2,509","0.00**","--","--"
"2023","Colorado","HI Native / Pacific Islander","Hispanic","--","1,435","--","--","--"
"2023","Colorado","More than One Race","Non-Hispanic","--","60,456","--","--","--"
"2023","Colorado","More than One Race","Hispanic","--","21,047","--","--","--"
"2023","Connecticut","White","Non-Hispanic","--","362,662","--","--","--"
"2023","Connecticut","White","Hispanic","--","149,948","--","--","--"
"2023","Connecticut","Black","Non-Hispanic","--","86,715","--","--","--"
"2023","Connecticut","Black","Hispanic","0**","28,165","0.00**","--","--"
"2023","Connecticut","American Indian / Alaska Native","Non-Hispanic","0**","1,937","0.00**","--","--"
"2023","Connecticut","American Indian / Alaska Native","Hispanic","0**","8,745","0.00**","--","--"
"2023","Connecticut","Asian","Non-Hispanic","--","38,925","--","--","--"
"2023","Connecticut","Asian","Hispanic","0**","1,656","0.00**","--","--"
"2023","Connecticut","HI Native / Pacific Islander","Non-Hispanic","0**","399","0.00**","--","--"
"2023","Connecticut","HI Native / Pacific Islander","Hispanic","0**","713","0.00**","--","--"
"2023","Connecticut","More than One Race","Non-Hispanic","0**","29,889","0.00**","--","--"
"2023","Connecticut","More than One Race","Hispanic","0**","13,232","0.00**","--","--"
"2023","Delaware","White","Non-Hispanic","0**","94,833","0.00**","--","--"
"2023","Delaware","White","Hispanic","0**","29,547","0.00**","--","--"
"2023","Delaware","Black","Non-Hispanic","--","55,171","--","--","--"
"2023","Delaware","Black","Hispanic","0**","5,582","0.00**","--","--"
"2023","Delaware","American Indian / Alaska Native","Non-Hispanic","0**","451","0.00**","--","--"
"2023","Delaware","American Indian / Alaska Native","Hispanic","0**","1,440","0.00**","--","--"
"2023","Delaware","Asian","Non-Hispanic","0**","9,290","0.00**","--","--"
"2023","Delaware","Asian","Hispanic","0**","373","0.00**","--","--"
"2023","Delaware","HI Native / Pacific Islander","Non-Hispanic","0**","78","0.00**","--","--"
"2023","Delaware","HI Native / Pacific Islander","Hispanic","0**","277","0.00**","--","--"
"2023","Delaware","More than One Race","Non-Hispanic","0**","12,507","0.00**","--","--"
"2023","Delaware","More than One Race","Hispanic","0**","2,389","0.00**","--","--"
"2023","District of Columbia","White","Non-Hispanic","0**","29,954","0.00**","--","--"
"2023","District of Columbia","White","Hispanic","0**","14,838","0.00**","--","--"
"2023","District of Columbia","Black","Non-Hispanic","19**","64,370","29.52**","--","949"
"2023","District of Columbia","Black","Hispanic","--","4,195","--","--","--"
"2023","District of Columbia","American Indian / Alaska Native","Non-Hispanic","0**","185","0.00**","--","--"
"2023","District of Columbia","American Indian / Alaska Native","Hispanic","0**","1,259","0.00**","--","--"
"2023","District of Columbia","Asian","Non-Hispanic","0**","3,274","0.00**","--","--"
"2023","District of Columbia","Asian","Hispanic","0**","611","0.00**","--","--"
"2023","District of Columbia","HI Native / Pacific Islander","Non-Hispanic","0**","84","0.00**","--","--"
"2023","District of Columbia","HI Native / Pacific Islander","Hispanic","0**","342","0.00**","--","--"
"2023","District of Columbia","More than One Race","Non-Hispanic","0**","6,057","0.00**","--","--"
"2023","District of Columbia","More than One Race","Hispanic","0**","1,423","0.00**","--","--"
"2023","Florida","White","Non-Hispanic","30","1,794,775","1.67","--","1,511"
"2023","Florida","White","Hispanic","20**","1,216,452","1.64**","--","1,012"
"2023","Florida","Black","Non-Hispanic","70","851,222","8.22","--","3,609"
"2023","Florida","Black","Hispanic","--","111,554","--","--","--"
"2023","Florida","American Indian / Alaska Native","Non-Hispanic","--","8,939","--","--","--"
"2023","Florida","American Indian / Alaska Native","Hispanic","--","20,617","--","--","--"
"2023","Florida","Asian","Non-Hispanic","--","127,489","--","--","--"
"2023","Florida","Asian","Hispanic","0**","11,218","0.00**","--","--"
"2023","Florida","HI Native / Pacific Islander","Non-Hispanic","0**","3,250","0.00**","--","--"
"2023","Florida","HI Native / Pacific Islander","Hispanic","0**","4,230","0.00**","--","--"
"2023","Florida","More than One Race","Non-Hispanic","--","178,202","--","--","--"
"2023","Florida","More than One Race","Hispanic","0**","52,895","0.00**","--","--"
"2023","Georgia","White","Non-Hispanic","22","1,041,573","2.11","--","1,081"
"2023","Georgia","White","Hispanic","--","325,013","--","--","--"
"2023","Georgia","Black","Non-Hispanic","97","858,418","11.30","--","4,952"
"2023","Georgia","Black","Hispanic","--","43,915","--","--","--"
"2023","Georgia","American Indian / Alaska Native","Non-Hispanic","--","4,320","--","--","--"
"2023","Georgia","American Indian / Alaska Native","Hispanic","0**","12,976","0.00**","--","--"
"2023","Georgia","Asian","Non-Hispanic","--","114,856","--","--","--"
"2023","Georgia","Asian","Hispanic","0**","5,377","0.00**","--","--"
"2023","Georgia","HI Native / Pacific Islander","Non-Hispanic","0**","2,349","0.00**","--","--"
"2023","Georgia","HI Native / Pacific Islander","Hispanic","0**","3,030","0.00**","--","--"
"2023","Georgia","More than One Race","Non-Hispanic","--","108,217","--","--","--"
"2023","Georgia","More than One Race","Hispanic","0**","18,637","0.00**","--","--"
"2023","Hawaii","White","Non-Hispanic","0**","41,221","0.00**","--","--"
"2023","Hawaii","White","Hispanic","0**","11,941","0.00**","--","--"
"2023","Hawaii","Black","Non-Hispanic","0**","5,055","0.00**","--","--"
"2023","Hawaii","Black","Hispanic","0**","1,010","0.00**","--","--"
"2023","Hawaii","American Indian / Alaska Native","Non-Hispanic","0**","476","0.00**","--","--"
"2023","Hawaii","American Indian / Alaska Native","Hispanic","0**","547","0.00**","--","--"
"2023","Hawaii","Asian","Non-Hispanic","0**","64,046","0.00**","--","--"
"2023","Hawaii","Asian","Hispanic","0**","5,844","0.00**","--","--"
"2023","Hawaii","HI Native / Pacific Islander","Non-Hispanic","0**","32,532","0.00**","--","--"
"2023","Hawaii","HI Native / Pacific Islander","Hispanic","0**","4,663","0.00**","--","--"
"2023","Hawaii","More than One Race","Non-Hispanic","--","97,222","--","--","--"
"2023","Hawaii","More than One Race","Hispanic","--","29,056","--","--","--"
"2023","Idaho","White","Non-Hispanic","18**","339,450","5.30**","--","914"
"2023","Idaho","White","Hispanic","--","80,394","--","--","--"
"2023","Idaho","Black","Non-Hispanic","0**","4,405","0.00**","--","--"
"2023","Idaho","Black","Hispanic","0**","1,436","0.00**","--","--"
"2023","Idaho","American Indian / Alaska Native","Non-Hispanic","0**","4,199","0.00**","--","--"
"2023","Idaho","American Indian / Alaska Native","Hispanic","0**","6,067","0.00**","--","--"
"2023","Idaho","Asian","Non-Hispanic","0**","6,442","0.00**","--","--"
"2023","Idaho","Asian","Hispanic","0**","961","0.00**","--","--"
"2023","Idaho","HI Native / Pacific Islander","Non-Hispanic","0**","889","0.00**","--","--"
"2023","Idaho","HI Native / Pacific Islander","Hispanic","0**","328","0.00**","--","--"
"2023","Idaho","More than One Race","Non-Hispanic","--","18,100","--","--","--"
"2023","Idaho","More than One Race","Hispanic","0**","4,671","0.00**","--","--"
"2023","Illinois","White","Non-Hispanic","17**","1,344,415","1.26**","--","862"
"2023","Illinois","White","Hispanic","19**","612,926","3.10**","--","952"
"2023","Illinois","Black","Non-Hispanic","85","413,263","20.57","--","4,275"
"2023","Illinois","Black","Hispanic","0**","27,659","0.00**","--","--"
"2023","Illinois","Black","Unknown","--","--","--","--","--"
"2023","Illinois","American Indian / Alaska Native","Non-Hispanic","0**","3,735","0.00**","--","--"
"2023","Illinois","American Indian / Alaska Native","Hispanic","0**","13,896","0.00**","--","--"
"2023","Illinois","Asian","Non-Hispanic","--","154,013","--","--","--"
"2023","Illinois","Asian","Hispanic","0**","6,084","0.00**","--","--"
"2023","Illinois","HI Native / Pacific Islander","Non-Hispanic","0**","755","0.00**","--","--"
"2023","Illinois","HI Native / Pacific Islander","Hispanic","0**","1,161","0.00**","--","--"
"2023","Illinois","More than One Race","Non-Hispanic","0**","103,959","0.00**","--","--"
"2023","Illinois","More than One Race","Hispanic","0**","23,656","0.00**","--","--"
"2023","Indiana","White","Non-Hispanic","32","1,069,306","2.99","--","1,621"
"2023","Indiana","White","Hispanic","--","176,502","--","--","--"
"2023","Indiana","Black","Non-Hispanic","41","187,456","21.87","--","2,109"
"2023","Indiana","Black","Hispanic","--","13,610","--","--","--"
"2023","Indiana","American Indian / Alaska Native","Non-Hispanic","0**","2,442","0.00**","--","--"
"2023","Indiana","American Indian / Alaska Native","Hispanic","0**","5,330","0.00**","--","--"
"2023","Indiana","Asian","Non-Hispanic","--","46,994","--","--","--"
"2023","Indiana","Asian","Hispanic","0**","1,685","0.00**","--","--"
"2023","Indiana","HI Native / Pacific Islander","Non-Hispanic","0**","774","0.00**","--","--"
"2023","Indiana","HI Native / Pacific Islander","Hispanic","0**","1,036","0.00**","--","--"
"2023","Indiana","More than One Race","Non-Hispanic","--","72,324","--","--","--"
"2023","Indiana","More than One Race","Hispanic","0**","9,795","0.00**","--","--"
"2023","Iowa","White","Non-Hispanic","11**","543,320","2.03**","--","549"
"2023","Iowa","White","Hispanic","--","72,710","--","--","--"
"2023","Iowa","Black","Non-Hispanic","--","44,384","--","--","--"
"2023","Iowa","Black","Hispanic","0**","3,093","0.00**","--","--"
"2023","Iowa","American Indian / Alaska Native","Non-Hispanic","0**","2,477","0.00**","--","--"
"2023","Iowa","American Indian / Alaska Native","Hispanic","0**","4,601","0.00**","--","--"
"2023","Iowa","Asian","Non-Hispanic","0**","19,644","0.00**","--","--"
"2023","Iowa","Asian","Hispanic","0**","925","0.00**","--","--"
"2023","Iowa","HI Native / Pacific Islander","Non-Hispanic","0**","3,030","0.00**","--","--"
"2023","Iowa","HI Native / Pacific Islander","Hispanic","0**","485","0.00**","--","--"
"2023","Iowa","More than One Race","Non-Hispanic","--","31,339","--","--","--"
"2023","Iowa","More than One Race","Hispanic","0**","4,114","0.00**","--","--"
"2023","Kansas","White","Non-Hispanic","11**","448,039","2.46**","--","555"
"2023","Kansas","White","Hispanic","--","120,689","--","--","--"
"2023","Kansas","Black","Non-Hispanic","--","42,630","--","--","--"
"2023","Kansas","Black","Hispanic","--","5,377","--","--","--"
"2023","Kansas","Black","Unknown","--","--","--","--","--"
"2023","Kansas","American Indian / Alaska Native","Non-Hispanic","0**","4,234","0.00**","--","--"
"2023","Kansas","American Indian / Alaska Native","Hispanic","0**","5,138","0.00**","--","--"
"2023","Kansas","Asian","Non-Hispanic","--","19,702","--","--","--"
"2023","Kansas","Asian","Hispanic","0**","1,258","0.00**","--","--"
"2023","Kansas","HI Native / Pacific Islander","Non-Hispanic","0**","993","0.00**","--","--"
"2023","Kansas","HI Native / Pacific Islander","Hispanic","0**","400","0.00**","--","--"
"2023","Kansas","More than One Race","Non-Hispanic","--","38,512","--","--","--"
"2023","Kansas","More than One Race","Hispanic","--","7,365","--","--","--"
"2023","Kentucky","White","Non-Hispanic","29","768,954","3.77","--","1,506"
"2023","Kentucky","White","Hispanic","--","67,904","--","--","--"
"2023","Kentucky","Black","Non-Hispanic","16**","95,701","16.72**","--","809"
"2023","Kentucky","Black","Hispanic","0**","6,080","0.00**","--","--"
"2023","Kentucky","American Indian / Alaska Native","Non-Hispanic","0**","1,256","0.00**","--","--"
"2023","Kentucky","American Indian / Alaska Native","Hispanic","0**","2,419","0.00**","--","--"
"2023","Kentucky","Asian","Non-Hispanic","--","19,858","--","--","--"
"2023","Kentucky","Asian","Hispanic","0**","1,126","0.00**","--","--"
"2023","Kentucky","HI Native / Pacific Islander","Non-Hispanic","0**","1,171","0.00**","--","--"
"2023","Kentucky","HI Native / Pacific Islander","Hispanic","0**","670","0.00**","--","--"
"2023","Kentucky","More than One Race","Non-Hispanic","0**","47,391","0.00**","--","--"
"2023","Kentucky","More than One Race","Hispanic","0**","4,365","0.00**","--","--"
"2023","Louisiana","White","Non-Hispanic","12**","521,257","2.30**","--","595"
"2023","Louisiana","White","Hispanic","--","79,870","--","--","--"
"2023","Louisiana","Black","Non-Hispanic","77","377,413","20.40","--","3,928"
"2023","Louisiana","Black","Hispanic","--","15,115","--","--","--"
"2023","Louisiana","American Indian / Alaska Native","Non-Hispanic","0**","5,913","0.00**","--","--"
"2023","Louisiana","American Indian / Alaska Native","Hispanic","0**","4,931","0.00**","--","--"
"2023","Louisiana","Asian","Non-Hispanic","--","17,736","--","--","--"
"2023","Louisiana","Asian","Hispanic","0**","1,917","0.00**","--","--"
"2023","Louisiana","HI Native / Pacific Islander","Non-Hispanic","0**","359","0.00**","--","--"
"2023","Louisiana","HI Native / Pacific Islander","Hispanic","0**","615","0.00**","--","--"
"2023","Louisiana","More than One Race","Non-Hispanic","--","36,450","--","--","--"
"2023","Louisiana","More than One Race","Hispanic","0**","5,573","0.00**","--","--"
"2023","Maine","White","Non-Hispanic","--","214,912","--","--","--"
"2023","Maine","White","Hispanic","0**","7,337","0.00**","--","--"
"2023","Maine","Black","Non-Hispanic","0**","9,308","0.00**","--","--"
"2023","Maine","Black","Hispanic","0**","493","0.00**","--","--"
"2023","Maine","American Indian / Alaska Native","Non-Hispanic","0**","1,809","0.00**","--","--"
"2023","Maine","American Indian / Alaska Native","Hispanic","0**","373","0.00**","--","--"
"2023","Maine","Asian","Non-Hispanic","0**","3,402","0.00**","--","--"
"2023","Maine","Asian","Hispanic","0**","133","0.00**","--","--"
"2023","Maine","HI Native / Pacific Islander","Non-Hispanic","0**","110","0.00**","--","--"
"2023","Maine","HI Native / Pacific Islander","Hispanic","0**","44","0.00**","--","--"
"2023","Maine","More than One Race","Non-Hispanic","--","10,250","--","--","--"
"2023","Maine","More than One Race","Hispanic","0**","881","0.00**","--","--"
"2023","Maryland","White","Non-Hispanic","--","523,200","--","--","--"
"2023","Maryland","White","Hispanic","--","193,710","--","--","--"
"2023","Maryland","Black","Non-Hispanic","36","410,103","8.78","--","1,794"
"2023","Maryland","Black","Hispanic","0**","32,154","0.00**","--","--"
"2023","Maryland","American Indian / Alaska Native","Non-Hispanic","0**","2,519","0.00**","--","--"
"2023","Maryland","American Indian / Alaska Native","Hispanic","0**","14,171","0.00**","--","--"
"2023","Maryland","Asian","Non-Hispanic","--","87,993","--","--","--"
"2023","Maryland","Asian","Hispanic","0**","4,992","0.00**","--","--"
"2023","Maryland","HI Native / Pacific Islander","Non-Hispanic","0**","567","0.00**","--","--"
"2023","Maryland","HI Native / Pacific Islander","Hispanic","0**","2,373","0.00**","--","--"
"2023","Maryland","More than One Race","Non-Hispanic","0**","75,110","0.00**","--","--"
"2023","Maryland","More than One Race","Hispanic","0**","15,024","0.00**","--","--"
"2023","Massachusetts","White","Non-Hispanic","--","762,144","--","--","--"
"2023","Massachusetts","White","Hispanic","--","199,471","--","--","--"
"2023","Massachusetts","Black","Non-Hispanic","--","127,656","--","--","--"
"2023","Massachusetts","Black","Hispanic","--","51,844","--","--","--"
"2023","Massachusetts","American Indian / Alaska Native","Non-Hispanic","0**","2,330","0.00**","--","--"
"2023","Massachusetts","American Indian / Alaska Native","Hispanic","0**","6,899","0.00**","--","--"
"2023","Massachusetts","Asian","Non-Hispanic","0**","106,918","0.00**","--","--"
"2023","Massachusetts","Asian","Hispanic","0**","2,948","0.00**","--","--"
"2023","Massachusetts","HI Native / Pacific Islander","Non-Hispanic","0**","735","0.00**","--","--"
"2023","Massachusetts","HI Native / Pacific Islander","Hispanic","0**","1,229","0.00**","--","--"
"2023","Massachusetts","More than One Race","Non-Hispanic","0**","59,525","0.00**","--","--"
"2023","Massachusetts","More than One Race","Hispanic","0**","20,102","0.00**","--","--"
"2023","Michigan","White","Non-Hispanic","28","1,377,770","2.03","--","1,402"
"2023","Michigan","White","Hispanic","--","155,462","--","--","--"
"2023","Michigan","Black","Non-Hispanic","37","342,524","10.80","--","1,890"
"2023","Michigan","Black","Hispanic","--","14,901","--","--","--"
"2023","Michigan","American Indian / Alaska Native","Non-Hispanic","0**","11,275","0.00**","--","--"
"2023","Michigan","American Indian / Alaska Native","Hispanic","0**","6,221","0.00**","--","--"
"2023","Michigan","Asian","Non-Hispanic","--","75,563","--","--","--"
"2023","Michigan","Asian","Hispanic","0**","1,743","0.00**","--","--"
"2023","Michigan","HI Native / Pacific Islander","Non-Hispanic","0**","617","0.00**","--","--"
"2023","Michigan","HI Native / Pacific Islander","Hispanic","0**","732","0.00**","--","--"
"2023","Michigan","More than One Race","Non-Hispanic","--","110,211","--","--","--"
"2023","Michigan","More than One Race","Hispanic","0**","14,892","0.00**","--","--"
"2023","Minnesota","White","Non-Hispanic","10**","848,274","1.18**","--","522"
"2023","Minnesota","White","Hispanic","--","101,351","--","--","--"
"2023","Minnesota","Black","Non-Hispanic","--","147,003","--","--","--"
"2023","Minnesota","Black","Hispanic","--","5,968","--","--","--"
"2023","Minnesota","American Indian / Alaska Native","Non-Hispanic","--","17,475","--","--","--"
"2023","Minnesota","American Indian / Alaska Native","Hispanic","0**","10,964","0.00**","--","--"
"2023","Minnesota","Asian","Non-Hispanic","0**","86,369","0.00**","--","--"
"2023","Minnesota","Asian","Hispanic","0**","2,268","0.00**","--","--"
"2023","Minnesota","HI Native / Pacific Islander","Non-Hispanic","0**","1,171","0.00**","--","--"
"2023","Minnesota","HI Native / Pacific Islander","Hispanic","0**","626","0.00**","--","--"
"2023","Minnesota","More than One Race","Non-Hispanic","0**","69,971","0.00**","--","--"
"2023","Minnesota","More than One Race","Hispanic","0**","9,494","0.00**","--","--"
"2023","Mississippi","White","Non-Hispanic","13**","330,464","3.93**","--","649"
"2023","Mississippi","White","Hispanic","0**","29,789","0.00**","--","--"
"2023","Mississippi","Black","Non-Hispanic","52","278,413","18.68","--","2,646"
"2023","Mississippi","Black","Hispanic","0**","5,737","0.00**","--","--"
"2023","Mississippi","American Indian / Alaska Native","Non-Hispanic","0**","3,887","0.00**","--","--"
"2023","Mississippi","American Indian / Alaska Native","Hispanic","0**","1,739","0.00**","--","--"
"2023","Mississippi","Asian","Non-Hispanic","0**","6,974","0.00**","--","--"
"2023","Mississippi","Asian","Hispanic","0**","532","0.00**","--","--"
"2023","Mississippi","HI Native / Pacific Islander","Non-Hispanic","0**","238","0.00**","--","--"
"2023","Mississippi","HI Native / Pacific Islander","Hispanic","0**","263","0.00**","--","--"
"2023","Mississippi","More than One Race","Non-Hispanic","--","19,770","--","--","--"
"2023","Mississippi","More than One Race","Hispanic","0**","2,020","0.00**","--","--"
"2023","Missouri","White","Non-Hispanic","27","972,086","2.78","--","1,331"
"2023","Missouri","White","Hispanic","--","89,130","--","--","--"
"2023","Missouri","Black","Non-Hispanic","41","182,147","22.51","--","2,058"
"2023","Missouri","Black","Hispanic","--","7,656","--","--","--"
"2023","Missouri","American Indian / Alaska Native","Non-Hispanic","0**","4,662","0.00**","--","--"
"2023","Missouri","American Indian / Alaska Native","Hispanic","0**","4,896","0.00**","--","--"
"2023","Missouri","Asian","Non-Hispanic","0**","28,855","0.00**","--","--"
"2023","Missouri","Asian","Hispanic","0**","1,587","0.00**","--","--"
"2023","Missouri","HI Native / Pacific Islander","Non-Hispanic","0**","3,302","0.00**","--","--"
"2023","Missouri","HI Native / Pacific Islander","Hispanic","0**","893","0.00**","--","--"
"2023","Missouri","More than One Race","Non-Hispanic","--","71,058","--","--","--"
"2023","Missouri","More than One Race","Hispanic","0**","8,198","0.00**","--","--"
"2023","Montana","White","Non-Hispanic","--","181,832","--","--","--"
"2023","Montana","White","Hispanic","0**","11,924","0.00**","--","--"
"2023","Montana","Black","Non-Hispanic","0**","1,494","0.00**","--","--"
"2023","Montana","Black","Hispanic","0**","338","0.00**","--","--"
"2023","Montana","American Indian / Alaska Native","Non-Hispanic","--","20,477","--","--","--"
"2023","Montana","American Indian / Alaska Native","Hispanic","0**","3,853","0.00**","--","--"
"2023","Montana","Asian","Non-Hispanic","0**","1,967","0.00**","--","--"
"2023","Montana","Asian","Hispanic","0**","187","0.00**","--","--"
"2023","Montana","HI Native / Pacific Islander","Non-Hispanic","0**","238","0.00**","--","--"
"2023","Montana","HI Native / Pacific Islander","Hispanic","0**","73","0.00**","--","--"
"2023","Montana","More than One Race","Non-Hispanic","0**","11,461","0.00**","--","--"
"2023","Montana","More than One Race","Hispanic","0**","1,807","0.00**","--","--"
"2023","Nebraska","White","Non-Hispanic","--","314,645","--","--","--"
"2023","Nebraska","White","Hispanic","--","77,382","--","--","--"
"2023","Nebraska","Black","Non-Hispanic","--","29,608","--","--","--"
"2023","Nebraska","Black","Hispanic","--","3,983","--","--","--"
"2023","Nebraska","American Indian / Alaska Native","Non-Hispanic","0**","4,752","0.00**","--","--"
"2023","Nebraska","American Indian / Alaska Native","Hispanic","0**","9,341","0.00**","--","--"
"2023","Nebraska","Asian","Non-Hispanic","0**","14,129","0.00**","--","--"
"2023","Nebraska","Asian","Hispanic","0**","883","0.00**","--","--"
"2023","Nebraska","HI Native / Pacific Islander","Non-Hispanic","0**","409","0.00**","--","--"
"2023","Nebraska","HI Native / Pacific Islander","Hispanic","0**","581","0.00**","--","--"
"2023","Nebraska","More than One Race","Non-Hispanic","0**","21,037","0.00**","--","--"
"2023","Nebraska","More than One Race","Hispanic","0**","4,248","0.00**","--","--"
"2023","Nevada","White","Non-Hispanic","--","213,587","--","--","--"
"2023","Nevada","White","Hispanic","11**","235,806","4.67**","--","540"
"2023","Nevada","Black","Non-Hispanic","--","79,863","--","--","--"
"2023","Nevada","Black","Hispanic","--","13,229","--","--","--"
"2023","Nevada","American Indian / Alaska Native","Non-Hispanic","0**","4,803","0.00**","--","--"
"2023","Nevada","American Indian / Alaska Native","Hispanic","0**","9,160","0.00**","--","--"
"2023","Nevada","Asian","Non-Hispanic","--","45,811","--","--","--"
"2023","Nevada","Asian","Hispanic","0**","5,927","0.00**","--","--"
"2023","Nevada","HI Native / Pacific Islander","Non-Hispanic","0**","5,560","0.00**","--","--"
"2023","Nevada","HI Native / Pacific Islander","Hispanic","0**","2,109","0.00**","--","--"
"2023","Nevada","More than One Race","Non-Hispanic","--","52,603","--","--","--"
"2023","Nevada","More than One Race","Hispanic","--","17,498","--","--","--"
"2023","New Hampshire","White","Non-Hispanic","--","207,918","--","--","--"
"2023","New Hampshire","White","Hispanic","--","16,434","--","--","--"
"2023","New Hampshire","Black","Non-Hispanic","0**","5,419","0.00**","--","--"
"2023","New Hampshire","Black","Hispanic","--","2,035","--","--","--"
"2023","New Hampshire","American Indian / Alaska Native","Non-Hispanic","0**","378","0.00**","--","--"
"2023","New Hampshire","American Indian / Alaska Native","Hispanic","0**","521","0.00**","--","--"
