Notes,Year,Year Code,Leading Cancer Sites,Leading Cancer Sites Code,States and Puerto Rico,States and Puerto Rico Code,Age Group,Age Group Code,Deaths,Population,Crude Rate
,2000,2000,Prostate,28010,Georgia,13,60-64 years ,60-64,36,136835,26.3
,2000,2000,Prostate,28010,Georgia,13,65-69 years,65-69,68,108083,62.9
,2000,2000,Prostate,28010,Illinois,17,55-59 years,55-59,22,279918,7.9
,2000,2000,Prostate,28010,Illinois,17,60-64 years ,60-64,68,219856,30.9
,2000,2000,Prostate,28010,Illinois,17,65-69 years,65-69,110,180469,61
,2000,2000,Prostate,28010,Indiana,18,60-64 years ,60-64,25,113518,22
,2000,2000,Prostate,28010,Indiana,18,65-69 years,65-69,62,93284,66.5
,2000,2000,Prostate,28010,Iowa,19,65-69 years,65-69,19,49459,38.4
,2000,2000,Prostate,28010,Kansas,20,65-69 years,65-69,19,41523,45.8
,2000,2000,Prostate,28010,Kentucky,21,60-64 years ,60-64,24,80451,29.8
,2000,2000,Prostate,28010,Kentucky,21,65-69 years,65-69,49,66501,73.7
,2000,2000,Prostate,28010,Louisiana,22,60-64 years ,60-64,19,80149,23.7
,2000,2000,Prostate,28010,Louisiana,22,65-69 years,65-69,40,66623,60
,2000,2000,Prostate,28010,Maryland,24,60-64 years ,60-64,27,96980,27.8
,2000,2000,Prostate,28010,Maryland,24,65-69 years,65-69,46,77562,59.3
,2000,2000,Prostate,28010,Massachusetts,25,60-64 years ,60-64,30,112140,26.8
,2000,2000,Prostate,28010,Massachusetts,25,65-69 years,65-69,57,98637,57.8
,2000,2000,Prostate,28010,Michigan,26,55-59 years,55-59,23,239291,9.6
,2000,2000,Prostate,28010,Michigan,26,60-64 years ,60-64,46,181847,25.3
,2000,2000,Prostate,28010,Michigan,26,65-69 years,65-69,82,150929,54.3
,2000,2000,Prostate,28010,Minnesota,27,60-64 years ,60-64,26,87219,29.8
,2000,2000,Prostate,28010,Minnesota,27,65-69 years,65-69,43,72575,59.2
,2000,2000,Prostate,28010,Mississippi,28,60-64 years ,60-64,25,53571,46.7
,2000,2000,Prostate,28010,Mississippi,28,65-69 years,65-69,38,44150,86.1
,2000,2000,Prostate,28010,Missouri,29,60-64 years ,60-64,27,109467,24.7
,2000,2000,Prostate,28010,Missouri,29,65-69 years,65-69,47,94702,49.6
,2000,2000,Prostate,28010,Nevada,32,65-69 years,65-69,24,36249,66.2
,2000,2000,Prostate,28010,New Jersey,34,55-59 years,55-59,20,203918,9.8
,2000,2000,Prostate,28010,New Jersey,34,60-64 years ,60-64,46,156879,29.3
,2000,2000,Prostate,28010,New Jersey,34,65-69 years,65-69,71,132319,53.7
,2000,2000,Prostate,28010,New Mexico,35,65-69 years,65-69,21,30213,69.5
,2000,2000,Prostate,28010,New York,36,55-59 years,55-59,52,438910,11.8
,2000,2000,Prostate,28010,New York,36,60-64 years ,60-64,95,351327,27
,2000,2000,Prostate,28010,New York,36,65-69 years,65-69,172,295982,58.1
,2000,2000,Prostate,28010,North Carolina,37,60-64 years ,60-64,47,153139,30.7
,2000,2000,Prostate,28010,North Carolina,37,65-69 years,65-69,86,129114,66.6
,2000,2000,Prostate,28010,Ohio,39,55-59 years,55-59,24,267670,9
,2000,2000,Prostate,28010,Ohio,39,60-64 years ,60-64,64,215688,29.7
,2000,2000,Prostate,28010,Ohio,39,65-69 years,65-69,107,183367,58.4
,2000,2000,Prostate,28010,Oklahoma,40,65-69 years,65-69,37,59421,62.3
,2000,2000,Prostate,28010,Oregon,41,65-69 years,65-69,27,53098,50.8
,2000,2000,Prostate,28010,Pennsylvania,42,55-59 years,55-59,30,299274,10
,2000,2000,Prostate,28010,Pennsylvania,42,60-64 years ,60-64,57,242124,23.5
,2000,2000,Prostate,28010,Pennsylvania,42,65-69 years,65-69,111,217383,51.1
,2000,2000,Prostate,28010,South Carolina,45,60-64 years ,60-64,26,78784,33
,2000,2000,Prostate,28010,South Carolina,45,65-69 years,65-69,60,67049,89.5
,2000,2000,Prostate,28010,Tennessee,47,60-64 years ,60-64,31,114118,27.2
,2000,2000,Prostate,28010,Tennessee,47,65-69 years,65-69,55,93330,58.9
,2000,2000,Prostate,28010,Texas,48,55-59 years,55-59,48,440052,10.9
,2000,2000,Prostate,28010,Texas,48,60-64 years ,60-64,68,337024,20.2
,2000,2000,Prostate,28010,Texas,48,65-69 years,65-69,144,284046,50.7
,2000,2000,Prostate,28010,Virginia,51,60-64 years ,60-64,41,132240,31
,2000,2000,Prostate,28010,Virginia,51,65-69 years,65-69,62,106525,58.2
,2000,2000,Prostate,28010,Washington,53,60-64 years ,60-64,19,104642,18.2
,2000,2000,Prostate,28010,Washington,53,65-69 years,65-69,43,84224,51.1
,2000,2000,Prostate,28010,West Virginia,54,65-69 years,65-69,20,34479,58
,2000,2000,Prostate,28010,Wisconsin,55,60-64 years ,60-64,23,100110,23
,2000,2000,Prostate,28010,Wisconsin,55,65-69 years,65-69,54,85576,63.1
,2001,2001,Prostate,28010,Alabama,01,60-64 years ,60-64,28,90875,30.8
,2001,2001,Prostate,28010,Alabama,01,65-69 years,65-69,63,77545,81.2
,2001,2001,Prostate,28010,Arizona,04,60-64 years ,60-64,24,101122,23.7
,2001,2001,Prostate,28010,Arizona,04,65-69 years,65-69,37,91637,40.4
,2001,2001,Prostate,28010,Arkansas,05,65-69 years,65-69,23,49370,46.6
,2001,2001,Prostate,28010,California,06,55-59 years,55-59,58,746797,7.8
,2001,2001,Prostate,28010,California,06,60-64 years ,60-64,139,566843,24.5
,2001,2001,Prostate,28010,California,06,65-69 years,65-69,229,461182,49.7
,2001,2001,Prostate,28010,Colorado,08,65-69 years,65-69,26,58713,44.3
,2001,2001,Prostate,28010,Connecticut,09,65-69 years,65-69,25,53144,47
,2001,2001,Prostate,28010,Florida,12,55-59 years,55-59,39,408293,9.6
,2001,2001,Prostate,28010,Florida,12,60-64 years ,60-64,77,358563,21.5
,2001,2001,Prostate,28010,Florida,12,65-69 years,65-69,175,340215,51.4
,2001,2001,Prostate,28010,Georgia,13,55-59 years,55-59,19,190431,10
,2001,2001,Prostate,28010,Georgia,13,60-64 years ,60-64,47,142350,33
,2001,2001,Prostate,28010,Georgia,13,65-69 years,65-69,61,110851,55
,2001,2001,Prostate,28010,Illinois,17,55-59 years,55-59,22,285724,7.7
,2001,2001,Prostate,28010,Illinois,17,60-64 years ,60-64,67,223317,30
,2001,2001,Prostate,28010,Illinois,17,65-69 years,65-69,100,180585,55.4
,2001,2001,Prostate,28010,Indiana,18,60-64 years ,60-64,33,116070,28.4
,2001,2001,Prostate,28010,Indiana,18,65-69 years,65-69,57,93747,60.8
,2001,2001,Prostate,28010,Iowa,19,65-69 years,65-69,32,49437,64.7
,2001,2001,Prostate,28010,Kansas,20,65-69 years,65-69,16,41634,38.4
,2001,2001,Prostate,28010,Kentucky,21,60-64 years ,60-64,16,82370,19.4
,2001,2001,Prostate,28010,Kentucky,21,65-69 years,65-69,32,67382,47.5
,2001,2001,Prostate,28010,Louisiana,22,60-64 years ,60-64,31,81897,37.9
,2001,2001,Prostate,28010,Louisiana,22,65-69 years,65-69,44,67200,65.5
,2001,2001,Prostate,28010,Maine,23,65-69 years,65-69,18,23918,75.3
,2001,2001,Prostate,28010,Maryland,24,60-64 years ,60-64,22,99825,22
,2001,2001,Prostate,28010,Maryland,24,65-69 years,65-69,39,78445,49.7
,2001,2001,Prostate,28010,Massachusetts,25,55-59 years,55-59,16,154684,10.3
,2001,2001,Prostate,28010,Massachusetts,25,60-64 years ,60-64,31,114444,27.1
,2001,2001,Prostate,28010,Massachusetts,25,65-69 years,65-69,53,98016,54.1
,2001,2001,Prostate,28010,Michigan,26,55-59 years,55-59,25,244700,10.2
,2001,2001,Prostate,28010,Michigan,26,60-64 years ,60-64,44,185807,23.7
,2001,2001,Prostate,28010,Michigan,26,65-69 years,65-69,91,151098,60.2
,2001,2001,Prostate,28010,Minnesota,27,60-64 years ,60-64,19,90211,21.1
,2001,2001,Prostate,28010,Minnesota,27,65-69 years,65-69,27,72816,37.1
,2001,2001,Prostate,28010,Mississippi,28,60-64 years ,60-64,19,54296,35
,2001,2001,Prostate,28010,Mississippi,28,65-69 years,65-69,39,44660,87.3
,2001,2001,Prostate,28010,Missouri,29,60-64 years ,60-64,24,111783,21.5
,2001,2001,Prostate,28010,Missouri,29,65-69 years,65-69,44,95536,46.1
,2001,2001,Prostate,28010,Nebraska,31,65-69 years,65-69,18,27341,65.8
,2001,2001,Prostate,28010,Nevada,32,65-69 years,65-69,17,37965,44.8
,2001,2001,Prostate,28010,New Jersey,34,55-59 years,55-59,16,209689,7.6
,2001,2001,Prostate,28010,New Jersey,34,60-64 years ,60-64,39,159322,24.5
,2001,2001,Prostate,28010,New Jersey,34,65-69 years,65-69,90,131700,68.3
,2001,2001,Prostate,28010,New York,36,55-59 years,55-59,63,450461,14
,2001,2001,Prostate,28010,New York,36,60-64 years ,60-64,83,356440,23.3
,2001,2001,Prostate,28010,New York,36,65-69 years,65-69,165,295501,55.8
,2001,2001,Prostate,28010,North Carolina,37,55-59 years,55-59,21,201338,10.4
,2001,2001,Prostate,28010,North Carolina,37,60-64 years ,60-64,48,157708,30.4
,2001,2001,Prostate,28010,North Carolina,37,65-69 years,65-69,90,131887,68.2
,2001,2001,Prostate,28010,Ohio,39,55-59 years,55-59,35,272036,12.9
,2001,2001,Prostate,28010,Ohio,39,60-64 years ,60-64,41,219010,18.7
,2001,2001,Prostate,28010,Ohio,39,65-69 years,65-69,97,182664,53.1
,2001,2001,Prostate,28010,Oklahoma,40,60-64 years ,60-64,20,69815,28.6
,2001,2001,Prostate,28010,Oklahoma,40,65-69 years,65-69,33,60173,54.8
,2001,2001,Prostate,28010,Oregon,41,60-64 years ,60-64,18,67520,26.7
,2001,2001,Prostate,28010,Oregon,41,65-69 years,65-69,32,54058,59.2
,2001,2001,Prostate,28010,Pennsylvania,42,55-59 years,55-59,44,304643,14.4
,2001,2001,Prostate,28010,Pennsylvania,42,60-64 years ,60-64,59,245835,24
,2001,2001,Prostate,28010,Pennsylvania,42,65-69 years,65-69,108,214709,50.3
,2001,2001,Prostate,28010,South Carolina,45,60-64 years ,60-64,21,81711,25.7
,2001,2001,Prostate,28010,South Carolina,45,65-69 years,65-69,55,68496,80.3
,2001,2001,Prostate,28010,Tennessee,47,55-59 years,55-59,19,146840,12.9
,2001,2001,Prostate,28010,Tennessee,47,60-64 years ,60-64,26,116796,22.3
,2001,2001,Prostate,28010,Tennessee,47,65-69 years,65-69,45,95821,47
,2001,2001,Prostate,28010,Texas,48,55-59 years,55-59,43,457096,9.4
,2001,2001,Prostate,28010,Texas,48,60-64 years ,60-64,65,347992,18.7
,2001,2001,Prostate,28010,Texas,48,65-69 years,65-69,141,288004,49
,2001,2001,Prostate,28010,Virginia,51,55-59 years,55-59,20,181990,11
,2001,2001,Prostate,28010,Virginia,51,60-64 years ,60-64,30,136891,21.9
,2001,2001,Prostate,28010,Virginia,51,65-69 years,65-69,54,108250,49.9
,2001,2001,Prostate,28010,Washington,53,60-64 years ,60-64,29,109144,26.6
,2001,2001,Prostate,28010,Washington,53,65-69 years,65-69,34,85109,39.9
,2001,2001,Prostate,28010,Wisconsin,55,60-64 years ,60-64,23,102177,22.5
,2001,2001,Prostate,28010,Wisconsin,55,65-69 years,65-69,40,85403,46.8
,2002,2002,Prostate,28010,Alabama,01,55-59 years,55-59,16,119508,13.4
,2002,2002,Prostate,28010,Alabama,01,60-64 years ,60-64,30,93485,32.1
,2002,2002,Prostate,28010,Alabama,01,65-69 years,65-69,47,78293,60
,2002,2002,Prostate,28010,Arizona,04,65-69 years,65-69,47,93610,50.2
,2002,2002,Prostate,28010,Arkansas,05,65-69 years,65-69,25,49852,50.1
,2002,2002,Prostate,28010,California,06,55-59 years,55-59,77,813760,9.5
,2002,2002,Prostate,28010,California,06,60-64 years ,60-64,146,588994,24.8
,2002,2002,Prostate,28010,California,06,65-69 years,65-69,228,467639,48.8
,2002,2002,Prostate,28010,Colorado,08,65-69 years,65-69,22,59617,36.9
,2002,2002,Prostate,28010,Connecticut,09,60-64 years ,60-64,20,67108,29.8
,2002,2002,Prostate,28010,Connecticut,09,65-69 years,65-69,23,52962,43.4
,2002,2002,Prostate,28010,Florida,12,55-59 years,55-59,36,445621,8.1
,2002,2002,Prostate,28010,Florida,12,60-64 years ,60-64,94,372773,25.2
,2002,2002,Prostate,28010,Florida,12,65-69 years,65-69,147,344589,42.7
,2002,2002,Prostate,28010,Georgia,13,55-59 years,55-59,19,207782,9.1
,2002,2002,Prostate,28010,Georgia,13,60-64 years ,60-64,43,149208,28.8
,2002,2002,Prostate,28010,Georgia,13,65-69 years,65-69,81,113427,71.4
,2002,2002,Prostate,28010,Illinois,17,55-59 years,55-59,29,306029,9.5
,2002,2002,Prostate,28010,Illinois,17,60-64 years ,60-64,64,230644,27.7
,2002,2002,Prostate,28010,Illinois,17,65-69 years,65-69,106,182095,58.2
,2002,2002,Prostate,28010,Indiana,18,60-64 years ,60-64,38,120200,31.6
,2002,2002,Prostate,28010,Indiana,18,65-69 years,65-69,46,94383,48.7
,2002,2002,Prostate,28010,Iowa,19,65-69 years,65-69,21,49908,42.1
,2002,2002,Prostate,28010,Kansas,20,65-69 years,65-69,18,41617,43.3
,2002,2002,Prostate,28010,Kentucky,21,60-64 years ,60-64,30,85701,35
,2002,2002,Prostate,28010,Kentucky,21,65-69 years,65-69,36,68023,52.9
,2002,2002,Prostate,28010,Louisiana,22,60-64 years ,60-64,21,84607,24.8
,2002,2002,Prostate,28010,Louisiana,22,65-69 years,65-69,38,67920,55.9
,2002,2002,Prostate,28010,Maryland,24,60-64 years ,60-64,32,104386,30.7
,2002,2002,Prostate,28010,Maryland,24,65-69 years,65-69,46,79335,58
,2002,2002,Prostate,28010,Massachusetts,25,55-59 years,55-59,16,168769,9.5
,2002,2002,Prostate,28010,Massachusetts,25,60-64 years ,60-64,20,118787,16.8
,2002,2002,Prostate,28010,Massachusetts,25,65-69 years,65-69,58,97408,59.5
,2002,2002,Prostate,28010,Michigan,26,55-59 years,55-59,23,262890,8.7
,2002,2002,Prostate,28010,Michigan,26,60-64 years ,60-64,33,194264,17
,2002,2002,Prostate,28010,Michigan,26,65-69 years,65-69,75,151652,49.5
,2002,2002,Prostate,28010,Minnesota,27,60-64 years ,60-64,24,93633,25.6
,2002,2002,Prostate,28010,Minnesota,27,65-69 years,65-69,44,73555,59.8
,2002,2002,Prostate,28010,Mississippi,28,60-64 years ,60-64,16,55542,28.8
,2002,2002,Prostate,28010,Mississippi,28,65-69 years,65-69,34,45481,74.8
,2002,2002,Prostate,28010,Missouri,29,60-64 years ,60-64,28,116010,24.1
,2002,2002,Prostate,28010,Missouri,29,65-69 years,65-69,45,96041,46.9
,2002,2002,Prostate,28010,Nevada,32,65-69 years,65-69,19,39472,48.1
,2002,2002,Prostate,28010,New Jersey,34,55-59 years,55-59,23,225967,10.2
,2002,2002,Prostate,28010,New Jersey,34,60-64 years ,60-64,41,164855,24.9
,2002,2002,Prostate,28010,New Jersey,34,65-69 years,65-69,69,131653,52.4
,2002,2002,Prostate,28010,New York,36,55-59 years,55-59,54,484819,11.1
,2002,2002,Prostate,28010,New York,36,60-64 years ,60-64,92,365374,25.2
,2002,2002,Prostate,28010,New York,36,65-69 years,65-69,166,296879,55.9
,2002,2002,Prostate,28010,North Carolina,37,55-59 years,55-59,23,219677,10.5
,2002,2002,Prostate,28010,North Carolina,37,60-64 years ,60-64,58,164824,35.2
,2002,2002,Prostate,28010,North Carolina,37,65-69 years,65-69,86,134877,63.8
,2002,2002,Prostate,28010,Ohio,39,55-59 years,55-59,38,295287,12.9
,2002,2002,Prostate,28010,Ohio,39,60-64 years ,60-64,52,226155,23
,2002,2002,Prostate,28010,Ohio,39,65-69 years,65-69,100,183355,54.5
,2002,2002,Prostate,28010,Oklahoma,40,65-69 years,65-69,26,60587,42.9
,2002,2002,Prostate,28010,Oregon,41,60-64 years ,60-64,20,71068,28.1
,2002,2002,Prostate,28010,Oregon,41,65-69 years,65-69,42,55504,75.7
,2002,2002,Prostate,28010,Pennsylvania,42,55-59 years,55-59,29,331525,8.7
,2002,2002,Prostate,28010,Pennsylvania,42,60-64 years ,60-64,64,252862,25.3
,2002,2002,Prostate,28010,Pennsylvania,42,65-69 years,65-69,121,213139,56.8
,2002,2002,Prostate,28010,South Carolina,45,60-64 years ,60-64,25,85636,29.2
,2002,2002,Prostate,28010,South Carolina,45,65-69 years,65-69,47,69813,67.3
,2002,2002,Prostate,28010,Tennessee,47,60-64 years ,60-64,18,122158,14.7
,2002,2002,Prostate,28010,Tennessee,47,65-69 years,65-69,51,97010,52.6
,2002,2002,Prostate,28010,Texas,48,55-59 years,55-59,50,498052,10
,2002,2002,Prostate,28010,Texas,48,60-64 years ,60-64,82,363632,22.6
,2002,2002,Prostate,28010,Texas,48,65-69 years,65-69,126,292419,43.1
,2002,2002,Prostate,28010,Virginia,51,55-59 years,55-59,29,198848,14.6
,2002,2002,Prostate,28010,Virginia,51,60-64 years ,60-64,42,143224,29.3
,2002,2002,Prostate,28010,Virginia,51,65-69 years,65-69,74,110725,66.8
,2002,2002,Prostate,28010,Washington,53,60-64 years ,60-64,17,115337,14.7
,2002,2002,Prostate,28010,Washington,53,65-69 years,65-69,39,87168,44.7
,2002,2002,Prostate,28010,West Virginia,54,65-69 years,65-69,19,35473,53.6
,2002,2002,Prostate,28010,Wisconsin,55,55-59 years,55-59,19,140321,13.5
,2002,2002,Prostate,28010,Wisconsin,55,60-64 years ,60-64,24,105671,22.7
,2002,2002,Prostate,28010,Wisconsin,55,65-69 years,65-69,40,86187,46.4
,2003,2003,Prostate,28010,Alabama,01,60-64 years ,60-64,33,97551,33.8
,2003,2003,Prostate,28010,Alabama,01,65-69 years,65-69,49,79768,61.4
,2003,2003,Prostate,28010,Arizona,04,65-69 years,65-69,39,96687,40.3
,2003,2003,Prostate,28010,Arkansas,05,60-64 years ,60-64,24,61830,38.8
,2003,2003,Prostate,28010,Arkansas,05,65-69 years,65-69,34,51121,66.5
,2003,2003,Prostate,28010,California,06,55-59 years,55-59,60,856849,7
,2003,2003,Prostate,28010,California,06,60-64 years ,60-64,160,619792,25.8
,2003,2003,Prostate,28010,California,06,65-69 years,65-69,201,480304,41.8
,2003,2003,Prostate,28010,Colorado,08,60-64 years ,60-64,23,83216,27.6
,2003,2003,Prostate,28010,Colorado,08,65-69 years,65-69,28,61439,45.6
,2003,2003,Prostate,28010,Connecticut,09,65-69 years,65-69,23,53753,42.8
,2003,2003,Prostate,28010,Florida,12,55-59 years,55-59,39,467750,8.3
,2003,2003,Prostate,28010,Florida,12,60-64 years ,60-64,79,394258,20
,2003,2003,Prostate,28010,Florida,12,65-69 years,65-69,150,352693,42.5
,2003,2003,Prostate,28010,Georgia,13,55-59 years,55-59,20,218699,9.1
,2003,2003,Prostate,28010,Georgia,13,60-64 years ,60-64,54,159798,33.8
,2003,2003,Prostate,28010,Georgia,13,65-69 years,65-69,75,117206,64
,2003,2003,Prostate,28010,Illinois,17,55-59 years,55-59,25,316817,7.9
,2003,2003,Prostate,28010,Illinois,17,60-64 years ,60-64,53,241245,22
,2003,2003,Prostate,28010,Illinois,17,65-69 years,65-69,112,186314,60.1
,2003,2003,Prostate,28010,Indiana,18,60-64 years ,60-64,44,126421,34.8
,2003,2003,Prostate,28010,Indiana,18,65-69 years,65-69,39,96730,40.3
,2003,2003,Prostate,28010,Iowa,19,60-64 years ,60-64,28,61822,45.3
,2003,2003,Prostate,28010,Iowa,19,65-69 years,65-69,32,50444,63.4
,2003,2003,Prostate,28010,Kansas,20,65-69 years,65-69,18,42060,42.8
,2003,2003,Prostate,28010,Kentucky,21,60-64 years ,60-64,16,89931,17.8
,2003,2003,Prostate,28010,Kentucky,21,65-69 years,65-69,32,69829,45.8
,2003,2003,Prostate,28010,Louisiana,22,60-64 years ,60-64,29,88390,32.8
,2003,2003,Prostate,28010,Louisiana,22,65-69 years,65-69,40,69432,57.6
,2003,2003,Prostate,28010,Maryland,24,60-64 years ,60-64,19,110837,17.1
,2003,2003,Prostate,28010,Maryland,24,65-69 years,65-69,32,81410,39.3
