Notes,Year,Year Code,Leading Cancer Sites,Leading Cancer Sites Code,State,State Code,Race,Race Code,Ethnicity,Ethnicity Code,Deaths,Population,Crude Rate
,2000,2000,Prostate,28010,California,06,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,122,1937021,6.3
,2000,2000,Prostate,28010,California,06,Black or African American,2054-5,Non-Hispanic,2186-5,326,1143218,28.5
,2000,2000,Prostate,28010,California,06,White,2106-3,Hispanic,2135-2,256,5356900,4.8
,2000,2000,Prostate,28010,California,06,White,2106-3,Non-Hispanic,2186-5,2293,8087300,28.4
,2000,2000,Prostate,28010,Colorado,08,Black or African American,2054-5,Non-Hispanic,2186-5,25,91542,27.3
,2000,2000,Prostate,28010,Colorado,08,White,2106-3,Hispanic,2135-2,19,367232,5.2
,2000,2000,Prostate,28010,Colorado,08,White,2106-3,Non-Hispanic,2186-5,327,1628905,20.1
,2000,2000,Prostate,28010,Connecticut,09,Black or African American,2054-5,Non-Hispanic,2186-5,34,149639,22.7
,2000,2000,Prostate,28010,Connecticut,09,White,2106-3,Non-Hispanic,2186-5,333,1292158,25.8
,2000,2000,Prostate,28010,Delaware,10,White,2106-3,Non-Hispanic,2186-5,48,278943,17.2
,2000,2000,Prostate,28010,District of Columbia,11,Black or African American,2054-5,Non-Hispanic,2186-5,88,156739,56.1
,2000,2000,Prostate,28010,Florida,12,Black or African American,2054-5,Non-Hispanic,2186-5,338,1136721,29.7
,2000,2000,Prostate,28010,Florida,12,White,2106-3,Hispanic,2135-2,181,1282771,14.1
,2000,2000,Prostate,28010,Florida,12,White,2106-3,Non-Hispanic,2186-5,1737,5169264,33.6
,2000,2000,Prostate,28010,Georgia,13,Black or African American,2054-5,Non-Hispanic,2186-5,304,1121314,27.1
,2000,2000,Prostate,28010,Georgia,13,White,2106-3,Non-Hispanic,2186-5,472,2560232,18.4
,2000,2000,Prostate,28010,Hawaii,15,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,66,406941,16.2
,2000,2000,Prostate,28010,Hawaii,15,White,2106-3,Non-Hispanic,2186-5,46,142482,32.3
,2000,2000,Prostate,28010,Idaho,16,White,2106-3,Non-Hispanic,2186-5,154,576825,26.7
,2000,2000,Prostate,28010,Illinois,17,Black or African American,2054-5,Non-Hispanic,2186-5,285,888511,32.1
,2000,2000,Prostate,28010,Illinois,17,White,2106-3,Hispanic,2135-2,24,779185,3.1
,2000,2000,Prostate,28010,Illinois,17,White,2106-3,Non-Hispanic,2186-5,1076,4149869,25.9
,2000,2000,Prostate,28010,Indiana,18,Black or African American,2054-5,Non-Hispanic,2186-5,88,252524,34.8
,2000,2000,Prostate,28010,Indiana,18,White,2106-3,Non-Hispanic,2186-5,564,2576423,21.9
,2000,2000,Prostate,28010,Iowa,19,White,2106-3,Non-Hispanic,2186-5,383,1332060,28.8
,2000,2000,Prostate,28010,Kansas,20,Black or African American,2054-5,Non-Hispanic,2186-5,28,81839,34.2
,2000,2000,Prostate,28010,Kansas,20,White,2106-3,Non-Hispanic,2186-5,259,1108417,23.4
,2000,2000,Prostate,28010,Kentucky,21,Black or African American,2054-5,Non-Hispanic,2186-5,40,148612,26.9
,2000,2000,Prostate,28010,Kentucky,21,White,2106-3,Non-Hispanic,2186-5,416,1774228,23.4
,2000,2000,Prostate,28010,Louisiana,22,Black or African American,2054-5,Non-Hispanic,2186-5,202,686883,29.4
,2000,2000,Prostate,28010,Louisiana,22,White,2106-3,Non-Hispanic,2186-5,264,1379298,19.1
,2000,2000,Prostate,28010,Maine,23,White,2106-3,Non-Hispanic,2186-5,146,603638,24.2
,2000,2000,Prostate,28010,Maryland,24,Black or African American,2054-5,Non-Hispanic,2186-5,175,702509,24.9
,2000,2000,Prostate,28010,Maryland,24,White,2106-3,Non-Hispanic,2186-5,368,1624426,22.7
,2000,2000,Prostate,28010,Massachusetts,25,Black or African American,2054-5,Non-Hispanic,2186-5,42,175147,24
,2000,2000,Prostate,28010,Massachusetts,25,White,2106-3,Non-Hispanic,2186-5,716,2542195,28.2
,2000,2000,Prostate,28010,Michigan,26,Black or African American,2054-5,Non-Hispanic,2186-5,197,686162,28.7
,2000,2000,Prostate,28010,Michigan,26,White,2106-3,Non-Hispanic,2186-5,889,3892250,22.8
,2000,2000,Prostate,28010,Minnesota,27,White,2106-3,Non-Hispanic,2186-5,578,2160437,26.8
,2000,2000,Prostate,28010,Mississippi,28,Black or African American,2054-5,Non-Hispanic,2186-5,203,485890,41.8
,2000,2000,Prostate,28010,Mississippi,28,White,2106-3,Non-Hispanic,2186-5,189,851348,22.2
,2000,2000,Prostate,28010,Missouri,29,Black or African American,2054-5,Non-Hispanic,2186-5,95,303779,31.3
,2000,2000,Prostate,28010,Missouri,29,White,2106-3,Non-Hispanic,2186-5,527,2311441,22.8
,2000,2000,Prostate,28010,Montana,30,White,2106-3,Non-Hispanic,2186-5,105,407783,25.7
,2000,2000,Prostate,28010,Nebraska,31,White,2106-3,Non-Hispanic,2186-5,204,737931,27.6
,2000,2000,Prostate,28010,Nevada,32,White,2106-3,Non-Hispanic,2186-5,157,680661,23.1
,2000,2000,Prostate,28010,New Hampshire,33,White,2106-3,Non-Hispanic,2186-5,124,583177,21.3
,2000,2000,Prostate,28010,New Jersey,34,Black or African American,2054-5,Non-Hispanic,2186-5,176,537144,32.8
,2000,2000,Prostate,28010,New Jersey,34,White,2106-3,Hispanic,2135-2,30,507398,5.9
,2000,2000,Prostate,28010,New Jersey,34,White,2106-3,Non-Hispanic,2186-5,740,2722555,27.2
,2000,2000,Prostate,28010,New Mexico,35,White,2106-3,Hispanic,2135-2,46,365925,12.6
,2000,2000,Prostate,28010,New Mexico,35,White,2106-3,Non-Hispanic,2186-5,120,405859,29.6
,2000,2000,Prostate,28010,New York,36,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,20,565067,3.5
,2000,2000,Prostate,28010,New York,36,Black or African American,2054-5,Non-Hispanic,2186-5,412,1359470,30.3
,2000,2000,Prostate,28010,New York,36,White,2106-3,Hispanic,2135-2,86,1150141,7.5
,2000,2000,Prostate,28010,New York,36,White,2106-3,Non-Hispanic,2186-5,1542,5779155,26.7
,2000,2000,Prostate,28010,North Carolina,37,Black or African American,2054-5,Non-Hispanic,2186-5,348,826583,42.1
,2000,2000,Prostate,28010,North Carolina,37,White,2106-3,Non-Hispanic,2186-5,613,2795127,21.9
,2000,2000,Prostate,28010,North Dakota,38,White,2106-3,Non-Hispanic,2186-5,97,295796,32.8
,2000,2000,Prostate,28010,Ohio,39,Black or African American,2054-5,Non-Hispanic,2186-5,230,637255,36.1
,2000,2000,Prostate,28010,Ohio,39,White,2106-3,Non-Hispanic,2186-5,1093,4681541,23.3
,2000,2000,Prostate,28010,Oklahoma,40,Black or African American,2054-5,Non-Hispanic,2186-5,48,135450,35.4
,2000,2000,Prostate,28010,Oklahoma,40,White,2106-3,Non-Hispanic,2186-5,314,1290178,24.3
,2000,2000,Prostate,28010,Oregon,41,White,2106-3,Non-Hispanic,2186-5,400,1431902,27.9
,2000,2000,Prostate,28010,Pennsylvania,42,Black or African American,2054-5,Non-Hispanic,2186-5,208,587102,35.4
,2000,2000,Prostate,28010,Pennsylvania,42,White,2106-3,Non-Hispanic,2186-5,1462,5015848,29.1
,2000,2000,Prostate,28010,Rhode Island,44,White,2106-3,Non-Hispanic,2186-5,126,418525,30.1
,2000,2000,Prostate,28010,South Carolina,45,Black or African American,2054-5,Non-Hispanic,2186-5,223,559254,39.9
,2000,2000,Prostate,28010,South Carolina,45,White,2106-3,Non-Hispanic,2186-5,286,1312686,21.8
,2000,2000,Prostate,28010,South Dakota,46,White,2106-3,Non-Hispanic,2186-5,98,331772,29.5
,2000,2000,Prostate,28010,Tennessee,47,Black or African American,2054-5,Non-Hispanic,2186-5,164,445208,36.8
,2000,2000,Prostate,28010,Tennessee,47,White,2106-3,Non-Hispanic,2186-5,479,2219813,21.6
,2000,2000,Prostate,28010,Texas,48,Black or African American,2054-5,Non-Hispanic,2186-5,287,1166519,24.6
,2000,2000,Prostate,28010,Texas,48,White,2106-3,Hispanic,2135-2,196,3336480,5.9
,2000,2000,Prostate,28010,Texas,48,White,2106-3,Non-Hispanic,2186-5,1223,5461083,22.4
,2000,2000,Prostate,28010,Utah,49,White,2106-3,Non-Hispanic,2186-5,157,961420,16.3
,2000,2000,Prostate,28010,Vermont,50,White,2106-3,Non-Hispanic,2186-5,54,289730,18.6
,2000,2000,Prostate,28010,Virginia,51,Black or African American,2054-5,Non-Hispanic,2186-5,267,677629,39.4
,2000,2000,Prostate,28010,Virginia,51,White,2106-3,Non-Hispanic,2186-5,471,2481187,19
,2000,2000,Prostate,28010,Washington,53,White,2106-3,Non-Hispanic,2186-5,536,2359600,22.7
,2000,2000,Prostate,28010,West Virginia,54,White,2106-3,Non-Hispanic,2186-5,237,834871,28.4
,2000,2000,Prostate,28010,Wisconsin,55,Black or African American,2054-5,Non-Hispanic,2186-5,28,152636,18.3
,2000,2000,Prostate,28010,Wisconsin,55,White,2106-3,Non-Hispanic,2186-5,627,2324308,27
,2000,2000,Prostate,28010,Wyoming,56,White,2106-3,Non-Hispanic,2186-5,57,222822,25.6
,2001,2001,Prostate,28010,Alabama,01,Black or African American,2054-5,Non-Hispanic,2186-5,258,542625,47.5
,2001,2001,Prostate,28010,Alabama,01,White,2106-3,Non-Hispanic,2186-5,349,1537394,22.7
,2001,2001,Prostate,28010,Alaska,02,White,2106-3,Non-Hispanic,2186-5,24,231535,10.4
,2001,2001,Prostate,28010,Arizona,04,White,2106-3,Hispanic,2135-2,44,668225,6.6
,2001,2001,Prostate,28010,Arizona,04,White,2106-3,Non-Hispanic,2186-5,437,1662811,26.3
,2001,2001,Prostate,28010,Arkansas,05,Black or African American,2054-5,Non-Hispanic,2186-5,84,201042,41.8
,2001,2001,Prostate,28010,Arkansas,05,White,2106-3,Non-Hispanic,2186-5,263,1038755,25.3
,2001,2001,Prostate,28010,California,06,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,125,2008195,6.2
,2001,2001,Prostate,28010,California,06,Black or African American,2054-5,Non-Hispanic,2186-5,331,1149214,28.8
,2001,2001,Prostate,28010,California,06,White,2106-3,Hispanic,2135-2,326,5495908,5.9
,2001,2001,Prostate,28010,California,06,White,2106-3,Non-Hispanic,2186-5,2151,8096911,26.6
,2001,2001,Prostate,28010,Colorado,08,Black or African American,2054-5,Non-Hispanic,2186-5,16,94292,17
,2001,2001,Prostate,28010,Colorado,08,White,2106-3,Hispanic,2135-2,28,384320,7.3
,2001,2001,Prostate,28010,Colorado,08,White,2106-3,Non-Hispanic,2186-5,292,1654432,17.6
,2001,2001,Prostate,28010,Connecticut,09,Black or African American,2054-5,Non-Hispanic,2186-5,30,152015,19.7
,2001,2001,Prostate,28010,Connecticut,09,White,2106-3,Non-Hispanic,2186-5,348,1291322,26.9
,2001,2001,Prostate,28010,Delaware,10,Black or African American,2054-5,Non-Hispanic,2186-5,22,74617,29.5
,2001,2001,Prostate,28010,Delaware,10,White,2106-3,Non-Hispanic,2186-5,83,279381,29.7
,2001,2001,Prostate,28010,District of Columbia,11,Black or African American,2054-5,Non-Hispanic,2186-5,74,154771,47.8
,2001,2001,Prostate,28010,District of Columbia,11,White,2106-3,Non-Hispanic,2186-5,17,83077,20.5
,2001,2001,Prostate,28010,Florida,12,Black or African American,2054-5,Non-Hispanic,2186-5,318,1168072,27.2
,2001,2001,Prostate,28010,Florida,12,White,2106-3,Hispanic,2135-2,208,1347138,15.4
,2001,2001,Prostate,28010,Florida,12,White,2106-3,Non-Hispanic,2186-5,1666,5211978,32
,2001,2001,Prostate,28010,Georgia,13,Black or African American,2054-5,Non-Hispanic,2186-5,295,1147257,25.7
,2001,2001,Prostate,28010,Georgia,13,White,2106-3,Non-Hispanic,2186-5,443,2579178,17.2
,2001,2001,Prostate,28010,Hawaii,15,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,67,409187,16.4
,2001,2001,Prostate,28010,Hawaii,15,White,2106-3,Non-Hispanic,2186-5,40,143925,27.8
,2001,2001,Prostate,28010,Idaho,16,White,2106-3,Non-Hispanic,2186-5,129,583443,22.1
,2001,2001,Prostate,28010,Illinois,17,Black or African American,2054-5,Non-Hispanic,2186-5,271,888926,30.5
,2001,2001,Prostate,28010,Illinois,17,White,2106-3,Hispanic,2135-2,27,804850,3.4
,2001,2001,Prostate,28010,Illinois,17,White,2106-3,Non-Hispanic,2186-5,1084,4141070,26.2
,2001,2001,Prostate,28010,Indiana,18,Black or African American,2054-5,Non-Hispanic,2186-5,85,257079,33.1
,2001,2001,Prostate,28010,Indiana,18,White,2106-3,Non-Hispanic,2186-5,589,2579810,22.8
,2001,2001,Prostate,28010,Iowa,19,White,2106-3,Non-Hispanic,2186-5,388,1329136,29.2
,2001,2001,Prostate,28010,Kansas,20,Black or African American,2054-5,Non-Hispanic,2186-5,28,82352,34
,2001,2001,Prostate,28010,Kansas,20,White,2106-3,Non-Hispanic,2186-5,278,1106512,25.1
,2001,2001,Prostate,28010,Kentucky,21,Black or African American,2054-5,Non-Hispanic,2186-5,48,151369,31.7
,2001,2001,Prostate,28010,Kentucky,21,White,2106-3,Non-Hispanic,2186-5,328,1778991,18.4
,2001,2001,Prostate,28010,Louisiana,22,Black or African American,2054-5,Non-Hispanic,2186-5,229,689637,33.2
,2001,2001,Prostate,28010,Louisiana,22,White,2106-3,Non-Hispanic,2186-5,325,1376338,23.6
,2001,2001,Prostate,28010,Maine,23,White,2106-3,Non-Hispanic,2186-5,183,606757,30.2
,2001,2001,Prostate,28010,Maryland,24,Black or African American,2054-5,Non-Hispanic,2186-5,189,715350,26.4
,2001,2001,Prostate,28010,Maryland,24,White,2106-3,Non-Hispanic,2186-5,357,1625569,22
,2001,2001,Prostate,28010,Massachusetts,25,Black or African American,2054-5,Non-Hispanic,2186-5,39,179393,21.7
,2001,2001,Prostate,28010,Massachusetts,25,White,2106-3,Non-Hispanic,2186-5,700,2539960,27.6
,2001,2001,Prostate,28010,Michigan,26,Black or African American,2054-5,Non-Hispanic,2186-5,206,690386,29.8
,2001,2001,Prostate,28010,Michigan,26,White,2106-3,Non-Hispanic,2186-5,890,3896477,22.8
,2001,2001,Prostate,28010,Minnesota,27,White,2106-3,Non-Hispanic,2186-5,573,2169322,26.4
,2001,2001,Prostate,28010,Mississippi,28,Black or African American,2054-5,Non-Hispanic,2186-5,194,487749,39.8
,2001,2001,Prostate,28010,Mississippi,28,White,2106-3,Non-Hispanic,2186-5,217,850370,25.5
,2001,2001,Prostate,28010,Missouri,29,Black or African American,2054-5,Non-Hispanic,2186-5,78,307828,25.3
,2001,2001,Prostate,28010,Missouri,29,White,2106-3,Non-Hispanic,2186-5,478,2319042,20.6
,2001,2001,Prostate,28010,Montana,30,White,2106-3,Non-Hispanic,2186-5,117,408323,28.7
,2001,2001,Prostate,28010,Nebraska,31,White,2106-3,Non-Hispanic,2186-5,179,736175,24.3
,2001,2001,Prostate,28010,Nevada,32,Black or African American,2054-5,Non-Hispanic,2186-5,25,76888,32.5
,2001,2001,Prostate,28010,Nevada,32,White,2106-3,Non-Hispanic,2186-5,169,693911,24.4
,2001,2001,Prostate,28010,New Hampshire,33,White,2106-3,Non-Hispanic,2186-5,132,588742,22.4
,2001,2001,Prostate,28010,New Jersey,34,Black or African American,2054-5,Non-Hispanic,2186-5,186,539835,34.5
,2001,2001,Prostate,28010,New Jersey,34,White,2106-3,Hispanic,2135-2,27,525638,5.1
,2001,2001,Prostate,28010,New Jersey,34,White,2106-3,Non-Hispanic,2186-5,771,2714401,28.4
,2001,2001,Prostate,28010,New Mexico,35,White,2106-3,Hispanic,2135-2,52,371731,14
,2001,2001,Prostate,28010,New Mexico,35,White,2106-3,Non-Hispanic,2186-5,115,402632,28.6
,2001,2001,Prostate,28010,New York,36,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,21,583122,3.6
,2001,2001,Prostate,28010,New York,36,Black or African American,2054-5,Non-Hispanic,2186-5,408,1362150,30
,2001,2001,Prostate,28010,New York,36,White,2106-3,Hispanic,2135-2,96,1169486,8.2
,2001,2001,Prostate,28010,New York,36,White,2106-3,Non-Hispanic,2186-5,1524,5773483,26.4
,2001,2001,Prostate,28010,North Carolina,37,Black or African American,2054-5,Non-Hispanic,2186-5,333,838701,39.7
,2001,2001,Prostate,28010,North Carolina,37,White,2106-3,Non-Hispanic,2186-5,568,2818614,20.2
,2001,2001,Prostate,28010,North Dakota,38,White,2106-3,Non-Hispanic,2186-5,83,293737,28.3
,2001,2001,Prostate,28010,Ohio,39,Black or African American,2054-5,Non-Hispanic,2186-5,216,645402,33.5
,2001,2001,Prostate,28010,Ohio,39,White,2106-3,Non-Hispanic,2186-5,1050,4679215,22.4
,2001,2001,Prostate,28010,Oklahoma,40,Black or African American,2054-5,Non-Hispanic,2186-5,29,136770,21.2
