Notes,Year,Year Code,Leading Cancer Sites,Leading Cancer Sites Code,Age Groups,Age Groups Code,Count,Population,Crude Rate
,2001,2001,Lung and Bronchus,22030,20-24 years,20-24,46,19536435,0.2
,2001,2001,Lung and Bronchus,22030,25-29 years,25-29,113,18634669,0.6
,2001,2001,Lung and Bronchus,22030,30-34 years,30-34,279,20462391,1.4
,2001,2001,Lung and Bronchus,22030,35-39 years,35-39,1114,22030086,5.1
,2001,2001,Lung and Bronchus,22030,40-44 years,40-44,3333,22601240,14.7
,2001,2001,Lung and Bronchus,22030,45-49 years,45-49,6161,20501373,30.1
,2001,2001,Lung and Bronchus,22030,50-54 years,50-54,11431,18507423,61.8
,2001,2001,Lung and Bronchus,22030,55-59 years,55-59,17989,13833003,130
,2001,2001,Lung and Bronchus,22030,60-64 years ,60-64,23700,11020881,215
,2001,2001,Lung and Bronchus,22030,65-69 years,65-69,30491,9463333,322.2
,2001,2001,Lung and Bronchus,22030,70-74 years,70-74,35674,8734260,408.4
,2001,2001,Lung and Bronchus,22030,75-79 years,75-79,32825,7386502,444.4
,2001,2001,Lung and Bronchus,22030,80-84 years,80-84,20233,5091062,397.4
,2001,2001,Lung and Bronchus,22030,85+ years,85+,12410,4270572,290.6
,2002,2002,Lung and Bronchus,22030,15-19 years,15-19,32,20386049,0.2
,2002,2002,Lung and Bronchus,22030,20-24 years,20-24,48,20019398,0.2
,2002,2002,Lung and Bronchus,22030,25-29 years,25-29,113,18510142,0.6
,2002,2002,Lung and Bronchus,22030,30-34 years,30-34,259,20467339,1.3
,2002,2002,Lung and Bronchus,22030,35-39 years,35-39,957,21551652,4.4
,2002,2002,Lung and Bronchus,22030,40-44 years,40-44,3276,22675693,14.4
,2002,2002,Lung and Bronchus,22030,45-49 years,45-49,6609,21049493,31.4
,2002,2002,Lung and Bronchus,22030,50-54 years,50-54,11367,18560294,61.2
,2002,2002,Lung and Bronchus,22030,55-59 years,55-59,18170,14996304,121.2
,2002,2002,Lung and Bronchus,22030,60-64 years ,60-64,24513,11442027,214.2
,2002,2002,Lung and Bronchus,22030,65-69 years,65-69,30082,9538576,315.4
,2002,2002,Lung and Bronchus,22030,70-74 years,70-74,35522,8663457,410
,2002,2002,Lung and Bronchus,22030,75-79 years,75-79,33289,7400487,449.8
,2002,2002,Lung and Bronchus,22030,80-84 years,80-84,21745,5246561,414.5
,2002,2002,Lung and Bronchus,22030,85+ years,85+,12839,4327726,296.7
,2003,2003,Lung and Bronchus,22030,15-19 years,15-19,26,20797166,0.1
,2003,2003,Lung and Bronchus,22030,20-24 years,20-24,58,20591688,0.3
,2003,2003,Lung and Bronchus,22030,25-29 years,25-29,101,18771585,0.5
,2003,2003,Lung and Bronchus,22030,30-34 years,30-34,275,20472210,1.3
,2003,2003,Lung and Bronchus,22030,35-39 years,35-39,932,21264159,4.4
,2003,2003,Lung and Bronchus,22030,40-44 years,40-44,3357,22890047,14.7
,2003,2003,Lung and Bronchus,22030,45-49 years,45-49,7003,21722676,32.2
,2003,2003,Lung and Bronchus,22030,50-54 years,50-54,11653,19097278,61
,2003,2003,Lung and Bronchus,22030,55-59 years,55-59,18785,15814557,118.8
,2003,2003,Lung and Bronchus,22030,60-64 years ,60-64,25615,12194388,210.1
,2003,2003,Lung and Bronchus,22030,65-69 years,65-69,31305,9830796,318.4
,2003,2003,Lung and Bronchus,22030,70-74 years,70-74,35494,8670119,409.4
,2003,2003,Lung and Bronchus,22030,75-79 years,75-79,34271,7497842,457.1
,2003,2003,Lung and Bronchus,22030,80-84 years,80-84,22600,5398596,418.6
,2003,2003,Lung and Bronchus,22030,85+ years,85+,13449,4466176,301.1
,2004,2004,Lung and Bronchus,22030,15-19 years,15-19,24,21102552,0.1
,2004,2004,Lung and Bronchus,22030,20-24 years,20-24,63,20845560,0.3
,2004,2004,Lung and Bronchus,22030,25-29 years,25-29,108,19107055,0.6
,2004,2004,Lung and Bronchus,22030,30-34 years,30-34,278,20159501,1.4
,2004,2004,Lung and Bronchus,22030,35-39 years,35-39,864,20874649,4.1
,2004,2004,Lung and Bronchus,22030,40-44 years,40-44,3197,22925626,13.9
,2004,2004,Lung and Bronchus,22030,45-49 years,45-49,7131,22065262,32.3
,2004,2004,Lung and Bronchus,22030,50-54 years,50-54,11742,19564668,60
,2004,2004,Lung and Bronchus,22030,55-59 years,55-59,18607,16607176,112
,2004,2004,Lung and Bronchus,22030,60-64 years ,60-64,26120,12698128,205.7
,2004,2004,Lung and Bronchus,22030,65-69 years,65-69,31579,10073429,313.5
,2004,2004,Lung and Bronchus,22030,70-74 years,70-74,34683,8594104,403.6
,2004,2004,Lung and Bronchus,22030,75-79 years,75-79,34345,7461399,460.3
,2004,2004,Lung and Bronchus,22030,80-84 years,80-84,23425,5528504,423.7
,2004,2004,Lung and Bronchus,22030,85+ years,85+,13997,4545883,307.9
,2005,2005,Lung and Bronchus,22030,15-19 years,15-19,31,21471178,0.1
,2005,2005,Lung and Bronchus,22030,20-24 years,20-24,71,20941230,0.3
,2005,2005,Lung and Bronchus,22030,25-29 years,25-29,101,19521407,0.5
,2005,2005,Lung and Bronchus,22030,30-34 years,30-34,254,19707198,1.3
,2005,2005,Lung and Bronchus,22030,35-39 years,35-39,793,20785291,3.8
,2005,2005,Lung and Bronchus,22030,40-44 years,40-44,2984,22690105,13.2
,2005,2005,Lung and Bronchus,22030,45-49 years,45-49,7299,22403209,32.6
,2005,2005,Lung and Bronchus,22030,50-54 years,50-54,12175,20067242,60.7
,2005,2005,Lung and Bronchus,22030,55-59 years,55-59,19274,17495609,110.2
,2005,2005,Lung and Bronchus,22030,60-64 years ,60-64,26673,13131162,203.1
,2005,2005,Lung and Bronchus,22030,65-69 years,65-69,31923,10273382,310.7
,2005,2005,Lung and Bronchus,22030,70-74 years,70-74,35190,8598015,409.3
,2005,2005,Lung and Bronchus,22030,75-79 years,75-79,34649,7458837,464.5
,2005,2005,Lung and Bronchus,22030,80-84 years,80-84,24311,5608292,433.5
,2005,2005,Lung and Bronchus,22030,85+ years,85+,14899,4690947,317.6
,2006,2006,Lung and Bronchus,22030,15-19 years,15-19,29,21807709,0.1
,2006,2006,Lung and Bronchus,22030,20-24 years,20-24,65,21036135,0.3
,2006,2006,Lung and Bronchus,22030,25-29 years,25-29,142,20110011,0.7
,2006,2006,Lung and Bronchus,22030,30-34 years,30-34,274,19285168,1.4
,2006,2006,Lung and Bronchus,22030,35-39 years,35-39,781,20941233,3.7
,2006,2006,Lung and Bronchus,22030,40-44 years,40-44,2751,22302568,12.3
,2006,2006,Lung and Bronchus,22030,45-49 years,45-49,7208,22715286,31.7
,2006,2006,Lung and Bronchus,22030,50-54 years,50-54,12295,20570873,59.8
,2006,2006,Lung and Bronchus,22030,55-59 years,55-59,19558,18396860,106.3
,2006,2006,Lung and Bronchus,22030,60-64 years ,60-64,26654,13533253,197
,2006,2006,Lung and Bronchus,22030,65-69 years,65-69,32457,10553201,307.6
,2006,2006,Lung and Bronchus,22030,70-74 years,70-74,34765,8649826,401.9
,2006,2006,Lung and Bronchus,22030,75-79 years,75-79,34323,7447034,460.9
,2006,2006,Lung and Bronchus,22030,80-84 years,80-84,24796,5648117,439
,2006,2006,Lung and Bronchus,22030,85+ years,85+,15599,4865929,320.6
,2007,2007,Lung and Bronchus,22030,10-14 years,14-Oct,17,20841042,0.1
,2007,2007,Lung and Bronchus,22030,15-19 years,15-19,27,22067816,0.1
,2007,2007,Lung and Bronchus,22030,20-24 years,20-24,73,21077999,0.3
,2007,2007,Lung and Bronchus,22030,25-29 years,25-29,118,20542698,0.6
,2007,2007,Lung and Bronchus,22030,30-34 years,30-34,258,19170765,1.3
,2007,2007,Lung and Bronchus,22030,35-39 years,35-39,684,20963891,3.3
,2007,2007,Lung and Bronchus,22030,40-44 years,40-44,2520,21832339,11.5
,2007,2007,Lung and Bronchus,22030,45-49 years,45-49,7056,22799761,30.9
,2007,2007,Lung and Bronchus,22030,50-54 years,50-54,12528,21140178,59.3
,2007,2007,Lung and Bronchus,22030,55-59 years,55-59,18748,18454772,101.6
,2007,2007,Lung and Bronchus,22030,60-64 years ,60-64,27502,14673662,187.4
,2007,2007,Lung and Bronchus,22030,65-69 years,65-69,33269,10970235,303.3
,2007,2007,Lung and Bronchus,22030,70-74 years,70-74,34762,8728492,398.3
,2007,2007,Lung and Bronchus,22030,75-79 years,75-79,34391,7400363,464.7
,2007,2007,Lung and Bronchus,22030,80-84 years,80-84,25010,5687076,439.8
,2007,2007,Lung and Bronchus,22030,85+ years,85+,16346,5039545,324.4
,2008,2008,Lung and Bronchus,22030,15-19 years,15-19,41,22210880,0.2
,2008,2008,Lung and Bronchus,22030,20-24 years,20-24,64,21180612,0.3
,2008,2008,Lung and Bronchus,22030,25-29 years,25-29,121,20902668,0.6
,2008,2008,Lung and Bronchus,22030,30-34 years,30-34,266,19304805,1.4
,2008,2008,Lung and Bronchus,22030,35-39 years,35-39,737,20817463,3.5
,2008,2008,Lung and Bronchus,22030,40-44 years,40-44,2289,21375023,10.7
,2008,2008,Lung and Bronchus,22030,45-49 years,45-49,7073,22820973,31
,2008,2008,Lung and Bronchus,22030,50-54 years,50-54,13090,21639474,60.5
,2008,2008,Lung and Bronchus,22030,55-59 years,55-59,19060,18814568,101.3
,2008,2008,Lung and Bronchus,22030,60-64 years ,60-64,27489,15342495,179.2
,2008,2008,Lung and Bronchus,22030,65-69 years,65-69,34678,11594347,299.1
,2008,2008,Lung and Bronchus,22030,70-74 years,70-74,34931,8911332,392
,2008,2008,Lung and Bronchus,22030,75-79 years,75-79,33628,7345743,457.8
,2008,2008,Lung and Bronchus,22030,80-84 years,80-84,25767,5730359,449.7
,2008,2008,Lung and Bronchus,22030,85+ years,85+,17281,5195840,332.6
,2009,2009,Lung and Bronchus,22030,15-19 years,15-19,41,22192810,0.2
,2009,2009,Lung and Bronchus,22030,20-24 years,20-24,61,21384122,0.3
,2009,2009,Lung and Bronchus,22030,25-29 years,25-29,125,21078228,0.6
,2009,2009,Lung and Bronchus,22030,30-34 years,30-34,269,19645114,1.4
,2009,2009,Lung and Bronchus,22030,35-39 years,35-39,696,20507796,3.4
,2009,2009,Lung and Bronchus,22030,40-44 years,40-44,2135,20980015,10.2
,2009,2009,Lung and Bronchus,22030,45-49 years,45-49,6696,22862245,29.3
,2009,2009,Lung and Bronchus,22030,50-54 years,50-54,13100,22004843,59.5
,2009,2009,Lung and Bronchus,22030,55-59 years,55-59,19341,19280603,100.3
,2009,2009,Lung and Bronchus,22030,60-64 years ,60-64,27570,16124997,171
,2009,2009,Lung and Bronchus,22030,65-69 years,65-69,35428,12092377,293
,2009,2009,Lung and Bronchus,22030,70-74 years,70-74,35335,9140722,386.6
,2009,2009,Lung and Bronchus,22030,75-79 years,75-79,32802,7295064,449.6
,2009,2009,Lung and Bronchus,22030,80-84 years,80-84,25952,5727711,453.1
,2009,2009,Lung and Bronchus,22030,85+ years,85+,17621,5367301,328.3
,2010,2010,Lung and Bronchus,22030,15-19 years,15-19,31,22008711,0.1
,2010,2010,Lung and Bronchus,22030,20-24 years,20-24,79,21711544,0.4
,2010,2010,Lung and Bronchus,22030,25-29 years,25-29,121,21132693,0.6
,2010,2010,Lung and Bronchus,22030,30-34 years,30-34,261,20067916,1.3
,2010,2010,Lung and Bronchus,22030,35-39 years,35-39,619,20084470,3.1
,2010,2010,Lung and Bronchus,22030,40-44 years,40-44,1875,20910582,9
,2010,2010,Lung and Bronchus,22030,45-49 years,45-49,6149,22643500,27.2
,2010,2010,Lung and Bronchus,22030,50-54 years,50-54,13180,22359789,58.9
,2010,2010,Lung and Bronchus,22030,55-59 years,55-59,19340,19800281,97.7
,2010,2010,Lung and Bronchus,22030,60-64 years ,60-64,27379,16990709,161.1
,2010,2010,Lung and Bronchus,22030,65-69 years,65-69,34839,12520450,278.3
,2010,2010,Lung and Bronchus,22030,70-74 years,70-74,34679,9332366,371.6
,2010,2010,Lung and Bronchus,22030,75-79 years,75-79,32461,7314234,443.8
,2010,2010,Lung and Bronchus,22030,80-84 years,80-84,25308,5754653,439.8
,2010,2010,Lung and Bronchus,22030,85+ years,85+,18057,5540110,325.9
,2011,2011,Lung and Bronchus,22030,15-19 years,15-19,26,21794850,0.1
,2011,2011,Lung and Bronchus,22030,20-24 years,20-24,92,22211800,0.4
,2011,2011,Lung and Bronchus,22030,25-29 years,25-29,146,21229274,0.7
,2011,2011,Lung and Bronchus,22030,30-34 years,30-34,260,20513784,1.3
,2011,2011,Lung and Bronchus,22030,35-39 years,35-39,590,19633289,3
,2011,2011,Lung and Bronchus,22030,40-44 years,40-44,1828,21072630,8.7
,2011,2011,Lung and Bronchus,22030,45-49 years,45-49,5552,22204345,25
,2011,2011,Lung and Bronchus,22030,50-54 years,50-54,12977,22606113,57.4
,2011,2011,Lung and Bronchus,22030,55-59 years,55-59,19646,20290231,96.8
,2011,2011,Lung and Bronchus,22030,60-64 years ,60-64,28007,17820042,157.2
,2011,2011,Lung and Bronchus,22030,65-69 years,65-69,35156,12878057,273
,2011,2011,Lung and Bronchus,22030,70-74 years,70-74,35447,9590489,369.6
,2011,2011,Lung and Bronchus,22030,75-79 years,75-79,31809,7360839,432.1
,2011,2011,Lung and Bronchus,22030,80-84 years,80-84,25162,5758664,436.9
,2011,2011,Lung and Bronchus,22030,85+ years,85+,18283,5679743,321.9
,2012,2012,Lung and Bronchus,22030,15-19 years,15-19,30,21611310,0.1
,2012,2012,Lung and Bronchus,22030,20-24 years,20-24,71,22681021,0.3
,2012,2012,Lung and Bronchus,22030,25-29 years,25-29,129,21292157,0.6
,2012,2012,Lung and Bronchus,22030,30-34 years,30-34,266,20907571,1.3
,2012,2012,Lung and Bronchus,22030,35-39 years,35-39,533,19552679,2.7
,2012,2012,Lung and Bronchus,22030,40-44 years,40-44,1674,21089994,7.9
,2012,2012,Lung and Bronchus,22030,45-49 years,45-49,5269,21759876,24.2
,2012,2012,Lung and Bronchus,22030,50-54 years,50-54,12902,22648262,57
,2012,2012,Lung and Bronchus,22030,55-59 years,55-59,20424,20828662,98.1
,2012,2012,Lung and Bronchus,22030,60-64 years ,60-64,27648,17824194,155.1
,2012,2012,Lung and Bronchus,22030,65-69 years,65-69,36657,13976228,262.3
,2012,2012,Lung and Bronchus,22030,70-74 years,70-74,36379,9979703,364.5
,2012,2012,Lung and Bronchus,22030,75-79 years,75-79,32083,7443217,431
,2012,2012,Lung and Bronchus,22030,80-84 years,80-84,24849,5744875,432.5
,2012,2012,Lung and Bronchus,22030,85+ years,85+,18788,5831953,322.2
,2013,2013,Lung and Bronchus,22030,15-19 years,15-19,38,21523978,0.2
,2013,2013,Lung and Bronchus,22030,20-24 years,20-24,67,22946498,0.3
,2013,2013,Lung and Bronchus,22030,25-29 years,25-29,124,21435169,0.6
,2013,2013,Lung and Bronchus,22030,30-34 years,30-34,260,21268221,1.2
,2013,2013,Lung and Bronchus,22030,35-39 years,35-39,589,19695304,3
,2013,2013,Lung and Bronchus,22030,40-44 years,40-44,1765,20940015,8.4
,2013,2013,Lung and Bronchus,22030,45-49 years,45-49,4730,21310457,22.2
,2013,2013,Lung and Bronchus,22030,50-54 years,50-54,12397,22657508,54.7
,2013,2013,Lung and Bronchus,22030,55-59 years,55-59,20989,21264866,98.7
,2013,2013,Lung and Bronchus,22030,60-64 years ,60-64,27302,18128425,150.6
,2013,2013,Lung and Bronchus,22030,65-69 years,65-69,36525,14587794,250.4
,2013,2013,Lung and Bronchus,22030,70-74 years,70-74,38154,10551497,361.6
,2013,2013,Lung and Bronchus,22030,75-79 years,75-79,32487,7605844,427.1
,2013,2013,Lung and Bronchus,22030,80-84 years,80-84,24700,5712815,432.4
,2013,2013,Lung and Bronchus,22030,85+ years,85+,19216,5944237,323.3
,2014,2014,Lung and Bronchus,22030,15-19 years,15-19,19,21502453,0.1
,2014,2014,Lung and Bronchus,22030,20-24 years,20-24,58,23045398,0.3
,2014,2014,Lung and Bronchus,22030,25-29 years,25-29,123,21773140,0.6
,2014,2014,Lung and Bronchus,22030,30-34 years,30-34,245,21503601,1.1
,2014,2014,Lung and Bronchus,22030,35-39 years,35-39,541,19994073,2.7
,2014,2014,Lung and Bronchus,22030,40-44 years,40-44,1512,20655612,7.3
,2014,2014,Lung and Bronchus,22030,45-49 years,45-49,4388,20957341,20.9
,2014,2014,Lung and Bronchus,22030,50-54 years,50-54,12054,22655076,53.2
,2014,2014,Lung and Bronchus,22030,55-59 years,55-59,21430,21580660,99.3
,2014,2014,Lung and Bronchus,22030,60-64 years ,60-64,27840,18555707,150
,2014,2014,Lung and Bronchus,22030,65-69 years,65-69,37392,15294148,244.5
,2014,2014,Lung and Bronchus,22030,70-74 years,70-74,39229,10989671,357
,2014,2014,Lung and Bronchus,22030,75-79 years,75-79,33197,7814119,424.8
,2014,2014,Lung and Bronchus,22030,80-84 years,80-84,24149,5691530,424.3
,2014,2014,Lung and Bronchus,22030,85+ years,85+,19280,6066438,317.8
,2015,2015,Lung and Bronchus,22030,1-4 years,4-Jan,17,15855019,0.1
,2015,2015,Lung and Bronchus,22030,15-19 years,15-19,19,21635443,0.1
,2015,2015,Lung and Bronchus,22030,20-24 years,20-24,70,22876751,0.3
,2015,2015,Lung and Bronchus,22030,25-29 years,25-29,124,22185626,0.6
,2015,2015,Lung and Bronchus,22030,30-34 years,30-34,248,21636346,1.1
,2015,2015,Lung and Bronchus,22030,35-39 years,35-39,557,20459438,2.7
,2015,2015,Lung and Bronchus,22030,40-44 years,40-44,1479,20283575,7.3
,2015,2015,Lung and Bronchus,22030,45-49 years,45-49,4000,20927582,19.1
,2015,2015,Lung and Bronchus,22030,50-54 years,50-54,11545,22430223,51.5
,2015,2015,Lung and Bronchus,22030,55-59 years,55-59,21702,21887340,99.2
,2015,2015,Lung and Bronchus,22030,60-64 years ,60-64,29154,19048932,153
,2015,2015,Lung and Bronchus,22030,65-69 years,65-69,38289,16034693,238.8
,2015,2015,Lung and Bronchus,22030,70-74 years,70-74,40277,11372193,354.2
,2015,2015,Lung and Bronchus,22030,75-79 years,75-79,33624,7981929,421.3
,2015,2015,Lung and Bronchus,22030,80-84 years,80-84,23968,5712776,419.6
,2015,2015,Lung and Bronchus,22030,85+ years,85+,19750,6177950,319.7
,2016,2016,Lung and Bronchus,22030,1-4 years,4-Jan,17,15871423,0.1
,2016,2016,Lung and Bronchus,22030,15-19 years,15-19,30,21792648,0.1
,2016,2016,Lung and Bronchus,22030,20-24 years,20-24,72,22588147,0.3
,2016,2016,Lung and Bronchus,22030,25-29 years,25-29,122,22640994,0.5
,2016,2016,Lung and Bronchus,22030,30-34 years,30-34,262,21829391,1.2
,2016,2016,Lung and Bronchus,22030,35-39 years,35-39,577,20970940,2.8
,2016,2016,Lung and Bronchus,22030,40-44 years,40-44,1403,19857144,7.1
,2016,2016,Lung and Bronchus,22030,45-49 years,45-49,3703,21105071,17.5
,2016,2016,Lung and Bronchus,22030,50-54 years,50-54,10532,22007547,47.9
,2016,2016,Lung and Bronchus,22030,55-59 years,55-59,21975,22125872,99.3
,2016,2016,Lung and Bronchus,22030,60-64 years ,60-64,29761,19496202,152.7
,2016,2016,Lung and Bronchus,22030,65-69 years,65-69,38899,16791513,231.7
,2016,2016,Lung and Bronchus,22030,70-74 years,70-74,40272,11691115,344.5
,2016,2016,Lung and Bronchus,22030,75-79 years,75-79,34122,8205565,415.8
,2016,2016,Lung and Bronchus,22030,80-84 years,80-84,24131,5771274,418.1
,2016,2016,Lung and Bronchus,22030,85+ years,85+,19581,6278763,311.9
,2017,2017,Lung and Bronchus,22030,1-4 years,4-Jan,17,15894168,0.1
,2017,2017,Lung and Bronchus,22030,15-19 years,15-19,22,21865644,0.1
,2017,2017,Lung and Bronchus,22030,20-24 years,20-24,67,22316171,0.3
,2017,2017,Lung and Bronchus,22030,25-29 years,25-29,131,23008341,0.6
,2017,2017,Lung and Bronchus,22030,30-34 years,30-34,289,21952724,1.3
,2017,2017,Lung and Bronchus,22030,35-39 years,35-39,562,21412754,2.6
,2017,2017,Lung and Bronchus,22030,40-44 years,40-44,1313,19782856,6.6
,2017,2017,Lung and Bronchus,22030,45-49 years,45-49,3558,21129046,16.8
,2017,2017,Lung and Bronchus,22030,50-54 years,50-54,9704,21570661,45
,2017,2017,Lung and Bronchus,22030,55-59 years,55-59,21585,22161342,97.4
,2017,2017,Lung and Bronchus,22030,60-64 years ,60-64,30482,19981647,152.5
,2017,2017,Lung and Bronchus,22030,65-69 years,65-69,38612,16784896,230
,2017,2017,Lung and Bronchus,22030,70-74 years,70-74,42168,12671297,332.8
,2017,2017,Lung and Bronchus,22030,75-79 years,75-79,35228,8531071,412.9
,2017,2017,Lung and Bronchus,22030,80-84 years,80-84,24398,5845301,417.4
,2017,2017,Lung and Bronchus,22030,85+ years,85+,19676,6345371,310.1
,2018,2018,Lung and Bronchus,22030,15-19 years,15-19,35,21948216,0.2
,2018,2018,Lung and Bronchus,22030,20-24 years,20-24,67,22115306,0.3
,2018,2018,Lung and Bronchus,22030,25-29 years,25-29,144,23142802,0.6
,2018,2018,Lung and Bronchus,22030,30-34 years,30-34,236,22124357,1.1
,2018,2018,Lung and Bronchus,22030,35-39 years,35-39,593,21805998,2.7
,2018,2018,Lung and Bronchus,22030,40-44 years,40-44,1345,19919074,6.8
,2018,2018,Lung and Bronchus,22030,45-49 years,45-49,3395,20982053,16.2
,2018,2018,Lung and Bronchus,22030,50-54 years,50-54,8792,21124933,41.6
,2018,2018,Lung and Bronchus,22030,55-59 years,55-59,20789,22162268,93.8
,2018,2018,Lung and Bronchus,22030,60-64 years ,60-64,31537,20365633,154.9
,2018,2018,Lung and Bronchus,22030,65-69 years,65-69,38443,17054961,225.4
,2018,2018,Lung and Bronchus,22030,70-74 years,70-74,42482,13217494,321.4
,2018,2018,Lung and Bronchus,22030,75-79 years,75-79,36320,9017872,402.8
,2018,2018,Lung and Bronchus,22030,80-84 years,80-84,23992,5986736,400.8
,2018,2018,Lung and Bronchus,22030,85+ years,85+,19374,6394877,303
,2019,2019,Lung and Bronchus,22030,1-4 years,4-Jan,16,15661382,0.1
,2019,2019,Lung and Bronchus,22030,10-14 years,14-Oct,16,21475673,0.1
,2019,2019,Lung and Bronchus,22030,15-19 years,15-19,31,22050657,0.1
,2019,2019,Lung and Bronchus,22030,20-24 years,20-24,73,21971808,0.3
,2019,2019,Lung and Bronchus,22030,25-29 years,25-29,119,23086271,0.5
,2019,2019,Lung and Bronchus,22030,30-34 years,30-34,274,22455443,1.2
,2019,2019,Lung and Bronchus,22030,35-39 years,35-39,595,22047204,2.7
,2019,2019,Lung and Bronchus,22030,40-44 years,40-44,1267,20189086,6.3
,2019,2019,Lung and Bronchus,22030,45-49 years,45-49,3219,20691439,15.6
,2019,2019,Lung and Bronchus,22030,50-54 years,50-54,7994,20763954,38.5
,2019,2019,Lung and Bronchus,22030,55-59 years,55-59,20186,22146262,91.1
,2019,2019,Lung and Bronchus,22030,60-64 years ,60-64,32149,20632493,155.8
,2019,2019,Lung and Bronchus,22030,65-69 years,65-69,39317,17434115,225.5
,2019,2019,Lung and Bronchus,22030,70-74 years,70-74,43785,13838690,316.4
,2019,2019,Lung and Bronchus,22030,75-79 years,75-79,37476,9382330,399.4
,2019,2019,Lung and Bronchus,22030,80-84 years,80-84,24815,6160228,402.8
,2019,2019,Lung and Bronchus,22030,85+ years,85+,19408,6436358,301.5
,2020,2020,Lung and Bronchus,22030,15-19 years,15-19,29,21461752,0.1
,2020,2020,Lung and Bronchus,22030,20-24 years,20-24,63,21603608,0.3
,2020,2020,Lung and Bronchus,22030,25-29 years,25-29,125,22312298,0.6
,2020,2020,Lung and Bronchus,22030,30-34 years,30-34,231,22355788,1
,2020,2020,Lung and Bronchus,22030,35-39 years,35-39,530,21702164,2.4
,2020,2020,Lung and Bronchus,22030,40-44 years,40-44,1121,20190061,5.6
,2020,2020,Lung and Bronchus,22030,45-49 years,45-49,2812,19865323,14.2
,2020,2020,Lung and Bronchus,22030,50-54 years,50-54,6740,20302666,33.2
,2020,2020,Lung and Bronchus,22030,55-59 years,55-59,17207,21461732,80.2
,2020,2020,Lung and Bronchus,22030,60-64 years ,60-64,29161,20455056,142.6
,2020,2020,Lung and Bronchus,22030,65-69 years,65-69,35423,17502209,202.4
,2020,2020,Lung and Bronchus,22030,70-74 years,70-74,38645,14213135,271.9
,2020,2020,Lung and Bronchus,22030,75-79 years,75-79,33490,9491894,352.8
,2020,2020,Lung and Bronchus,22030,80-84 years,80-84,21731,6163223,352.6
,2020,2020,Lung and Bronchus,22030,85+ years,85+,16684,6354317,262.6
,2021,2021,Lung and Bronchus,22030,15-19 years,15-19,25,21106448,0.1
,2021,2021,Lung and Bronchus,22030,20-24 years,20-24,58,21997754,0.3
,2021,2021,Lung and Bronchus,22030,25-29 years,25-29,116,21944401,0.5
,2021,2021,Lung and Bronchus,22030,30-34 years,30-34,229,22593238,1
,2021,2021,Lung and Bronchus,22030,35-39 years,35-39,516,21775872,2.4
,2021,2021,Lung and Bronchus,22030,40-44 years,40-44,1228,20614140,6
,2021,2021,Lung and Bronchus,22030,45-49 years,45-49,2647,19348538,13.7
