Notes,Year,Year Code,Leading Cancer Sites,Leading Cancer Sites Code,Race,Race Code,Ethnicity,Ethnicity Code,Count,Population,Crude Rate
,2001,2001,Lung and Bronchus,22030,White,2106-3,Hispanic,2135-2,6074,34305207,17.7
,2001,2001,Lung and Bronchus,22030,White,2106-3,Non-Hispanic,2186-5,166557,196048607,85
,2001,2001,Lung and Bronchus,22030,Other Races and Unknown combined,2131-1,Hispanic,2135-2,45,Not Applicable,Not Applicable
,2001,2001,Lung and Bronchus,22030,Other Races and Unknown combined,2131-1,Non-Hispanic,2186-5,322,Not Applicable,Not Applicable
,2002,2002,Lung and Bronchus,22030,American Indian or Alaska Native,1002-5,Non-Hispanic,2186-5,775,2370991,32.7
,2002,2002,Lung and Bronchus,22030,Asian or Pacific Islander,A-PI,Hispanic,2135-2,42,486143,8.6
,2002,2002,Lung and Bronchus,22030,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,3283,12514348,26.2
,2002,2002,Lung and Bronchus,22030,Black or African American,2054-5,Hispanic,2135-2,176,1691417,10.4
,2002,2002,Lung and Bronchus,22030,Black or African American,2054-5,Non-Hispanic,2186-5,19273,35007813,55.1
,2002,2002,Lung and Bronchus,22030,White,2106-3,Hispanic,2135-2,6257,35569923,17.6
,2002,2002,Lung and Bronchus,22030,White,2106-3,Non-Hispanic,2186-5,168636,196307809,85.9
,2002,2002,Lung and Bronchus,22030,Other Races and Unknown combined,2131-1,Hispanic,2135-2,47,Not Applicable,Not Applicable
,2002,2002,Lung and Bronchus,22030,Other Races and Unknown combined,2131-1,Non-Hispanic,2186-5,343,Not Applicable,Not Applicable
,2003,2003,Lung and Bronchus,22030,American Indian or Alaska Native,1002-5,Hispanic,2135-2,23,907535,2.5
,2003,2003,Lung and Bronchus,22030,American Indian or Alaska Native,1002-5,Non-Hispanic,2186-5,823,2404476,34.2
,2003,2003,Lung and Bronchus,22030,Asian or Pacific Islander,A-PI,Hispanic,2135-2,52,524594,9.9
,2003,2003,Lung and Bronchus,22030,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,3546,13006553,27.3
,2003,2003,Lung and Bronchus,22030,Black or African American,2054-5,Hispanic,2135-2,159,1787536,8.9
,2003,2003,Lung and Bronchus,22030,Black or African American,2054-5,Non-Hispanic,2186-5,20504,36422205,56.3
,2003,2003,Lung and Bronchus,22030,White,2106-3,Hispanic,2135-2,6585,36825649,17.9
,2003,2003,Lung and Bronchus,22030,White,2106-3,Non-Hispanic,2186-5,172831,198229385,87.2
,2003,2003,Lung and Bronchus,22030,Other Races and Unknown combined,2131-1,Hispanic,2135-2,60,Not Applicable,Not Applicable
,2003,2003,Lung and Bronchus,22030,Other Races and Unknown combined,2131-1,Non-Hispanic,2186-5,365,Not Applicable,Not Applicable
,2004,2004,Lung and Bronchus,22030,American Indian or Alaska Native,1002-5,Hispanic,2135-2,17,1000953,1.7
,2004,2004,Lung and Bronchus,22030,American Indian or Alaska Native,1002-5,Non-Hispanic,2186-5,921,2428499,37.9
,2004,2004,Lung and Bronchus,22030,Asian or Pacific Islander,A-PI,Hispanic,2135-2,73,566680,12.9
,2004,2004,Lung and Bronchus,22030,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,3634,13472066,27
,2004,2004,Lung and Bronchus,22030,Black or African American,2054-5,Hispanic,2135-2,223,1889807,11.8
,2004,2004,Lung and Bronchus,22030,Black or African American,2054-5,Non-Hispanic,2186-5,20688,36848991,56.1
,2004,2004,Lung and Bronchus,22030,White,2106-3,Hispanic,2135-2,6792,38039945,17.9
,2004,2004,Lung and Bronchus,22030,White,2106-3,Non-Hispanic,2186-5,173394,198558357,87.3
,2004,2004,Lung and Bronchus,22030,Other Races and Unknown combined,2131-1,Hispanic,2135-2,63,Not Applicable,Not Applicable
,2004,2004,Lung and Bronchus,22030,Other Races and Unknown combined,2131-1,Non-Hispanic,2186-5,380,Not Applicable,Not Applicable
,2005,2005,Lung and Bronchus,22030,American Indian or Alaska Native,1002-5,Hispanic,2135-2,16,1101334,1.5
,2005,2005,Lung and Bronchus,22030,American Indian or Alaska Native,1002-5,Non-Hispanic,2186-5,951,2452148,38.8
,2005,2005,Lung and Bronchus,22030,Asian or Pacific Islander,A-PI,Hispanic,2135-2,71,612659,11.6
,2005,2005,Lung and Bronchus,22030,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,3889,13952475,27.9
,2005,2005,Lung and Bronchus,22030,Black or African American,2054-5,Hispanic,2135-2,195,2009211,9.7
,2005,2005,Lung and Bronchus,22030,Black or African American,2054-5,Non-Hispanic,2186-5,21129,37177294,56.8
,2005,2005,Lung and Bronchus,22030,White,2106-3,Hispanic,2135-2,7006,39290799,17.8
,2005,2005,Lung and Bronchus,22030,White,2106-3,Non-Hispanic,2186-5,176913,198716742,89
,2005,2005,Lung and Bronchus,22030,Other Races and Unknown combined,2131-1,Hispanic,2135-2,80,Not Applicable,Not Applicable
,2005,2005,Lung and Bronchus,22030,Other Races and Unknown combined,2131-1,Non-Hispanic,2186-5,394,Not Applicable,Not Applicable
,2006,2006,Lung and Bronchus,22030,American Indian or Alaska Native,1002-5,Hispanic,2135-2,23,1209963,1.9
,2006,2006,Lung and Bronchus,22030,American Indian or Alaska Native,1002-5,Non-Hispanic,2186-5,943,2477720,38.1
,2006,2006,Lung and Bronchus,22030,Asian or Pacific Islander,A-PI,Hispanic,2135-2,63,660860,9.5
,2006,2006,Lung and Bronchus,22030,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,3993,14446498,27.6
,2006,2006,Lung and Bronchus,22030,Black or African American,2054-5,Hispanic,2135-2,215,2137612,10.1
,2006,2006,Lung and Bronchus,22030,Black or African American,2054-5,Non-Hispanic,2186-5,21108,37719495,56
,2006,2006,Lung and Bronchus,22030,White,2106-3,Hispanic,2135-2,7177,40593711,17.7
,2006,2006,Lung and Bronchus,22030,White,2106-3,Non-Hispanic,2186-5,177782,199134053,89.3
,2006,2006,Lung and Bronchus,22030,Other Races and Unknown combined,2131-1,Hispanic,2135-2,77,Not Applicable,Not Applicable
,2006,2006,Lung and Bronchus,22030,Other Races and Unknown combined,2131-1,Non-Hispanic,2186-5,351,Not Applicable,Not Applicable
,2007,2007,Lung and Bronchus,22030,American Indian or Alaska Native,1002-5,Hispanic,2135-2,24,1327365,1.8
,2007,2007,Lung and Bronchus,22030,American Indian or Alaska Native,1002-5,Non-Hispanic,2186-5,963,2502533,38.5
,2007,2007,Lung and Bronchus,22030,Asian or Pacific Islander,A-PI,Hispanic,2135-2,65,711657,9.1
,2007,2007,Lung and Bronchus,22030,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,4228,14921979,28.3
,2007,2007,Lung and Bronchus,22030,Black or African American,2054-5,Hispanic,2135-2,227,2266409,10
,2007,2007,Lung and Bronchus,22030,Black or African American,2054-5,Non-Hispanic,2186-5,21421,38184699,56.1
,2007,2007,Lung and Bronchus,22030,White,2106-3,Hispanic,2135-2,7502,41887524,17.9
,2007,2007,Lung and Bronchus,22030,White,2106-3,Non-Hispanic,2186-5,178411,199429041,89.5
,2007,2007,Lung and Bronchus,22030,Other Races and Unknown combined,2131-1,Hispanic,2135-2,105,Not Applicable,Not Applicable
,2007,2007,Lung and Bronchus,22030,Other Races and Unknown combined,2131-1,Non-Hispanic,2186-5,381,Not Applicable,Not Applicable
,2008,2008,Lung and Bronchus,22030,American Indian or Alaska Native,1002-5,Hispanic,2135-2,30,1455459,2.1
,2008,2008,Lung and Bronchus,22030,American Indian or Alaska Native,1002-5,Non-Hispanic,2186-5,1088,2528470,43
,2008,2008,Lung and Bronchus,22030,Asian or Pacific Islander,A-PI,Hispanic,2135-2,87,765780,11.4
,2008,2008,Lung and Bronchus,22030,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,4376,15404209,28.4
,2008,2008,Lung and Bronchus,22030,Black or African American,2054-5,Hispanic,2135-2,240,2397226,10
,2008,2008,Lung and Bronchus,22030,Black or African American,2054-5,Non-Hispanic,2186-5,21727,38651733,56.2
,2008,2008,Lung and Bronchus,22030,White,2106-3,Hispanic,2135-2,7738,43171320,17.9
,2008,2008,Lung and Bronchus,22030,White,2106-3,Non-Hispanic,2186-5,180756,199719769,90.5
,2008,2008,Lung and Bronchus,22030,Other Races and Unknown combined,2131-1,Hispanic,2135-2,135,Not Applicable,Not Applicable
,2008,2008,Lung and Bronchus,22030,Other Races and Unknown combined,2131-1,Non-Hispanic,2186-5,365,Not Applicable,Not Applicable
,2009,2009,Lung and Bronchus,22030,American Indian or Alaska Native,1002-5,Hispanic,2135-2,33,1589064,2.1
,2009,2009,Lung and Bronchus,22030,American Indian or Alaska Native,1002-5,Non-Hispanic,2186-5,1071,2552151,42
,2009,2009,Lung and Bronchus,22030,Asian or Pacific Islander,A-PI,Hispanic,2135-2,86,822365,10.5
,2009,2009,Lung and Bronchus,22030,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,4707,15860886,29.7
,2009,2009,Lung and Bronchus,22030,Black or African American,2054-5,Hispanic,2135-2,256,2527635,10.1
,2009,2009,Lung and Bronchus,22030,Black or African American,2054-5,Non-Hispanic,2186-5,22454,39104815,57.4
,2009,2009,Lung and Bronchus,22030,White,2106-3,Hispanic,2135-2,7900,44384323,17.8
,2009,2009,Lung and Bronchus,22030,White,2106-3,Non-Hispanic,2186-5,180165,199930290,90.1
,2009,2009,Lung and Bronchus,22030,Other Races and Unknown combined,2131-1,Hispanic,2135-2,134,Not Applicable,Not Applicable
,2009,2009,Lung and Bronchus,22030,Other Races and Unknown combined,2131-1,Non-Hispanic,2186-5,395,Not Applicable,Not Applicable
,2010,2010,Lung and Bronchus,22030,American Indian or Alaska Native,1002-5,Hispanic,2135-2,23,1702370,1.4
,2010,2010,Lung and Bronchus,22030,American Indian or Alaska Native,1002-5,Non-Hispanic,2186-5,1191,2570957,46.3
,2010,2010,Lung and Bronchus,22030,Asian or Pacific Islander,A-PI,Hispanic,2135-2,63,873885,7.2
,2010,2010,Lung and Bronchus,22030,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,4817,16318160,29.5
,2010,2010,Lung and Bronchus,22030,Black or African American,2054-5,Hispanic,2135-2,254,2650588,9.6
,2010,2010,Lung and Bronchus,22030,Black or African American,2054-5,Non-Hispanic,2186-5,22293,39563081,56.3
,2010,2010,Lung and Bronchus,22030,White,2106-3,Hispanic,2135-2,7982,45515673,17.5
,2010,2010,Lung and Bronchus,22030,White,2106-3,Non-Hispanic,2186-5,177277,200187533,88.6
,2010,2010,Lung and Bronchus,22030,Other Races and Unknown combined,2131-1,Hispanic,2135-2,122,Not Applicable,Not Applicable
,2010,2010,Lung and Bronchus,22030,Other Races and Unknown combined,2131-1,Non-Hispanic,2186-5,385,Not Applicable,Not Applicable
,2011,2011,Lung and Bronchus,22030,American Indian or Alaska Native,1002-5,Hispanic,2135-2,38,1742461,2.2
,2011,2011,Lung and Bronchus,22030,American Indian or Alaska Native,1002-5,Non-Hispanic,2186-5,1160,2591268,44.8
,2011,2011,Lung and Bronchus,22030,Asian or Pacific Islander,A-PI,Hispanic,2135-2,83,898831,9.2
,2011,2011,Lung and Bronchus,22030,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,4978,16855269,29.5
,2011,2011,Lung and Bronchus,22030,Black or African American,2054-5,Hispanic,2135-2,311,2741422,11.3
,2011,2011,Lung and Bronchus,22030,Black or African American,2054-5,Non-Hispanic,2186-5,22426,40032885,56
,2011,2011,Lung and Bronchus,22030,White,2106-3,Hispanic,2135-2,8260,46492237,17.8
,2011,2011,Lung and Bronchus,22030,White,2106-3,Non-Hispanic,2186-5,177259,200506251,88.4
,2011,2011,Lung and Bronchus,22030,Other Races and Unknown combined,2131-1,Hispanic,2135-2,113,Not Applicable,Not Applicable
,2011,2011,Lung and Bronchus,22030,Other Races and Unknown combined,2131-1,Non-Hispanic,2186-5,378,Not Applicable,Not Applicable
,2012,2012,Lung and Bronchus,22030,American Indian or Alaska Native,1002-5,Hispanic,2135-2,35,1784591,2
,2012,2012,Lung and Bronchus,22030,American Indian or Alaska Native,1002-5,Non-Hispanic,2186-5,1210,2612003,46.3
,2012,2012,Lung and Bronchus,22030,Asian or Pacific Islander,A-PI,Hispanic,2135-2,89,925130,9.6
,2012,2012,Lung and Bronchus,22030,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,5287,17408856,30.4
,2012,2012,Lung and Bronchus,22030,Black or African American,2054-5,Hispanic,2135-2,307,2835455,10.8
,2012,2012,Lung and Bronchus,22030,Black or African American,2054-5,Non-Hispanic,2186-5,23006,40513653,56.8
,2012,2012,Lung and Bronchus,22030,White,2106-3,Hispanic,2135-2,8305,47420520,17.5
,2012,2012,Lung and Bronchus,22030,White,2106-3,Non-Hispanic,2186-5,178959,200871238,89.1
,2012,2012,Lung and Bronchus,22030,Other Races and Unknown combined,2131-1,Hispanic,2135-2,151,Not Applicable,Not Applicable
,2012,2012,Lung and Bronchus,22030,Other Races and Unknown combined,2131-1,Non-Hispanic,2186-5,385,Not Applicable,Not Applicable
,2013,2013,Lung and Bronchus,22030,American Indian or Alaska Native,1002-5,Hispanic,2135-2,58,1825109,3.2
,2013,2013,Lung and Bronchus,22030,American Indian or Alaska Native,1002-5,Non-Hispanic,2186-5,1269,2631354,48.2
,2013,2013,Lung and Bronchus,22030,Asian or Pacific Islander,A-PI,Hispanic,2135-2,103,951780,10.8
,2013,2013,Lung and Bronchus,22030,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,5648,17978928,31.4
,2013,2013,Lung and Bronchus,22030,Black or African American,2054-5,Hispanic,2135-2,325,2931133,11.1
,2013,2013,Lung and Bronchus,22030,Black or African American,2054-5,Non-Hispanic,2186-5,22830,40977235,55.7
,2013,2013,Lung and Bronchus,22030,White,2106-3,Hispanic,2135-2,8695,48342856,18
,2013,2013,Lung and Bronchus,22030,White,2106-3,Non-Hispanic,2186-5,179773,201126653,89.4
,2013,2013,Lung and Bronchus,22030,Other Races and Unknown combined,2131-1,Hispanic,2135-2,209,Not Applicable,Not Applicable
,2013,2013,Lung and Bronchus,22030,Other Races and Unknown combined,2131-1,Non-Hispanic,2186-5,469,Not Applicable,Not Applicable
,2014,2014,Lung and Bronchus,22030,American Indian or Alaska Native,1002-5,Hispanic,2135-2,44,1867568,2.4
,2014,2014,Lung and Bronchus,22030,American Indian or Alaska Native,1002-5,Non-Hispanic,2186-5,1334,2650777,50.3
,2014,2014,Lung and Bronchus,22030,Asian or Pacific Islander,A-PI,Hispanic,2135-2,95,978596,9.7
,2014,2014,Lung and Bronchus,22030,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,5633,18584825,30.3
,2014,2014,Lung and Bronchus,22030,Black or African American,2054-5,Hispanic,2135-2,359,3029211,11.9
,2014,2014,Lung and Bronchus,22030,Black or African American,2054-5,Non-Hispanic,2186-5,23152,41449816,55.9
,2014,2014,Lung and Bronchus,22030,White,2106-3,Hispanic,2135-2,8713,49296015,17.7
,2014,2014,Lung and Bronchus,22030,White,2106-3,Non-Hispanic,2186-5,181438,201437908,90.1
,2014,2014,Lung and Bronchus,22030,Other Races and Unknown combined,2131-1,Hispanic,2135-2,226,Not Applicable,Not Applicable
,2014,2014,Lung and Bronchus,22030,Other Races and Unknown combined,2131-1,Non-Hispanic,2186-5,489,Not Applicable,Not Applicable
,2015,2015,Lung and Bronchus,22030,American Indian or Alaska Native,1002-5,Hispanic,2135-2,32,1912806,1.7
,2015,2015,Lung and Bronchus,22030,American Indian or Alaska Native,1002-5,Non-Hispanic,2186-5,1359,2667921,50.9
,2015,2015,Lung and Bronchus,22030,Asian or Pacific Islander,A-PI,Hispanic,2135-2,96,1006901,9.5
,2015,2015,Lung and Bronchus,22030,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,6132,19220822,31.9
,2015,2015,Lung and Bronchus,22030,Black or African American,2054-5,Hispanic,2135-2,333,3129909,10.6
,2015,2015,Lung and Bronchus,22030,Black or African American,2054-5,Non-Hispanic,2186-5,23339,41924720,55.7
,2015,2015,Lung and Bronchus,22030,White,2106-3,Hispanic,2135-2,9227,50311383,18.3
,2015,2015,Lung and Bronchus,22030,White,2106-3,Non-Hispanic,2186-5,183658,201676059,91.1
,2015,2015,Lung and Bronchus,22030,Other Races and Unknown combined,2131-1,Hispanic,2135-2,219,Not Applicable,Not Applicable
,2015,2015,Lung and Bronchus,22030,Other Races and Unknown combined,2131-1,Non-Hispanic,2186-5,454,Not Applicable,Not Applicable
,2016,2016,Lung and Bronchus,22030,American Indian or Alaska Native,1002-5,Hispanic,2135-2,43,1958108,2.2
,2016,2016,Lung and Bronchus,22030,American Indian or Alaska Native,1002-5,Non-Hispanic,2186-5,1325,2684284,49.4
,2016,2016,Lung and Bronchus,22030,Asian or Pacific Islander,A-PI,Hispanic,2135-2,84,1035927,8.1
,2016,2016,Lung and Bronchus,22030,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,6368,19838599,32.1
,2016,2016,Lung and Bronchus,22030,Black or African American,2054-5,Hispanic,2135-2,360,3232529,11.1
,2016,2016,Lung and Bronchus,22030,Black or African American,2054-5,Non-Hispanic,2186-5,23695,42392636,55.9
,2016,2016,Lung and Bronchus,22030,White,2106-3,Hispanic,2135-2,9656,51356058,18.8
,2016,2016,Lung and Bronchus,22030,White,2106-3,Non-Hispanic,2186-5,183189,201879766,90.7
,2016,2016,Lung and Bronchus,22030,Other Races and Unknown combined,2131-1,Hispanic,2135-2,254,Not Applicable,Not Applicable
,2016,2016,Lung and Bronchus,22030,Other Races and Unknown combined,2131-1,Non-Hispanic,2186-5,508,Not Applicable,Not Applicable
,2017,2017,Lung and Bronchus,22030,American Indian or Alaska Native,1002-5,Hispanic,2135-2,51,2004614,2.5
,2017,2017,Lung and Bronchus,22030,American Indian or Alaska Native,1002-5,Non-Hispanic,2186-5,1456,2698191,54
,2017,2017,Lung and Bronchus,22030,Asian or Pacific Islander,A-PI,Hispanic,2135-2,108,1064572,10.1
,2017,2017,Lung and Bronchus,22030,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,6703,20409985,32.8
,2017,2017,Lung and Bronchus,22030,Black or African American,2054-5,Hispanic,2135-2,390,3337630,11.7
,2017,2017,Lung and Bronchus,22030,Black or African American,2054-5,Non-Hispanic,2186-5,23878,42835979,55.7
,2017,2017,Lung and Bronchus,22030,White,2106-3,Hispanic,2135-2,9557,52352074,18.3
,2017,2017,Lung and Bronchus,22030,White,2106-3,Non-Hispanic,2186-5,184758,201908140,91.5
,2017,2017,Lung and Bronchus,22030,Other Races and Unknown combined,2131-1,Hispanic,2135-2,342,Not Applicable,Not Applicable
,2017,2017,Lung and Bronchus,22030,Other Races and Unknown combined,2131-1,Non-Hispanic,2186-5,593,Not Applicable,Not Applicable
,2018,2018,Lung and Bronchus,22030,American Indian or Alaska Native,1002-5,Hispanic,2135-2,47,2052969,2.3
,2018,2018,Lung and Bronchus,22030,American Indian or Alaska Native,1002-5,Non-Hispanic,2186-5,1481,2708959,54.7
,2018,2018,Lung and Bronchus,22030,Asian or Pacific Islander,A-PI,Hispanic,2135-2,126,1092934,11.5
,2018,2018,Lung and Bronchus,22030,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,6760,20859410,32.4
,2018,2018,Lung and Bronchus,22030,Black or African American,2054-5,Hispanic,2135-2,392,3445130,11.4
,2018,2018,Lung and Bronchus,22030,Black or African American,2054-5,Non-Hispanic,2186-5,24056,43247854,55.6
,2018,2018,Lung and Bronchus,22030,White,2106-3,Hispanic,2135-2,9984,53295808,18.7
,2018,2018,Lung and Bronchus,22030,White,2106-3,Non-Hispanic,2186-5,183701,201822869,91
,2018,2018,Lung and Bronchus,22030,Other Races and Unknown combined,2131-1,Hispanic,2135-2,357,Not Applicable,Not Applicable
,2018,2018,Lung and Bronchus,22030,Other Races and Unknown combined,2131-1,Non-Hispanic,2186-5,669,Not Applicable,Not Applicable
,2019,2019,Lung and Bronchus,22030,American Indian or Alaska Native,1002-5,Hispanic,2135-2,48,2098488,2.3
,2019,2019,Lung and Bronchus,22030,American Indian or Alaska Native,1002-5,Non-Hispanic,2186-5,1505,2719215,55.3
,2019,2019,Lung and Bronchus,22030,Asian or Pacific Islander,A-PI,Hispanic,2135-2,146,1120880,13
,2019,2019,Lung and Bronchus,22030,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,7200,21276902,33.8
,2019,2019,Lung and Bronchus,22030,Black or African American,2054-5,Hispanic,2135-2,411,3541720,11.6
,2019,2019,Lung and Bronchus,22030,Black or African American,2054-5,Non-Hispanic,2186-5,24444,43642745,56
,2019,2019,Lung and Bronchus,22030,White,2106-3,Hispanic,2135-2,10183,54124314,18.8
,2019,2019,Lung and Bronchus,22030,White,2106-3,Non-Hispanic,2186-5,185524,201697744,92
,2019,2019,Lung and Bronchus,22030,Other Races and Unknown combined,2131-1,Hispanic,2135-2,492,Not Applicable,Not Applicable
,2019,2019,Lung and Bronchus,22030,Other Races and Unknown combined,2131-1,Non-Hispanic,2186-5,803,Not Applicable,Not Applicable
,2020,2020,Lung and Bronchus,22030,American Indian or Alaska Native,1002-5,Hispanic,2135-2,42,2132704,2
,2020,2020,Lung and Bronchus,22030,American Indian or Alaska Native,1002-5,Non-Hispanic,2186-5,1382,2716967,50.9
,2020,2020,Lung and Bronchus,22030,Asian or Pacific Islander,A-PI,Hispanic,2135-2,92,1144451,8
,2020,2020,Lung and Bronchus,22030,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,6360,21415237,29.7
,2020,2020,Lung and Bronchus,22030,Black or African American,2054-5,Hispanic,2135-2,386,3605413,10.7
,2020,2020,Lung and Bronchus,22030,Black or African American,2054-5,Non-Hispanic,2186-5,21476,43229842,49.7
,2020,2020,Lung and Bronchus,22030,White,2106-3,Hispanic,2135-2,9186,54436409,16.9
,2020,2020,Lung and Bronchus,22030,White,2106-3,Non-Hispanic,2186-5,163747,196041690,83.5
,2020,2020,Lung and Bronchus,22030,Other Races and Unknown combined,2131-1,Hispanic,2135-2,524,Not Applicable,Not Applicable
,2020,2020,Lung and Bronchus,22030,Other Races and Unknown combined,2131-1,Non-Hispanic,2186-5,823,Not Applicable,Not Applicable
,2021,2021,Lung and Bronchus,22030,American Indian or Alaska Native,1002-5,Hispanic,2135-2,36,2175496,1.7
,2021,2021,Lung and Bronchus,22030,American Indian or Alaska Native,1002-5,Non-Hispanic,2186-5,1510,2726587,55.4
,2021,2021,Lung and Bronchus,22030,Asian or Pacific Islander,A-PI,Hispanic,2135-2,129,1168614,11
,2021,2021,Lung and Bronchus,22030,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,7041,21677626,32.5
,2021,2021,Lung and Bronchus,22030,Black or African American,2054-5,Hispanic,2135-2,399,3684877,10.8
,2021,2021,Lung and Bronchus,22030,Black or African American,2054-5,Non-Hispanic,2186-5,22484,43402838,51.8
,2021,2021,Lung and Bronchus,22030,White,2106-3,Hispanic,2135-2,10018,55062041,18.2
,2021,2021,Lung and Bronchus,22030,White,2106-3,Non-Hispanic,2186-5,166193,195319943,85.1
,2021,2021,Lung and Bronchus,22030,Other Races and Unknown combined,2131-1,Hispanic,2135-2,605,Not Applicable,Not Applicable
,2021,2021,Lung and Bronchus,22030,Other Races and Unknown combined,2131-1,Non-Hispanic,2186-5,1085,Not Applicable,Not Applicable
---,,,,,,,,,,,
"Dataset: United States and Puerto Rico Cancer Statistics, 1999-2021 Incidence",,,,,,,,,,,
Query Parameters:,,,,,,,,,,,
Leading Cancer Sites: Lung and Bronchus,,,,,,,,,,,
Group By: Year; Leading Cancer Sites; Race; Ethnicity,,,,,,,,,,,
Show Totals: Disabled,,,,,,,,,,,
Show Zero Values: False,,,,,,,,,,,
Show Suppressed: False,,,,,,,,,,,
"Calculate Rates Per: 100,000",,,,,,,,,,,
Standard Population: 2000 U.S. Std. Million,,,,,,,,,,,
---,,,,,,,,,,,
Help: See http://wonder.cdc.gov/wonder/help/cancer-v2021.html for more information.,,,,,,,,,,,
---,,,,,,,,,,,
"Query Date: Aug 20, 2024 11:07:43 AM",,,,,,,,,,,
---,,,,,,,,,,,
"Suggested Citation: United States Cancer Statistics - Incidence: 1999 - 2021, WONDER Online Database. United States Department",,,,,,,,,,,
"of Health and Human Services, Centers for Disease Control and Prevention and National Cancer Institute; 2023 submission; 2024",,,,,,,,,,,
"release. Accessed at http://wonder.cdc.gov/cancer-v2021.html on Aug 20, 2024 11:07:43 AM",,,,,,,,,,,
---,,,,,,,,,,,
Messages:,,,,,,,,,,,
1. Totals are not available for these results due to suppression constraints. More Information:,,,,,,,,,,,
http://wonder.cdc.gov/wonder/help/faq.html#Privacy.,,,,,,,,,,,
2. Rows with zero Count are hidden. Use Quick Options above to show zero rows.,,,,,,,,,,,
3. Rows with suppressed Count are hidden. Use Quick Options above to show suppressed rows.,,,,,,,,,,,
---,,,,,,,,,,,
Caveats:,,,,,,,,,,,
