Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Cases,Percent,Population
"Linkage to HIV medical care","2025","Kansas","20","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","Kansas","20","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","Kentucky","21","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","Kentucky","21","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","Louisiana","22","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","Louisiana","22","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","Maine","23","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","Maine","23","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","Maryland","24","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","Maryland","24","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","Massachusetts","25","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","Massachusetts","25","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","Michigan","26","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","Michigan","26","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","Minnesota","27","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","Minnesota","27","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","Mississippi","28","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","Mississippi","28","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","Missouri","29","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","Missouri","29","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","Montana","30","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","Montana","30","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","Nebraska","31","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","Nebraska","31","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","Nevada","32","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","Nevada","32","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","New Jersey","34","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","New Jersey","34","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","New Mexico","35","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","New Mexico","35","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","New York","36","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","New York","36","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","North Carolina","37","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","North Carolina","37","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","North Dakota","38","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","North Dakota","38","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","Northern Mariana Islands","69","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","Northern Mariana Islands","69","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","Ohio","39","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","Ohio","39","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","Oklahoma","40","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","Oklahoma","40","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","Oregon","41","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","Oregon","41","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","Palau","70","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","Palau","70","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","Pennsylvania","42","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","Pennsylvania","42","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","Puerto Rico","72","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","Puerto Rico","72","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","Rhode Island","44","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","Rhode Island","44","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","South Carolina","45","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","South Carolina","45","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","South Dakota","46","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","South Dakota","46","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","Tennessee","47","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","Tennessee","47","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","Texas","48","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","Texas","48","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","U.S. Virgin Islands","78","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","U.S. Virgin Islands","78","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","Utah","49","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","Utah","49","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","Vermont","50","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","Vermont","50","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","Virginia","51","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","Virginia","51","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","Washington","53","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","Washington","53","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","West Virginia","54","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","West Virginia","54","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","Wisconsin","55","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","Wisconsin","55","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","Wyoming","56","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2025","Wyoming","56","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2024","Alabama","01","Ages 13 years and older","All races/ethnicities","Female","70","44.0","159"
"Linkage to HIV medical care","2024","Alabama","01","Ages 13 years and older","All races/ethnicities","Male","361","77.1","468"
"Linkage to HIV medical care","2024","Alaska","02","Ages 13 years and older","All races/ethnicities","Female","5","100.0","5"
"Linkage to HIV medical care","2024","Alaska","02","Ages 13 years and older","All races/ethnicities","Male","18","78.3","23"
"Linkage to HIV medical care","2024","American Samoa","60","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2024","American Samoa","60","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2024","Arizona","04","Ages 13 years and older","All races/ethnicities","Female","141","84.9","166"
"Linkage to HIV medical care","2024","Arizona","04","Ages 13 years and older","All races/ethnicities","Male","637","83.3","765"
"Linkage to HIV medical care","2024","Arkansas","05","Ages 13 years and older","All races/ethnicities","Female","54","80.6","67"
"Linkage to HIV medical care","2024","Arkansas","05","Ages 13 years and older","All races/ethnicities","Male","204","80.3","254"
"Linkage to HIV medical care","2024","California","06","Ages 13 years and older","All races/ethnicities","Female","585","80.4","728"
"Linkage to HIV medical care","2024","California","06","Ages 13 years and older","All races/ethnicities","Male","3,147","84.9","3,707"
"Linkage to HIV medical care","2024","Colorado","08","Ages 13 years and older","All races/ethnicities","Female","57","79.2","72"
"Linkage to HIV medical care","2024","Colorado","08","Ages 13 years and older","All races/ethnicities","Male","313","76.5","409"
"Linkage to HIV medical care","2024","Connecticut","09","Ages 13 years and older","All races/ethnicities","Female","44","84.6","52"
"Linkage to HIV medical care","2024","Connecticut","09","Ages 13 years and older","All races/ethnicities","Male","185","89.8","206"
"Linkage to HIV medical care","2024","Delaware","10","Ages 13 years and older","All races/ethnicities","Female","24","82.8","29"
"Linkage to HIV medical care","2024","Delaware","10","Ages 13 years and older","All races/ethnicities","Male","76","84.4","90"
"Linkage to HIV medical care","2024","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Female","28","84.8","33"
"Linkage to HIV medical care","2024","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Male","129","82.2","157"
"Linkage to HIV medical care","2024","Florida","12","Ages 13 years and older","All races/ethnicities","Female","880","81.1","1,085"
"Linkage to HIV medical care","2024","Florida","12","Ages 13 years and older","All races/ethnicities","Male","2,717","82.4","3,296"
"Linkage to HIV medical care","2024","Georgia","13","Ages 13 years and older","All races/ethnicities","Female","438","79.2","553"
"Linkage to HIV medical care","2024","Georgia","13","Ages 13 years and older","All races/ethnicities","Male","1,563","81.9","1,909"
"Linkage to HIV medical care","2024","Guam","66","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2024","Guam","66","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2024","Hawaii","15","Ages 13 years and older","All races/ethnicities","Female","6","100.0","6"
"Linkage to HIV medical care","2024","Hawaii","15","Ages 13 years and older","All races/ethnicities","Male","63","79.7","79"
"Linkage to HIV medical care","2024","Idaho","16","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2024","Idaho","16","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2024","Illinois","17","Ages 13 years and older","All races/ethnicities","Female","229","79.8","287"
"Linkage to HIV medical care","2024","Illinois","17","Ages 13 years and older","All races/ethnicities","Male","1,052","87.7","1,199"
"Linkage to HIV medical care","2024","Indiana","18","Ages 13 years and older","All races/ethnicities","Female","135","81.3","166"
"Linkage to HIV medical care","2024","Indiana","18","Ages 13 years and older","All races/ethnicities","Male","371","80.1","463"
"Linkage to HIV medical care","2024","Iowa","19","Ages 13 years and older","All races/ethnicities","Female","25","92.6","27"
"Linkage to HIV medical care","2024","Iowa","19","Ages 13 years and older","All races/ethnicities","Male","76","87.4","87"
"Linkage to HIV medical care","2024","Kansas","20","Ages 13 years and older","All races/ethnicities","Female","18","75.0","24"
"Linkage to HIV medical care","2024","Kansas","20","Ages 13 years and older","All races/ethnicities","Male","101","82.1","123"
"Linkage to HIV medical care","2024","Kentucky","21","Ages 13 years and older","All races/ethnicities","Female","55","75.3","73"
"Linkage to HIV medical care","2024","Kentucky","21","Ages 13 years and older","All races/ethnicities","Male","238","80.4","296"
"Linkage to HIV medical care","2024","Louisiana","22","Ages 13 years and older","All races/ethnicities","Female","169","80.1","211"
"Linkage to HIV medical care","2024","Louisiana","22","Ages 13 years and older","All races/ethnicities","Male","528","82.2","642"
"Linkage to HIV medical care","2024","Maine","23","Ages 13 years and older","All races/ethnicities","Female","10","76.9","13"
"Linkage to HIV medical care","2024","Maine","23","Ages 13 years and older","All races/ethnicities","Male","46","85.2","54"
"Linkage to HIV medical care","2024","Maryland","24","Ages 13 years and older","All races/ethnicities","Female","179","86.9","206"
"Linkage to HIV medical care","2024","Maryland","24","Ages 13 years and older","All races/ethnicities","Male","510","88.4","577"
"Linkage to HIV medical care","2024","Massachusetts","25","Ages 13 years and older","All races/ethnicities","Female","153","91.6","167"
"Linkage to HIV medical care","2024","Massachusetts","25","Ages 13 years and older","All races/ethnicities","Male","381","88.0","433"
"Linkage to HIV medical care","2024","Michigan","26","Ages 13 years and older","All races/ethnicities","Female","104","81.9","127"
"Linkage to HIV medical care","2024","Michigan","26","Ages 13 years and older","All races/ethnicities","Male","473","84.6","559"
"Linkage to HIV medical care","2024","Minnesota","27","Ages 13 years and older","All races/ethnicities","Female","60","93.8","64"
"Linkage to HIV medical care","2024","Minnesota","27","Ages 13 years and older","All races/ethnicities","Male","216","87.8","246"
"Linkage to HIV medical care","2024","Mississippi","28","Ages 13 years and older","All races/ethnicities","Female","80","76.2","105"
"Linkage to HIV medical care","2024","Mississippi","28","Ages 13 years and older","All races/ethnicities","Male","269","71.5","376"
"Linkage to HIV medical care","2024","Missouri","29","Ages 13 years and older","All races/ethnicities","Female","88","77.2","114"
"Linkage to HIV medical care","2024","Missouri","29","Ages 13 years and older","All races/ethnicities","Male","369","81.1","455"
"Linkage to HIV medical care","2024","Montana","30","Ages 13 years and older","All races/ethnicities","Female","3","75.0","4"
"Linkage to HIV medical care","2024","Montana","30","Ages 13 years and older","All races/ethnicities","Male","24","100.0","24"
"Linkage to HIV medical care","2024","Nebraska","31","Ages 13 years and older","All races/ethnicities","Female","20","83.3","24"
"Linkage to HIV medical care","2024","Nebraska","31","Ages 13 years and older","All races/ethnicities","Male","88","78.6","112"
"Linkage to HIV medical care","2024","Nevada","32","Ages 13 years and older","All races/ethnicities","Female","83","92.2","90"
"Linkage to HIV medical care","2024","Nevada","32","Ages 13 years and older","All races/ethnicities","Male","464","90.1","515"
"Linkage to HIV medical care","2024","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Female","4","57.1","7"
"Linkage to HIV medical care","2024","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Male","18","75.0","24"
"Linkage to HIV medical care","2024","New Jersey","34","Ages 13 years and older","All races/ethnicities","Female","221","79.2","279"
"Linkage to HIV medical care","2024","New Jersey","34","Ages 13 years and older","All races/ethnicities","Male","734","83.1","883"
"Linkage to HIV medical care","2024","New Mexico","35","Ages 13 years and older","All races/ethnicities","Female","15","68.2","22"
"Linkage to HIV medical care","2024","New Mexico","35","Ages 13 years and older","All races/ethnicities","Male","102","81.6","125"
"Linkage to HIV medical care","2024","New York","36","Ages 13 years and older","All races/ethnicities","Female","472","88.4","534"
"Linkage to HIV medical care","2024","New York","36","Ages 13 years and older","All races/ethnicities","Male","1,724","88.4","1,951"
"Linkage to HIV medical care","2024","North Carolina","37","Ages 13 years and older","All races/ethnicities","Female","189","86.3","219"
"Linkage to HIV medical care","2024","North Carolina","37","Ages 13 years and older","All races/ethnicities","Male","920","80.8","1,138"
"Linkage to HIV medical care","2024","North Dakota","38","Ages 13 years and older","All races/ethnicities","Female","6","100.0","6"
"Linkage to HIV medical care","2024","North Dakota","38","Ages 13 years and older","All races/ethnicities","Male","13","92.9","14"
"Linkage to HIV medical care","2024","Northern Mariana Islands","69","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2024","Northern Mariana Islands","69","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2024","Ohio","39","Ages 13 years and older","All races/ethnicities","Female","185","83.7","221"
"Linkage to HIV medical care","2024","Ohio","39","Ages 13 years and older","All races/ethnicities","Male","615","87.0","707"
"Linkage to HIV medical care","2024","Oklahoma","40","Ages 13 years and older","All races/ethnicities","Female","46","80.7","57"
"Linkage to HIV medical care","2024","Oklahoma","40","Ages 13 years and older","All races/ethnicities","Male","208","77.6","268"
"Linkage to HIV medical care","2024","Oregon","41","Ages 13 years and older","All races/ethnicities","Female","29","90.6","32"
"Linkage to HIV medical care","2024","Oregon","41","Ages 13 years and older","All races/ethnicities","Male","160","87.4","183"
"Linkage to HIV medical care","2024","Palau","70","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2024","Palau","70","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2024","Pennsylvania","42","Ages 13 years and older","All races/ethnicities","Female","200","88.5","226"
"Linkage to HIV medical care","2024","Pennsylvania","42","Ages 13 years and older","All races/ethnicities","Male","637","87.4","729"
"Linkage to HIV medical care","2024","Puerto Rico","72","Ages 13 years and older","All races/ethnicities","Female","41","74.5","55"
"Linkage to HIV medical care","2024","Puerto Rico","72","Ages 13 years and older","All races/ethnicities","Male","212","75.2","282"
"Linkage to HIV medical care","2024","Rhode Island","44","Ages 13 years and older","All races/ethnicities","Female","19","95.0","20"
"Linkage to HIV medical care","2024","Rhode Island","44","Ages 13 years and older","All races/ethnicities","Male","69","90.8","76"
"Linkage to HIV medical care","2024","South Carolina","45","Ages 13 years and older","All races/ethnicities","Female","117","90.0","130"
"Linkage to HIV medical care","2024","South Carolina","45","Ages 13 years and older","All races/ethnicities","Male","531","88.1","603"
"Linkage to HIV medical care","2024","South Dakota","46","Ages 13 years and older","All races/ethnicities","Female","7","87.5","8"
"Linkage to HIV medical care","2024","South Dakota","46","Ages 13 years and older","All races/ethnicities","Male","23","85.2","27"
"Linkage to HIV medical care","2024","Tennessee","47","Ages 13 years and older","All races/ethnicities","Female","139","75.5","184"
"Linkage to HIV medical care","2024","Tennessee","47","Ages 13 years and older","All races/ethnicities","Male","521","75.5","690"
"Linkage to HIV medical care","2024","Texas","48","Ages 13 years and older","All races/ethnicities","Female","728","80.8","901"
"Linkage to HIV medical care","2024","Texas","48","Ages 13 years and older","All races/ethnicities","Male","3,423","82.6","4,143"
"Linkage to HIV medical care","2024","U.S. Virgin Islands","78","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2024","U.S. Virgin Islands","78","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2024","Utah","49","Ages 13 years and older","All races/ethnicities","Female","19","79.2","24"
"Linkage to HIV medical care","2024","Utah","49","Ages 13 years and older","All races/ethnicities","Male","111","67.7","164"
"Linkage to HIV medical care","2024","Vermont","50","Ages 13 years and older","All races/ethnicities","Female","5","100.0","5"
"Linkage to HIV medical care","2024","Vermont","50","Ages 13 years and older","All races/ethnicities","Male","9","100.0","9"
"Linkage to HIV medical care","2024","Virginia","51","Ages 13 years and older","All races/ethnicities","Female","139","89.7","155"
"Linkage to HIV medical care","2024","Virginia","51","Ages 13 years and older","All races/ethnicities","Male","595","84.5","704"
"Linkage to HIV medical care","2024","Washington","53","Ages 13 years and older","All races/ethnicities","Female","89","86.4","103"
"Linkage to HIV medical care","2024","Washington","53","Ages 13 years and older","All races/ethnicities","Male","314","88.5","355"
"Linkage to HIV medical care","2024","West Virginia","54","Ages 13 years and older","All races/ethnicities","Female","15","83.3","18"
"Linkage to HIV medical care","2024","West Virginia","54","Ages 13 years and older","All races/ethnicities","Male","57","80.3","71"
"Linkage to HIV medical care","2024","Wisconsin","55","Ages 13 years and older","All races/ethnicities","Female","49","84.5","58"
"Linkage to HIV medical care","2024","Wisconsin","55","Ages 13 years and older","All races/ethnicities","Male","192","88.5","217"
"Linkage to HIV medical care","2024","Wyoming","56","Ages 13 years and older","All races/ethnicities","Female","1","50.0","2"
"Linkage to HIV medical care","2024","Wyoming","56","Ages 13 years and older","All races/ethnicities","Male","12","92.3","13"
"Linkage to HIV medical care","2023","Alabama","01","Ages 13 years and older","All races/ethnicities","Female","103","82.4","125"
"Linkage to HIV medical care","2023","Alabama","01","Ages 13 years and older","All races/ethnicities","Male","469","80.2","585"
"Linkage to HIV medical care","2023","Alaska","02","Ages 13 years and older","All races/ethnicities","Female","1","50.0","2"
"Linkage to HIV medical care","2023","Alaska","02","Ages 13 years and older","All races/ethnicities","Male","23","88.5","26"
"Linkage to HIV medical care","2023","American Samoa","60","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2023","American Samoa","60","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2023","Arizona","04","Ages 13 years and older","All races/ethnicities","Female","108","79.4","136"
"Linkage to HIV medical care","2023","Arizona","04","Ages 13 years and older","All races/ethnicities","Male","664","84.1","790"
"Linkage to HIV medical care","2023","Arkansas","05","Ages 13 years and older","All races/ethnicities","Female","53","91.4","58"
"Linkage to HIV medical care","2023","Arkansas","05","Ages 13 years and older","All races/ethnicities","Male","205","83.3","246"
"Linkage to HIV medical care","2023","California","06","Ages 13 years and older","All races/ethnicities","Female","601","82.7","727"
"Linkage to HIV medical care","2023","California","06","Ages 13 years and older","All races/ethnicities","Male","3,545","84.6","4,191"
"Linkage to HIV medical care","2023","Colorado","08","Ages 13 years and older","All races/ethnicities","Female","35","76.1","46"
"Linkage to HIV medical care","2023","Colorado","08","Ages 13 years and older","All races/ethnicities","Male","364","83.7","435"
