"Notes","Year","Year Code","Leading Cancer Sites","Leading Cancer Sites Code","States and Puerto Rico","States and Puerto Rico Code","Age Groups","Age Groups Code",Count,Population,Crude Rate
,"1999","1999","Lung and Bronchus","22030","Georgia","13","25-29 years","25-29",Suppressed,638268,Suppressed
,"1999","1999","Lung and Bronchus","22030","Georgia","13","30-34 years","30-34",Suppressed,656082,Suppressed
,"1999","1999","Lung and Bronchus","22030","Georgia","13","35-39 years","35-39",29,693333,4.2
,"1999","1999","Lung and Bronchus","22030","Georgia","13","40-44 years","40-44",109,642115,17.0
,"1999","1999","Lung and Bronchus","22030","Georgia","13","45-49 years","45-49",194,559425,34.7
,"1999","1999","Lung and Bronchus","22030","Georgia","13","50-54 years","50-54",354,487139,72.7
,"1999","1999","Lung and Bronchus","22030","Georgia","13","55-59 years","55-59",572,362385,157.8
,"1999","1999","Lung and Bronchus","22030","Georgia","13","60-64 years ","60-64",661,280449,235.7
,"1999","1999","Lung and Bronchus","22030","Georgia","13","65-69 years","65-69",860,233760,367.9
,"1999","1999","Lung and Bronchus","22030","Georgia","13","70-74 years","70-74",903,197516,457.2
,"1999","1999","Lung and Bronchus","22030","Georgia","13","75-79 years","75-79",666,157765,422.1
,"1999","1999","Lung and Bronchus","22030","Georgia","13","80-84 years","80-84",377,103380,364.7
,"1999","1999","Lung and Bronchus","22030","Georgia","13","85+ years","85+",203,86409,234.9
,"1999","1999","Lung and Bronchus","22030","Hawaii","15","< 1 year","1",0,15523,0.0
,"1999","1999","Lung and Bronchus","22030","Hawaii","15","1-4 years","1-4",0,64222,0.0
,"1999","1999","Lung and Bronchus","22030","Hawaii","15","5-9 years","5-9",0,86991,0.0
,"1999","1999","Lung and Bronchus","22030","Hawaii","15","10-14 years","10-14",0,82785,0.0
,"1999","1999","Lung and Bronchus","22030","Hawaii","15","15-19 years","15-19",0,81529,0.0
,"1999","1999","Lung and Bronchus","22030","Hawaii","15","20-24 years","20-24",0,82715,0.0
,"1999","1999","Lung and Bronchus","22030","Hawaii","15","25-29 years","25-29",Suppressed,83523,Suppressed
,"1999","1999","Lung and Bronchus","22030","Hawaii","15","30-34 years","30-34",Suppressed,90661,Suppressed
,"1999","1999","Lung and Bronchus","22030","Hawaii","15","35-39 years","35-39",Suppressed,97285,Suppressed
,"1999","1999","Lung and Bronchus","22030","Hawaii","15","40-44 years","40-44",Suppressed,95723,Suppressed
,"1999","1999","Lung and Bronchus","22030","Hawaii","15","45-49 years","45-49",32,89327,35.8
,"1999","1999","Lung and Bronchus","22030","Hawaii","15","50-54 years","50-54",34,77930,43.6
,"1999","1999","Lung and Bronchus","22030","Hawaii","15","55-59 years","55-59",57,57934,98.4
,"1999","1999","Lung and Bronchus","22030","Hawaii","15","60-64 years ","60-64",70,45708,153.1
,"1999","1999","Lung and Bronchus","22030","Hawaii","15","65-69 years","65-69",97,43010,225.5
,"1999","1999","Lung and Bronchus","22030","Hawaii","15","70-74 years","70-74",147,42452,346.3
,"1999","1999","Lung and Bronchus","22030","Hawaii","15","75-79 years","75-79",117,34556,338.6
,"1999","1999","Lung and Bronchus","22030","Hawaii","15","80-84 years","80-84",67,21518,311.4
,"1999","1999","Lung and Bronchus","22030","Hawaii","15","85+ years","85+",46,16908,272.1
,"1999","1999","Lung and Bronchus","22030","Idaho","16","< 1 year","1",0,19493,0.0
,"1999","1999","Lung and Bronchus","22030","Idaho","16","1-4 years","1-4",0,76693,0.0
,"1999","1999","Lung and Bronchus","22030","Idaho","16","5-9 years","5-9",0,99729,0.0
,"1999","1999","Lung and Bronchus","22030","Idaho","16","10-14 years","10-14",0,103979,0.0
,"1999","1999","Lung and Bronchus","22030","Idaho","16","15-19 years","15-19",0,111587,0.0
,"1999","1999","Lung and Bronchus","22030","Idaho","16","20-24 years","20-24",0,92437,0.0
,"1999","1999","Lung and Bronchus","22030","Idaho","16","25-29 years","25-29",Suppressed,82840,Suppressed
,"1999","1999","Lung and Bronchus","22030","Idaho","16","30-34 years","30-34",0,81995,0.0
,"1999","1999","Lung and Bronchus","22030","Idaho","16","35-39 years","35-39",Suppressed,95958,Suppressed
,"1999","1999","Lung and Bronchus","22030","Idaho","16","40-44 years","40-44",Suppressed,97538,Suppressed
,"1999","1999","Lung and Bronchus","22030","Idaho","16","45-49 years","45-49",Suppressed,90083,Suppressed
,"1999","1999","Lung and Bronchus","22030","Idaho","16","50-54 years","50-54",30,74530,40.3
,"1999","1999","Lung and Bronchus","22030","Idaho","16","55-59 years","55-59",49,58108,84.3
,"1999","1999","Lung and Bronchus","22030","Idaho","16","60-64 years ","60-64",84,46544,180.5
,"1999","1999","Lung and Bronchus","22030","Idaho","16","65-69 years","65-69",104,39821,261.2
,"1999","1999","Lung and Bronchus","22030","Idaho","16","70-74 years","70-74",120,35543,337.6
,"1999","1999","Lung and Bronchus","22030","Idaho","16","75-79 years","75-79",106,30157,351.5
,"1999","1999","Lung and Bronchus","22030","Idaho","16","80-84 years","80-84",64,21095,303.4
,"1999","1999","Lung and Bronchus","22030","Idaho","16","85+ years","85+",42,17544,239.4
,"1999","1999","Lung and Bronchus","22030","Illinois","17","< 1 year","1",0,173288,0.0
,"1999","1999","Lung and Bronchus","22030","Illinois","17","1-4 years","1-4",0,708678,0.0
,"1999","1999","Lung and Bronchus","22030","Illinois","17","5-9 years","5-9",0,929962,0.0
,"1999","1999","Lung and Bronchus","22030","Illinois","17","10-14 years","10-14",0,893453,0.0
,"1999","1999","Lung and Bronchus","22030","Illinois","17","15-19 years","15-19",Suppressed,893729,Suppressed
,"1999","1999","Lung and Bronchus","22030","Illinois","17","20-24 years","20-24",Suppressed,833765,Suppressed
,"1999","1999","Lung and Bronchus","22030","Illinois","17","25-29 years","25-29",Suppressed,897285,Suppressed
,"1999","1999","Lung and Bronchus","22030","Illinois","17","30-34 years","30-34",Suppressed,928426,Suppressed
,"1999","1999","Lung and Bronchus","22030","Illinois","17","35-39 years","35-39",47,1009780,4.7
,"1999","1999","Lung and Bronchus","22030","Illinois","17","40-44 years","40-44",172,977421,17.6
,"1999","1999","Lung and Bronchus","22030","Illinois","17","45-49 years","45-49",293,857556,34.2
,"1999","1999","Lung and Bronchus","22030","Illinois","17","50-54 years","50-54",464,726545,63.9
,"1999","1999","Lung and Bronchus","22030","Illinois","17","55-59 years","55-59",818,567540,144.1
,"1999","1999","Lung and Bronchus","22030","Illinois","17","60-64 years ","60-64",1031,461748,223.3
,"1999","1999","Lung and Bronchus","22030","Illinois","17","65-69 years","65-69",1479,400609,369.2
,"1999","1999","Lung and Bronchus","22030","Illinois","17","70-74 years","70-74",1561,377467,413.5
,"1999","1999","Lung and Bronchus","22030","Illinois","17","75-79 years","75-79",1419,315497,449.8
,"1999","1999","Lung and Bronchus","22030","Illinois","17","80-84 years","80-84",903,217871,414.5
,"1999","1999","Lung and Bronchus","22030","Illinois","17","85+ years","85+",548,188400,290.9
,"1999","1999","Lung and Bronchus","22030","Indiana","18","< 1 year","1",0,83904,0.0
,"1999","1999","Lung and Bronchus","22030","Indiana","18","1-4 years","1-4",0,337001,0.0
,"1999","1999","Lung and Bronchus","22030","Indiana","18","5-9 years","5-9",0,440415,0.0
,"1999","1999","Lung and Bronchus","22030","Indiana","18","10-14 years","10-14",Suppressed,439078,Suppressed
,"1999","1999","Lung and Bronchus","22030","Indiana","18","15-19 years","15-19",Suppressed,455151,Suppressed
,"1999","1999","Lung and Bronchus","22030","Indiana","18","20-24 years","20-24",0,420595,0.0
,"1999","1999","Lung and Bronchus","22030","Indiana","18","25-29 years","25-29",Suppressed,417385,Suppressed
,"1999","1999","Lung and Bronchus","22030","Indiana","18","30-34 years","30-34",Suppressed,419558,Suppressed
,"1999","1999","Lung and Bronchus","22030","Indiana","18","35-39 years","35-39",27,482834,5.6
,"1999","1999","Lung and Bronchus","22030","Indiana","18","40-44 years","40-44",76,479433,15.9
,"1999","1999","Lung and Bronchus","22030","Indiana","18","45-49 years","45-49",174,429304,40.5
,"1999","1999","Lung and Bronchus","22030","Indiana","18","50-54 years","50-54",275,366436,75.0
,"1999","1999","Lung and Bronchus","22030","Indiana","18","55-59 years","55-59",412,288461,142.8
,"1999","1999","Lung and Bronchus","22030","Indiana","18","60-64 years ","60-64",613,234501,261.4
,"1999","1999","Lung and Bronchus","22030","Indiana","18","65-69 years","65-69",809,204460,395.7
,"1999","1999","Lung and Bronchus","22030","Indiana","18","70-74 years","70-74",963,192620,499.9
,"1999","1999","Lung and Bronchus","22030","Indiana","18","75-79 years","75-79",723,158156,457.1
,"1999","1999","Lung and Bronchus","22030","Indiana","18","80-84 years","80-84",435,105403,412.7
,"1999","1999","Lung and Bronchus","22030","Indiana","18","85+ years","85+",245,90274,271.4
,"1999","1999","Lung and Bronchus","22030","Iowa","19","< 1 year","1",0,36894,0.0
