"Notes","Year","Year Code","Leading Cancer Sites","Leading Cancer Sites Code","Age Groups","Age Groups Code",Count,Population,Crude Rate
,"2004","2004","Lung and Bronchus","22030","35-39 years","35-39",863,20874649,4.1
,"2004","2004","Lung and Bronchus","22030","40-44 years","40-44",3197,22925626,13.9
,"2004","2004","Lung and Bronchus","22030","45-49 years","45-49",7130,22065262,32.3
,"2004","2004","Lung and Bronchus","22030","50-54 years","50-54",11741,19564668,60.0
,"2004","2004","Lung and Bronchus","22030","55-59 years","55-59",18608,16607176,112.0
,"2004","2004","Lung and Bronchus","22030","60-64 years ","60-64",26123,12698128,205.7
,"2004","2004","Lung and Bronchus","22030","65-69 years","65-69",31578,10073429,313.5
,"2004","2004","Lung and Bronchus","22030","70-74 years","70-74",34688,8594104,403.6
,"2004","2004","Lung and Bronchus","22030","75-79 years","75-79",34347,7461399,460.3
,"2004","2004","Lung and Bronchus","22030","80-84 years","80-84",23423,5528504,423.7
,"2004","2004","Lung and Bronchus","22030","85+ years","85+",13996,4545883,307.9
,"2005","2005","Lung and Bronchus","22030","< 1 year","1",Suppressed,4050690,Suppressed
,"2005","2005","Lung and Bronchus","22030","1-4 years","1-4",Suppressed,16108044,Suppressed
,"2005","2005","Lung and Bronchus","22030","5-9 years","5-9",Suppressed,19658344,Suppressed
,"2005","2005","Lung and Bronchus","22030","10-14 years","10-14",Suppressed,21490803,Suppressed
,"2005","2005","Lung and Bronchus","22030","15-19 years","15-19",31,21769554,0.1
,"2005","2005","Lung and Bronchus","22030","20-24 years","20-24",71,21232022,0.3
,"2005","2005","Lung and Bronchus","22030","25-29 years","25-29",102,19790676,0.5
,"2005","2005","Lung and Bronchus","22030","30-34 years","30-34",256,19956549,1.3
,"2005","2005","Lung and Bronchus","22030","35-39 years","35-39",798,21036683,3.8
,"2005","2005","Lung and Bronchus","22030","40-44 years","40-44",2992,22947818,13.0
,"2005","2005","Lung and Bronchus","22030","45-49 years","45-49",7326,22647967,32.3
,"2005","2005","Lung and Bronchus","22030","50-54 years","50-54",12205,20296389,60.1
,"2005","2005","Lung and Bronchus","22030","55-59 years","55-59",19351,17720854,109.2
,"2005","2005","Lung and Bronchus","22030","60-64 years ","60-64",26774,13316528,201.1
,"2005","2005","Lung and Bronchus","22030","65-69 years","65-69",32047,10426990,307.3
,"2005","2005","Lung and Bronchus","22030","70-74 years","70-74",35310,8720225,404.9
,"2005","2005","Lung and Bronchus","22030","75-79 years","75-79",34784,7548747,460.8
,"2005","2005","Lung and Bronchus","22030","80-84 years","80-84",24380,5670941,429.9
,"2005","2005","Lung and Bronchus","22030","85+ years","85+",14950,4744200,315.1
,"2006","2006","Lung and Bronchus","22030","< 1 year","1",Suppressed,4091397,Suppressed
,"2006","2006","Lung and Bronchus","22030","1-4 years","1-4",Suppressed,16097572,Suppressed
,"2006","2006","Lung and Bronchus","22030","5-9 years","5-9",Suppressed,19821492,Suppressed
,"2006","2006","Lung and Bronchus","22030","10-14 years","10-14",Suppressed,21324237,Suppressed
,"2006","2006","Lung and Bronchus","22030","15-19 years","15-19",29,22104669,0.1
,"2006","2006","Lung and Bronchus","22030","20-24 years","20-24",66,21318315,0.3
,"2006","2006","Lung and Bronchus","22030","25-29 years","25-29",144,20378005,0.7
,"2006","2006","Lung and Bronchus","22030","30-34 years","30-34",277,19530487,1.4
,"2006","2006","Lung and Bronchus","22030","35-39 years","35-39",785,21189773,3.7
,"2006","2006","Lung and Bronchus","22030","40-44 years","40-44",2756,22560099,12.2
,"2006","2006","Lung and Bronchus","22030","45-49 years","45-49",7235,22961022,31.5
,"2006","2006","Lung and Bronchus","22030","50-54 years","50-54",12336,20802296,59.3
,"2006","2006","Lung and Bronchus","22030","55-59 years","55-59",19637,18622104,105.4
,"2006","2006","Lung and Bronchus","22030","60-64 years ","60-64",26741,13727378,194.8
,"2006","2006","Lung and Bronchus","22030","65-69 years","65-69",32570,10709581,304.1
,"2006","2006","Lung and Bronchus","22030","70-74 years","70-74",34891,8774951,397.6
,"2006","2006","Lung and Bronchus","22030","75-79 years","75-79",34439,7539017,456.8
,"2006","2006","Lung and Bronchus","22030","80-84 years","80-84",24889,5711904,435.7
,"2006","2006","Lung and Bronchus","22030","85+ years","85+",15651,4920827,318.1
,"2007","2007","Lung and Bronchus","22030","< 1 year","1",Suppressed,4195782,Suppressed
,"2007","2007","Lung and Bronchus","22030","1-4 years","1-4",Suppressed,16172024,Suppressed
,"2007","2007","Lung and Bronchus","22030","5-9 years","5-9",Suppressed,19982329,Suppressed
,"2007","2007","Lung and Bronchus","22030","10-14 years","10-14",17,21127501,0.1
,"2007","2007","Lung and Bronchus","22030","15-19 years","15-19",27,22361722,0.1
,"2007","2007","Lung and Bronchus","22030","20-24 years","20-24",74,21351325,0.3
,"2007","2007","Lung and Bronchus","22030","25-29 years","25-29",120,20807042,0.6
,"2007","2007","Lung and Bronchus","22030","30-34 years","30-34",259,19414719,1.3
,"2007","2007","Lung and Bronchus","22030","35-39 years","35-39",687,21210607,3.2
,"2007","2007","Lung and Bronchus","22030","40-44 years","40-44",2526,22087327,11.4
,"2007","2007","Lung and Bronchus","22030","45-49 years","45-49",7073,23045059,30.7
,"2007","2007","Lung and Bronchus","22030","50-54 years","50-54",12571,21374729,58.8
,"2007","2007","Lung and Bronchus","22030","55-59 years","55-59",18814,18678382,100.7
,"2007","2007","Lung and Bronchus","22030","60-64 years ","60-64",27600,14875832,185.5
,"2007","2007","Lung and Bronchus","22030","65-69 years","65-69",33388,11130918,300.0
,"2007","2007","Lung and Bronchus","22030","70-74 years","70-74",34869,8856410,393.7
,"2007","2007","Lung and Bronchus","22030","75-79 years","75-79",34500,7494328,460.3
,"2007","2007","Lung and Bronchus","22030","80-84 years","80-84",25086,5751926,436.1
,"2007","2007","Lung and Bronchus","22030","85+ years","85+",16401,5096240,321.8
,"2008","2008","Lung and Bronchus","22030","< 1 year","1",Suppressed,4179109,Suppressed
,"2008","2008","Lung and Bronchus","22030","1-4 years","1-4",Suppressed,16327270,Suppressed
,"2008","2008","Lung and Bronchus","22030","5-9 years","5-9",Suppressed,20186675,Suppressed
,"2008","2008","Lung and Bronchus","22030","10-14 years","10-14",Suppressed,20987140,Suppressed
,"2008","2008","Lung and Bronchus","22030","15-19 years","15-19",41,22502653,0.2
,"2008","2008","Lung and Bronchus","22030","20-24 years","20-24",64,21446485,0.3
,"2008","2008","Lung and Bronchus","22030","25-29 years","25-29",123,21161641,0.6
,"2008","2008","Lung and Bronchus","22030","30-34 years","30-34",267,19549695,1.4
,"2008","2008","Lung and Bronchus","22030","35-39 years","35-39",741,21062376,3.5
,"2008","2008","Lung and Bronchus","22030","40-44 years","40-44",2297,21625164,10.6
,"2008","2008","Lung and Bronchus","22030","45-49 years","45-49",7083,23067249,30.7
,"2008","2008","Lung and Bronchus","22030","50-54 years","50-54",13135,21876287,60.0
,"2008","2008","Lung and Bronchus","22030","55-59 years","55-59",19141,19037202,100.5
,"2008","2008","Lung and Bronchus","22030","60-64 years ","60-64",27602,15551146,177.5
,"2008","2008","Lung and Bronchus","22030","65-69 years","65-69",34796,11760073,295.9
,"2008","2008","Lung and Bronchus","22030","70-74 years","70-74",35070,9042434,387.8
,"2008","2008","Lung and Bronchus","22030","75-79 years","75-79",33742,7441634,453.4
,"2008","2008","Lung and Bronchus","22030","80-84 years","80-84",25870,5796189,446.3
,"2008","2008","Lung and Bronchus","22030","85+ years","85+",17352,5254410,330.2
,"2009","2009","Lung and Bronchus","22030","< 1 year","1",Suppressed,4049147,Suppressed
,"2009","2009","Lung and Bronchus","22030","1-4 years","1-4",Suppressed,16424604,Suppressed
,"2009","2009","Lung and Bronchus","22030","5-9 years","5-9",Suppressed,20429694,Suppressed
,"2009","2009","Lung and Bronchus","22030","10-14 years","10-14",Suppressed,20934349,Suppressed
,"2009","2009","Lung and Bronchus","22030","15-19 years","15-19",41,22481289,0.2
,"2009","2009","Lung and Bronchus","22030","20-24 years","20-24",61,21645724,0.3
,"2009","2009","Lung and Bronchus","22030","25-29 years","25-29",125,21329721,0.6
,"2009","2009","Lung and Bronchus","22030","30-34 years","30-34",271,19891740,1.4
,"2009","2009","Lung and Bronchus","22030","35-39 years","35-39",700,20750738,3.4
,"2009","2009","Lung and Bronchus","22030","40-44 years","40-44",2138,21225009,10.1
,"2009","2009","Lung and Bronchus","22030","45-49 years","45-49",6719,23110119,29.1
,"2009","2009","Lung and Bronchus","22030","50-54 years","50-54",13160,22243298,59.2
,"2009","2009","Lung and Bronchus","22030","55-59 years","55-59",19443,19503576,99.7
,"2009","2009","Lung and Bronchus","22030","60-64 years ","60-64",27706,16339105,169.6
,"2009","2009","Lung and Bronchus","22030","65-69 years","65-69",35616,12263229,290.4
,"2009","2009","Lung and Bronchus","22030","70-74 years","70-74",35500,9275381,382.7
,"2009","2009","Lung and Bronchus","22030","75-79 years","75-79",32963,7392567,445.9
,"2009","2009","Lung and Bronchus","22030","80-84 years","80-84",26065,5794626,449.8
,"2009","2009","Lung and Bronchus","22030","85+ years","85+",17706,5428023,326.2
,"2010","2010","Lung and Bronchus","22030","< 1 year","1",Suppressed,3994693,Suppressed
,"2010","2010","Lung and Bronchus","22030","1-4 years","1-4",Suppressed,16417704,Suppressed
,"2010","2010","Lung and Bronchus","22030","5-9 years","5-9",Suppressed,20572428,Suppressed
,"2010","2010","Lung and Bronchus","22030","10-14 years","10-14",Suppressed,20971787,Suppressed
,"2010","2010","Lung and Bronchus","22030","15-19 years","15-19",31,22278863,0.1
,"2010","2010","Lung and Bronchus","22030","20-24 years","20-24",79,21960756,0.4
,"2010","2010","Lung and Bronchus","22030","25-29 years","25-29",121,21376132,0.6
,"2010","2010","Lung and Bronchus","22030","30-34 years","30-34",264,20317673,1.3
,"2010","2010","Lung and Bronchus","22030","35-39 years","35-39",624,20326948,3.1
,"2010","2010","Lung and Bronchus","22030","40-44 years","40-44",1887,21153766,8.9
,"2010","2010","Lung and Bronchus","22030","45-49 years","45-49",6161,22892273,26.9
,"2010","2010","Lung and Bronchus","22030","50-54 years","50-54",13240,22601037,58.6
,"2010","2010","Lung and Bronchus","22030","55-59 years","55-59",19428,20026790,97.0
,"2010","2010","Lung and Bronchus","22030","60-64 years ","60-64",27542,17211300,160.0
,"2010","2010","Lung and Bronchus","22030","65-69 years","65-69",35009,12699948,275.7
,"2010","2010","Lung and Bronchus","22030","70-74 years","70-74",34846,9470506,367.9
,"2010","2010","Lung and Bronchus","22030","75-79 years","75-79",32611,7415230,439.8
,"2010","2010","Lung and Bronchus","22030","80-84 years","80-84",25405,5819082,436.6
,"2010","2010","Lung and Bronchus","22030","85+ years","85+",18155,5594038,324.5
,"2011","2011","Lung and Bronchus","22030","< 1 year","1",Suppressed,4002504,Suppressed
,"2011","2011","Lung and Bronchus","22030","1-4 years","1-4",Suppressed,16339741,Suppressed
,"2011","2011","Lung and Bronchus","22030","5-9 years","5-9",Suppressed,20577255,Suppressed
,"2011","2011","Lung and Bronchus","22030","10-14 years","10-14",Suppressed,21092326,Suppressed
,"2011","2011","Lung and Bronchus","22030","15-19 years","15-19",27,22006442,0.1
,"2011","2011","Lung and Bronchus","22030","20-24 years","20-24",92,22409377,0.4
,"2011","2011","Lung and Bronchus","22030","25-29 years","25-29",146,21468130,0.7
,"2011","2011","Lung and Bronchus","22030","30-34 years","30-34",261,20767460,1.3
,"2011","2011","Lung and Bronchus","22030","35-39 years","35-39",594,19878806,3.0
,"2011","2011","Lung and Bronchus","22030","40-44 years","40-44",1834,21318023,8.6
,"2011","2011","Lung and Bronchus","22030","45-49 years","45-49",5565,22454881,24.8
,"2011","2011","Lung and Bronchus","22030","50-54 years","50-54",13025,22851851,57.0
,"2011","2011","Lung and Bronchus","22030","55-59 years","55-59",19749,20527971,96.2
,"2011","2011","Lung and Bronchus","22030","60-64 years ","60-64",28178,18049874,156.1
,"2011","2011","Lung and Bronchus","22030","65-69 years","65-69",35340,13073355,270.3
,"2011","2011","Lung and Bronchus","22030","70-74 years","70-74",35584,9736254,365.5
,"2011","2011","Lung and Bronchus","22030","75-79 years","75-79",31955,7462415,428.2
,"2011","2011","Lung and Bronchus","22030","80-84 years","80-84",25281,5812301,435.0
,"2011","2011","Lung and Bronchus","22030","85+ years","85+",18384,5696846,322.7
,"2012","2012","Lung and Bronchus","22030","< 1 year","1",Suppressed,3963796,Suppressed
,"2012","2012","Lung and Bronchus","22030","1-4 years","1-4",Suppressed,16226206,Suppressed
,"2012","2012","Lung and Bronchus","22030","5-9 years","5-9",Suppressed,20718179,Suppressed
,"2012","2012","Lung and Bronchus","22030","10-14 years","10-14",Suppressed,21135812,Suppressed
,"2012","2012","Lung and Bronchus","22030","15-19 years","15-19",31,21766347,0.1
,"2012","2012","Lung and Bronchus","22030","20-24 years","20-24",71,22823813,0.3
,"2012","2012","Lung and Bronchus","22030","25-29 years","25-29",130,21528521,0.6
,"2012","2012","Lung and Bronchus","22030","30-34 years","30-34",269,21163648,1.3
,"2012","2012","Lung and Bronchus","22030","35-39 years","35-39",538,19803206,2.7
,"2012","2012","Lung and Bronchus","22030","40-44 years","40-44",1685,21337958,7.9
,"2012","2012","Lung and Bronchus","22030","45-49 years","45-49",5296,22010547,24.1
,"2012","2012","Lung and Bronchus","22030","50-54 years","50-54",12965,22898057,56.6
,"2012","2012","Lung and Bronchus","22030","55-59 years","55-59",20529,21078727,97.4
,"2012","2012","Lung and Bronchus","22030","60-64 years ","60-64",27809,18061824,154.0
,"2012","2012","Lung and Bronchus","22030","65-69 years","65-69",36886,14188417,260.0
,"2012","2012","Lung and Bronchus","22030","70-74 years","70-74",36589,10134710,361.0
,"2012","2012","Lung and Bronchus","22030","75-79 years","75-79",32243,7545690,427.3
,"2012","2012","Lung and Bronchus","22030","80-84 years","80-84",24966,5787797,431.4
,"2012","2012","Lung and Bronchus","22030","85+ years","85+",18891,5811119,325.1
,"2013","2013","Lung and Bronchus","22030","< 1 year","1",Suppressed,3965086,Suppressed
,"2013","2013","Lung and Bronchus","22030","1-4 years","1-4",Suppressed,16092274,Suppressed
,"2013","2013","Lung and Bronchus","22030","5-9 years","5-9",Suppressed,20825316,Suppressed
,"2013","2013","Lung and Bronchus","22030","10-14 years","10-14",Suppressed,21203050,Suppressed
,"2013","2013","Lung and Bronchus","22030","15-19 years","15-19",38,21622563,0.2
,"2013","2013","Lung and Bronchus","22030","20-24 years","20-24",67,23035787,0.3
,"2013","2013","Lung and Bronchus","22030","25-29 years","25-29",125,21672111,0.6
,"2013","2013","Lung and Bronchus","22030","30-34 years","30-34",262,21525520,1.2
,"2013","2013","Lung and Bronchus","22030","35-39 years","35-39",592,19952597,3.0
,"2013","2013","Lung and Bronchus","22030","40-44 years","40-44",1769,21190526,8.3
,"2013","2013","Lung and Bronchus","22030","45-49 years","45-49",4748,21559292,22.0
,"2013","2013","Lung and Bronchus","22030","50-54 years","50-54",12449,22913307,54.3
,"2013","2013","Lung and Bronchus","22030","55-59 years","55-59",21101,21526854,98.0
,"2013","2013","Lung and Bronchus","22030","60-64 years ","60-64",27467,18376112,149.5
,"2013","2013","Lung and Bronchus","22030","65-69 years","65-69",36734,14816036,247.9
,"2013","2013","Lung and Bronchus","22030","70-74 years","70-74",38351,10717372,357.8
,"2013","2013","Lung and Bronchus","22030","75-79 years","75-79",32663,7709503,423.7
,"2013","2013","Lung and Bronchus","22030","80-84 years","80-84",24849,5745443,432.5
,"2013","2013","Lung and Bronchus","22030","85+ years","85+",19321,5885077,328.3
,"2014","2014","Lung and Bronchus","22030","< 1 year","1",Suppressed,3985319,Suppressed
,"2014","2014","Lung and Bronchus","22030","1-4 years","1-4",Suppressed,16086705,Suppressed
,"2014","2014","Lung and Bronchus","22030","5-9 years","5-9",Suppressed,20778862,Suppressed
,"2014","2014","Lung and Bronchus","22030","10-14 years","10-14",Suppressed,21304361,Suppressed
,"2014","2014","Lung and Bronchus","22030","15-19 years","15-19",19,21544021,0.1
,"2014","2014","Lung and Bronchus","22030","20-24 years","20-24",60,23079183,0.3
,"2014","2014","Lung and Bronchus","22030","25-29 years","25-29",125,22012657,0.6
,"2014","2014","Lung and Bronchus","22030","30-34 years","30-34",246,21760187,1.1
,"2014","2014","Lung and Bronchus","22030","35-39 years","35-39",545,20256162,2.7
,"2014","2014","Lung and Bronchus","22030","40-44 years","40-44",1522,20907064,7.3
,"2014","2014","Lung and Bronchus","22030","45-49 years","45-49",4404,21203025,20.8
,"2014","2014","Lung and Bronchus","22030","50-54 years","50-54",12101,22916653,52.8
,"2014","2014","Lung and Bronchus","22030","55-59 years","55-59",21535,21853977,98.5
,"2014","2014","Lung and Bronchus","22030","60-64 years ","60-64",28006,18815680,148.8
,"2014","2014","Lung and Bronchus","22030","65-69 years","65-69",37628,15536670,242.2
,"2014","2014","Lung and Bronchus","22030","70-74 years","70-74",39437,11165960,353.2
,"2014","2014","Lung and Bronchus","22030","75-79 years","75-79",33336,7919055,421.0
,"2014","2014","Lung and Bronchus","22030","80-84 years","80-84",24293,5714442,425.1
,"2014","2014","Lung and Bronchus","22030","85+ years","85+",19395,5967647,325.0
,"2015","2015","Lung and Bronchus","22030","< 1 year","1",Suppressed,4010625,Suppressed
,"2015","2015","Lung and Bronchus","22030","1-4 years","1-4",17,16097065,0.1
,"2015","2015","Lung and Bronchus","22030","5-9 years","5-9",Suppressed,20745850,Suppressed
,"2015","2015","Lung and Bronchus","22030","10-14 years","10-14",Suppressed,21328463,Suppressed
,"2015","2015","Lung and Bronchus","22030","15-19 years","15-19",20,21623011,0.1
,"2015","2015","Lung and Bronchus","22030","20-24 years","20-24",70,22852865,0.3
,"2015","2015","Lung and Bronchus","22030","25-29 years","25-29",124,22431408,0.6
,"2015","2015","Lung and Bronchus","22030","30-34 years","30-34",252,21889509,1.2
,"2015","2015","Lung and Bronchus","22030","35-39 years","35-39",559,20728413,2.7
,"2015","2015","Lung and Bronchus","22030","40-44 years","40-44",1484,20534780,7.2
,"2015","2015","Lung and Bronchus","22030","45-49 years","45-49",4017,21171793,19.0
,"2015","2015","Lung and Bronchus","22030","50-54 years","50-54",11586,22695820,51.0
,"2015","2015","Lung and Bronchus","22030","55-59 years","55-59",21809,22172822,98.4
,"2015","2015","Lung and Bronchus","22030","60-64 years ","60-64",29352,19322277,151.9
,"2015","2015","Lung and Bronchus","22030","65-69 years","65-69",38586,16291615,236.8
,"2015","2015","Lung and Bronchus","22030","70-74 years","70-74",40499,11559533,350.4
,"2015","2015","Lung and Bronchus","22030","75-79 years","75-79",33790,8087880,417.8
,"2015","2015","Lung and Bronchus","22030","80-84 years","80-84",24115,5727313,421.1
,"2015","2015","Lung and Bronchus","22030","85+ years","85+",19864,6038304,329.0
,"2016","2016","Lung and Bronchus","22030","< 1 year","1",Suppressed,3985911,Suppressed
,"2016","2016","Lung and Bronchus","22030","1-4 years","1-4",17,16123762,0.1
