insurance_status,state_name,state_fips,bene_yes,bene_no,total_bene,bene_yes_pct,bene_yes_pct_lcl,bene_yes_pct_ucl,age_adjusted_pct,age_adjusted_pct_lcl,age_adjusted_pct_ucl
"Do not have some form of health
insurance","New Hampshire",33,16,28,44,29.6725229778632,15.1441315713771,44.2009143843492,31.4961099360956,16.5328359240038,46.4593839481874
"Don´t know, refused or missing
insurance response","New Hampshire",33,6,16,22,37.3599235578856,15.1067600135982,59.613087102173,.,.,.
"Have some form of insurance","New Jersey",34,1093,917,2010,50.5537777127071,47.5618835740066,53.5456718514077,47.7604275370261,39.3685426175679,56.1523124564843
"Do not have some form of health
insurance","New Jersey",34,45,104,149,27.5640422802709,18.8996496082374,36.2284349523045,.,.,.
"Don´t know, refused or missing
insurance response","New Jersey",34,16,51,67,24.248848200345,10.5062862564588,37.9914101442312,.,.,.
"Have some form of insurance","New Mexico",35,520,691,1211,42.5589803467169,38.7780684662581,46.3398922271757,41.9448065793564,29.8945016832308,53.995111475482
"Do not have some form of health
insurance","New Mexico",35,31,76,107,33.4004482449393,20.9232156990772,45.8776807908014,.,.,.
"Don´t know, refused or missing
insurance response","New Mexico",35,5,6,11,66.9276130125148,20.6257426347703,100,77.4710917604836,50.9296480050369,100
"Have some form of insurance","New York",36,2308,2089,4397,48.0627699388477,46.0022965804649,50.1232432972305,48.061155483161,42.4732391106909,53.649071855631
"Do not have some form of health
insurance","New York",36,40,175,215,19.8619140961037,10.6765339619835,29.0472942302239,23.5225837888407,14.1798543223478,32.8653132553337
"Don´t know, refused or missing
insurance response","New York",36,81,143,224,32.3113940111019,23.4670322252442,41.1557557969596,34.5432573851709,18.9528612890005,50.1336534813414
"Have some form of insurance","North Carolina",37,729,621,1350,53.3149411400859,49.8309135235765,56.7989687565954,52.4407882237579,42.8155403884495,62.0660360590664
"Do not have some form of health
insurance","North Carolina",37,41,110,151,23.8522768783052,16.0826723572382,31.6218813993723,.,.,.
"Don´t know, refused or missing
insurance response","North Carolina",37,4,14,18,.,.,.,.,.,.
"Have some form of insurance","North Dakota",38,492,467,959,50.828095108914,47.1185424563238,54.5376477615043,48.1858280380549,37.3677061426532,59.0039499334566
"Do not have some form of health
insurance","North Dakota",38,5,24,29,.,.,.,.,.,.
"Don´t know, refused or missing
insurance response","North Dakota",38,4,11,15,.,.,.,.,.,.
"Have some form of insurance",Ohio,39,2120,2078,4198,48.6796916024637,46.5148083378513,50.844574867076,45.702923377868,39.6020300967928,51.8038166589433
"Do not have some form of health
insurance",Ohio,39,54,141,195,21.1298520873801,13.041453586113,29.2182505886471,.,.,.
"Don´t know, refused or missing
insurance response",Ohio,39,33,67,100,27.5709774560426,14.7374395269677,40.4045153851174,35.7587315555105,24.8734245409659,46.6440385700552
"Have some form of insurance",Oklahoma,40,673,808,1481,45.2689871046867,42.351541861349,48.1864323480245,42.7747914725018,33.6725423760539,51.8770405689497
"Do not have some form of health
insurance",Oklahoma,40,49,121,170,32.3293836508945,24.4324133156501,40.2263539861389,34.9010602434408,19.7992841351881,50.0028363516934
"Don´t know, refused or missing
insurance response",Oklahoma,40,5,19,24,.,.,.,.,.,.
"Have some form of insurance",Oregon,41,834,792,1626,49.4843879531698,46.5525407004323,52.4162352059073,49.3859634239379,40.3992404888213,58.3726863590546
"Do not have some form of health
insurance",Oregon,41,11,60,71,.,.,.,.,.,.
"Don´t know, refused or missing
insurance response",Oregon,41,10,19,29,.,.,.,.,.,.
"Have some form of insurance",Pennsylvania,42,678,649,1327,51.352727898339,47.4076234038589,55.2978323928191,49.7354599028588,37.1018567784584,62.3690630272592
"Do not have some form of health
insurance",Pennsylvania,42,16,41,57,33.8799338982761,15.3969469944952,52.362920802057,54.2781989517469,27.665672858959,80.8907250445348
"Don´t know, refused or missing
insurance response",Pennsylvania,42,7,16,23,.,.,.,.,.,.
"Have some form of insurance","Rhode Island",44,842,657,1499,50.6156455364154,47.1335203122858,54.0977707605451,48.6044045256952,38.2103662780361,58.9984427733542
"Do not have some form of health
insurance","Rhode Island",44,14,39,53,29.4825279277815,16.8769918560574,42.0880639995056,.,.,.
"Don´t know, refused or missing
insurance response","Rhode Island",44,25,45,70,30.1847854048212,17.590195203018,42.7793756066243,58.4843848182148,30.3884061495547,86.580363486875
"Have some form of insurance","South Carolina",45,1055,1035,2090,46.7471056946223,43.9492501024489,49.5449612867957,45.9706530347059,38.3742216067967,53.567084462615
"Do not have some form of health
insurance","South Carolina",45,56,153,209,23.8495855838436,16.935186714815,30.7639844528722,.,.,.
"Don´t know, refused or missing
insurance response","South Carolina",45,32,57,89,35.0862487815163,21.0735699871699,49.0989275758628,41.6757296487056,35.9456028359952,47.405856461416
"Have some form of insurance","South Dakota",46,909,961,1870,47.0561739294103,39.855326409994,54.2570214488266,44.7050612537326,29.5057942787693,59.9043282286959
"Do not have some form of health
insurance","South Dakota",46,30,59,89,23.235968209609,12.6239304804984,33.8480059387195,32.9449481196467,19.7904925251822,46.0994037141112
"Don´t know, refused or missing
insurance response","South Dakota",46,9,26,35,39.0130874334234,30.1593720557227,47.866802811124,60.7536751699182,51.9552026806049,69.5521476592316
"Have some form of insurance",Tennessee,47,564,696,1260,43.0654954998602,39.5119282780734,46.6190627216469,39.5825851361381,31.0668901106053,48.098280161671
"Do not have some form of health
insurance",Tennessee,47,31,88,119,25.6112407569855,15.6572696843931,35.5652118295779,.,.,.
"Don´t know, refused or missing
insurance response",Tennessee,47,19,34,53,42.0805890387674,27.0193670205561,57.1418110569788,42.500324286125,31.8148265522892,53.1858220199608
"Have some form of insurance",Texas,48,1450,1588,3038,45.6094283517986,42.5673290964735,48.6515276071236,43.9498823466178,35.9151542182956,51.9846104749399
"Do not have some form of health
insurance",Texas,48,177,472,649,24.3688925147108,18.8813300860335,29.856454943388,23.6510612381216,12.1101939759548,35.1919285002884
"Don´t know, refused or missing
insurance response",Texas,48,52,96,148,28.3972911078999,21.0847463741466,35.7098358416533,31.7125729062199,23.2730128517354,40.1521329607045
"Have some form of insurance",Utah,49,1130,1374,2504,43.1116703040271,40.6754493093305,45.5478912987238,41.0184326777495,33.427327858396,48.609537497103
"Do not have some form of health
insurance",Utah,49,65,178,243,26.0454952641452,19.2013019117439,32.8896886165464,27.2188267954616,13.3637134953577,41.0739400955655
"Don´t know, refused or missing
insurance response",Utah,49,24,52,76,24.6413406401436,13.1114152990336,36.1712659812537,.,.,.
"Have some form of insurance",Vermont,50,1173,1040,2213,49.8322955183987,47.1236834224405,52.5409076143568,48.108949014672,40.0677546634793,56.1501433658647
"Do not have some form of health
insurance",Vermont,50,19,47,66,22.2137221022258,12.429602023625,31.9978421808265,23.0545807041477,19.7550735509001,26.3540878573953
"Don´t know, refused or missing
insurance response",Vermont,50,12,31,43,17.9455703833171,10.8852825684722,25.0058581981621,18.9953386273511,13.4648481792492,24.5258290754531
"Have some form of insurance",Virginia,51,1385,1266,2651,48.877604952072,46.2912482207198,51.4639616834243,46.9120022123355,39.9051811649959,53.9188232596751
"Do not have some form of health
insurance",Virginia,51,28,97,125,24.6509066364613,14.7858955999898,34.5159176729329,.,.,.
"Don´t know, refused or missing
insurance response",Virginia,51,22,37,59,31.9525256938703,19.3298036035726,44.5752477841679,30.8351299301267,13.0121184927169,48.6581413675365
"Have some form of insurance",Washington,53,3200,3370,6570,46.1236195926853,44.5924892892927,47.6547498960779,45.3513712340149,40.4900112588479,50.2127312091818
"Do not have some form of health
insurance",Washington,53,81,238,319,22.3330324232207,17.1366012893775,27.5294635570639,22.3450045897005,10.8524035039576,33.8376056754435
"Don´t know, refused or missing
insurance response",Washington,53,55,127,182,22.8678790138767,15.6524350112066,30.0833230165468,.,.,.
"Have some form of insurance","West Virginia",54,708,732,1440,46.2860103154121,43.2494802003454,49.3225404304787,45.53596554568,35.6807098510189,55.3912212403411
"Do not have some form of health
insurance","West Virginia",54,11,45,56,.,.,.,.,.,.
"Don´t know, refused or missing
insurance response","West Virginia",54,9,15,24,39.8287330301113,17.4008037984026,62.25666226182,.,.,.
"Have some form of insurance",Wisconsin,55,1380,1276,2656,51.3814802058972,48.8404932681814,53.9224671436131,49.981132166062,42.4827745892119,57.4794897429122
"Do not have some form of health
insurance",Wisconsin,55,35,76,111,34.6790616049051,23.4637426047497,45.8943806050604,35.1524187683792,14.7493660208299,55.5554715159284
"Don´t know, refused or missing
insurance response",Wisconsin,55,21,45,66,28.4190849107155,14.0653907710346,42.7727790503964,31.6950193086179,23.2741233808188,40.115915236417
"Have some form of insurance",Wyoming,56,393,492,885,43.681077398024,39.6966298343685,47.6655249616795,43.9411183051365,32.4976383841548,55.3845982261182
"Do not have some form of health
insurance",Wyoming,56,22,85,107,19.8871605965264,10.9012260215761,28.8730951714767,.,.,.
"Don´t know, refused or missing
insurance response",Wyoming,56,6,19,25,.,.,.,.,.,.
