Notes,Year,Year Code,Leading Cancer Sites,Leading Cancer Sites Code,States and Puerto Rico,States and Puerto Rico Code,Age Group,Age Group Code,Deaths,Population,Crude Rate
,1999,1999,Colon and Rectum,21041-21052,Florida,12,45-49 years,45-49,96,1049792,9.1
,1999,1999,Colon and Rectum,21041-21052,Florida,12,50-54 years,50-54,139,942150,14.8
,1999,1999,Colon and Rectum,21041-21052,Florida,12,55-59 years,55-59,195,789129,24.7
,1999,1999,Colon and Rectum,21041-21052,Florida,12,60-64 years ,60-64,305,720321,42.3
,1999,1999,Colon and Rectum,21041-21052,Florida,12,65-69 years,65-69,413,732184,56.4
,1999,1999,Colon and Rectum,21041-21052,Florida,12,70-74 years,70-74,610,730681,83.5
,1999,1999,Colon and Rectum,21041-21052,Georgia,13,45-49 years,45-49,49,559425,8.8
,1999,1999,Colon and Rectum,21041-21052,Georgia,13,50-54 years,50-54,59,487139,12.1
,1999,1999,Colon and Rectum,21041-21052,Georgia,13,55-59 years,55-59,91,362385,25.1
,1999,1999,Colon and Rectum,21041-21052,Georgia,13,60-64 years ,60-64,117,280449,41.7
,1999,1999,Colon and Rectum,21041-21052,Georgia,13,65-69 years,65-69,144,233760,61.6
,1999,1999,Colon and Rectum,21041-21052,Georgia,13,70-74 years,70-74,163,197516,82.5
,1999,1999,Colon and Rectum,21041-21052,Hawaii,15,65-69 years,65-69,25,43010,58.1
,1999,1999,Colon and Rectum,21041-21052,Hawaii,15,70-74 years,70-74,26,42452,61.2
,1999,1999,Colon and Rectum,21041-21052,Idaho,16,60-64 years ,60-64,20,46544,43
,1999,1999,Colon and Rectum,21041-21052,Idaho,16,65-69 years,65-69,19,39821,47.7
,1999,1999,Colon and Rectum,21041-21052,Idaho,16,70-74 years,70-74,29,35543,81.6
,1999,1999,Colon and Rectum,21041-21052,Illinois,17,45-49 years,45-49,76,857556,8.9
,1999,1999,Colon and Rectum,21041-21052,Illinois,17,50-54 years,50-54,105,726545,14.5
,1999,1999,Colon and Rectum,21041-21052,Illinois,17,55-59 years,55-59,161,567540,28.4
,1999,1999,Colon and Rectum,21041-21052,Illinois,17,60-64 years ,60-64,214,461748,46.3
,1999,1999,Colon and Rectum,21041-21052,Illinois,17,65-69 years,65-69,282,400609,70.4
,1999,1999,Colon and Rectum,21041-21052,Illinois,17,70-74 years,70-74,400,377467,106
,1999,1999,Colon and Rectum,21041-21052,Indiana,18,45-49 years,45-49,39,429304,9.1
,1999,1999,Colon and Rectum,21041-21052,Indiana,18,50-54 years,50-54,53,366436,14.5
,1999,1999,Colon and Rectum,21041-21052,Indiana,18,55-59 years,55-59,86,288461,29.8
,1999,1999,Colon and Rectum,21041-21052,Indiana,18,60-64 years ,60-64,132,234501,56.3
,1999,1999,Colon and Rectum,21041-21052,Indiana,18,65-69 years,65-69,145,204460,70.9
,1999,1999,Colon and Rectum,21041-21052,Indiana,18,70-74 years,70-74,180,192620,93.4
,1999,1999,Colon and Rectum,21041-21052,Iowa,19,45-49 years,45-49,22,209662,10.5
,1999,1999,Colon and Rectum,21041-21052,Iowa,19,50-54 years,50-54,25,172878,14.5
,1999,1999,Colon and Rectum,21041-21052,Iowa,19,55-59 years,55-59,35,136955,25.6
,1999,1999,Colon and Rectum,21041-21052,Iowa,19,60-64 years ,60-64,52,118821,43.8
,1999,1999,Colon and Rectum,21041-21052,Iowa,19,65-69 years,65-69,84,107971,77.8
,1999,1999,Colon and Rectum,21041-21052,Iowa,19,70-74 years,70-74,96,105306,91.2
,1999,1999,Colon and Rectum,21041-21052,Kansas,20,55-59 years,55-59,35,118900,29.4
,1999,1999,Colon and Rectum,21041-21052,Kansas,20,60-64 years ,60-64,41,98820,41.5
,1999,1999,Colon and Rectum,21041-21052,Kansas,20,65-69 years,65-69,54,90679,59.6
,1999,1999,Colon and Rectum,21041-21052,Kansas,20,70-74 years,70-74,91,86584,105.1
,1999,1999,Colon and Rectum,21041-21052,Kentucky,21,45-49 years,45-49,34,288496,11.8
,1999,1999,Colon and Rectum,21041-21052,Kentucky,21,50-54 years,50-54,56,252943,22.1
,1999,1999,Colon and Rectum,21041-21052,Kentucky,21,55-59 years,55-59,31,199700,15.5
,1999,1999,Colon and Rectum,21041-21052,Kentucky,21,60-64 years ,60-64,88,166288,52.9
,1999,1999,Colon and Rectum,21041-21052,Kentucky,21,65-69 years,65-69,79,144509,54.7
,1999,1999,Colon and Rectum,21041-21052,Kentucky,21,70-74 years,70-74,115,129509,88.8
,1999,1999,Colon and Rectum,21041-21052,Louisiana,22,45-49 years,45-49,32,309678,10.3
,1999,1999,Colon and Rectum,21041-21052,Louisiana,22,50-54 years,50-54,46,260765,17.6
,1999,1999,Colon and Rectum,21041-21052,Louisiana,22,55-59 years,55-59,52,204008,25.5
,1999,1999,Colon and Rectum,21041-21052,Louisiana,22,60-64 years ,60-64,80,169228,47.3
,1999,1999,Colon and Rectum,21041-21052,Louisiana,22,65-69 years,65-69,116,148253,78.2
,1999,1999,Colon and Rectum,21041-21052,Louisiana,22,70-74 years,70-74,129,135380,95.3
,1999,1999,Colon and Rectum,21041-21052,Maine,23,55-59 years,55-59,21,65724,32
,1999,1999,Colon and Rectum,21041-21052,Maine,23,60-64 years ,60-64,24,54088,44.4
,1999,1999,Colon and Rectum,21041-21052,Maine,23,65-69 years,65-69,40,49907,80.1
,1999,1999,Colon and Rectum,21041-21052,Maine,23,70-74 years,70-74,52,46067,112.9
,1999,1999,Colon and Rectum,21041-21052,Maryland,24,45-49 years,45-49,36,391066,9.2
,1999,1999,Colon and Rectum,21041-21052,Maryland,24,50-54 years,50-54,49,343624,14.3
,1999,1999,Colon and Rectum,21041-21052,Maryland,24,55-59 years,55-59,62,260362,23.8
,1999,1999,Colon and Rectum,21041-21052,Maryland,24,60-64 years ,60-64,101,198420,50.9
,1999,1999,Colon and Rectum,21041-21052,Maryland,24,65-69 years,65-69,91,168369,54
,1999,1999,Colon and Rectum,21041-21052,Maryland,24,70-74 years,70-74,142,153202,92.7
,1999,1999,Colon and Rectum,21041-21052,Massachusetts,25,45-49 years,45-49,30,452495,6.6
,1999,1999,Colon and Rectum,21041-21052,Massachusetts,25,50-54 years,50-54,47,397395,11.8
,1999,1999,Colon and Rectum,21041-21052,Massachusetts,25,55-59 years,55-59,62,299408,20.7
,1999,1999,Colon and Rectum,21041-21052,Massachusetts,25,60-64 years ,60-64,92,235075,39.1
,1999,1999,Colon and Rectum,21041-21052,Massachusetts,25,65-69 years,65-69,164,217857,75.3
,1999,1999,Colon and Rectum,21041-21052,Massachusetts,25,70-74 years,70-74,216,213185,101.3
,1999,1999,Colon and Rectum,21041-21052,Michigan,26,45-49 years,45-49,52,721311,7.2
,1999,1999,Colon and Rectum,21041-21052,Michigan,26,50-54 years,50-54,81,608876,13.3
,1999,1999,Colon and Rectum,21041-21052,Michigan,26,55-59 years,55-59,107,474708,22.5
,1999,1999,Colon and Rectum,21041-21052,Michigan,26,60-64 years ,60-64,176,375136,46.9
,1999,1999,Colon and Rectum,21041-21052,Michigan,26,65-69 years,65-69,226,329896,68.5
,1999,1999,Colon and Rectum,21041-21052,Michigan,26,70-74 years,70-74,296,315575,93.8
,1999,1999,Colon and Rectum,21041-21052,Minnesota,27,45-49 years,45-49,26,355713,7.3
,1999,1999,Colon and Rectum,21041-21052,Minnesota,27,50-54 years,50-54,22,287632,7.6
,1999,1999,Colon and Rectum,21041-21052,Minnesota,27,55-59 years,55-59,65,220470,29.5
,1999,1999,Colon and Rectum,21041-21052,Minnesota,27,60-64 years ,60-64,65,175359,37.1
,1999,1999,Colon and Rectum,21041-21052,Minnesota,27,65-69 years,65-69,100,152718,65.5
,1999,1999,Colon and Rectum,21041-21052,Minnesota,27,70-74 years,70-74,111,142717,77.8
,1999,1999,Colon and Rectum,21041-21052,Mississippi,28,50-54 years,50-54,37,163110,22.7
,1999,1999,Colon and Rectum,21041-21052,Mississippi,28,55-59 years,55-59,43,129504,33.2
,1999,1999,Colon and Rectum,21041-21052,Mississippi,28,60-64 years ,60-64,56,112865,49.6
,1999,1999,Colon and Rectum,21041-21052,Mississippi,28,65-69 years,65-69,64,97932,65.4
,1999,1999,Colon and Rectum,21041-21052,Mississippi,28,70-74 years,70-74,64,87491,73.2
,1999,1999,Colon and Rectum,21041-21052,Missouri,29,45-49 years,45-49,37,386754,9.6
,1999,1999,Colon and Rectum,21041-21052,Missouri,29,50-54 years,50-54,54,334433,16.1
,1999,1999,Colon and Rectum,21041-21052,Missouri,29,55-59 years,55-59,67,272809,24.6
,1999,1999,Colon and Rectum,21041-21052,Missouri,29,60-64 years ,60-64,111,226460,49
,1999,1999,Colon and Rectum,21041-21052,Missouri,29,65-69 years,65-69,142,205558,69.1
,1999,1999,Colon and Rectum,21041-21052,Missouri,29,70-74 years,70-74,176,188365,93.4
,1999,1999,Colon and Rectum,21041-21052,Montana,30,60-64 years ,60-64,16,37398,42.8
,1999,1999,Colon and Rectum,21041-21052,Montana,30,65-69 years,65-69,18,32374,55.6
,1999,1999,Colon and Rectum,21041-21052,Montana,30,70-74 years,70-74,30,29859,100.5
,1999,1999,Colon and Rectum,21041-21052,Nebraska,31,55-59 years,55-59,19,75854,25
,1999,1999,Colon and Rectum,21041-21052,Nebraska,31,60-64 years ,60-64,30,64422,46.6
,1999,1999,Colon and Rectum,21041-21052,Nebraska,31,65-69 years,65-69,43,59730,72
,1999,1999,Colon and Rectum,21041-21052,Nebraska,31,70-74 years,70-74,58,56690,102.3
,1999,1999,Colon and Rectum,21041-21052,Nevada,32,55-59 years,55-59,26,100088,26
,1999,1999,Colon and Rectum,21041-21052,Nevada,32,60-64 years ,60-64,43,81732,52.6
,1999,1999,Colon and Rectum,21041-21052,Nevada,32,65-69 years,65-69,60,70207,85.5
,1999,1999,Colon and Rectum,21041-21052,Nevada,32,70-74 years,70-74,51,59520,85.7
,1999,1999,Colon and Rectum,21041-21052,New Hampshire,33,55-59 years,55-59,17,59876,28.4
,1999,1999,Colon and Rectum,21041-21052,New Hampshire,33,60-64 years ,60-64,16,45930,34.8
,1999,1999,Colon and Rectum,21041-21052,New Hampshire,33,65-69 years,65-69,27,40928,66
,1999,1999,Colon and Rectum,21041-21052,New Hampshire,33,70-74 years,70-74,29,37071,78.2
,1999,1999,Colon and Rectum,21041-21052,New Jersey,34,45-49 years,45-49,31,598841,5.2
,1999,1999,Colon and Rectum,21041-21052,New Jersey,34,50-54 years,50-54,83,532295,15.6
,1999,1999,Colon and Rectum,21041-21052,New Jersey,34,55-59 years,55-59,115,412789,27.9
,1999,1999,Colon and Rectum,21041-21052,New Jersey,34,60-64 years ,60-64,144,328290,43.9
,1999,1999,Colon and Rectum,21041-21052,New Jersey,34,65-69 years,65-69,223,295460,75.5
,1999,1999,Colon and Rectum,21041-21052,New Jersey,34,70-74 years,70-74,302,283383,106.6
,1999,1999,Colon and Rectum,21041-21052,New Mexico,35,55-59 years,55-59,17,84247,20.2
,1999,1999,Colon and Rectum,21041-21052,New Mexico,35,60-64 years ,60-64,22,70757,31.1
,1999,1999,Colon and Rectum,21041-21052,New Mexico,35,65-69 years,65-69,34,62428,54.5
,1999,1999,Colon and Rectum,21041-21052,New Mexico,35,70-74 years,70-74,32,53956,59.3
,1999,1999,Colon and Rectum,21041-21052,New York,36,45-49 years,45-49,95,1320845,7.2
,1999,1999,Colon and Rectum,21041-21052,New York,36,50-54 years,50-54,162,1174240,13.8
,1999,1999,Colon and Rectum,21041-21052,New York,36,55-59 years,55-59,210,913115,23
,1999,1999,Colon and Rectum,21041-21052,New York,36,60-64 years ,60-64,364,751924,48.4
,1999,1999,Colon and Rectum,21041-21052,New York,36,65-69 years,65-69,448,658226,68.1
,1999,1999,Colon and Rectum,21041-21052,New York,36,70-74 years,70-74,616,617661,99.7
,1999,1999,Colon and Rectum,21041-21052,North Carolina,37,45-49 years,45-49,50,558808,8.9
,1999,1999,Colon and Rectum,21041-21052,North Carolina,37,50-54 years,50-54,86,497191,17.3
,1999,1999,Colon and Rectum,21041-21052,North Carolina,37,55-59 years,55-59,121,388238,31.2
,1999,1999,Colon and Rectum,21041-21052,North Carolina,37,60-64 years ,60-64,137,321589,42.6
,1999,1999,Colon and Rectum,21041-21052,North Carolina,37,65-69 years,65-69,170,281436,60.4
,1999,1999,Colon and Rectum,21041-21052,North Carolina,37,70-74 years,70-74,217,250505,86.6
,1999,1999,Colon and Rectum,21041-21052,North Dakota,38,60-64 years ,60-64,21,24860,84.5
,1999,1999,Colon and Rectum,21041-21052,North Dakota,38,70-74 years,70-74,23,22820,100.8
,1999,1999,Colon and Rectum,21041-21052,Ohio,39,45-49 years,45-49,81,821791,9.9
,1999,1999,Colon and Rectum,21041-21052,Ohio,39,50-54 years,50-54,112,702962,15.9
,1999,1999,Colon and Rectum,21041-21052,Ohio,39,55-59 years,55-59,146,546215,26.7
,1999,1999,Colon and Rectum,21041-21052,Ohio,39,60-64 years ,60-64,247,456222,54.1
,1999,1999,Colon and Rectum,21041-21052,Ohio,39,65-69 years,65-69,303,405056,74.8
,1999,1999,Colon and Rectum,21041-21052,Ohio,39,70-74 years,70-74,414,391012,105.9
,1999,1999,Colon and Rectum,21041-21052,Oklahoma,40,45-49 years,45-49,24,235774,10.2
,1999,1999,Colon and Rectum,21041-21052,Oklahoma,40,50-54 years,50-54,32,206895,15.5
,1999,1999,Colon and Rectum,21041-21052,Oklahoma,40,55-59 years,55-59,43,169020,25.4
,1999,1999,Colon and Rectum,21041-21052,Oklahoma,40,60-64 years ,60-64,48,142567,33.7
,1999,1999,Colon and Rectum,21041-21052,Oklahoma,40,65-69 years,65-69,74,128285,57.7
,1999,1999,Colon and Rectum,21041-21052,Oklahoma,40,70-74 years,70-74,102,113578,89.8
,1999,1999,Colon and Rectum,21041-21052,Oregon,41,50-54 years,50-54,31,226015,13.7
,1999,1999,Colon and Rectum,21041-21052,Oregon,41,55-59 years,55-59,35,167191,20.9
,1999,1999,Colon and Rectum,21041-21052,Oregon,41,60-64 years ,60-64,59,128772,45.8
,1999,1999,Colon and Rectum,21041-21052,Oregon,41,65-69 years,65-69,67,112788,59.4
,1999,1999,Colon and Rectum,21041-21052,Oregon,41,70-74 years,70-74,98,107314,91.3
,1999,1999,Colon and Rectum,21041-21052,Pennsylvania,42,45-49 years,45-49,78,891134,8.8
,1999,1999,Colon and Rectum,21041-21052,Pennsylvania,42,50-54 years,50-54,115,767932,15
,1999,1999,Colon and Rectum,21041-21052,Pennsylvania,42,55-59 years,55-59,168,608509,27.6
,1999,1999,Colon and Rectum,21041-21052,Pennsylvania,42,60-64 years ,60-64,233,512226,45.5
,1999,1999,Colon and Rectum,21041-21052,Pennsylvania,42,65-69 years,65-69,380,486942,78
,1999,1999,Colon and Rectum,21041-21052,Pennsylvania,42,70-74 years,70-74,556,495142,112.3
,1999,1999,Colon and Rectum,21041-21052,Rhode Island,44,60-64 years ,60-64,23,38740,59.4
,1999,1999,Colon and Rectum,21041-21052,Rhode Island,44,65-69 years,65-69,22,36565,60.2
,1999,1999,Colon and Rectum,21041-21052,Rhode Island,44,70-74 years,70-74,28,38437,72.8
,1999,1999,Colon and Rectum,21041-21052,South Carolina,45,45-49 years,45-49,29,281896,10.3
,1999,1999,Colon and Rectum,21041-21052,South Carolina,45,50-54 years,50-54,54,252394,21.4
,1999,1999,Colon and Rectum,21041-21052,South Carolina,45,55-59 years,55-59,59,199582,29.6
,1999,1999,Colon and Rectum,21041-21052,South Carolina,45,60-64 years ,60-64,82,163432,50.2
,1999,1999,Colon and Rectum,21041-21052,South Carolina,45,65-69 years,65-69,99,145052,68.3
,1999,1999,Colon and Rectum,21041-21052,South Carolina,45,70-74 years,70-74,100,124344,80.4
,1999,1999,Colon and Rectum,21041-21052,South Dakota,46,70-74 years,70-74,30,26056,115.1
,1999,1999,Colon and Rectum,21041-21052,Tennessee,47,45-49 years,45-49,39,405455,9.6
,1999,1999,Colon and Rectum,21041-21052,Tennessee,47,50-54 years,50-54,51,361477,14.1
,1999,1999,Colon and Rectum,21041-21052,Tennessee,47,55-59 years,55-59,77,286681,26.9
,1999,1999,Colon and Rectum,21041-21052,Tennessee,47,60-64 years ,60-64,95,236999,40.1
,1999,1999,Colon and Rectum,21041-21052,Tennessee,47,65-69 years,65-69,108,203089,53.2
,1999,1999,Colon and Rectum,21041-21052,Tennessee,47,70-74 years,70-74,155,177624,87.3
,1999,1999,Colon and Rectum,21041-21052,Texas,48,45-49 years,45-49,125,1374078,9.1
,1999,1999,Colon and Rectum,21041-21052,Texas,48,50-54 years,50-54,198,1146781,17.3
,1999,1999,Colon and Rectum,21041-21052,Texas,48,55-59 years,55-59,236,863292,27.3
,1999,1999,Colon and Rectum,21041-21052,Texas,48,60-64 years ,60-64,269,693373,38.8
,1999,1999,Colon and Rectum,21041-21052,Texas,48,65-69 years,65-69,363,604694,60
,1999,1999,Colon and Rectum,21041-21052,Texas,48,70-74 years,70-74,480,529022,90.7
,1999,1999,Colon and Rectum,21041-21052,Utah,49,60-64 years ,60-64,20,61905,32.3
,1999,1999,Colon and Rectum,21041-21052,Utah,49,65-69 years,65-69,27,53298,50.7
,1999,1999,Colon and Rectum,21041-21052,Utah,49,70-74 years,70-74,36,47428,75.9
,1999,1999,Colon and Rectum,21041-21052,Vermont,50,70-74 years,70-74,20,19432,102.9
,1999,1999,Colon and Rectum,21041-21052,Virginia,51,45-49 years,45-49,42,514775,8.2
,1999,1999,Colon and Rectum,21041-21052,Virginia,51,50-54 years,50-54,62,457163,13.6
,1999,1999,Colon and Rectum,21041-21052,Virginia,51,55-59 years,55-59,80,346619,23.1
,1999,1999,Colon and Rectum,21041-21052,Virginia,51,60-64 years ,60-64,104,268232,38.8
,1999,1999,Colon and Rectum,21041-21052,Virginia,51,65-69 years,65-69,159,229657,69.2
,1999,1999,Colon and Rectum,21041-21052,Virginia,51,70-74 years,70-74,199,202791,98.1
,1999,1999,Colon and Rectum,21041-21052,Washington,53,45-49 years,45-49,28,445731,6.3
,1999,1999,Colon and Rectum,21041-21052,Washington,53,50-54 years,50-54,38,377487,10.1
,1999,1999,Colon and Rectum,21041-21052,Washington,53,55-59 years,55-59,58,274976,21.1
,1999,1999,Colon and Rectum,21041-21052,Washington,53,60-64 years ,60-64,87,207736,41.9
,1999,1999,Colon and Rectum,21041-21052,Washington,53,65-69 years,65-69,102,175615,58.1
,1999,1999,Colon and Rectum,21041-21052,Washington,53,70-74 years,70-74,137,160954,85.1
,1999,1999,Colon and Rectum,21041-21052,West Virginia,54,50-54 years,50-54,20,124022,16.1
,1999,1999,Colon and Rectum,21041-21052,West Virginia,54,55-59 years,55-59,34,97143,35
,1999,1999,Colon and Rectum,21041-21052,West Virginia,54,60-64 years ,60-64,49,85815,57.1
,1999,1999,Colon and Rectum,21041-21052,West Virginia,54,65-69 years,65-69,54,76359,70.7
,1999,1999,Colon and Rectum,21041-21052,West Virginia,54,70-74 years,70-74,75,73112,102.6
,1999,1999,Colon and Rectum,21041-21052,Wisconsin,55,45-49 years,45-49,35,389465,9
,1999,1999,Colon and Rectum,21041-21052,Wisconsin,55,50-54 years,50-54,47,320353,14.7
,1999,1999,Colon and Rectum,21041-21052,Wisconsin,55,55-59 years,55-59,57,246287,23.1
,1999,1999,Colon and Rectum,21041-21052,Wisconsin,55,60-64 years ,60-64,83,203967,40.7
,1999,1999,Colon and Rectum,21041-21052,Wisconsin,55,65-69 years,65-69,139,182689,76.1
,1999,1999,Colon and Rectum,21041-21052,Wisconsin,55,70-74 years,70-74,160,173850,92
,2000,2000,Colon and Rectum,21041-21052,Alabama,01,45-49 years,45-49,30,316816,9.5
,2000,2000,Colon and Rectum,21041-21052,Alabama,01,50-54 years,50-54,43,287948,14.9
,2000,2000,Colon and Rectum,21041-21052,Alabama,01,55-59 years,55-59,60,226761,26.5
,2000,2000,Colon and Rectum,21041-21052,Alabama,01,60-64 years ,60-64,79,190880,41.4
,2000,2000,Colon and Rectum,21041-21052,Alabama,01,65-69 years,65-69,91,167835,54.2
,2000,2000,Colon and Rectum,21041-21052,Alabama,01,70-74 years,70-74,121,148805,81.3
,2000,2000,Colon and Rectum,21041-21052,Arizona,04,45-49 years,45-49,25,335059,7.5
,2000,2000,Colon and Rectum,21041-21052,Arizona,04,50-54 years,50-54,27,300140,9
,2000,2000,Colon and Rectum,21041-21052,Arizona,04,55-59 years,55-59,49,241181,20.3
,2000,2000,Colon and Rectum,21041-21052,Arizona,04,60-64 years ,60-64,72,205427,35
,2000,2000,Colon and Rectum,21041-21052,Arizona,04,65-69 years,65-69,103,189473,54.4
,2000,2000,Colon and Rectum,21041-21052,Arizona,04,70-74 years,70-74,119,175520,67.8
,2000,2000,Colon and Rectum,21041-21052,Arkansas,05,45-49 years,45-49,16,183057,8.7
,2000,2000,Colon and Rectum,21041-21052,Arkansas,05,50-54 years,50-54,41,169431,24.2
,2000,2000,Colon and Rectum,21041-21052,Arkansas,05,55-59 years,55-59,53,140326,37.8
,2000,2000,Colon and Rectum,21041-21052,Arkansas,05,60-64 years ,60-64,53,117942,44.9
,2000,2000,Colon and Rectum,21041-21052,Arkansas,05,65-69 years,65-69,60,104943,57.2
,2000,2000,Colon and Rectum,21041-21052,Arkansas,05,70-74 years,70-74,75,93071,80.6
,2000,2000,Colon and Rectum,21041-21052,California,06,45-49 years,45-49,150,2345152,6.4
,2000,2000,Colon and Rectum,21041-21052,California,06,50-54 years,50-54,242,2021350,12
,2000,2000,Colon and Rectum,21041-21052,California,06,55-59 years,55-59,325,1477507,22
,2000,2000,Colon and Rectum,21041-21052,California,06,60-64 years ,60-64,415,1152792,36
,2000,2000,Colon and Rectum,21041-21052,California,06,65-69 years,65-69,491,984993,49.8
,2000,2000,Colon and Rectum,21041-21052,California,06,70-74 years,70-74,714,905056,78.9
,2000,2000,Colon and Rectum,21041-21052,Colorado,08,45-49 years,45-49,20,338081,5.9
,2000,2000,Colon and Rectum,21041-21052,Colorado,08,50-54 years,50-54,28,283128,9.9
,2000,2000,Colon and Rectum,21041-21052,Colorado,08,55-59 years,55-59,39,196749,19.8
,2000,2000,Colon and Rectum,21041-21052,Colorado,08,60-64 years ,60-64,56,145887,38.4
,2000,2000,Colon and Rectum,21041-21052,Colorado,08,65-69 years,65-69,75,121465,61.7
,2000,2000,Colon and Rectum,21041-21052,Colorado,08,70-74 years,70-74,91,105474,86.3
,2000,2000,Colon and Rectum,21041-21052,Connecticut,09,45-49 years,45-49,16,254260,6.3
,2000,2000,Colon and Rectum,21041-21052,Connecticut,09,50-54 years,50-54,29,230442,12.6
,2000,2000,Colon and Rectum,21041-21052,Connecticut,09,55-59 years,55-59,50,178114,28.1
,2000,2000,Colon and Rectum,21041-21052,Connecticut,09,60-64 years ,60-64,55,132266,41.6
,2000,2000,Colon and Rectum,21041-21052,Connecticut,09,65-69 years,65-69,83,117244,70.8
,2000,2000,Colon and Rectum,21041-21052,Connecticut,09,70-74 years,70-74,110,113864,96.6
,2000,2000,Colon and Rectum,21041-21052,Delaware,10,65-69 years,65-69,19,29989,63.4
,2000,2000,Colon and Rectum,21041-21052,Delaware,10,70-74 years,70-74,26,26536,98
,2000,2000,Colon and Rectum,21041-21052,District of Columbia,11,65-69 years,65-69,17,18439,92.2
,2000,2000,Colon and Rectum,21041-21052,District of Columbia,11,70-74 years,70-74,25,17328,144.3
,2000,2000,Colon and Rectum,21041-21052,Florida,12,45-49 years,45-49,98,1094898,9
,2000,2000,Colon and Rectum,21041-21052,Florida,12,50-54 years,50-54,168,997424,16.8
,2000,2000,Colon and Rectum,21041-21052,Florida,12,55-59 years,55-59,196,829302,23.6
,2000,2000,Colon and Rectum,21041-21052,Florida,12,60-64 years ,60-64,276,743001,37.1
,2000,2000,Colon and Rectum,21041-21052,Florida,12,65-69 years,65-69,367,726588,50.5
,2000,2000,Colon and Rectum,21041-21052,Florida,12,70-74 years,70-74,567,724797,78.2
