Notes,Year,Year Code,Leading Cancer Sites,Leading Cancer Sites Code,State,State Code,Race,Race Code,Ethnicity,Ethnicity Code,Deaths,Population,Crude Rate
,1999,1999,Colon and Rectum,21041-21052,Illinois,17,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,23,431934,5.3
,1999,1999,Colon and Rectum,21041-21052,Illinois,17,Black or African American,2054-5,Non-Hispanic,2186-5,402,1883947,21.3
,1999,1999,Colon and Rectum,21041-21052,Illinois,17,White,2106-3,Hispanic,2135-2,36,1399108,2.6
,1999,1999,Colon and Rectum,21041-21052,Illinois,17,White,2106-3,Non-Hispanic,2186-5,2286,8552657,26.7
,1999,1999,Colon and Rectum,21041-21052,Indiana,18,Black or African American,2054-5,Non-Hispanic,2186-5,113,517559,21.8
,1999,1999,Colon and Rectum,21041-21052,Indiana,18,White,2106-3,Non-Hispanic,2186-5,1260,5254145,24
,1999,1999,Colon and Rectum,21041-21052,Iowa,19,White,2106-3,Non-Hispanic,2186-5,724,2737420,26.4
,1999,1999,Colon and Rectum,21041-21052,Kansas,20,Black or African American,2054-5,Non-Hispanic,2186-5,19,160029,11.9
,1999,1999,Colon and Rectum,21041-21052,Kansas,20,White,2106-3,Non-Hispanic,2186-5,550,2269948,24.2
,1999,1999,Colon and Rectum,21041-21052,Kentucky,21,Black or African American,2054-5,Non-Hispanic,2186-5,65,300666,21.6
,1999,1999,Colon and Rectum,21041-21052,Kentucky,21,White,2106-3,Non-Hispanic,2186-5,794,3630500,21.9
,1999,1999,Colon and Rectum,21041-21052,Louisiana,22,Black or African American,2054-5,Non-Hispanic,2186-5,300,1450498,20.7
,1999,1999,Colon and Rectum,21041-21052,Louisiana,22,White,2106-3,Non-Hispanic,2186-5,633,2823965,22.4
,1999,1999,Colon and Rectum,21041-21052,Maine,23,White,2106-3,Non-Hispanic,2186-5,337,1233853,27.3
,1999,1999,Colon and Rectum,21041-21052,Maryland,24,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,16,217602,7.4
,1999,1999,Colon and Rectum,21041-21052,Maryland,24,Black or African American,2054-5,Non-Hispanic,2186-5,280,1479287,18.9
,1999,1999,Colon and Rectum,21041-21052,Maryland,24,White,2106-3,Non-Hispanic,2186-5,768,3326996,23.1
,1999,1999,Colon and Rectum,21041-21052,Massachusetts,25,Black or African American,2054-5,Non-Hispanic,2186-5,62,354320,17.5
,1999,1999,Colon and Rectum,21041-21052,Massachusetts,25,White,2106-3,Hispanic,2135-2,20,341826,5.9
,1999,1999,Colon and Rectum,21041-21052,Massachusetts,25,White,2106-3,Non-Hispanic,2186-5,1439,5290928,27.2
,1999,1999,Colon and Rectum,21041-21052,Michigan,26,Black or African American,2054-5,Non-Hispanic,2186-5,278,1436690,19.4
,1999,1999,Colon and Rectum,21041-21052,Michigan,26,White,2106-3,Non-Hispanic,2186-5,1724,7907229,21.8
,1999,1999,Colon and Rectum,21041-21052,Minnesota,27,White,2106-3,Non-Hispanic,2186-5,880,4365507,20.2
,1999,1999,Colon and Rectum,21041-21052,Mississippi,28,Black or African American,2054-5,Non-Hispanic,2186-5,203,1033856,19.6
,1999,1999,Colon and Rectum,21041-21052,Mississippi,28,White,2106-3,Non-Hispanic,2186-5,372,1734660,21.4
,1999,1999,Colon and Rectum,21041-21052,Missouri,29,Black or African American,2054-5,Non-Hispanic,2186-5,150,636978,23.5
,1999,1999,Colon and Rectum,21041-21052,Missouri,29,White,2106-3,Non-Hispanic,2186-5,1126,4725189,23.8
,1999,1999,Colon and Rectum,21041-21052,Montana,30,White,2106-3,Non-Hispanic,2186-5,171,816333,20.9
,1999,1999,Colon and Rectum,21041-21052,Nebraska,31,White,2106-3,Non-Hispanic,2186-5,396,1513225,26.2
,1999,1999,Colon and Rectum,21041-21052,Nevada,32,Black or African American,2054-5,Non-Hispanic,2186-5,23,136009,16.9
,1999,1999,Colon and Rectum,21041-21052,Nevada,32,White,2106-3,Hispanic,2135-2,16,344639,4.6
,1999,1999,Colon and Rectum,21041-21052,Nevada,32,White,2106-3,Non-Hispanic,2186-5,310,1313113,23.6
,1999,1999,Colon and Rectum,21041-21052,New Hampshire,33,White,2106-3,Non-Hispanic,2186-5,264,1174273,22.5
,1999,1999,Colon and Rectum,21041-21052,New Jersey,34,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,19,481665,3.9
,1999,1999,Colon and Rectum,21041-21052,New Jersey,34,Black or African American,2054-5,Non-Hispanic,2186-5,213,1131130,18.8
,1999,1999,Colon and Rectum,21041-21052,New Jersey,34,White,2106-3,Hispanic,2135-2,65,964732,6.7
,1999,1999,Colon and Rectum,21041-21052,New Jersey,34,White,2106-3,Non-Hispanic,2186-5,1739,5644459,30.8
,1999,1999,Colon and Rectum,21041-21052,New Mexico,35,White,2106-3,Hispanic,2135-2,92,725562,12.7
,1999,1999,Colon and Rectum,21041-21052,New Mexico,35,White,2106-3,Non-Hispanic,2186-5,161,837859,19.2
,1999,1999,Colon and Rectum,21041-21052,New York,36,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,78,1090910,7.1
,1999,1999,Colon and Rectum,21041-21052,New York,36,Black or African American,2054-5,Non-Hispanic,2186-5,570,2926277,19.5
,1999,1999,Colon and Rectum,21041-21052,New York,36,White,2106-3,Hispanic,2135-2,188,2251032,8.4
,1999,1999,Colon and Rectum,21041-21052,New York,36,White,2106-3,Non-Hispanic,2186-5,3398,11984731,28.4
,1999,1999,Colon and Rectum,21041-21052,New York,36,White,2106-3,Unknown or Missing,UNK,33,Not Applicable,Not Applicable
,1999,1999,Colon and Rectum,21041-21052,North Carolina,37,Black or African American,2054-5,Non-Hispanic,2186-5,353,1736440,20.3
,1999,1999,Colon and Rectum,21041-21052,North Carolina,37,White,2106-3,Non-Hispanic,2186-5,1151,5672622,20.3
,1999,1999,Colon and Rectum,21041-21052,North Dakota,38,White,2106-3,Non-Hispanic,2186-5,142,598953,23.7
,1999,1999,Colon and Rectum,21041-21052,Ohio,39,Black or African American,2054-5,Non-Hispanic,2186-5,273,1329716,20.5
,1999,1999,Colon and Rectum,21041-21052,Ohio,39,White,2106-3,Non-Hispanic,2186-5,2525,9634079,26.2
,1999,1999,Colon and Rectum,21041-21052,Oklahoma,40,American Indian or Alaska Native,1002-5,Non-Hispanic,2186-5,35,297723,11.8
,1999,1999,Colon and Rectum,21041-21052,Oklahoma,40,Black or African American,2054-5,Non-Hispanic,2186-5,62,271892,22.8
,1999,1999,Colon and Rectum,21041-21052,Oklahoma,40,White,2106-3,Non-Hispanic,2186-5,628,2649183,23.7
,1999,1999,Colon and Rectum,21041-21052,Oregon,41,White,2106-3,Non-Hispanic,2186-5,664,2910395,22.8
,1999,1999,Colon and Rectum,21041-21052,Pennsylvania,42,Black or African American,2054-5,Non-Hispanic,2186-5,296,1232018,24
,1999,1999,Colon and Rectum,21041-21052,Pennsylvania,42,White,2106-3,Hispanic,2135-2,18,318336,5.7
,1999,1999,Colon and Rectum,21041-21052,Pennsylvania,42,White,2106-3,Non-Hispanic,2186-5,3179,10416247,30.5
,1999,1999,Colon and Rectum,21041-21052,Rhode Island,44,White,2106-3,Non-Hispanic,2186-5,268,875520,30.6
,1999,1999,Colon and Rectum,21041-21052,South Carolina,45,Black or African American,2054-5,Non-Hispanic,2186-5,230,1183968,19.4
,1999,1999,Colon and Rectum,21041-21052,South Carolina,45,White,2106-3,Non-Hispanic,2186-5,573,2657673,21.6
,1999,1999,Colon and Rectum,21041-21052,South Dakota,46,White,2106-3,Non-Hispanic,2186-5,191,671296,28.5
,1999,1999,Colon and Rectum,21041-21052,Tennessee,47,Black or African American,2054-5,Non-Hispanic,2186-5,186,933692,19.9
,1999,1999,Colon and Rectum,21041-21052,Tennessee,47,White,2106-3,Non-Hispanic,2186-5,889,4527773,19.6
,1999,1999,Colon and Rectum,21041-21052,Texas,48,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,23,573267,4
,1999,1999,Colon and Rectum,21041-21052,Texas,48,Black or African American,2054-5,Non-Hispanic,2186-5,498,2383355,20.9
,1999,1999,Colon and Rectum,21041-21052,Texas,48,White,2106-3,Hispanic,2135-2,426,6289274,6.8
,1999,1999,Colon and Rectum,21041-21052,Texas,48,White,2106-3,Non-Hispanic,2186-5,2321,11069339,21
,1999,1999,Colon and Rectum,21041-21052,Utah,49,White,2106-3,Non-Hispanic,2186-5,231,1911224,12.1
,1999,1999,Colon and Rectum,21041-21052,Vermont,50,White,2106-3,Non-Hispanic,2186-5,135,588645,22.9
,1999,1999,Colon and Rectum,21041-21052,Virginia,51,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,18,269291,6.7
,1999,1999,Colon and Rectum,21041-21052,Virginia,51,Black or African American,2054-5,Non-Hispanic,2186-5,278,1398401,19.9
,1999,1999,Colon and Rectum,21041-21052,Virginia,51,White,2106-3,Non-Hispanic,2186-5,1011,5009417,20.2
,1999,1999,Colon and Rectum,21041-21052,Washington,53,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,26,362869,7.2
,1999,1999,Colon and Rectum,21041-21052,Washington,53,Black or African American,2054-5,Non-Hispanic,2186-5,20,211011,9.5
,1999,1999,Colon and Rectum,21041-21052,Washington,53,White,2106-3,Hispanic,2135-2,16,388731,4.1
,1999,1999,Colon and Rectum,21041-21052,Washington,53,White,2106-3,Non-Hispanic,2186-5,922,4749876,19.4
,1999,1999,Colon and Rectum,21041-21052,West Virginia,54,Black or African American,2054-5,Non-Hispanic,2186-5,18,59521,30.2
,1999,1999,Colon and Rectum,21041-21052,West Virginia,54,White,2106-3,Non-Hispanic,2186-5,502,1730101,29
,1999,1999,Colon and Rectum,21041-21052,Wisconsin,55,Black or African American,2054-5,Non-Hispanic,2186-5,32,307836,10.4
,1999,1999,Colon and Rectum,21041-21052,Wisconsin,55,White,2106-3,Non-Hispanic,2186-5,1128,4708258,24
,1999,1999,Colon and Rectum,21041-21052,Wyoming,56,White,2106-3,Non-Hispanic,2186-5,90,443883,20.3
,2000,2000,Colon and Rectum,21041-21052,Alabama,01,Black or African American,2054-5,Non-Hispanic,2186-5,232,1162877,20
,2000,2000,Colon and Rectum,21041-21052,Alabama,01,White,2106-3,Non-Hispanic,2186-5,653,3153172,20.7
,2000,2000,Colon and Rectum,21041-21052,Alaska,02,White,2106-3,Non-Hispanic,2186-5,47,440409,10.7
,2000,2000,Colon and Rectum,21041-21052,Arizona,04,Black or African American,2054-5,Non-Hispanic,2186-5,16,165607,9.7
,2000,2000,Colon and Rectum,21041-21052,Arizona,04,White,2106-3,Hispanic,2135-2,78,1244477,6.3
,2000,2000,Colon and Rectum,21041-21052,Arizona,04,White,2106-3,Non-Hispanic,2186-5,783,3334438,23.5
,2000,2000,Colon and Rectum,21041-21052,Arkansas,05,Black or African American,2054-5,Non-Hispanic,2186-5,104,423762,24.5
,2000,2000,Colon and Rectum,21041-21052,Arkansas,05,White,2106-3,Non-Hispanic,2186-5,521,2124914,24.5
,2000,2000,Colon and Rectum,21041-21052,California,06,American Indian or Alaska Native,1002-5,Non-Hispanic,2186-5,25,224863,11.1
,2000,2000,Colon and Rectum,21041-21052,California,06,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,407,4017091,10.1
,2000,2000,Colon and Rectum,21041-21052,California,06,Black or African American,2054-5,Non-Hispanic,2186-5,426,2329679,18.3
,2000,2000,Colon and Rectum,21041-21052,California,06,White,2106-3,Hispanic,2135-2,533,10449829,5.1
,2000,2000,Colon and Rectum,21041-21052,California,06,White,2106-3,Non-Hispanic,2186-5,3802,16361791,23.2
,2000,2000,Colon and Rectum,21041-21052,Colorado,08,Black or African American,2054-5,Non-Hispanic,2186-5,22,175028,12.6
,2000,2000,Colon and Rectum,21041-21052,Colorado,08,White,2106-3,Hispanic,2135-2,59,700593,8.4
,2000,2000,Colon and Rectum,21041-21052,Colorado,08,White,2106-3,Non-Hispanic,2186-5,514,3263334,15.8
,2000,2000,Colon and Rectum,21041-21052,Connecticut,09,Black or African American,2054-5,Non-Hispanic,2186-5,58,315502,18.4
,2000,2000,Colon and Rectum,21041-21052,Connecticut,09,White,2106-3,Non-Hispanic,2186-5,725,2673358,27.1
,2000,2000,Colon and Rectum,21041-21052,Delaware,10,Black or African American,2054-5,Non-Hispanic,2186-5,30,153517,19.5
,2000,2000,Colon and Rectum,21041-21052,Delaware,10,White,2106-3,Non-Hispanic,2186-5,115,574660,20
,2000,2000,Colon and Rectum,21041-21052,District of Columbia,11,Black or African American,2054-5,Non-Hispanic,2186-5,121,345917,35
,2000,2000,Colon and Rectum,21041-21052,District of Columbia,11,White,2106-3,Non-Hispanic,2186-5,40,162567,24.6
,2000,2000,Colon and Rectum,21041-21052,Florida,12,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,17,305191,5.6
,2000,2000,Colon and Rectum,21041-21052,Florida,12,Black or African American,2054-5,Non-Hispanic,2186-5,342,2368440,14.4
,2000,2000,Colon and Rectum,21041-21052,Florida,12,White,2106-3,Hispanic,2135-2,313,2572937,12.2
,2000,2000,Colon and Rectum,21041-21052,Florida,12,White,2106-3,Non-Hispanic,2186-5,3202,10608531,30.2
,2000,2000,Colon and Rectum,21041-21052,Georgia,13,Black or African American,2054-5,Non-Hispanic,2186-5,385,2378722,16.2
,2000,2000,Colon and Rectum,21041-21052,Georgia,13,White,2106-3,Non-Hispanic,2186-5,884,5196678,17
,2000,2000,Colon and Rectum,21041-21052,Hawaii,15,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,138,834127,16.5
,2000,2000,Colon and Rectum,21041-21052,Hawaii,15,White,2106-3,Non-Hispanic,2186-5,49,264832,18.5
,2000,2000,Colon and Rectum,21041-21052,Idaho,16,White,2106-3,Non-Hispanic,2186-5,186,1157599,16.1
,2000,2000,Colon and Rectum,21041-21052,Illinois,17,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,32,452843,7.1
,2000,2000,Colon and Rectum,21041-21052,Illinois,17,Black or African American,2054-5,Non-Hispanic,2186-5,416,1895462,21.9
,2000,2000,Colon and Rectum,21041-21052,Illinois,17,White,2106-3,Hispanic,2135-2,49,1469747,3.3
,2000,2000,Colon and Rectum,21041-21052,Illinois,17,White,2106-3,Non-Hispanic,2186-5,2301,8518088,27
,2000,2000,Colon and Rectum,21041-21052,Indiana,18,Black or African American,2054-5,Non-Hispanic,2186-5,103,526834,19.6
,2000,2000,Colon and Rectum,21041-21052,Indiana,18,White,2106-3,Non-Hispanic,2186-5,1197,5265010,22.7
,2000,2000,Colon and Rectum,21041-21052,Iowa,19,White,2106-3,Non-Hispanic,2186-5,751,2728456,27.5
,2000,2000,Colon and Rectum,21041-21052,Kansas,20,Black or African American,2054-5,Non-Hispanic,2186-5,38,162441,23.4
,2000,2000,Colon and Rectum,21041-21052,Kansas,20,White,2106-3,Non-Hispanic,2186-5,470,2261945,20.8
,2000,2000,Colon and Rectum,21041-21052,Kentucky,21,Black or African American,2054-5,Non-Hispanic,2186-5,72,305218,23.6
,2000,2000,Colon and Rectum,21041-21052,Kentucky,21,White,2106-3,Non-Hispanic,2186-5,878,3640956,24.1
,2000,2000,Colon and Rectum,21041-21052,Louisiana,22,Black or African American,2054-5,Non-Hispanic,2186-5,324,1458636,22.2
,2000,2000,Colon and Rectum,21041-21052,Louisiana,22,White,2106-3,Non-Hispanic,2186-5,647,2818339,23
,2000,2000,Colon and Rectum,21041-21052,Maine,23,White,2106-3,Non-Hispanic,2186-5,331,1241336,26.7
,2000,2000,Colon and Rectum,21041-21052,Maryland,24,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,27,229147,11.8
,2000,2000,Colon and Rectum,21041-21052,Maryland,24,Black or African American,2054-5,Non-Hispanic,2186-5,297,1504562,19.7
,2000,2000,Colon and Rectum,21041-21052,Maryland,24,White,2106-3,Non-Hispanic,2186-5,835,3330225,25.1
,2000,2000,Colon and Rectum,21041-21052,Massachusetts,25,Black or African American,2054-5,Non-Hispanic,2186-5,49,364026,13.5
,2000,2000,Colon and Rectum,21041-21052,Massachusetts,25,White,2106-3,Non-Hispanic,2186-5,1449,5291801,27.4
,2000,2000,Colon and Rectum,21041-21052,Michigan,26,Black or African American,2054-5,Non-Hispanic,2186-5,299,1448192,20.6
,2000,2000,Colon and Rectum,21041-21052,Michigan,26,White,2106-3,Hispanic,2135-2,22,295685,7.4
,2000,2000,Colon and Rectum,21041-21052,Michigan,26,White,2106-3,Non-Hispanic,2186-5,1591,7916651,20.1
,2000,2000,Colon and Rectum,21041-21052,Minnesota,27,White,2106-3,Non-Hispanic,2186-5,889,4384236,20.3
,2000,2000,Colon and Rectum,21041-21052,Mississippi,28,Black or African American,2054-5,Non-Hispanic,2186-5,214,1036742,20.6
,2000,2000,Colon and Rectum,21041-21052,Mississippi,28,White,2106-3,Non-Hispanic,2186-5,437,1739266,25.1
,2000,2000,Colon and Rectum,21041-21052,Missouri,29,Black or African American,2054-5,Non-Hispanic,2186-5,126,646850,19.5
,2000,2000,Colon and Rectum,21041-21052,Missouri,29,White,2106-3,Non-Hispanic,2186-5,1122,4740091,23.7
,2000,2000,Colon and Rectum,21041-21052,Montana,30,White,2106-3,Non-Hispanic,2186-5,187,818400,22.8
,2000,2000,Colon and Rectum,21041-21052,Nebraska,31,White,2106-3,Non-Hispanic,2186-5,398,1506521,26.4
,2000,2000,Colon and Rectum,21041-21052,Nevada,32,Black or African American,2054-5,Non-Hispanic,2186-5,27,143181,18.9
,2000,2000,Colon and Rectum,21041-21052,Nevada,32,White,2106-3,Non-Hispanic,2186-5,363,1342546,27
,2000,2000,Colon and Rectum,21041-21052,New Hampshire,33,White,2106-3,Non-Hispanic,2186-5,255,1188035,21.5
,2000,2000,Colon and Rectum,21041-21052,New Jersey,34,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,21,509283,4.1
,2000,2000,Colon and Rectum,21041-21052,New Jersey,34,Black or African American,2054-5,Non-Hispanic,2186-5,233,1142073,20.4
,2000,2000,Colon and Rectum,21041-21052,New Jersey,34,White,2106-3,Hispanic,2135-2,70,1001511,7
,2000,2000,Colon and Rectum,21041-21052,New Jersey,34,White,2106-3,Non-Hispanic,2186-5,1694,5635271,30.1
,2000,2000,Colon and Rectum,21041-21052,New Mexico,35,White,2106-3,Hispanic,2135-2,92,738808,12.5
,2000,2000,Colon and Rectum,21041-21052,New Mexico,35,White,2106-3,Non-Hispanic,2186-5,198,829104,23.9
,2000,2000,Colon and Rectum,21041-21052,New York,36,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,76,1137382,6.7
,2000,2000,Colon and Rectum,21041-21052,New York,36,Black or African American,2054-5,Non-Hispanic,2186-5,526,2956230,17.8
,2000,2000,Colon and Rectum,21041-21052,New York,36,White,2106-3,Hispanic,2135-2,212,2322045,9.1
,2000,2000,Colon and Rectum,21041-21052,New York,36,White,2106-3,Non-Hispanic,2186-5,3402,11944479,28.5
,2000,2000,Colon and Rectum,21041-21052,New York,36,White,2106-3,Unknown or Missing,UNK,19,Not Applicable,Not Applicable
,2000,2000,Colon and Rectum,21041-21052,North Carolina,37,Black or African American,2054-5,Non-Hispanic,2186-5,353,1759120,20.1
,2000,2000,Colon and Rectum,21041-21052,North Carolina,37,White,2106-3,Non-Hispanic,2186-5,1168,5710371,20.5
,2000,2000,Colon and Rectum,21041-21052,North Dakota,38,White,2106-3,Non-Hispanic,2186-5,142,593207,23.9
,2000,2000,Colon and Rectum,21041-21052,Ohio,39,Black or African American,2054-5,Non-Hispanic,2186-5,300,1344113,22.3
,2000,2000,Colon and Rectum,21041-21052,Ohio,39,White,2106-3,Non-Hispanic,2186-5,2305,9624176,24
,2000,2000,Colon and Rectum,21041-21052,Oklahoma,40,American Indian or Alaska Native,1002-5,Non-Hispanic,2186-5,39,302620,12.9
,2000,2000,Colon and Rectum,21041-21052,Oklahoma,40,Black or African American,2054-5,Non-Hispanic,2186-5,51,274590,18.6
,2000,2000,Colon and Rectum,21041-21052,Oklahoma,40,White,2106-3,Non-Hispanic,2186-5,679,2642372,25.7
,2000,2000,Colon and Rectum,21041-21052,Oregon,41,White,2106-3,Non-Hispanic,2186-5,593,2917568,20.3
,2000,2000,Colon and Rectum,21041-21052,Pennsylvania,42,Black or African American,2054-5,Non-Hispanic,2186-5,272,1245251,21.8
,2000,2000,Colon and Rectum,21041-21052,Pennsylvania,42,White,2106-3,Hispanic,2135-2,20,336377,5.9
,2000,2000,Colon and Rectum,21041-21052,Pennsylvania,42,White,2106-3,Non-Hispanic,2186-5,3128,10385845,30.1
,2000,2000,Colon and Rectum,21041-21052,Rhode Island,44,White,2106-3,Non-Hispanic,2186-5,252,875676,28.8
,2000,2000,Colon and Rectum,21041-21052,South Carolina,45,Black or African American,2054-5,Non-Hispanic,2186-5,228,1194442,19.1
,2000,2000,Colon and Rectum,21041-21052,South Carolina,45,White,2106-3,Non-Hispanic,2186-5,619,2678834,23.1
,2000,2000,Colon and Rectum,21041-21052,South Dakota,46,White,2106-3,Non-Hispanic,2186-5,203,670280,30.3
,2000,2000,Colon and Rectum,21041-21052,Tennessee,47,Black or African American,2054-5,Non-Hispanic,2186-5,231,946342,24.4
,2000,2000,Colon and Rectum,21041-21052,Tennessee,47,White,2106-3,Non-Hispanic,2186-5,1014,4553231,22.3
,2000,2000,Colon and Rectum,21041-21052,Texas,48,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,28,610759,4.6
,2000,2000,Colon and Rectum,21041-21052,Texas,48,Black or African American,2054-5,Non-Hispanic,2186-5,457,2417452,18.9
,2000,2000,Colon and Rectum,21041-21052,Texas,48,White,2106-3,Hispanic,2135-2,435,6551933,6.6
,2000,2000,Colon and Rectum,21041-21052,Texas,48,White,2106-3,Non-Hispanic,2186-5,2288,11097726,20.6
,2000,2000,Colon and Rectum,21041-21052,Utah,49,White,2106-3,Non-Hispanic,2186-5,260,1933232,13.4
,2000,2000,Colon and Rectum,21041-21052,Vermont,50,White,2106-3,Non-Hispanic,2186-5,132,591580,22.3
,2000,2000,Colon and Rectum,21041-21052,Virginia,51,Black or African American,2054-5,Non-Hispanic,2186-5,314,1417629,22.1
,2000,2000,Colon and Rectum,21041-21052,Virginia,51,White,2106-3,Non-Hispanic,2186-5,1019,5043870,20.2
,2000,2000,Colon and Rectum,21041-21052,Washington,53,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,23,381012,6
,2000,2000,Colon and Rectum,21041-21052,Washington,53,Black or African American,2054-5,Non-Hispanic,2186-5,24,219098,11
,2000,2000,Colon and Rectum,21041-21052,Washington,53,White,2106-3,Hispanic,2135-2,16,412125,3.9
,2000,2000,Colon and Rectum,21041-21052,Washington,53,White,2106-3,Non-Hispanic,2186-5,919,4764438,19.3
,2000,2000,Colon and Rectum,21041-21052,West Virginia,54,White,2106-3,Non-Hispanic,2186-5,460,1720099,26.7
,2000,2000,Colon and Rectum,21041-21052,Wisconsin,55,Black or African American,2054-5,Non-Hispanic,2186-5,49,315377,15.5
,2000,2000,Colon and Rectum,21041-21052,Wisconsin,55,White,2106-3,Non-Hispanic,2186-5,1110,4718342,23.5
,2000,2000,Colon and Rectum,21041-21052,Wyoming,56,White,2106-3,Non-Hispanic,2186-5,84,443846,18.9
,2001,2001,Colon and Rectum,21041-21052,Alabama,01,Black or African American,2054-5,Non-Hispanic,2186-5,246,1169299,21
,2001,2001,Colon and Rectum,21041-21052,Alabama,01,White,2106-3,Non-Hispanic,2186-5,623,3151605,19.8
,2001,2001,Colon and Rectum,21041-21052,Alaska,02,American Indian or Alaska Native,1002-5,Non-Hispanic,2186-5,19,105839,18
,2001,2001,Colon and Rectum,21041-21052,Alaska,02,White,2106-3,Non-Hispanic,2186-5,52,441842,11.8
,2001,2001,Colon and Rectum,21041-21052,Arizona,04,Black or African American,2054-5,Non-Hispanic,2186-5,24,172878,13.9
,2001,2001,Colon and Rectum,21041-21052,Arizona,04,White,2106-3,Hispanic,2135-2,77,1295289,5.9
