Notes,Year,Year Code,Leading Cancer Sites,Leading Cancer Sites Code,States and Puerto Rico,States and Puerto Rico Code,Sex,Sex Code,Deaths,Population,Crude Rate
,2000,2000,Lung and Bronchus,22030,District of Columbia,11,Male,M,171,269403,63.5
,2000,2000,Lung and Bronchus,22030,Florida,12,Female,F,4891,8217314,59.5
,2000,2000,Lung and Bronchus,22030,Florida,12,Male,M,6851,7830201,87.5
,2000,2000,Lung and Bronchus,22030,Georgia,13,Female,F,1619,4180233,38.7
,2000,2000,Lung and Bronchus,22030,Georgia,13,Male,M,2547,4047070,62.9
,2000,2000,Lung and Bronchus,22030,Hawaii,15,Female,F,162,603494,26.8
,2000,2000,Lung and Bronchus,22030,Hawaii,15,Male,M,286,610025,46.9
,2000,2000,Lung and Bronchus,22030,Idaho,16,Female,F,220,647984,34
,2000,2000,Lung and Bronchus,22030,Idaho,16,Male,M,313,651446,48
,2000,2000,Lung and Bronchus,22030,Illinois,17,Female,F,2857,6345277,45
,2000,2000,Lung and Bronchus,22030,Illinois,17,Male,M,3971,6088884,65.2
,2000,2000,Lung and Bronchus,22030,Indiana,18,Female,F,1633,3103169,52.6
,2000,2000,Lung and Bronchus,22030,Indiana,18,Male,M,2303,2988697,77.1
,2000,2000,Lung and Bronchus,22030,Iowa,19,Female,F,653,1491775,43.8
,2000,2000,Lung and Bronchus,22030,Iowa,19,Male,M,1080,1437292,75.1
,2000,2000,Lung and Bronchus,22030,Kansas,20,Female,F,593,1362500,43.5
,2000,2000,Lung and Bronchus,22030,Kansas,20,Male,M,865,1331181,65
,2000,2000,Lung and Bronchus,22030,Kentucky,21,Female,F,1248,2069716,60.3
,2000,2000,Lung and Bronchus,22030,Kentucky,21,Male,M,2007,1979305,101.4
,2000,2000,Lung and Bronchus,22030,Louisiana,22,Female,F,1089,2306978,47.2
,2000,2000,Lung and Bronchus,22030,Louisiana,22,Male,M,1726,2164907,79.7
,2000,2000,Lung and Bronchus,22030,Maine,23,Female,F,397,655545,60.6
,2000,2000,Lung and Bronchus,22030,Maine,23,Male,M,499,621527,80.3
,2000,2000,Lung and Bronchus,22030,Maryland,24,Female,F,1302,2746031,47.4
,2000,2000,Lung and Bronchus,22030,Maryland,24,Male,M,1623,2565003,63.3
,2000,2000,Lung and Bronchus,22030,Massachusetts,25,Female,F,1731,3296245,52.5
,2000,2000,Lung and Bronchus,22030,Massachusetts,25,Male,M,2031,3064859,66.3
,2000,2000,Lung and Bronchus,22030,Michigan,26,Female,F,2376,5072182,46.8
,2000,2000,Lung and Bronchus,22030,Michigan,26,Male,M,3172,4880268,65
,2000,2000,Lung and Bronchus,22030,Minnesota,27,Female,F,971,2490622,39
,2000,2000,Lung and Bronchus,22030,Minnesota,27,Male,M,1226,2443070,50.2
,2000,2000,Lung and Bronchus,22030,Mississippi,28,Female,F,667,1472553,45.3
,2000,2000,Lung and Bronchus,22030,Mississippi,28,Male,M,1263,1375800,91.8
,2000,2000,Lung and Bronchus,22030,Missouri,29,Female,F,1533,2879787,53.2
,2000,2000,Lung and Bronchus,22030,Missouri,29,Male,M,2206,2727498,80.9
,2000,2000,Lung and Bronchus,22030,Montana,30,Female,F,204,453425,45
,2000,2000,Lung and Bronchus,22030,Montana,30,Male,M,281,450348,62.4
,2000,2000,Lung and Bronchus,22030,Nebraska,31,Female,F,361,868980,41.5
,2000,2000,Lung and Bronchus,22030,Nebraska,31,Male,M,500,844840,59.2
,2000,2000,Lung and Bronchus,22030,Nevada,32,Female,F,534,990315,53.9
,2000,2000,Lung and Bronchus,22030,Nevada,32,Male,M,650,1028426,63.2
,2000,2000,Lung and Bronchus,22030,New Hampshire,33,Female,F,292,630111,46.3
,2000,2000,Lung and Bronchus,22030,New Hampshire,33,Male,M,367,609771,60.2
,2000,2000,Lung and Bronchus,22030,New Jersey,34,Female,F,2105,4340112,48.5
,2000,2000,Lung and Bronchus,22030,New Jersey,34,Male,M,2577,4090509,63
,2000,2000,Lung and Bronchus,22030,New Mexico,35,Female,F,275,925624,29.7
,2000,2000,Lung and Bronchus,22030,New Mexico,35,Male,M,385,895580,43
,2000,2000,Lung and Bronchus,22030,New York,36,Female,F,4287,9842061,43.6
,2000,2000,Lung and Bronchus,22030,New York,36,Male,M,5277,9159719,57.6
,2000,2000,Lung and Bronchus,22030,North Carolina,37,Female,F,1815,4119034,44.1
,2000,2000,Lung and Bronchus,22030,North Carolina,37,Male,M,3059,3962580,77.2
,2000,2000,Lung and Bronchus,22030,North Dakota,38,Female,F,112,321555,34.8
,2000,2000,Lung and Bronchus,22030,North Dakota,38,Male,M,203,320468,63.3
,2000,2000,Lung and Bronchus,22030,Ohio,39,Female,F,3010,5845425,51.5
,2000,2000,Lung and Bronchus,22030,Ohio,39,Male,M,4248,5518118,77
,2000,2000,Lung and Bronchus,22030,Oklahoma,40,Female,F,958,1756493,54.5
,2000,2000,Lung and Bronchus,22030,Oklahoma,40,Male,M,1363,1697872,80.3
,2000,2000,Lung and Bronchus,22030,Oregon,41,Female,F,955,1728647,55.2
,2000,2000,Lung and Bronchus,22030,Oregon,41,Male,M,1100,1701061,64.7
,2000,2000,Lung and Bronchus,22030,Pennsylvania,42,Female,F,3432,6351999,54
,2000,2000,Lung and Bronchus,22030,Pennsylvania,42,Male,M,4625,5932174,78
,2000,2000,Lung and Bronchus,22030,Rhode Island,44,Female,F,309,545774,56.6
,2000,2000,Lung and Bronchus,22030,Rhode Island,44,Male,M,372,504494,73.7
,2000,2000,Lung and Bronchus,22030,South Carolina,45,Female,F,890,2068627,43
,2000,2000,Lung and Bronchus,22030,South Carolina,45,Male,M,1529,1955596,78.2
,2000,2000,Lung and Bronchus,22030,South Dakota,46,Female,F,145,380681,38.1
,2000,2000,Lung and Bronchus,22030,South Dakota,46,Male,M,244,375163,65
,2000,2000,Lung and Bronchus,22030,Tennessee,47,Female,F,1454,2926133,49.7
,2000,2000,Lung and Bronchus,22030,Tennessee,47,Male,M,2485,2777586,89.5
,2000,2000,Lung and Bronchus,22030,Texas,48,Female,F,3760,10545156,35.7
,2000,2000,Lung and Bronchus,22030,Texas,48,Male,M,5710,10399343,54.9
,2000,2000,Lung and Bronchus,22030,Utah,49,Female,F,136,1119827,12.1
,2000,2000,Lung and Bronchus,22030,Utah,49,Male,M,271,1124675,24.1
,2000,2000,Lung and Bronchus,22030,Vermont,50,Female,F,143,310849,46
,2000,2000,Lung and Bronchus,22030,Vermont,50,Male,M,191,298769,63.9
,2000,2000,Lung and Bronchus,22030,Virginia,51,Female,F,1592,3619742,44
,2000,2000,Lung and Bronchus,22030,Virginia,51,Male,M,2261,3486075,64.9
,2000,2000,Lung and Bronchus,22030,Washington,53,Female,F,1437,2967734,48.4
,2000,2000,Lung and Bronchus,22030,Washington,53,Male,M,1676,2942778,57
,2000,2000,Lung and Bronchus,22030,West Virginia,54,Female,F,638,928269,68.7
,2000,2000,Lung and Bronchus,22030,West Virginia,54,Male,M,944,878752,107.4
,2000,2000,Lung and Bronchus,22030,Wisconsin,55,Female,F,1085,2719235,39.9
,2000,2000,Lung and Bronchus,22030,Wisconsin,55,Male,M,1575,2654764,59.3
,2000,2000,Lung and Bronchus,22030,Wyoming,56,Female,F,98,245584,39.9
,2000,2000,Lung and Bronchus,22030,Wyoming,56,Male,M,134,248716,53.9
,2001,2001,Lung and Bronchus,22030,Alabama,01,Female,F,1060,2309496,45.9
,2001,2001,Lung and Bronchus,22030,Alabama,01,Male,M,1852,2158138,85.8
,2001,2001,Lung and Bronchus,22030,Alaska,02,Female,F,88,305579,28.8
,2001,2001,Lung and Bronchus,22030,Alaska,02,Male,M,109,328135,33.2
,2001,2001,Lung and Bronchus,22030,Arizona,04,Female,F,1103,2641676,41.8
,2001,2001,Lung and Bronchus,22030,Arizona,04,Male,M,1337,2631801,50.8
,2001,2001,Lung and Bronchus,22030,Arkansas,05,Female,F,708,1376845,51.4
,2001,2001,Lung and Bronchus,22030,Arkansas,05,Male,M,1295,1314726,98.5
,2001,2001,Lung and Bronchus,22030,California,06,Female,F,6414,17294223,37.1
,2001,2001,Lung and Bronchus,22030,California,06,Male,M,7578,17185235,44.1
,2001,2001,Lung and Bronchus,22030,Colorado,08,Female,F,695,2195705,31.7
,2001,2001,Lung and Bronchus,22030,Colorado,08,Male,M,788,2229982,35.3
,2001,2001,Lung and Bronchus,22030,Connecticut,09,Female,F,878,1768959,49.6
,2001,2001,Lung and Bronchus,22030,Connecticut,09,Male,M,968,1663876,58.2
,2001,2001,Lung and Bronchus,22030,Delaware,10,Female,F,246,409349,60.1
,2001,2001,Lung and Bronchus,22030,Delaware,10,Male,M,275,386350,71.2
,2001,2001,Lung and Bronchus,22030,District of Columbia,11,Female,F,128,303740,42.1
,2001,2001,Lung and Bronchus,22030,District of Columbia,11,Male,M,186,270764,68.7
,2001,2001,Lung and Bronchus,22030,Florida,12,Female,F,5030,8372776,60.1
,2001,2001,Lung and Bronchus,22030,Florida,12,Male,M,6763,7984190,84.7
,2001,2001,Lung and Bronchus,22030,Georgia,13,Female,F,1592,4256162,37.4
,2001,2001,Lung and Bronchus,22030,Georgia,13,Male,M,2599,4120876,63.1
,2001,2001,Lung and Bronchus,22030,Hawaii,15,Female,F,188,609189,30.9
,2001,2001,Lung and Bronchus,22030,Hawaii,15,Male,M,287,616759,46.5
,2001,2001,Lung and Bronchus,22030,Idaho,16,Female,F,226,658043,34.3
,2001,2001,Lung and Bronchus,22030,Idaho,16,Male,M,311,661919,47
,2001,2001,Lung and Bronchus,22030,Illinois,17,Female,F,2833,6370443,44.5
,2001,2001,Lung and Bronchus,22030,Illinois,17,Male,M,3960,6118002,64.7
,2001,2001,Lung and Bronchus,22030,Indiana,18,Female,F,1553,3120158,49.8
,2001,2001,Lung and Bronchus,22030,Indiana,18,Male,M,2382,3007602,79.2
,2001,2001,Lung and Bronchus,22030,Iowa,19,Female,F,714,1492287,47.8
,2001,2001,Lung and Bronchus,22030,Iowa,19,Male,M,998,1439710,69.3
,2001,2001,Lung and Bronchus,22030,Kansas,20,Female,F,641,1365966,46.9
,2001,2001,Lung and Bronchus,22030,Kansas,20,Male,M,914,1336196,68.4
,2001,2001,Lung and Bronchus,22030,Kentucky,21,Female,F,1251,2076871,60.2
,2001,2001,Lung and Bronchus,22030,Kentucky,21,Male,M,2089,1991261,104.9
,2001,2001,Lung and Bronchus,22030,Louisiana,22,Female,F,1108,2308063,48
,2001,2001,Lung and Bronchus,22030,Louisiana,22,Male,M,1782,2169812,82.1
,2001,2001,Lung and Bronchus,22030,Maine,23,Female,F,368,659657,55.8
,2001,2001,Lung and Bronchus,22030,Maine,23,Male,M,492,626035,78.6
,2001,2001,Lung and Bronchus,22030,Maryland,24,Female,F,1271,2779864,45.7
,2001,2001,Lung and Bronchus,22030,Maryland,24,Male,M,1618,2594827,62.4
,2001,2001,Lung and Bronchus,22030,Massachusetts,25,Female,F,1771,3312567,53.5
,2001,2001,Lung and Bronchus,22030,Massachusetts,25,Male,M,1922,3085067,62.3
,2001,2001,Lung and Bronchus,22030,Michigan,26,Female,F,2460,5089289,48.3
,2001,2001,Lung and Bronchus,22030,Michigan,26,Male,M,3182,4901831,64.9
,2001,2001,Lung and Bronchus,22030,Minnesota,27,Female,F,999,2514149,39.7
,2001,2001,Lung and Bronchus,22030,Minnesota,27,Male,M,1271,2468647,51.5
,2001,2001,Lung and Bronchus,22030,Mississippi,28,Female,F,664,1473486,45.1
,2001,2001,Lung and Bronchus,22030,Mississippi,28,Male,M,1240,1379508,89.9
,2001,2001,Lung and Bronchus,22030,Missouri,29,Female,F,1519,2895476,52.5
,2001,2001,Lung and Bronchus,22030,Missouri,29,Male,M,2236,2745666,81.4
,2001,2001,Lung and Bronchus,22030,Montana,30,Female,F,256,454683,56.3
,2001,2001,Lung and Bronchus,22030,Montana,30,Male,M,321,452278,71
,2001,2001,Lung and Bronchus,22030,Nebraska,31,Female,F,384,871208,44.1
,2001,2001,Lung and Bronchus,22030,Nebraska,31,Male,M,561,848628,66.1
,2001,2001,Lung and Bronchus,22030,Nevada,32,Female,F,532,1030850,51.6
,2001,2001,Lung and Bronchus,22030,Nevada,32,Male,M,668,1067549,62.6
,2001,2001,Lung and Bronchus,22030,New Hampshire,33,Female,F,307,637412,48.2
,2001,2001,Lung and Bronchus,22030,New Hampshire,33,Male,M,341,618105,55.2
,2001,2001,Lung and Bronchus,22030,New Jersey,34,Female,F,2093,4369932,47.9
,2001,2001,Lung and Bronchus,22030,New Jersey,34,Male,M,2605,4122739,63.2
,2001,2001,Lung and Bronchus,22030,New Mexico,35,Female,F,273,930387,29.3
,2001,2001,Lung and Bronchus,22030,New Mexico,35,Male,M,384,901303,42.6
,2001,2001,Lung and Bronchus,22030,New York,36,Female,F,4311,9878713,43.6
,2001,2001,Lung and Bronchus,22030,New York,36,Male,M,5206,9204125,56.6
,2001,2001,Lung and Bronchus,22030,North Carolina,37,Female,F,1877,4187317,44.8
,2001,2001,Lung and Bronchus,22030,North Carolina,37,Male,M,3024,4022805,75.2
,2001,2001,Lung and Bronchus,22030,North Dakota,38,Female,F,142,319787,44.4
,2001,2001,Lung and Bronchus,22030,North Dakota,38,Male,M,206,319275,64.5
,2001,2001,Lung and Bronchus,22030,Ohio,39,Female,F,2925,5853691,50
,2001,2001,Lung and Bronchus,22030,Ohio,39,Male,M,4261,5533713,77
,2001,2001,Lung and Bronchus,22030,Oklahoma,40,Female,F,915,1760052,52
,2001,2001,Lung and Bronchus,22030,Oklahoma,40,Male,M,1402,1707048,82.1
,2001,2001,Lung and Bronchus,22030,Oregon,41,Female,F,914,1747889,52.3
,2001,2001,Lung and Bronchus,22030,Oregon,41,Male,M,1041,1720048,60.5
,2001,2001,Lung and Bronchus,22030,Pennsylvania,42,Female,F,3339,6354395,52.5
,2001,2001,Lung and Bronchus,22030,Pennsylvania,42,Male,M,4698,5944575,79
,2001,2001,Lung and Bronchus,22030,Rhode Island,44,Female,F,275,548974,50.1
,2001,2001,Lung and Bronchus,22030,Rhode Island,44,Male,M,373,508168,73.4
,2001,2001,Lung and Bronchus,22030,South Carolina,45,Female,F,909,2089963,43.5
,2001,2001,Lung and Bronchus,22030,South Carolina,45,Male,M,1631,1975032,82.6
,2001,2001,Lung and Bronchus,22030,South Dakota,46,Female,F,149,381537,39.1
,2001,2001,Lung and Bronchus,22030,South Dakota,46,Male,M,262,376435,69.6
,2001,2001,Lung and Bronchus,22030,Tennessee,47,Female,F,1435,2948421,48.7
,2001,2001,Lung and Bronchus,22030,Tennessee,47,Male,M,2553,2802368,91.1
,2001,2001,Lung and Bronchus,22030,Texas,48,Female,F,3775,10731190,35.2
,2001,2001,Lung and Bronchus,22030,Texas,48,Male,M,5620,10588432,53.1
,2001,2001,Lung and Bronchus,22030,Utah,49,Female,F,127,1139182,11.1
,2001,2001,Lung and Bronchus,22030,Utah,49,Male,M,244,1144533,21.3
,2001,2001,Lung and Bronchus,22030,Vermont,50,Female,F,134,311779,43
,2001,2001,Lung and Bronchus,22030,Vermont,50,Male,M,211,300444,70.2
,2001,2001,Lung and Bronchus,22030,Virginia,51,Female,F,1645,3665386,44.9
,2001,2001,Lung and Bronchus,22030,Virginia,51,Male,M,2119,3532976,60
,2001,2001,Lung and Bronchus,22030,Washington,53,Female,F,1406,3002080,46.8
,2001,2001,Lung and Bronchus,22030,Washington,53,Male,M,1643,2983642,55.1
,2001,2001,Lung and Bronchus,22030,West Virginia,54,Female,F,688,923643,74.5
,2001,2001,Lung and Bronchus,22030,West Virginia,54,Male,M,867,877838,98.8
,2001,2001,Lung and Bronchus,22030,Wisconsin,55,Female,F,1189,2733647,43.5
,2001,2001,Lung and Bronchus,22030,Wisconsin,55,Male,M,1554,2673188,58.1
,2001,2001,Lung and Bronchus,22030,Wyoming,56,Female,F,98,245327,39.9
,2001,2001,Lung and Bronchus,22030,Wyoming,56,Male,M,134,249330,53.7
,2002,2002,Lung and Bronchus,22030,Alabama,01,Female,F,1102,2314370,47.6
,2002,2002,Lung and Bronchus,22030,Alabama,01,Male,M,1887,2165719,87.1
,2002,2002,Lung and Bronchus,22030,Alaska,02,Female,F,79,309633,25.5
,2002,2002,Lung and Bronchus,22030,Alaska,02,Male,M,119,332704,35.8
,2002,2002,Lung and Bronchus,22030,Arizona,04,Female,F,1154,2704217,42.7
,2002,2002,Lung and Bronchus,22030,Arizona,04,Male,M,1466,2692038,54.5
,2002,2002,Lung and Bronchus,22030,Arkansas,05,Female,F,806,1383239,58.3
,2002,2002,Lung and Bronchus,22030,Arkansas,05,Male,M,1325,1322688,100.2
,2002,2002,Lung and Bronchus,22030,California,06,Female,F,6338,17498462,36.2
,2002,2002,Lung and Bronchus,22030,California,06,Male,M,7451,17373381,42.9
,2002,2002,Lung and Bronchus,22030,Colorado,08,Female,F,687,2228665,30.8
,2002,2002,Lung and Bronchus,22030,Colorado,08,Male,M,861,2261741,38.1
,2002,2002,Lung and Bronchus,22030,Connecticut,09,Female,F,878,1780500,49.3
,2002,2002,Lung and Bronchus,22030,Connecticut,09,Male,M,969,1678249,57.7
,2002,2002,Lung and Bronchus,22030,Delaware,10,Female,F,193,414652,46.5
,2002,2002,Lung and Bronchus,22030,Delaware,10,Male,M,280,391517,71.5
,2002,2002,Lung and Bronchus,22030,District of Columbia,11,Female,F,128,303146,42.2
,2002,2002,Lung and Bronchus,22030,District of Columbia,11,Male,M,198,270012,73.3
,2002,2002,Lung and Bronchus,22030,Florida,12,Female,F,5077,8541734,59.4
,2002,2002,Lung and Bronchus,22030,Florida,12,Male,M,6770,8147636,83.1
