Notes,Year,Year Code,Leading Cancer Sites,Leading Cancer Sites Code,States and Puerto Rico,States and Puerto Rico Code,Age Group,Age Group Code,Deaths,Population,Crude Rate
,1999,1999,Lung and Bronchus,22030,Arkansas,05,70-74 years,70-74,374,93175,401.4
,1999,1999,Lung and Bronchus,22030,Arkansas,05,75-79 years,75-79,310,76333,406.1
,1999,1999,Lung and Bronchus,22030,California,06,50-54 years,50-54,627,1920301,32.7
,1999,1999,Lung and Bronchus,22030,California,06,55-59 years,55-59,1044,1415902,73.7
,1999,1999,Lung and Bronchus,22030,California,06,60-64 years ,60-64,1434,1127145,127.2
,1999,1999,Lung and Bronchus,22030,California,06,65-69 years,65-69,1954,985605,198.3
,1999,1999,Lung and Bronchus,22030,California,06,70-74 years,70-74,2527,902399,280
,1999,1999,Lung and Bronchus,22030,California,06,75-79 years,75-79,2589,766688,337.7
,1999,1999,Lung and Bronchus,22030,Colorado,08,50-54 years,50-54,49,265834,18.4
,1999,1999,Lung and Bronchus,22030,Colorado,08,55-59 years,55-59,103,186839,55.1
,1999,1999,Lung and Bronchus,22030,Colorado,08,60-64 years ,60-64,171,142207,120.2
,1999,1999,Lung and Bronchus,22030,Colorado,08,65-69 years,65-69,225,120041,187.4
,1999,1999,Lung and Bronchus,22030,Colorado,08,70-74 years,70-74,246,104378,235.7
,1999,1999,Lung and Bronchus,22030,Colorado,08,75-79 years,75-79,243,84482,287.6
,1999,1999,Lung and Bronchus,22030,Connecticut,09,50-54 years,50-54,93,222424,41.8
,1999,1999,Lung and Bronchus,22030,Connecticut,09,55-59 years,55-59,140,171572,81.6
,1999,1999,Lung and Bronchus,22030,Connecticut,09,60-64 years ,60-64,185,130887,141.3
,1999,1999,Lung and Bronchus,22030,Connecticut,09,65-69 years,65-69,242,118365,204.5
,1999,1999,Lung and Bronchus,22030,Connecticut,09,70-74 years,70-74,313,114972,272.2
,1999,1999,Lung and Bronchus,22030,Connecticut,09,75-79 years,75-79,334,100744,331.5
,1999,1999,Lung and Bronchus,22030,Delaware,10,50-54 years,50-54,32,47477,67.4
,1999,1999,Lung and Bronchus,22030,Delaware,10,55-59 years,55-59,43,38109,112.8
,1999,1999,Lung and Bronchus,22030,Delaware,10,60-64 years ,60-64,61,31777,192
,1999,1999,Lung and Bronchus,22030,Delaware,10,65-69 years,65-69,92,29791,308.8
,1999,1999,Lung and Bronchus,22030,Delaware,10,70-74 years,70-74,101,26404,382.5
,1999,1999,Lung and Bronchus,22030,Delaware,10,75-79 years,75-79,100,20984,476.6
,1999,1999,Lung and Bronchus,22030,District of Columbia,11,50-54 years,50-54,23,34514,66.6
,1999,1999,Lung and Bronchus,22030,District of Columbia,11,55-59 years,55-59,23,27011,85.2
,1999,1999,Lung and Bronchus,22030,District of Columbia,11,60-64 years ,60-64,38,21698,175.1
,1999,1999,Lung and Bronchus,22030,District of Columbia,11,65-69 years,65-69,35,18882,185.4
,1999,1999,Lung and Bronchus,22030,District of Columbia,11,70-74 years,70-74,54,17679,305.4
,1999,1999,Lung and Bronchus,22030,District of Columbia,11,75-79 years,75-79,53,14902,355.7
,1999,1999,Lung and Bronchus,22030,Florida,12,50-54 years,50-54,529,942150,56.1
,1999,1999,Lung and Bronchus,22030,Florida,12,55-59 years,55-59,834,789129,105.7
,1999,1999,Lung and Bronchus,22030,Florida,12,60-64 years ,60-64,1141,720321,158.4
,1999,1999,Lung and Bronchus,22030,Florida,12,65-69 years,65-69,1641,732184,224.1
,1999,1999,Lung and Bronchus,22030,Florida,12,70-74 years,70-74,2250,730681,307.9
,1999,1999,Lung and Bronchus,22030,Florida,12,75-79 years,75-79,2066,611578,337.8
,1999,1999,Lung and Bronchus,22030,Georgia,13,50-54 years,50-54,247,487139,50.7
,1999,1999,Lung and Bronchus,22030,Georgia,13,55-59 years,55-59,368,362385,101.5
,1999,1999,Lung and Bronchus,22030,Georgia,13,60-64 years ,60-64,505,280449,180.1
,1999,1999,Lung and Bronchus,22030,Georgia,13,65-69 years,65-69,687,233760,293.9
,1999,1999,Lung and Bronchus,22030,Georgia,13,70-74 years,70-74,702,197516,355.4
,1999,1999,Lung and Bronchus,22030,Georgia,13,75-79 years,75-79,601,157765,380.9
,1999,1999,Lung and Bronchus,22030,Hawaii,15,50-54 years,50-54,23,77930,29.5
,1999,1999,Lung and Bronchus,22030,Hawaii,15,55-59 years,55-59,32,57934,55.2
,1999,1999,Lung and Bronchus,22030,Hawaii,15,60-64 years ,60-64,40,45708,87.5
,1999,1999,Lung and Bronchus,22030,Hawaii,15,65-69 years,65-69,63,43010,146.5
,1999,1999,Lung and Bronchus,22030,Hawaii,15,70-74 years,70-74,92,42452,216.7
,1999,1999,Lung and Bronchus,22030,Hawaii,15,75-79 years,75-79,73,34556,211.3
,1999,1999,Lung and Bronchus,22030,Idaho,16,50-54 years,50-54,22,74530,29.5
,1999,1999,Lung and Bronchus,22030,Idaho,16,55-59 years,55-59,31,58108,53.3
,1999,1999,Lung and Bronchus,22030,Idaho,16,60-64 years ,60-64,51,46544,109.6
,1999,1999,Lung and Bronchus,22030,Idaho,16,65-69 years,65-69,79,39821,198.4
,1999,1999,Lung and Bronchus,22030,Idaho,16,70-74 years,70-74,96,35543,270.1
,1999,1999,Lung and Bronchus,22030,Idaho,16,75-79 years,75-79,91,30157,301.8
,1999,1999,Lung and Bronchus,22030,Illinois,17,50-54 years,50-54,306,726545,42.1
,1999,1999,Lung and Bronchus,22030,Illinois,17,55-59 years,55-59,574,567540,101.1
,1999,1999,Lung and Bronchus,22030,Illinois,17,60-64 years ,60-64,743,461748,160.9
,1999,1999,Lung and Bronchus,22030,Illinois,17,65-69 years,65-69,1076,400609,268.6
,1999,1999,Lung and Bronchus,22030,Illinois,17,70-74 years,70-74,1207,377467,319.8
,1999,1999,Lung and Bronchus,22030,Illinois,17,75-79 years,75-79,1149,315497,364.2
,1999,1999,Lung and Bronchus,22030,Indiana,18,50-54 years,50-54,173,366436,47.2
,1999,1999,Lung and Bronchus,22030,Indiana,18,55-59 years,55-59,307,288461,106.4
,1999,1999,Lung and Bronchus,22030,Indiana,18,60-64 years ,60-64,472,234501,201.3
,1999,1999,Lung and Bronchus,22030,Indiana,18,65-69 years,65-69,637,204460,311.6
,1999,1999,Lung and Bronchus,22030,Indiana,18,70-74 years,70-74,748,192620,388.3
,1999,1999,Lung and Bronchus,22030,Indiana,18,75-79 years,75-79,678,158156,428.7
,1999,1999,Lung and Bronchus,22030,Iowa,19,50-54 years,50-54,67,172878,38.8
,1999,1999,Lung and Bronchus,22030,Iowa,19,55-59 years,55-59,112,136955,81.8
,1999,1999,Lung and Bronchus,22030,Iowa,19,60-64 years ,60-64,187,118821,157.4
,1999,1999,Lung and Bronchus,22030,Iowa,19,65-69 years,65-69,246,107971,227.8
,1999,1999,Lung and Bronchus,22030,Iowa,19,70-74 years,70-74,288,105306,273.5
,1999,1999,Lung and Bronchus,22030,Iowa,19,75-79 years,75-79,320,91808,348.6
,1999,1999,Lung and Bronchus,22030,Kansas,20,50-54 years,50-54,70,155509,45
,1999,1999,Lung and Bronchus,22030,Kansas,20,55-59 years,55-59,101,118900,84.9
,1999,1999,Lung and Bronchus,22030,Kansas,20,60-64 years ,60-64,162,98820,163.9
,1999,1999,Lung and Bronchus,22030,Kansas,20,65-69 years,65-69,223,90679,245.9
,1999,1999,Lung and Bronchus,22030,Kansas,20,70-74 years,70-74,272,86584,314.1
,1999,1999,Lung and Bronchus,22030,Kansas,20,75-79 years,75-79,253,75198,336.4
,1999,1999,Lung and Bronchus,22030,Kentucky,21,50-54 years,50-54,168,252943,66.4
,1999,1999,Lung and Bronchus,22030,Kentucky,21,55-59 years,55-59,276,199700,138.2
,1999,1999,Lung and Bronchus,22030,Kentucky,21,60-64 years ,60-64,381,166288,229.1
,1999,1999,Lung and Bronchus,22030,Kentucky,21,65-69 years,65-69,463,144509,320.4
,1999,1999,Lung and Bronchus,22030,Kentucky,21,70-74 years,70-74,525,129509,405.4
,1999,1999,Lung and Bronchus,22030,Kentucky,21,75-79 years,75-79,506,103629,488.3
,1999,1999,Lung and Bronchus,22030,Louisiana,22,50-54 years,50-54,162,260765,62.1
,1999,1999,Lung and Bronchus,22030,Louisiana,22,55-59 years,55-59,217,204008,106.4
,1999,1999,Lung and Bronchus,22030,Louisiana,22,60-64 years ,60-64,317,169228,187.3
,1999,1999,Lung and Bronchus,22030,Louisiana,22,65-69 years,65-69,410,148253,276.6
,1999,1999,Lung and Bronchus,22030,Louisiana,22,70-74 years,70-74,516,135380,381.1
,1999,1999,Lung and Bronchus,22030,Louisiana,22,75-79 years,75-79,444,105682,420.1
,1999,1999,Lung and Bronchus,22030,Maine,23,50-54 years,50-54,39,86441,45.1
,1999,1999,Lung and Bronchus,22030,Maine,23,55-59 years,55-59,66,65724,100.4
,1999,1999,Lung and Bronchus,22030,Maine,23,60-64 years ,60-64,85,54088,157.2
,1999,1999,Lung and Bronchus,22030,Maine,23,65-69 years,65-69,125,49907,250.5
,1999,1999,Lung and Bronchus,22030,Maine,23,70-74 years,70-74,162,46067,351.7
,1999,1999,Lung and Bronchus,22030,Maine,23,75-79 years,75-79,133,37396,355.7
,1999,1999,Lung and Bronchus,22030,Maryland,24,50-54 years,50-54,138,343624,40.2
,1999,1999,Lung and Bronchus,22030,Maryland,24,55-59 years,55-59,236,260362,90.6
,1999,1999,Lung and Bronchus,22030,Maryland,24,60-64 years ,60-64,320,198420,161.3
,1999,1999,Lung and Bronchus,22030,Maryland,24,65-69 years,65-69,412,168369,244.7
,1999,1999,Lung and Bronchus,22030,Maryland,24,70-74 years,70-74,505,153202,329.6
,1999,1999,Lung and Bronchus,22030,Maryland,24,75-79 years,75-79,505,127069,397.4
,1999,1999,Lung and Bronchus,22030,Massachusetts,25,50-54 years,50-54,156,397395,39.3
,1999,1999,Lung and Bronchus,22030,Massachusetts,25,55-59 years,55-59,238,299408,79.5
,1999,1999,Lung and Bronchus,22030,Massachusetts,25,60-64 years ,60-64,335,235075,142.5
,1999,1999,Lung and Bronchus,22030,Massachusetts,25,65-69 years,65-69,514,217857,235.9
,1999,1999,Lung and Bronchus,22030,Massachusetts,25,70-74 years,70-74,696,213185,326.5
,1999,1999,Lung and Bronchus,22030,Massachusetts,25,75-79 years,75-79,671,183528,365.6
,1999,1999,Lung and Bronchus,22030,Michigan,26,50-54 years,50-54,296,608876,48.6
,1999,1999,Lung and Bronchus,22030,Michigan,26,55-59 years,55-59,423,474708,89.1
,1999,1999,Lung and Bronchus,22030,Michigan,26,60-64 years ,60-64,638,375136,170.1
,1999,1999,Lung and Bronchus,22030,Michigan,26,65-69 years,65-69,807,329896,244.6
,1999,1999,Lung and Bronchus,22030,Michigan,26,70-74 years,70-74,1043,315575,330.5
,1999,1999,Lung and Bronchus,22030,Michigan,26,75-79 years,75-79,906,257831,351.4
,1999,1999,Lung and Bronchus,22030,Minnesota,27,50-54 years,50-54,95,287632,33
,1999,1999,Lung and Bronchus,22030,Minnesota,27,55-59 years,55-59,180,220470,81.6
,1999,1999,Lung and Bronchus,22030,Minnesota,27,60-64 years ,60-64,278,175359,158.5
,1999,1999,Lung and Bronchus,22030,Minnesota,27,65-69 years,65-69,308,152718,201.7
,1999,1999,Lung and Bronchus,22030,Minnesota,27,70-74 years,70-74,390,142717,273.3
,1999,1999,Lung and Bronchus,22030,Minnesota,27,75-79 years,75-79,386,122493,315.1
,1999,1999,Lung and Bronchus,22030,Mississippi,28,50-54 years,50-54,97,163110,59.5
,1999,1999,Lung and Bronchus,22030,Mississippi,28,55-59 years,55-59,186,129504,143.6
,1999,1999,Lung and Bronchus,22030,Mississippi,28,60-64 years ,60-64,230,112865,203.8
,1999,1999,Lung and Bronchus,22030,Mississippi,28,65-69 years,65-69,278,97932,283.9
,1999,1999,Lung and Bronchus,22030,Mississippi,28,70-74 years,70-74,362,87491,413.8
,1999,1999,Lung and Bronchus,22030,Mississippi,28,75-79 years,75-79,295,68746,429.1
,1999,1999,Lung and Bronchus,22030,Missouri,29,50-54 years,50-54,185,334433,55.3
,1999,1999,Lung and Bronchus,22030,Missouri,29,55-59 years,55-59,291,272809,106.7
,1999,1999,Lung and Bronchus,22030,Missouri,29,60-64 years ,60-64,419,226460,185
,1999,1999,Lung and Bronchus,22030,Missouri,29,65-69 years,65-69,607,205558,295.3
,1999,1999,Lung and Bronchus,22030,Missouri,29,70-74 years,70-74,650,188365,345.1
,1999,1999,Lung and Bronchus,22030,Missouri,29,75-79 years,75-79,611,156690,389.9
,1999,1999,Lung and Bronchus,22030,Montana,30,50-54 years,50-54,23,58828,39.1
,1999,1999,Lung and Bronchus,22030,Montana,30,55-59 years,55-59,30,45838,65.4
,1999,1999,Lung and Bronchus,22030,Montana,30,60-64 years ,60-64,55,37398,147.1
,1999,1999,Lung and Bronchus,22030,Montana,30,65-69 years,65-69,85,32374,262.6
,1999,1999,Lung and Bronchus,22030,Montana,30,70-74 years,70-74,101,29859,338.3
,1999,1999,Lung and Bronchus,22030,Montana,30,75-79 years,75-79,98,24703,396.7
,1999,1999,Lung and Bronchus,22030,Nebraska,31,50-54 years,50-54,37,98618,37.5
,1999,1999,Lung and Bronchus,22030,Nebraska,31,55-59 years,55-59,57,75854,75.1
,1999,1999,Lung and Bronchus,22030,Nebraska,31,60-64 years ,60-64,114,64422,177
,1999,1999,Lung and Bronchus,22030,Nebraska,31,65-69 years,65-69,141,59730,236.1
,1999,1999,Lung and Bronchus,22030,Nebraska,31,70-74 years,70-74,163,56690,287.5
,1999,1999,Lung and Bronchus,22030,Nebraska,31,75-79 years,75-79,159,47817,332.5
,1999,1999,Lung and Bronchus,22030,Nevada,32,50-54 years,50-54,57,122075,46.7
,1999,1999,Lung and Bronchus,22030,Nevada,32,55-59 years,55-59,86,100088,85.9
,1999,1999,Lung and Bronchus,22030,Nevada,32,60-64 years ,60-64,160,81732,195.8
,1999,1999,Lung and Bronchus,22030,Nevada,32,65-69 years,65-69,194,70207,276.3
,1999,1999,Lung and Bronchus,22030,Nevada,32,70-74 years,70-74,236,59520,396.5
,1999,1999,Lung and Bronchus,22030,Nevada,32,75-79 years,75-79,176,43555,404.1
,1999,1999,Lung and Bronchus,22030,New Hampshire,33,50-54 years,50-54,35,81814,42.8
,1999,1999,Lung and Bronchus,22030,New Hampshire,33,55-59 years,55-59,52,59876,86.8
,1999,1999,Lung and Bronchus,22030,New Hampshire,33,60-64 years ,60-64,72,45930,156.8
,1999,1999,Lung and Bronchus,22030,New Hampshire,33,65-69 years,65-69,104,40928,254.1
,1999,1999,Lung and Bronchus,22030,New Hampshire,33,70-74 years,70-74,129,37071,348
,1999,1999,Lung and Bronchus,22030,New Hampshire,33,75-79 years,75-79,113,30261,373.4
,1999,1999,Lung and Bronchus,22030,New Jersey,34,50-54 years,50-54,222,532295,41.7
,1999,1999,Lung and Bronchus,22030,New Jersey,34,55-59 years,55-59,378,412789,91.6
,1999,1999,Lung and Bronchus,22030,New Jersey,34,60-64 years ,60-64,479,328290,145.9
,1999,1999,Lung and Bronchus,22030,New Jersey,34,65-69 years,65-69,669,295460,226.4
,1999,1999,Lung and Bronchus,22030,New Jersey,34,70-74 years,70-74,865,283383,305.2
,1999,1999,Lung and Bronchus,22030,New Jersey,34,75-79 years,75-79,827,237613,348
,1999,1999,Lung and Bronchus,22030,New Mexico,35,50-54 years,50-54,27,109867,24.6
,1999,1999,Lung and Bronchus,22030,New Mexico,35,55-59 years,55-59,46,84247,54.6
,1999,1999,Lung and Bronchus,22030,New Mexico,35,60-64 years ,60-64,62,70757,87.6
,1999,1999,Lung and Bronchus,22030,New Mexico,35,65-69 years,65-69,90,62428,144.2
,1999,1999,Lung and Bronchus,22030,New Mexico,35,70-74 years,70-74,116,53956,215
,1999,1999,Lung and Bronchus,22030,New Mexico,35,75-79 years,75-79,127,42474,299
,1999,1999,Lung and Bronchus,22030,New York,36,50-54 years,50-54,507,1174240,43.2
,1999,1999,Lung and Bronchus,22030,New York,36,55-59 years,55-59,793,913115,86.8
,1999,1999,Lung and Bronchus,22030,New York,36,60-64 years ,60-64,1075,751924,143
,1999,1999,Lung and Bronchus,22030,New York,36,65-69 years,65-69,1362,658226,206.9
,1999,1999,Lung and Bronchus,22030,New York,36,70-74 years,70-74,1735,617661,280.9
,1999,1999,Lung and Bronchus,22030,New York,36,75-79 years,75-79,1578,507065,311.2
,1999,1999,Lung and Bronchus,22030,North Carolina,37,50-54 years,50-54,265,497191,53.3
,1999,1999,Lung and Bronchus,22030,North Carolina,37,55-59 years,55-59,364,388238,93.8
,1999,1999,Lung and Bronchus,22030,North Carolina,37,60-64 years ,60-64,608,321589,189.1
,1999,1999,Lung and Bronchus,22030,North Carolina,37,65-69 years,65-69,732,281436,260.1
,1999,1999,Lung and Bronchus,22030,North Carolina,37,70-74 years,70-74,915,250505,365.3
,1999,1999,Lung and Bronchus,22030,North Carolina,37,75-79 years,75-79,832,199555,416.9
,1999,1999,Lung and Bronchus,22030,North Dakota,38,55-59 years,55-59,19,28259,67.2
,1999,1999,Lung and Bronchus,22030,North Dakota,38,60-64 years ,60-64,30,24860,120.7
,1999,1999,Lung and Bronchus,22030,North Dakota,38,65-69 years,65-69,49,23242,210.8
,1999,1999,Lung and Bronchus,22030,North Dakota,38,70-74 years,70-74,58,22820,254.2
,1999,1999,Lung and Bronchus,22030,North Dakota,38,75-79 years,75-79,47,19071,246.4
,1999,1999,Lung and Bronchus,22030,Ohio,39,50-54 years,50-54,345,702962,49.1
,1999,1999,Lung and Bronchus,22030,Ohio,39,55-59 years,55-59,596,546215,109.1
,1999,1999,Lung and Bronchus,22030,Ohio,39,60-64 years ,60-64,827,456222,181.3
,1999,1999,Lung and Bronchus,22030,Ohio,39,65-69 years,65-69,1122,405056,277
,1999,1999,Lung and Bronchus,22030,Ohio,39,70-74 years,70-74,1413,391012,361.4
,1999,1999,Lung and Bronchus,22030,Ohio,39,75-79 years,75-79,1249,322507,387.3
,1999,1999,Lung and Bronchus,22030,Oklahoma,40,50-54 years,50-54,94,206895,45.4
,1999,1999,Lung and Bronchus,22030,Oklahoma,40,55-59 years,55-59,180,169020,106.5
,1999,1999,Lung and Bronchus,22030,Oklahoma,40,60-64 years ,60-64,274,142567,192.2
,1999,1999,Lung and Bronchus,22030,Oklahoma,40,65-69 years,65-69,370,128285,288.4
,1999,1999,Lung and Bronchus,22030,Oklahoma,40,70-74 years,70-74,396,113578,348.7
,1999,1999,Lung and Bronchus,22030,Oklahoma,40,75-79 years,75-79,390,93343,417.8
,1999,1999,Lung and Bronchus,22030,Oregon,41,50-54 years,50-54,80,226015,35.4
,1999,1999,Lung and Bronchus,22030,Oregon,41,55-59 years,55-59,131,167191,78.4
,1999,1999,Lung and Bronchus,22030,Oregon,41,60-64 years ,60-64,207,128772,160.7
,1999,1999,Lung and Bronchus,22030,Oregon,41,65-69 years,65-69,288,112788,255.3
,1999,1999,Lung and Bronchus,22030,Oregon,41,70-74 years,70-74,342,107314,318.7
,1999,1999,Lung and Bronchus,22030,Oregon,41,75-79 years,75-79,356,94830,375.4
,1999,1999,Lung and Bronchus,22030,Pennsylvania,42,50-54 years,50-54,347,767932,45.2
,1999,1999,Lung and Bronchus,22030,Pennsylvania,42,55-59 years,55-59,563,608509,92.5
,1999,1999,Lung and Bronchus,22030,Pennsylvania,42,60-64 years ,60-64,764,512226,149.2
,1999,1999,Lung and Bronchus,22030,Pennsylvania,42,65-69 years,65-69,1187,486942,243.8
,1999,1999,Lung and Bronchus,22030,Pennsylvania,42,70-74 years,70-74,1615,495142,326.2
,1999,1999,Lung and Bronchus,22030,Pennsylvania,42,75-79 years,75-79,1478,419105,352.7
,1999,1999,Lung and Bronchus,22030,Rhode Island,44,50-54 years,50-54,23,63917,36
,1999,1999,Lung and Bronchus,22030,Rhode Island,44,55-59 years,55-59,49,48135,101.8
,1999,1999,Lung and Bronchus,22030,Rhode Island,44,60-64 years ,60-64,53,38740,136.8
,1999,1999,Lung and Bronchus,22030,Rhode Island,44,65-69 years,65-69,99,36565,270.8
,1999,1999,Lung and Bronchus,22030,Rhode Island,44,70-74 years,70-74,133,38437,346
,1999,1999,Lung and Bronchus,22030,Rhode Island,44,75-79 years,75-79,144,33734,426.9
,1999,1999,Lung and Bronchus,22030,South Carolina,45,50-54 years,50-54,143,252394,56.7
,1999,1999,Lung and Bronchus,22030,South Carolina,45,55-59 years,55-59,222,199582,111.2
,1999,1999,Lung and Bronchus,22030,South Carolina,45,60-64 years ,60-64,312,163432,190.9
,1999,1999,Lung and Bronchus,22030,South Carolina,45,65-69 years,65-69,382,145052,263.4
,1999,1999,Lung and Bronchus,22030,South Carolina,45,70-74 years,70-74,448,124344,360.3
,1999,1999,Lung and Bronchus,22030,South Carolina,45,75-79 years,75-79,360,99953,360.2
,1999,1999,Lung and Bronchus,22030,South Dakota,46,55-59 years,55-59,31,32687,94.8
,1999,1999,Lung and Bronchus,22030,South Dakota,46,60-64 years ,60-64,46,28796,159.7
,1999,1999,Lung and Bronchus,22030,South Dakota,46,65-69 years,65-69,51,27183,187.6
,1999,1999,Lung and Bronchus,22030,South Dakota,46,70-74 years,70-74,86,26056,330.1
,1999,1999,Lung and Bronchus,22030,South Dakota,46,75-79 years,75-79,72,22549,319.3
,1999,1999,Lung and Bronchus,22030,Tennessee,47,50-54 years,50-54,239,361477,66.1
,1999,1999,Lung and Bronchus,22030,Tennessee,47,55-59 years,55-59,372,286681,129.8
,1999,1999,Lung and Bronchus,22030,Tennessee,47,60-64 years ,60-64,512,236999,216
,1999,1999,Lung and Bronchus,22030,Tennessee,47,65-69 years,65-69,631,203089,310.7
,1999,1999,Lung and Bronchus,22030,Tennessee,47,70-74 years,70-74,682,177624,384
,1999,1999,Lung and Bronchus,22030,Tennessee,47,75-79 years,75-79,595,143728,414
,1999,1999,Lung and Bronchus,22030,Texas,48,50-54 years,50-54,472,1146781,41.2
,1999,1999,Lung and Bronchus,22030,Texas,48,55-59 years,55-59,757,863292,87.7
,1999,1999,Lung and Bronchus,22030,Texas,48,60-64 years ,60-64,1059,693373,152.7
,1999,1999,Lung and Bronchus,22030,Texas,48,65-69 years,65-69,1428,604694,236.2
,1999,1999,Lung and Bronchus,22030,Texas,48,70-74 years,70-74,1730,529022,327
,1999,1999,Lung and Bronchus,22030,Texas,48,75-79 years,75-79,1578,416805,378.6
,1999,1999,Lung and Bronchus,22030,Utah,49,50-54 years,50-54,18,101529,17.7
,1999,1999,Lung and Bronchus,22030,Utah,49,55-59 years,55-59,36,77681,46.3
,1999,1999,Lung and Bronchus,22030,Utah,49,60-64 years ,60-64,43,61905,69.5
,1999,1999,Lung and Bronchus,22030,Utah,49,65-69 years,65-69,64,53298,120.1
,1999,1999,Lung and Bronchus,22030,Utah,49,70-74 years,70-74,72,47428,151.8
,1999,1999,Lung and Bronchus,22030,Utah,49,75-79 years,75-79,73,39175,186.3
,1999,1999,Lung and Bronchus,22030,Vermont,50,50-54 years,50-54,22,41795,52.6
,1999,1999,Lung and Bronchus,22030,Vermont,50,55-59 years,55-59,36,31228,115.3
,1999,1999,Lung and Bronchus,22030,Vermont,50,60-64 years ,60-64,35,23826,146.9
,1999,1999,Lung and Bronchus,22030,Vermont,50,65-69 years,65-69,55,20963,262.4
,1999,1999,Lung and Bronchus,22030,Vermont,50,70-74 years,70-74,49,19432,252.2
,1999,1999,Lung and Bronchus,22030,Vermont,50,75-79 years,75-79,66,15635,422.1
,1999,1999,Lung and Bronchus,22030,Virginia,51,50-54 years,50-54,203,457163,44.4
,1999,1999,Lung and Bronchus,22030,Virginia,51,55-59 years,55-59,343,346619,99
,1999,1999,Lung and Bronchus,22030,Virginia,51,60-64 years ,60-64,435,268232,162.2
,1999,1999,Lung and Bronchus,22030,Virginia,51,65-69 years,65-69,633,229657,275.6
,1999,1999,Lung and Bronchus,22030,Virginia,51,70-74 years,70-74,701,202791,345.7
,1999,1999,Lung and Bronchus,22030,Virginia,51,75-79 years,75-79,626,163616,382.6
,1999,1999,Lung and Bronchus,22030,Washington,53,50-54 years,50-54,149,377487,39.5
,1999,1999,Lung and Bronchus,22030,Washington,53,55-59 years,55-59,206,274976,74.9
,1999,1999,Lung and Bronchus,22030,Washington,53,60-64 years ,60-64,357,207736,171.9
,1999,1999,Lung and Bronchus,22030,Washington,53,65-69 years,65-69,437,175615,248.8
,1999,1999,Lung and Bronchus,22030,Washington,53,70-74 years,70-74,590,160954,366.6
,1999,1999,Lung and Bronchus,22030,Washington,53,75-79 years,75-79,539,141946,379.7
,1999,1999,Lung and Bronchus,22030,West Virginia,54,50-54 years,50-54,67,124022,54
,1999,1999,Lung and Bronchus,22030,West Virginia,54,55-59 years,55-59,130,97143,133.8
,1999,1999,Lung and Bronchus,22030,West Virginia,54,60-64 years ,60-64,196,85815,228.4
,1999,1999,Lung and Bronchus,22030,West Virginia,54,65-69 years,65-69,248,76359,324.8
,1999,1999,Lung and Bronchus,22030,West Virginia,54,70-74 years,70-74,295,73112,403.5
,1999,1999,Lung and Bronchus,22030,West Virginia,54,75-79 years,75-79,299,58099,514.6
,1999,1999,Lung and Bronchus,22030,Wisconsin,55,50-54 years,50-54,139,320353,43.4
,1999,1999,Lung and Bronchus,22030,Wisconsin,55,55-59 years,55-59,213,246287,86.5
,1999,1999,Lung and Bronchus,22030,Wisconsin,55,60-64 years ,60-64,298,203967,146.1
,1999,1999,Lung and Bronchus,22030,Wisconsin,55,65-69 years,65-69,431,182689,235.9
,1999,1999,Lung and Bronchus,22030,Wisconsin,55,70-74 years,70-74,502,173850,288.8
,1999,1999,Lung and Bronchus,22030,Wisconsin,55,75-79 years,75-79,433,145784,297
