Notes,Year,Year Code,Leading Cancer Sites,Leading Cancer Sites Code,Age Group,Age Group Code,Deaths,Population,Crude Rate
,2002,2002,Cervix Uteri,27010,45-49 years,45-49,439,10785791,4.1
,2002,2002,Cervix Uteri,27010,50-54 years,50-54,455,9571812,4.8
,2002,2002,Cervix Uteri,27010,55-59 years,55-59,401,7801990,5.1
,2002,2002,Cervix Uteri,27010,60-64 years ,60-64,324,6051668,5.4
,2003,2003,Cervix Uteri,27010,25-29 years,25-29,59,9307104,0.6
,2003,2003,Cervix Uteri,27010,30-34 years,30-34,142,10193818,1.4
,2003,2003,Cervix Uteri,27010,35-39 years,35-39,250,10660101,2.3
,2003,2003,Cervix Uteri,27010,40-44 years,40-44,383,11546602,3.3
,2003,2003,Cervix Uteri,27010,45-49 years,45-49,440,11017265,4
,2003,2003,Cervix Uteri,27010,50-54 years,50-54,450,9759654,4.6
,2003,2003,Cervix Uteri,27010,55-59 years,55-59,445,8141956,5.5
,2003,2003,Cervix Uteri,27010,60-64 years ,60-64,348,6377463,5.5
,2004,2004,Cervix Uteri,27010,20-24 years,20-24,17,10190641,0.2
,2004,2004,Cervix Uteri,27010,25-29 years,25-29,70,9479080,0.7
,2004,2004,Cervix Uteri,27010,30-34 years,30-34,143,10041145,1.4
,2004,2004,Cervix Uteri,27010,35-39 years,35-39,232,10453320,2.2
,2004,2004,Cervix Uteri,27010,40-44 years,40-44,390,11562414,3.4
,2004,2004,Cervix Uteri,27010,45-49 years,45-49,455,11184506,4.1
,2004,2004,Cervix Uteri,27010,50-54 years,50-54,395,9999623,4
,2004,2004,Cervix Uteri,27010,55-59 years,55-59,444,8547949,5.2
,2004,2004,Cervix Uteri,27010,60-64 years ,60-64,371,6637798,5.6
,2005,2005,Cervix Uteri,27010,25-29 years,25-29,40,9844023,0.4
,2005,2005,Cervix Uteri,27010,30-34 years,30-34,137,9955192,1.4
,2005,2005,Cervix Uteri,27010,35-39 years,35-39,235,10536403,2.2
,2005,2005,Cervix Uteri,27010,40-44 years,40-44,392,11582365,3.4
,2005,2005,Cervix Uteri,27010,45-49 years,45-49,496,11481734,4.3
,2005,2005,Cervix Uteri,27010,50-54 years,50-54,469,10374978,4.5
,2005,2005,Cervix Uteri,27010,55-59 years,55-59,460,9125679,5
,2005,2005,Cervix Uteri,27010,60-64 years ,60-64,341,6956934,4.9
,2006,2006,Cervix Uteri,27010,25-29 years,25-29,50,10152615,0.5
,2006,2006,Cervix Uteri,27010,30-34 years,30-34,135,9738755,1.4
,2006,2006,Cervix Uteri,27010,35-39 years,35-39,251,10619137,2.4
,2006,2006,Cervix Uteri,27010,40-44 years,40-44,382,11375199,3.4
,2006,2006,Cervix Uteri,27010,45-49 years,45-49,471,11637615,4
,2006,2006,Cervix Uteri,27010,50-54 years,50-54,497,10631232,4.7
,2006,2006,Cervix Uteri,27010,55-59 years,55-59,466,9594892,4.9
,2006,2006,Cervix Uteri,27010,60-64 years ,60-64,366,7164008,5.1
,2007,2007,Cervix Uteri,27010,25-29 years,25-29,52,10365561,0.5
,2007,2007,Cervix Uteri,27010,30-34 years,30-34,136,9685663,1.4
,2007,2007,Cervix Uteri,27010,35-39 years,35-39,282,10631169,2.7
,2007,2007,Cervix Uteri,27010,40-44 years,40-44,373,11134580,3.3
,2007,2007,Cervix Uteri,27010,45-49 years,45-49,412,11674023,3.5
,2007,2007,Cervix Uteri,27010,50-54 years,50-54,514,10922474,4.7
,2007,2007,Cervix Uteri,27010,55-59 years,55-59,492,9630608,5.1
,2007,2007,Cervix Uteri,27010,60-64 years ,60-64,404,7748512,5.2
,2008,2008,Cervix Uteri,27010,25-29 years,25-29,50,10526716,0.5
,2008,2008,Cervix Uteri,27010,30-34 years,30-34,103,9752868,1.1
,2008,2008,Cervix Uteri,27010,35-39 years,35-39,251,10564833,2.4
,2008,2008,Cervix Uteri,27010,40-44 years,40-44,366,10890303,3.4
,2008,2008,Cervix Uteri,27010,45-49 years,45-49,471,11689247,4
,2008,2008,Cervix Uteri,27010,50-54 years,50-54,514,11168284,4.6
,2008,2008,Cervix Uteri,27010,55-59 years,55-59,453,9823026,4.6
,2008,2008,Cervix Uteri,27010,60-64 years ,60-64,434,8092357,5.4
,2009,2009,Cervix Uteri,27010,20-24 years,20-24,22,10589956,0.2
,2009,2009,Cervix Uteri,27010,25-29 years,25-29,57,10596175,0.5
,2009,2009,Cervix Uteri,27010,30-34 years,30-34,132,9928310,1.3
,2009,2009,Cervix Uteri,27010,35-39 years,35-39,233,10418233,2.2
,2009,2009,Cervix Uteri,27010,40-44 years,40-44,312,10678572,2.9
,2009,2009,Cervix Uteri,27010,45-49 years,45-49,518,11709313,4.4
,2009,2009,Cervix Uteri,27010,50-54 years,50-54,476,11349847,4.2
,2009,2009,Cervix Uteri,27010,55-59 years,55-59,479,10067243,4.8
,2009,2009,Cervix Uteri,27010,60-64 years ,60-64,427,8499122,5
,2010,2010,Cervix Uteri,27010,25-29 years,25-29,73,10601890,0.7
,2010,2010,Cervix Uteri,27010,30-34 years,30-34,124,10144018,1.2
,2010,2010,Cervix Uteri,27010,35-39 years,35-39,232,10210605,2.3
,2010,2010,Cervix Uteri,27010,40-44 years,40-44,309,10631069,2.9
,2010,2010,Cervix Uteri,27010,45-49 years,45-49,456,11591740,3.9
,2010,2010,Cervix Uteri,27010,50-54 years,50-54,543,11520811,4.7
,2010,2010,Cervix Uteri,27010,55-59 years,55-59,466,10327891,4.5
,2010,2010,Cervix Uteri,27010,60-64 years ,60-64,464,8946782,5.2
,2011,2011,Cervix Uteri,27010,25-29 years,25-29,53,10630713,0.5
,2011,2011,Cervix Uteri,27010,30-34 years,30-34,144,10361340,1.4
,2011,2011,Cervix Uteri,27010,35-39 years,35-39,221,9966603,2.2
,2011,2011,Cervix Uteri,27010,40-44 years,40-44,358,10703314,3.3
,2011,2011,Cervix Uteri,27010,45-49 years,45-49,455,11340013,4
,2011,2011,Cervix Uteri,27010,50-54 years,50-54,488,11623636,4.2
,2011,2011,Cervix Uteri,27010,55-59 years,55-59,451,10562511,4.3
,2011,2011,Cervix Uteri,27010,60-64 years ,60-64,496,9373822,5.3
,2012,2012,Cervix Uteri,27010,25-29 years,25-29,72,10634658,0.7
,2012,2012,Cervix Uteri,27010,30-34 years,30-34,146,10541903,1.4
,2012,2012,Cervix Uteri,27010,35-39 years,35-39,228,9908274,2.3
,2012,2012,Cervix Uteri,27010,40-44 years,40-44,334,10698131,3.1
,2012,2012,Cervix Uteri,27010,45-49 years,45-49,419,11089069,3.8
,2012,2012,Cervix Uteri,27010,50-54 years,50-54,530,11621211,4.6
,2012,2012,Cervix Uteri,27010,55-59 years,55-59,532,10821239,4.9
,2012,2012,Cervix Uteri,27010,60-64 years ,60-64,465,9371850,5
,2013,2013,Cervix Uteri,27010,25-29 years,25-29,75,10684954,0.7
,2013,2013,Cervix Uteri,27010,30-34 years,30-34,140,10705682,1.3
,2013,2013,Cervix Uteri,27010,35-39 years,35-39,218,9955210,2.2
,2013,2013,Cervix Uteri,27010,40-44 years,40-44,338,10618051,3.2
,2013,2013,Cervix Uteri,27010,45-49 years,45-49,471,10830985,4.3
,2013,2013,Cervix Uteri,27010,50-54 years,50-54,526,11606016,4.5
,2013,2013,Cervix Uteri,27010,55-59 years,55-59,528,11020278,4.8
,2013,2013,Cervix Uteri,27010,60-64 years ,60-64,535,9526235,5.6
,2014,2014,Cervix Uteri,27010,25-29 years,25-29,62,10833239,0.6
,2014,2014,Cervix Uteri,27010,30-34 years,30-34,139,10803615,1.3
,2014,2014,Cervix Uteri,27010,35-39 years,35-39,239,10081577,2.4
,2014,2014,Cervix Uteri,27010,40-44 years,40-44,315,10465278,3
,2014,2014,Cervix Uteri,27010,45-49 years,45-49,455,10622353,4.3
,2014,2014,Cervix Uteri,27010,50-54 years,50-54,479,11583297,4.1
,2014,2014,Cervix Uteri,27010,55-59 years,55-59,518,11155807,4.6
,2014,2014,Cervix Uteri,27010,60-64 years ,60-64,473,9742367,4.9
,2015,2015,Cervix Uteri,27010,25-29 years,25-29,62,11024941,0.6
,2015,2015,Cervix Uteri,27010,30-34 years,30-34,151,10846692,1.4
,2015,2015,Cervix Uteri,27010,35-39 years,35-39,223,10287429,2.2
,2015,2015,Cervix Uteri,27010,40-44 years,40-44,344,10263047,3.4
,2015,2015,Cervix Uteri,27010,45-49 years,45-49,393,10580184,3.7
,2015,2015,Cervix Uteri,27010,50-54 years,50-54,522,11445799,4.6
,2015,2015,Cervix Uteri,27010,55-59 years,55-59,557,11285349,4.9
,2015,2015,Cervix Uteri,27010,60-64 years ,60-64,470,9985084,4.7
,2016,2016,Cervix Uteri,27010,25-29 years,25-29,74,11242088,0.7
,2016,2016,Cervix Uteri,27010,30-34 years,30-34,153,10907741,1.4
,2016,2016,Cervix Uteri,27010,35-39 years,35-39,243,10520012,2.3
,2016,2016,Cervix Uteri,27010,40-44 years,40-44,299,10029564,3
,2016,2016,Cervix Uteri,27010,45-49 years,45-49,418,10652206,3.9
,2016,2016,Cervix Uteri,27010,50-54 years,50-54,491,11201942,4.4
,2016,2016,Cervix Uteri,27010,55-59 years,55-59,508,11384973,4.5
,2016,2016,Cervix Uteri,27010,60-64 years ,60-64,501,10200531,4.9
,2017,2017,Cervix Uteri,27010,25-29 years,25-29,71,11407317,0.6
,2017,2017,Cervix Uteri,27010,30-34 years,30-34,158,10937245,1.4
,2017,2017,Cervix Uteri,27010,35-39 years,35-39,282,10712731,2.6
,2017,2017,Cervix Uteri,27010,40-44 years,40-44,298,9975535,3
,2017,2017,Cervix Uteri,27010,45-49 years,45-49,405,10643771,3.8
,2017,2017,Cervix Uteri,27010,50-54 years,50-54,472,10955214,4.3
,2017,2017,Cervix Uteri,27010,55-59 years,55-59,525,11379767,4.6
,2017,2017,Cervix Uteri,27010,60-64 years ,60-64,492,10433414,4.7
,2018,2018,Cervix Uteri,27010,25-29 years,25-29,53,11450305,0.5
,2018,2018,Cervix Uteri,27010,30-34 years,30-34,176,10994266,1.6
,2018,2018,Cervix Uteri,27010,35-39 years,35-39,242,10879947,2.2
,2018,2018,Cervix Uteri,27010,40-44 years,40-44,286,10016955,2.9
,2018,2018,Cervix Uteri,27010,45-49 years,45-49,396,10558124,3.8
,2018,2018,Cervix Uteri,27010,50-54 years,50-54,488,10698335,4.6
,2018,2018,Cervix Uteri,27010,55-59 years,55-59,526,11359802,4.6
,2018,2018,Cervix Uteri,27010,60-64 years ,60-64,461,10606120,4.3
,2019,2019,Cervix Uteri,27010,25-29 years,25-29,52,11411913,0.5
,2019,2019,Cervix Uteri,27010,30-34 years,30-34,133,11138480,1.2
,2019,2019,Cervix Uteri,27010,35-39 years,35-39,236,10974087,2.2
,2019,2019,Cervix Uteri,27010,40-44 years,40-44,324,10131553,3.2
,2019,2019,Cervix Uteri,27010,45-49 years,45-49,406,10400414,3.9
,2019,2019,Cervix Uteri,27010,50-54 years,50-54,449,10487379,4.3
,2019,2019,Cervix Uteri,27010,55-59 years,55-59,511,11333040,4.5
,2019,2019,Cervix Uteri,27010,60-64 years ,60-64,518,10718383,4.8
,2020,2020,Cervix Uteri,27010,25-29 years,25-29,48,11243908,0.4
,2020,2020,Cervix Uteri,27010,30-34 years,30-34,159,11300014,1.4
,2020,2020,Cervix Uteri,27010,35-39 years,35-39,280,11002042,2.5
,2020,2020,Cervix Uteri,27010,40-44 years,40-44,334,10321322,3.2
,2020,2020,Cervix Uteri,27010,45-49 years,45-49,384,10189179,3.8
,2020,2020,Cervix Uteri,27010,50-54 years,50-54,467,10442968,4.5
,2020,2020,Cervix Uteri,27010,55-59 years,55-59,499,11201776,4.5
,2020,2020,Cervix Uteri,27010,60-64 years ,60-64,507,10829835,4.7
,2021,2021,Cervix Uteri,27010,25-29 years,25-29,48,11051101,0.4
,2021,2021,Cervix Uteri,27010,30-34 years,30-34,191,11435914,1.7
,2021,2021,Cervix Uteri,27010,35-39 years,35-39,272,11032484,2.5
,2021,2021,Cervix Uteri,27010,40-44 years,40-44,379,10530211,3.6
,2021,2021,Cervix Uteri,27010,45-49 years,45-49,427,9938466,4.3
,2021,2021,Cervix Uteri,27010,50-54 years,50-54,436,10501204,4.2
,2021,2021,Cervix Uteri,27010,55-59 years,55-59,487,10968292,4.4
,2021,2021,Cervix Uteri,27010,60-64 years ,60-64,526,10923436,4.8
---,,,,,,,,,
"Dataset: United States and Puerto Rico Cancer Statistics, 1999-2021 Mortality",,,,,,,,,
Query Parameters:,,,,,,,,,
Age Group: 20-24 years; 25-29 years; 30-34 years; 35-39 years; 40-44 years; 45-49 years; 50-54 years; 55-59 years; 60-64 years,,,,,,,,,
Leading Cancer Sites: Cervix Uteri,,,,,,,,,
Group By: Year; Leading Cancer Sites; Age Group,,,,,,,,,
Show Totals: Disabled,,,,,,,,,
Show Zero Values: False,,,,,,,,,
Show Suppressed: False,,,,,,,,,
"Calculate Rates Per: 100,000",,,,,,,,,
Standard Population: 2000 U.S. Std. Million,,,,,,,,,
---,,,,,,,,,
Help: See http://wonder.cdc.gov/wonder/help/CancerMort-v2021.html for more information.,,,,,,,,,
---,,,,,,,,,
"Query Date: Dec 12, 2024 1:49:49 PM",,,,,,,,,
---,,,,,,,,,
"Suggested Citation: United States Cancer Statistics - Mortality: 1999 - 2021, WONDER Online Database. United States Department",,,,,,,,,
"of Health and Human Services, Centers for Disease Control and Prevention; 2024. Accessed at",,,,,,,,,
"http://wonder.cdc.gov/CancerMort-v2021.html on Dec 12, 2024 1:49:49 PM",,,,,,,,,
---,,,,,,,,,
Messages:,,,,,,,,,
1. Totals are not available for these results due to suppression constraints. More Information:,,,,,,,,,
http://wonder.cdc.gov/wonder/help/faq.html#Privacy.,,,,,,,,,
2. Rows with zero Deaths are hidden. Use Quick Options above to show zero rows.,,,,,,,,,
3. Rows with suppressed Deaths are hidden. Use Quick Options above to show suppressed rows.,,,,,,,,,
---,,,,,,,,,
Caveats:,,,,,,,,,
1. 'Suppressed' is displayed for data values when they must not be provided in order to protect personal privacy. Data is,,,,,,,,,
"suppressed if fewer than 16 cases are reported in any one line of the results table. Data for the ""Asian / Pacific Islander""",,,,,,,,,
"and ""American Indian or Alaska Native"" race categories are suppressed at the Metropolitan Statistical Area level for",,,,,,,,,
"populations less than 50,000 persons. More information: http://wonder.cdc.gov/wonder/help/CancerMort-v2021.html#Suppressed.",,,,,,,,,
2. 'Not Applicable' is displayed for all data values when sex-specific cancers are combined with the wrong sex. More,,,,,,,,,
information: http://wonder.cdc.gov/wonder/help/CancerMort-v2021.html#Genital Cancers List.,,,,,,,,,
"3. The ""Show Totals"" checkbox is disabled when data are grouped by Cancer Sites or by Childhood Cancer, because aggregate",,,,,,,,,
values are displayed in the table. Also be aware that charts and maps containing both aggregate and detail data could be,,,,,,,,,
misleading.,,,,,,,,,
4. Age-adjusted rates are not available when results are grouped by age.,,,,,,,,,
"5. About rate comparisons: <ul><li> For consistency with the data on cancer incidence, the cancer sites in mortality data were",,,,,,,,,
"grouped according to the revised SEER recodes dated March 1, 2018 (see SEER Cause of Death Recodes:",,,,,,,,,
"http://seer.cancer.gov/codrecode/.). Because NCHS uses different groupings for some sites, the death rates in this report may",,,,,,,,,
"differ slightly from those published by NCHS. In addition, under the ICD, there are differences in mortality and incidence",,,,,,,,,
"coding. For example, there are several codes for mesothelioma in ICD-10 (depending on the primary site). However in ICD-O-3, one",,,,,,,,,
code captures all of the primary sites that mesothelioma affects. Note that Kaposi sarcoma deaths included in this dataset are,,,,,,,,,
"only those deaths with underlying cause of death attributed to Kaposi Sarcoma, and do not include deaths where the condition was",,,,,,,,,
"a contributing cause of death, or subsequent to another underlying condition. </li><li> The population used to age-adjust the",,,,,,,,,
"rates in this report is the 2000 U.S. standard population, which is in accordance with a 1998 recommendation of the US.",,,,,,,,,
Department of Health and Human Services. The 2000 U.S. standard population is based on the proportion of the 2000 population in,,,,,,,,,
"specific age groups (younger than 1 year, 1-4 years, 5-9 years, 10-14 years, 15-19 years, . . . 85 years or older); the",,,,,,,,,
proportions of the 2000 population in these age groups serve as weights for calculating age-adjusted incidence and death rates.,,,,,,,,,
"NCHS, however, uses a different set of age groups in its age adjustment of death rates, and thus the cancer death rates in this",,,,,,,,,
report may differ slightly from those published by NCHS. </li><li> Deaths of persons of unknown age are not included in this,,,,,,,,,
data set. Death rates may differ slightly from other reports where deaths of persons of unknown age are included. </li></ul>,,,,,,,,,
"6. For the 2005 year, the Census Bureau estimates that 203,937 persons were displaced from Alabama, Louisiana, Mississippi and",,,,,,,,,
Texas due to Hurricanes Katrina and Rita. CDC WONDER does not include the displaced persons in the 2005 population counts for,,,,,,,,,
"these states, nor are these counts included in the summary populations for the affected division, regions or national",,,,,,,,,
"population. However, the USCS web site does include these displaced persons in the national population figures for 2005.",,,,,,,,,
