Notes,Year,Year Code,Leading Cancer Sites,Leading Cancer Sites Code,State,State Code,Race,Race Code,Ethnicity,Ethnicity Code,Deaths,Population,Crude Rate
,1999,1999,Cervix Uteri,27010,Ohio,39,Black or African American,2054-5,Non-Hispanic,2186-5,35,700335,5
,1999,1999,Cervix Uteri,27010,Ohio,39,White,2106-3,Non-Hispanic,2186-5,130,4949654,2.6
,1999,1999,Cervix Uteri,27010,Oklahoma,40,White,2106-3,Non-Hispanic,2186-5,56,1355313,4.1
,1999,1999,Cervix Uteri,27010,Oregon,41,White,2106-3,Non-Hispanic,2186-5,34,1482460,2.3
,1999,1999,Cervix Uteri,27010,Pennsylvania,42,Black or African American,2054-5,Non-Hispanic,2186-5,39,652300,6
,1999,1999,Cervix Uteri,27010,Pennsylvania,42,White,2106-3,Non-Hispanic,2186-5,165,5389764,3.1
,1999,1999,Cervix Uteri,27010,South Carolina,45,Black or African American,2054-5,Non-Hispanic,2186-5,33,629880,5.2
,1999,1999,Cervix Uteri,27010,South Carolina,45,White,2106-3,Non-Hispanic,2186-5,41,1355917,3
,1999,1999,Cervix Uteri,27010,Tennessee,47,Black or African American,2054-5,Non-Hispanic,2186-5,26,495211,5.3
,1999,1999,Cervix Uteri,27010,Tennessee,47,White,2106-3,Non-Hispanic,2186-5,82,2321987,3.5
,1999,1999,Cervix Uteri,27010,Texas,48,Black or African American,2054-5,Non-Hispanic,2186-5,55,1234134,4.5
,1999,1999,Cervix Uteri,27010,Texas,48,White,2106-3,Hispanic,2135-2,87,3090180,2.8
,1999,1999,Cervix Uteri,27010,Texas,48,White,2106-3,Non-Hispanic,2186-5,156,5626100,2.8
,1999,1999,Cervix Uteri,27010,Virginia,51,Black or African American,2054-5,Non-Hispanic,2186-5,33,730231,4.5
,1999,1999,Cervix Uteri,27010,Virginia,51,White,2106-3,Non-Hispanic,2186-5,59,2547717,2.3
,1999,1999,Cervix Uteri,27010,Washington,53,White,2106-3,Non-Hispanic,2186-5,49,2398003,2
,1999,1999,Cervix Uteri,27010,West Virginia,54,White,2106-3,Non-Hispanic,2186-5,39,891208,4.4
,1999,1999,Cervix Uteri,27010,Wisconsin,55,White,2106-3,Non-Hispanic,2186-5,60,2390800,2.5
,2000,2000,Cervix Uteri,27010,Alabama,01,Black or African American,2054-5,Non-Hispanic,2186-5,44,623434,7.1
,2000,2000,Cervix Uteri,27010,Alabama,01,White,2106-3,Non-Hispanic,2186-5,51,1615701,3.2
,2000,2000,Cervix Uteri,27010,Arizona,04,White,2106-3,Non-Hispanic,2186-5,52,1691251,3.1
,2000,2000,Cervix Uteri,27010,Arkansas,05,White,2106-3,Non-Hispanic,2186-5,38,1086684,3.5
,2000,2000,Cervix Uteri,27010,California,06,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,53,2080070,2.5
,2000,2000,Cervix Uteri,27010,California,06,Black or African American,2054-5,Non-Hispanic,2186-5,51,1186461,4.3
,2000,2000,Cervix Uteri,27010,California,06,White,2106-3,Hispanic,2135-2,133,5092929,2.6
,2000,2000,Cervix Uteri,27010,California,06,White,2106-3,Non-Hispanic,2186-5,233,8274491,2.8
,2000,2000,Cervix Uteri,27010,Colorado,08,White,2106-3,Non-Hispanic,2186-5,25,1634429,1.5
,2000,2000,Cervix Uteri,27010,Connecticut,09,White,2106-3,Non-Hispanic,2186-5,29,1381200,2.1
,2000,2000,Cervix Uteri,27010,Florida,12,Black or African American,2054-5,Non-Hispanic,2186-5,74,1231719,6
,2000,2000,Cervix Uteri,27010,Florida,12,White,2106-3,Hispanic,2135-2,32,1290166,2.5
,2000,2000,Cervix Uteri,27010,Florida,12,White,2106-3,Non-Hispanic,2186-5,192,5439267,3.5
,2000,2000,Cervix Uteri,27010,Georgia,13,Black or African American,2054-5,Non-Hispanic,2186-5,38,1257408,3
,2000,2000,Cervix Uteri,27010,Georgia,13,White,2106-3,Non-Hispanic,2186-5,69,2636446,2.6
,2000,2000,Cervix Uteri,27010,Hawaii,15,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,19,427186,4.4
,2000,2000,Cervix Uteri,27010,Illinois,17,Black or African American,2054-5,Non-Hispanic,2186-5,51,1006951,5.1
,2000,2000,Cervix Uteri,27010,Illinois,17,White,2106-3,Hispanic,2135-2,21,690562,3
,2000,2000,Cervix Uteri,27010,Illinois,17,White,2106-3,Non-Hispanic,2186-5,132,4368219,3
,2000,2000,Cervix Uteri,27010,Indiana,18,White,2106-3,Non-Hispanic,2186-5,82,2688587,3
,2000,2000,Cervix Uteri,27010,Iowa,19,White,2106-3,Non-Hispanic,2186-5,42,1396396,3
,2000,2000,Cervix Uteri,27010,Kansas,20,White,2106-3,Non-Hispanic,2186-5,28,1153528,2.4
,2000,2000,Cervix Uteri,27010,Kentucky,21,White,2106-3,Non-Hispanic,2186-5,58,1866728,3.1
,2000,2000,Cervix Uteri,27010,Louisiana,22,Black or African American,2054-5,Non-Hispanic,2186-5,35,771753,4.5
,2000,2000,Cervix Uteri,27010,Louisiana,22,White,2106-3,Non-Hispanic,2186-5,33,1439041,2.3
,2000,2000,Cervix Uteri,27010,Maryland,24,Black or African American,2054-5,Non-Hispanic,2186-5,22,802053,2.7
,2000,2000,Cervix Uteri,27010,Maryland,24,White,2106-3,Non-Hispanic,2186-5,42,1705799,2.5
,2000,2000,Cervix Uteri,27010,Massachusetts,25,White,2106-3,Non-Hispanic,2186-5,60,2749606,2.2
,2000,2000,Cervix Uteri,27010,Michigan,26,Black or African American,2054-5,Non-Hispanic,2186-5,23,762030,3
,2000,2000,Cervix Uteri,27010,Michigan,26,White,2106-3,Non-Hispanic,2186-5,100,4024401,2.5
,2000,2000,Cervix Uteri,27010,Minnesota,27,White,2106-3,Non-Hispanic,2186-5,37,2223799,1.7
,2000,2000,Cervix Uteri,27010,Mississippi,28,Black or African American,2054-5,Non-Hispanic,2186-5,29,550852,5.3
,2000,2000,Cervix Uteri,27010,Mississippi,28,White,2106-3,Non-Hispanic,2186-5,25,887918,2.8
,2000,2000,Cervix Uteri,27010,Missouri,29,Black or African American,2054-5,Non-Hispanic,2186-5,16,343071,4.7
,2000,2000,Cervix Uteri,27010,Missouri,29,White,2106-3,Non-Hispanic,2186-5,53,2428650,2.2
,2000,2000,Cervix Uteri,27010,Nevada,32,White,2106-3,Non-Hispanic,2186-5,24,661885,3.6
,2000,2000,Cervix Uteri,27010,New Hampshire,33,White,2106-3,Non-Hispanic,2186-5,18,604858,3
,2000,2000,Cervix Uteri,27010,New Jersey,34,Black or African American,2054-5,Non-Hispanic,2186-5,29,604929,4.8
,2000,2000,Cervix Uteri,27010,New Jersey,34,White,2106-3,Non-Hispanic,2186-5,85,2912716,2.9
,2000,2000,Cervix Uteri,27010,New York,36,Black or African American,2054-5,Non-Hispanic,2186-5,90,1596760,5.6
,2000,2000,Cervix Uteri,27010,New York,36,White,2106-3,Hispanic,2135-2,41,1171904,3.5
,2000,2000,Cervix Uteri,27010,New York,36,White,2106-3,Non-Hispanic,2186-5,160,6165324,2.6
,2000,2000,Cervix Uteri,27010,North Carolina,37,Black or African American,2054-5,Non-Hispanic,2186-5,36,932537,3.9
,2000,2000,Cervix Uteri,27010,North Carolina,37,White,2106-3,Non-Hispanic,2186-5,88,2915244,3
,2000,2000,Cervix Uteri,27010,Ohio,39,Black or African American,2054-5,Non-Hispanic,2186-5,25,706858,3.5
,2000,2000,Cervix Uteri,27010,Ohio,39,White,2106-3,Non-Hispanic,2186-5,142,4942635,2.9
,2000,2000,Cervix Uteri,27010,Oklahoma,40,White,2106-3,Non-Hispanic,2186-5,40,1352194,3
,2000,2000,Cervix Uteri,27010,Oregon,41,White,2106-3,Non-Hispanic,2186-5,33,1485666,2.2
,2000,2000,Cervix Uteri,27010,Pennsylvania,42,Black or African American,2054-5,Non-Hispanic,2186-5,32,658149,4.9
,2000,2000,Cervix Uteri,27010,Pennsylvania,42,White,2106-3,Non-Hispanic,2186-5,148,5369997,2.8
,2000,2000,Cervix Uteri,27010,Rhode Island,44,White,2106-3,Non-Hispanic,2186-5,19,457151,4.2
,2000,2000,Cervix Uteri,27010,South Carolina,45,Black or African American,2054-5,Non-Hispanic,2186-5,43,635188,6.8
,2000,2000,Cervix Uteri,27010,South Carolina,45,White,2106-3,Non-Hispanic,2186-5,21,1366148,1.5
,2000,2000,Cervix Uteri,27010,Tennessee,47,Black or African American,2054-5,Non-Hispanic,2186-5,36,501134,7.2
,2000,2000,Cervix Uteri,27010,Tennessee,47,White,2106-3,Non-Hispanic,2186-5,75,2333418,3.2
,2000,2000,Cervix Uteri,27010,Texas,48,Black or African American,2054-5,Non-Hispanic,2186-5,67,1250933,5.4
,2000,2000,Cervix Uteri,27010,Texas,48,White,2106-3,Hispanic,2135-2,109,3215453,3.4
,2000,2000,Cervix Uteri,27010,Texas,48,White,2106-3,Non-Hispanic,2186-5,187,5636643,3.3
,2000,2000,Cervix Uteri,27010,Utah,49,White,2106-3,Non-Hispanic,2186-5,19,971812,2
,2000,2000,Cervix Uteri,27010,Virginia,51,Black or African American,2054-5,Non-Hispanic,2186-5,31,740000,4.2
,2000,2000,Cervix Uteri,27010,Virginia,51,White,2106-3,Non-Hispanic,2186-5,58,2562683,2.3
,2000,2000,Cervix Uteri,27010,Washington,53,White,2106-3,Non-Hispanic,2186-5,47,2404838,2
,2000,2000,Cervix Uteri,27010,West Virginia,54,White,2106-3,Non-Hispanic,2186-5,39,885228,4.4
,2000,2000,Cervix Uteri,27010,Wisconsin,55,White,2106-3,Non-Hispanic,2186-5,46,2394034,1.9
,2001,2001,Cervix Uteri,27010,Alabama,01,Black or African American,2054-5,Non-Hispanic,2186-5,32,626674,5.1
,2001,2001,Cervix Uteri,27010,Alabama,01,White,2106-3,Non-Hispanic,2186-5,51,1614211,3.2
,2001,2001,Cervix Uteri,27010,Arizona,04,White,2106-3,Hispanic,2135-2,18,627064,2.9
,2001,2001,Cervix Uteri,27010,Arizona,04,White,2106-3,Non-Hispanic,2186-5,51,1711199,3
,2001,2001,Cervix Uteri,27010,Arkansas,05,White,2106-3,Non-Hispanic,2186-5,37,1086211,3.4
,2001,2001,Cervix Uteri,27010,California,06,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,52,2159540,2.4
,2001,2001,Cervix Uteri,27010,California,06,Black or African American,2054-5,Non-Hispanic,2186-5,52,1191023,4.4
,2001,2001,Cervix Uteri,27010,California,06,White,2106-3,Hispanic,2135-2,140,5238676,2.7
,2001,2001,Cervix Uteri,27010,California,06,White,2106-3,Non-Hispanic,2186-5,222,8266689,2.7
,2001,2001,Cervix Uteri,27010,Colorado,08,White,2106-3,Non-Hispanic,2186-5,35,1657651,2.1
,2001,2001,Cervix Uteri,27010,Connecticut,09,White,2106-3,Non-Hispanic,2186-5,32,1378900,2.3
,2001,2001,Cervix Uteri,27010,Florida,12,Black or African American,2054-5,Non-Hispanic,2186-5,54,1265081,4.3
,2001,2001,Cervix Uteri,27010,Florida,12,White,2106-3,Hispanic,2135-2,29,1357483,2.1
,2001,2001,Cervix Uteri,27010,Florida,12,White,2106-3,Non-Hispanic,2186-5,190,5476256,3.5
,2001,2001,Cervix Uteri,27010,Georgia,13,Black or African American,2054-5,Non-Hispanic,2186-5,40,1286378,3.1
,2001,2001,Cervix Uteri,27010,Georgia,13,White,2106-3,Non-Hispanic,2186-5,74,2654463,2.8
,2001,2001,Cervix Uteri,27010,Idaho,16,White,2106-3,Non-Hispanic,2186-5,17,586975,2.9
,2001,2001,Cervix Uteri,27010,Illinois,17,Black or African American,2054-5,Non-Hispanic,2186-5,56,1008000,5.6
,2001,2001,Cervix Uteri,27010,Illinois,17,White,2106-3,Non-Hispanic,2186-5,113,4353700,2.6
,2001,2001,Cervix Uteri,27010,Indiana,18,White,2106-3,Non-Hispanic,2186-5,72,2690467,2.7
,2001,2001,Cervix Uteri,27010,Iowa,19,White,2106-3,Non-Hispanic,2186-5,31,1391605,2.2
,2001,2001,Cervix Uteri,27010,Kansas,20,White,2106-3,Non-Hispanic,2186-5,35,1150208,3
,2001,2001,Cervix Uteri,27010,Kentucky,21,White,2106-3,Non-Hispanic,2186-5,54,1867870,2.9
,2001,2001,Cervix Uteri,27010,Louisiana,22,Black or African American,2054-5,Non-Hispanic,2186-5,36,773660,4.7
,2001,2001,Cervix Uteri,27010,Louisiana,22,White,2106-3,Non-Hispanic,2186-5,29,1434372,2
,2001,2001,Cervix Uteri,27010,Maryland,24,Black or African American,2054-5,Non-Hispanic,2186-5,31,818326,3.8
,2001,2001,Cervix Uteri,27010,Maryland,24,White,2106-3,Non-Hispanic,2186-5,48,1707239,2.8
,2001,2001,Cervix Uteri,27010,Massachusetts,25,White,2106-3,Non-Hispanic,2186-5,53,2742180,1.9
,2001,2001,Cervix Uteri,27010,Michigan,26,Black or African American,2054-5,Non-Hispanic,2186-5,29,765701,3.8
,2001,2001,Cervix Uteri,27010,Michigan,26,White,2106-3,Non-Hispanic,2186-5,94,4023912,2.3
,2001,2001,Cervix Uteri,27010,Minnesota,27,White,2106-3,Non-Hispanic,2186-5,28,2231395,1.3
,2001,2001,Cervix Uteri,27010,Mississippi,28,Black or African American,2054-5,Non-Hispanic,2186-5,21,551768,3.8
,2001,2001,Cervix Uteri,27010,Mississippi,28,White,2106-3,Non-Hispanic,2186-5,20,885809,2.3
,2001,2001,Cervix Uteri,27010,Missouri,29,White,2106-3,Non-Hispanic,2186-5,61,2433968,2.5
,2001,2001,Cervix Uteri,27010,Nebraska,31,White,2106-3,Non-Hispanic,2186-5,17,765822,2.2
,2001,2001,Cervix Uteri,27010,Nevada,32,White,2106-3,Non-Hispanic,2186-5,23,675182,3.4
,2001,2001,Cervix Uteri,27010,New Hampshire,33,White,2106-3,Non-Hispanic,2186-5,16,609449,2.6
,2001,2001,Cervix Uteri,27010,New Jersey,34,Black or African American,2054-5,Non-Hispanic,2186-5,24,609183,3.9
,2001,2001,Cervix Uteri,27010,New Jersey,34,White,2106-3,Non-Hispanic,2186-5,109,2900315,3.8
,2001,2001,Cervix Uteri,27010,New Mexico,35,White,2106-3,Non-Hispanic,2186-5,17,419783,4
,2001,2001,Cervix Uteri,27010,New York,36,Black or African American,2054-5,Non-Hispanic,2186-5,70,1597419,4.4
,2001,2001,Cervix Uteri,27010,New York,36,White,2106-3,Hispanic,2135-2,39,1189792,3.3
,2001,2001,Cervix Uteri,27010,New York,36,White,2106-3,Non-Hispanic,2186-5,159,6148639,2.6
,2001,2001,Cervix Uteri,27010,North Carolina,37,Black or African American,2054-5,Non-Hispanic,2186-5,35,947419,3.7
,2001,2001,Cervix Uteri,27010,North Carolina,37,White,2106-3,Non-Hispanic,2186-5,88,2943144,3
,2001,2001,Cervix Uteri,27010,Ohio,39,Black or African American,2054-5,Non-Hispanic,2186-5,27,714675,3.8
,2001,2001,Cervix Uteri,27010,Ohio,39,White,2106-3,Non-Hispanic,2186-5,130,4933257,2.6
,2001,2001,Cervix Uteri,27010,Oklahoma,40,White,2106-3,Non-Hispanic,2186-5,47,1346013,3.5
,2001,2001,Cervix Uteri,27010,Oregon,41,White,2106-3,Non-Hispanic,2186-5,45,1491764,3
,2001,2001,Cervix Uteri,27010,Pennsylvania,42,Black or African American,2054-5,Non-Hispanic,2186-5,20,663384,3
,2001,2001,Cervix Uteri,27010,Pennsylvania,42,White,2106-3,Non-Hispanic,2186-5,157,5349170,2.9
,2001,2001,Cervix Uteri,27010,South Carolina,45,Black or African American,2054-5,Non-Hispanic,2186-5,24,640050,3.7
,2001,2001,Cervix Uteri,27010,South Carolina,45,White,2106-3,Non-Hispanic,2186-5,44,1376225,3.2
,2001,2001,Cervix Uteri,27010,Tennessee,47,Black or African American,2054-5,Non-Hispanic,2186-5,35,507475,6.9
,2001,2001,Cervix Uteri,27010,Tennessee,47,White,2106-3,Non-Hispanic,2186-5,76,2341205,3.2
,2001,2001,Cervix Uteri,27010,Texas,48,Black or African American,2054-5,Non-Hispanic,2186-5,73,1273770,5.7
,2001,2001,Cervix Uteri,27010,Texas,48,White,2106-3,Hispanic,2135-2,100,3331611,3
,2001,2001,Cervix Uteri,27010,Texas,48,White,2106-3,Non-Hispanic,2186-5,170,5654335,3
,2001,2001,Cervix Uteri,27010,Virginia,51,Black or African American,2054-5,Non-Hispanic,2186-5,31,748037,4.1
,2001,2001,Cervix Uteri,27010,Virginia,51,White,2106-3,Non-Hispanic,2186-5,59,2577030,2.3
,2001,2001,Cervix Uteri,27010,Washington,53,White,2106-3,Non-Hispanic,2186-5,42,2413606,1.7
,2001,2001,Cervix Uteri,27010,West Virginia,54,White,2106-3,Non-Hispanic,2186-5,42,880437,4.8
,2001,2001,Cervix Uteri,27010,Wisconsin,55,White,2106-3,Non-Hispanic,2186-5,51,2395791,2.1
,2002,2002,Cervix Uteri,27010,Alabama,01,Black or African American,2054-5,Non-Hispanic,2186-5,34,629008,5.4
,2002,2002,Cervix Uteri,27010,Alabama,01,White,2106-3,Non-Hispanic,2186-5,42,1611858,2.6
,2002,2002,Cervix Uteri,27010,Arizona,04,White,2106-3,Hispanic,2135-2,17,654258,2.6
,2002,2002,Cervix Uteri,27010,Arizona,04,White,2106-3,Non-Hispanic,2186-5,40,1733671,2.3
,2002,2002,Cervix Uteri,27010,Arkansas,05,Black or African American,2054-5,Non-Hispanic,2186-5,19,225947,8.4
,2002,2002,Cervix Uteri,27010,Arkansas,05,White,2106-3,Non-Hispanic,2186-5,44,1086290,4.1
,2002,2002,Cervix Uteri,27010,California,06,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,48,2231688,2.2
,2002,2002,Cervix Uteri,27010,California,06,Black or African American,2054-5,Non-Hispanic,2186-5,38,1193908,3.2
,2002,2002,Cervix Uteri,27010,California,06,White,2106-3,Hispanic,2135-2,126,5381543,2.3
,2002,2002,Cervix Uteri,27010,California,06,White,2106-3,Non-Hispanic,2186-5,200,8230225,2.4
,2002,2002,Cervix Uteri,27010,Colorado,08,White,2106-3,Non-Hispanic,2186-5,28,1669261,1.7
,2002,2002,Cervix Uteri,27010,Connecticut,09,White,2106-3,Non-Hispanic,2186-5,27,1376696,2
,2002,2002,Cervix Uteri,27010,Florida,12,Black or African American,2054-5,Non-Hispanic,2186-5,63,1299709,4.8
,2002,2002,Cervix Uteri,27010,Florida,12,White,2106-3,Hispanic,2135-2,32,1428914,2.2
,2002,2002,Cervix Uteri,27010,Florida,12,White,2106-3,Non-Hispanic,2186-5,185,5520077,3.4
,2002,2002,Cervix Uteri,27010,Georgia,13,Black or African American,2054-5,Non-Hispanic,2186-5,48,1314924,3.7
,2002,2002,Cervix Uteri,27010,Georgia,13,White,2106-3,Non-Hispanic,2186-5,75,2670009,2.8
,2002,2002,Cervix Uteri,27010,Idaho,16,White,2106-3,Non-Hispanic,2186-5,16,594084,2.7
,2002,2002,Cervix Uteri,27010,Illinois,17,Black or African American,2054-5,Non-Hispanic,2186-5,57,1007751,5.7
,2002,2002,Cervix Uteri,27010,Illinois,17,White,2106-3,Non-Hispanic,2186-5,131,4335064,3
,2002,2002,Cervix Uteri,27010,Indiana,18,White,2106-3,Non-Hispanic,2186-5,67,2689818,2.5
,2002,2002,Cervix Uteri,27010,Iowa,19,White,2106-3,Non-Hispanic,2186-5,37,1385988,2.7
,2002,2002,Cervix Uteri,27010,Kansas,20,White,2106-3,Non-Hispanic,2186-5,29,1148602,2.5
,2002,2002,Cervix Uteri,27010,Kentucky,21,White,2106-3,Non-Hispanic,2186-5,49,1872057,2.6
,2002,2002,Cervix Uteri,27010,Louisiana,22,Black or African American,2054-5,Non-Hispanic,2186-5,37,777434,4.8
,2002,2002,Cervix Uteri,27010,Louisiana,22,White,2106-3,Non-Hispanic,2186-5,32,1433204,2.2
,2002,2002,Cervix Uteri,27010,Maine,23,White,2106-3,Non-Hispanic,2186-5,17,643554,2.6
,2002,2002,Cervix Uteri,27010,Maryland,24,Black or African American,2054-5,Non-Hispanic,2186-5,35,835091,4.2
,2002,2002,Cervix Uteri,27010,Maryland,24,White,2106-3,Non-Hispanic,2186-5,34,1708370,2
,2002,2002,Cervix Uteri,27010,Massachusetts,25,White,2106-3,Non-Hispanic,2186-5,46,2728699,1.7
,2002,2002,Cervix Uteri,27010,Michigan,26,Black or African American,2054-5,Non-Hispanic,2186-5,29,767476,3.8
,2002,2002,Cervix Uteri,27010,Michigan,26,White,2106-3,Non-Hispanic,2186-5,78,4020666,1.9
,2002,2002,Cervix Uteri,27010,Minnesota,27,White,2106-3,Non-Hispanic,2186-5,30,2233723,1.3
,2002,2002,Cervix Uteri,27010,Mississippi,28,Black or African American,2054-5,Non-Hispanic,2186-5,34,553028,6.1
,2002,2002,Cervix Uteri,27010,Mississippi,28,White,2106-3,Non-Hispanic,2186-5,27,884312,3.1
,2002,2002,Cervix Uteri,27010,Missouri,29,Black or African American,2054-5,Non-Hispanic,2186-5,19,350187,5.4
,2002,2002,Cervix Uteri,27010,Missouri,29,White,2106-3,Non-Hispanic,2186-5,66,2438827,2.7
,2002,2002,Cervix Uteri,27010,Nebraska,31,White,2106-3,Non-Hispanic,2186-5,22,764504,2.9
,2002,2002,Cervix Uteri,27010,Nevada,32,White,2106-3,Non-Hispanic,2186-5,18,687127,2.6
,2002,2002,Cervix Uteri,27010,New Hampshire,33,White,2106-3,Non-Hispanic,2186-5,16,613301,2.6
,2002,2002,Cervix Uteri,27010,New Jersey,34,Black or African American,2054-5,Non-Hispanic,2186-5,28,612719,4.6
,2002,2002,Cervix Uteri,27010,New Jersey,34,White,2106-3,Non-Hispanic,2186-5,70,2887245,2.4
,2002,2002,Cervix Uteri,27010,New York,36,Black or African American,2054-5,Non-Hispanic,2186-5,72,1596664,4.5
,2002,2002,Cervix Uteri,27010,New York,36,White,2106-3,Hispanic,2135-2,31,1206382,2.6
,2002,2002,Cervix Uteri,27010,New York,36,White,2106-3,Non-Hispanic,2186-5,174,6124266,2.8
,2002,2002,Cervix Uteri,27010,North Carolina,37,Black or African American,2054-5,Non-Hispanic,2186-5,35,961560,3.6
,2002,2002,Cervix Uteri,27010,North Carolina,37,White,2106-3,Non-Hispanic,2186-5,73,2967762,2.5
,2002,2002,Cervix Uteri,27010,Ohio,39,Black or African American,2054-5,Non-Hispanic,2186-5,29,721808,4
,2002,2002,Cervix Uteri,27010,Ohio,39,White,2106-3,Non-Hispanic,2186-5,147,4922057,3
,2002,2002,Cervix Uteri,27010,Oklahoma,40,White,2106-3,Non-Hispanic,2186-5,41,1344193,3.1
,2002,2002,Cervix Uteri,27010,Oregon,41,White,2106-3,Non-Hispanic,2186-5,42,1502264,2.8
