Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Transmission Category,Cases,Rate per 100000,Population
"HIV prevalence","2017","United States","NA","45-54","Black/African American","Female","All transmission categories","40,954","1471.8","2,782,489"
"HIV prevalence","2017","United States","NA","35-44","Black/African American","Female","All transmission categories","30,175","1101.2","2,740,072"
"HIV prevalence","2017","United States","NA","25-34","Black/African American","Female","All transmission categories","16,155","510.8","3,162,519"
"HIV prevalence","2017","United States","NA","13-24","Black/African American","Female","All transmission categories","4,346","121.1","3,588,524"
"HIV prevalence","2016","United States","NA","65+","Black/African American","Female","All transmission categories","9,604","365.7","2,625,858"
"HIV prevalence","2016","United States","NA","55-64","Black/African American","Female","All transmission categories","28,876","1127.8","2,560,390"
"HIV prevalence","2016","United States","NA","45-54","Black/African American","Female","All transmission categories","41,139","1469.7","2,799,175"
"HIV prevalence","2016","United States","NA","35-44","Black/African American","Female","All transmission categories","31,009","1138.8","2,723,022"
"HIV prevalence","2016","United States","NA","25-34","Black/African American","Female","All transmission categories","16,449","532.0","3,091,757"
"HIV prevalence","2016","United States","NA","13-24","Black/African American","Female","All transmission categories","4,607","126.4","3,644,596"
"HIV prevalence","2015","United States","NA","65+","Black/African American","Female","All transmission categories","8,307","330.3","2,514,633"
"HIV prevalence","2015","United States","NA","55-64","Black/African American","Female","All transmission categories","26,738","1067.1","2,505,596"
"HIV prevalence","2015","United States","NA","45-54","Black/African American","Female","All transmission categories","41,051","1463.2","2,805,560"
"HIV prevalence","2015","United States","NA","35-44","Black/African American","Female","All transmission categories","31,516","1158.1","2,721,360"
"HIV prevalence","2015","United States","NA","25-34","Black/African American","Female","All transmission categories","16,836","559.0","3,011,940"
"HIV prevalence","2015","United States","NA","13-24","Black/African American","Female","All transmission categories","4,927","132.9","3,706,340"
"HIV prevalence","2014","United States","NA","65+","Black/African American","Female","All transmission categories","7,099","294.9","2,407,050"
"HIV prevalence","2014","United States","NA","55-64","Black/African American","Female","All transmission categories","24,554","1007.1","2,438,084"
"HIV prevalence","2014","United States","NA","45-54","Black/African American","Female","All transmission categories","40,520","1436.0","2,821,655"
"HIV prevalence","2014","United States","NA","35-44","Black/African American","Female","All transmission categories","32,352","1194.8","2,707,731"
"HIV prevalence","2014","United States","NA","25-34","Black/African American","Female","All transmission categories","17,380","589.6","2,947,515"
"HIV prevalence","2014","United States","NA","13-24","Black/African American","Female","All transmission categories","5,279","140.4","3,760,722"
"HIV prevalence","2013","United States","NA","65+","Black/African American","Female","All transmission categories","6,131","265.7","2,307,165"
"HIV prevalence","2013","United States","NA","55-64","Black/African American","Female","All transmission categories","22,368","944.4","2,368,570"
"HIV prevalence","2013","United States","NA","45-54","Black/African American","Female","All transmission categories","40,055","1406.5","2,847,901"
"HIV prevalence","2013","United States","NA","35-44","Black/African American","Female","All transmission categories","33,001","1225.0","2,693,930"
"HIV prevalence","2013","United States","NA","25-34","Black/African American","Female","All transmission categories","17,842","617.9","2,887,735"
"HIV prevalence","2013","United States","NA","13-24","Black/African American","Female","All transmission categories","5,642","149.1","3,783,602"
"HIV prevalence","2012","United States","NA","65+","Black/African American","Female","All transmission categories","5,243","236.6","2,215,564"
"HIV prevalence","2012","United States","NA","55-64","Black/African American","Female","All transmission categories","20,181","878.2","2,297,921"
"HIV prevalence","2012","United States","NA","45-54","Black/African American","Female","All transmission categories","39,361","1373.8","2,865,033"
"HIV prevalence","2012","United States","NA","35-44","Black/African American","Female","All transmission categories","33,633","1248.7","2,693,406"
"HIV prevalence","2012","United States","NA","25-34","Black/African American","Female","All transmission categories","18,456","649.8","2,840,297"
"HIV prevalence","2012","United States","NA","13-24","Black/African American","Female","All transmission categories","5,966","157.9","3,778,791"
"HIV prevalence","2011","United States","NA","65+","Black/African American","Female","All transmission categories","4,498","211.5","2,126,792"
"HIV prevalence","2011","United States","NA","55-64","Black/African American","Female","All transmission categories","17,920","808.2","2,217,204"
"HIV prevalence","2011","United States","NA","45-54","Black/African American","Female","All transmission categories","38,426","1333.1","2,882,464"
"HIV prevalence","2011","United States","NA","35-44","Black/African American","Female","All transmission categories","34,212","1268.9","2,696,107"
"HIV prevalence","2011","United States","NA","25-34","Black/African American","Female","All transmission categories","18,965","676.8","2,802,237"
"HIV prevalence","2011","United States","NA","13-24","Black/African American","Female","All transmission categories","6,243","165.6","3,769,094"
"HIV prevalence","2010","United States","NA","65+","Black/African American","Female","All transmission categories","3,945","190.5","2,071,080"
"HIV prevalence","2010","United States","NA","55-64","Black/African American","Female","All transmission categories","15,767","746.2","2,112,857"
"HIV prevalence","2010","United States","NA","45-54","Black/African American","Female","All transmission categories","36,979","1283.7","2,880,567"
"HIV prevalence","2010","United States","NA","35-44","Black/African American","Female","All transmission categories","34,873","1281.1","2,722,168"
"HIV prevalence","2010","United States","NA","25-34","Black/African American","Female","All transmission categories","19,538","708.0","2,759,707"
"HIV prevalence","2010","United States","NA","13-24","Black/African American","Female","All transmission categories","6,289","167.5","3,754,088"
"HIV prevalence","2009","United States","NA","65+","Black/African American","Female","All transmission categories","3,450","170.3","2,025,985"
"HIV prevalence","2009","United States","NA","55-64","Black/African American","Female","All transmission categories","13,678","700.0","1,954,023"
"HIV prevalence","2009","United States","NA","45-54","Black/African American","Female","All transmission categories","35,066","1249.2","2,807,124"
"HIV prevalence","2009","United States","NA","35-44","Black/African American","Female","All transmission categories","35,389","1291.0","2,741,281"
"HIV prevalence","2009","United States","NA","25-34","Black/African American","Female","All transmission categories","19,900","706.6","2,816,286"
"HIV prevalence","2009","United States","NA","13-24","Black/African American","Female","All transmission categories","6,376","170.8","3,732,877"
"HIV prevalence","2008","United States","NA","65+","Black/African American","Female","All transmission categories","3,031","152.8","1,984,287"
"HIV prevalence","2008","United States","NA","55-64","Black/African American","Female","All transmission categories","11,852","635.4","1,865,154"
"HIV prevalence","2008","United States","NA","45-54","Black/African American","Female","All transmission categories","32,994","1192.5","2,766,817"
"HIV prevalence","2008","United States","NA","35-44","Black/African American","Female","All transmission categories","35,692","1280.4","2,787,542"
"HIV prevalence","2008","United States","NA","25-34","Black/African American","Female","All transmission categories","20,623","743.2","2,775,036"
"HIV prevalence","2008","United States","NA","13-24","Black/African American","Female","All transmission categories","6,356","170.4","3,729,606"
