insurance_status,state_name,state_fips,bene_yes,bene_no,total_bene,bene_yes_pct,bene_yes_pct_lcl,bene_yes_pct_ucl,age_adjusted_pct,age_adjusted_pct_lcl,age_adjusted_pct_ucl
"Don´t know, refused or missing
insurance response",California,6,35,13,48,73.7866583712464,56.7456466494335,90.8276700930593,74.4379873552588,59.4017635677613,89.4742111427564
"Have some form of insurance",Colorado,8,1287,458,1745,73.0864557538465,70.1332897836563,76.0396217240368,73.5107982347586,68.5643739106524,78.4572225588648
"Do not have some form of health
insurance",Colorado,8,24,44,68,30.0074723308407,18.783152384436,41.2317922772455,.,.,.
"Don´t know, refused or missing
insurance response",Colorado,8,21,24,45,49.9416872547086,34.9439269899446,64.9394475194727,46.2947988164508,25.5270166797311,67.0625809531706
"Have some form of insurance",Connecticut,9,1709,382,2091,82.1402324522432,79.5683840101324,84.7120808943541,82.550350534728,78.4369282668883,86.6637728025676
"Do not have some form of health
insurance",Connecticut,9,24,22,46,64.2530557203711,45.9352071546241,82.5709042861182,75.6174658590508,60.3760242578618,90.8589074602398
"Don´t know, refused or missing
insurance response",Connecticut,9,46,12,58,80.1826267434331,66.3005534308553,94.0647000560109,74.6878809062703,59.6843264081249,89.6914354044156
"Have some form of insurance",Delaware,10,788,210,998,80.1096153543983,76.992786842478,83.2264438663185,79.7914121832599,74.7060042535781,84.8768201129418
"Do not have some form of health
insurance",Delaware,10,14,6,20,68.2790389065025,35.8586451698947,100,79.2497435033727,52.5347829615447,100
"Don´t know, refused or missing
insurance response",Delaware,10,20,5,25,72.6567749657423,43.279172261327,100,74.8236106508052,44.4934014097515,100
"Have some form of insurance","District of
Columbia",11,492,139,631,77.3638665505491,72.7689279183568,81.9588051827414,76.6149292187613,69.3982614675771,83.8315969699455
"Do not have some form of health
insurance","District of
Columbia",11,0,3,3,.,.,.,.,.,.
"Don´t know, refused or missing
insurance response","District of
Columbia",11,20,6,26,85.5192062947935,71.2229310600677,99.8154815295194,86.3126408884387,56.444599851135,100
"Have some form of insurance",Florida,12,2295,657,2952,78.7913829380566,75.7259186242398,81.8568472518735,78.3075996510725,73.1356178446171,83.4795814575278
"Do not have some form of health
insurance",Florida,12,55,83,138,49.2920298212054,35.5743272206046,63.0097324218063,55.3912985410119,42.8596340382278,67.922963043796
"Don´t know, refused or missing
insurance response",Florida,12,73,16,89,90.8594652811111,88.0390353482958,93.6798952139264,90.1156639965421,88.4115679569388,91.8197600361453
"Have some form of insurance",Georgia,13,1602,406,2008,78.7494180576066,76.0468531742531,81.4519829409601,78.562014014279,74.3525871854081,82.7714408431498
"Do not have some form of health
insurance",Georgia,13,46,74,120,44.5662087810974,33.6752955960158,55.457121966179,50.294213686072,40.3891540082991,60.1992733638449
"Don´t know, refused or missing
insurance response",Georgia,13,56,17,73,76.933692372924,57.6202002639932,96.2471844818548,78.9459938723198,69.1313078889619,88.7606798556776
"Have some form of insurance",Hawaii,15,1392,375,1767,78.6588147669344,75.8056729784925,81.5119565553763,78.2518905087365,73.5490195457263,82.9547614717467
"Do not have some form of health
insurance",Hawaii,15,10,11,21,50.2057487746209,23.8674578951436,76.5440396540981,.,.,.
"Don´t know, refused or missing
insurance response",Hawaii,15,13,1,14,96.3837561433901,87.9057868540497,100,97.3696244992007,97.3696244992007,97.3696244992007
"Have some form of insurance",Idaho,16,899,371,1270,70.3762140200904,67.4297265830122,73.3227014571687,69.7382774763634,64.9285046189384,74.5480503337884
"Do not have some form of health
insurance",Idaho,16,16,34,50,34.5321541679471,18.6133955731035,50.4509127627908,50.9180875380434,37.4786135789652,64.3575614971216
"Don´t know, refused or missing
insurance response",Idaho,16,18,14,32,46.3093369889049,24.4571058820985,68.1615680957113,41.5622212615249,22.8693195004793,60.2551230225705
"Have some form of insurance",Illinois,17,567,179,746,74.7058872069545,70.3986341493945,79.0131402645144,75.4241962418058,68.7997383495864,82.0486541340251
"Do not have some form of health
insurance",Illinois,17,14,26,40,.,.,.,.,.,.
"Don´t know, refused or missing
insurance response",Illinois,17,11,2,13,83.6076262601927,50.4596520823142,100,93.2190853062735,86.3188301304955,100
"Have some form of insurance",Indiana,18,1749,462,2211,78.8965914513639,76.8453941861066,80.9477887166212,79.0973768198126,75.7431999849773,82.4515536546479
"Do not have some form of health
insurance",Indiana,18,20,37,57,41.8944627705927,29.1905899916689,54.5983355495165,44.1145677592874,31.8768594023132,56.3522761162616
"Don´t know, refused or missing
insurance response",Indiana,18,96,17,113,83.6233403037099,75.5238196582794,91.7228609491404,81.7654725381856,69.9249775567434,93.6059675196277
"Have some form of insurance",Iowa,19,1524,350,1874,80.3789146937101,77.9982777933645,82.7595515940558,80.6106546790363,76.7878754138309,84.4334339442416
"Do not have some form of health
insurance",Iowa,19,17,23,40,42.9225229478579,27.8634856422768,57.9815602534391,32.8245300087135,29.3627913897116,36.2862686277153
"Don´t know, refused or missing
insurance response",Iowa,19,36,7,43,78.5995517212869,63.3587097774523,93.8403936651214,82.2244472738267,65.9000549561145,98.548839591539
"Have some form of insurance",Kansas,20,1907,553,2460,76.4907837248431,74.2319887712898,78.7495786783965,76.5042664610886,72.8456909351071,80.1628419870701
"Do not have some form of health
insurance",Kansas,20,25,65,90,34.0861160591875,17.5674450297084,50.6047870886666,33.9097515117897,15.7677987382806,52.0517042852988
"Don´t know, refused or missing
insurance response",Kansas,20,38,16,54,67.619231784,54.3135140599992,80.9249495080008,59.6325000922333,44.7131270269981,74.5518731574685
"Have some form of insurance",Kentucky,21,707,231,938,73.974834911856,69.8680800819492,78.0815897417628,73.4086324582783,66.6803629042455,80.1369020123111
"Do not have some form of health
insurance",Kentucky,21,8,7,15,.,.,.,.,.,.
"Don´t know, refused or missing
insurance response",Kentucky,21,8,9,17,49.1485060357957,6.58186341846547,91.7151486531258,49.434585595415,38.0848573886216,60.7843138022083
"Have some form of insurance",Louisiana,22,1063,225,1288,83.0413203964825,80.5404780600265,85.5421627329386,83.6605184185251,79.6162339238584,87.7048029131918
"Do not have some form of health
insurance",Louisiana,22,13,15,28,43.6031116542029,30.7516991035605,56.4545242048452,69.4551120563602,61.9278530833357,76.9823710293848
"Don´t know, refused or missing
insurance response",Louisiana,22,33,9,42,83.7482861186575,71.2165842815096,96.2799879558054,81.1806136095808,63.7614163269128,98.5998108922488
"Have some form of insurance",Maine,23,2367,501,2868,82.7962383265603,80.8517663635149,84.7407102896057,82.7788332863607,79.6627712531409,85.8948953195806
"Do not have some form of health
insurance",Maine,23,30,43,73,37.2288791862083,28.942266067703,45.5154923047137,42.760650001748,33.2335328311511,52.2877671723449
"Don´t know, refused or missing
insurance response",Maine,23,30,8,38,81.8568224178649,72.2097023786553,91.5039424570744,83.1312635844569,71.7945935954097,94.4679335735041
"Have some form of insurance",Maryland,24,3108,683,3791,83.8467581730271,82.0946087982259,85.5989075478283,83.9644685961763,81.1518888781586,86.7770483141939
"Do not have some form of health
insurance",Maryland,24,27,38,65,41.1141629181827,25.5767998725481,56.6515259638173,42.213631603347,20.5650766185613,63.8621865881327
"Don´t know, refused or missing
insurance response",Maryland,24,75,24,99,83.1635027870718,72.2767614764218,94.0502440977217,83.1645460984682,66.0614788371134,100
"Have some form of insurance",Massachusetts,25,1961,319,2280,85.1560373538338,83.0818301896873,87.2302445179804,85.1510314747071,81.654903249871,88.6471596995432
"Do not have some form of health
insurance",Massachusetts,25,6,9,15,.,.,.,.,.,.
"Don´t know, refused or missing
insurance response",Massachusetts,25,32,9,41,83.6671873860385,71.8165367637676,95.5178380083094,86.5610033748291,73.9425159953589,99.1794907542992
"Have some form of insurance",Michigan,26,1899,479,2378,78.755844291994,76.6511467642264,80.8605418197616,79.3320170726108,76.0420774432777,82.6219567019438
"Do not have some form of health
insurance",Michigan,26,11,29,40,28.4855213010398,18.9191697527816,38.051872849298,58.1962565271078,50.4699578376021,65.9225552166135
"Don´t know, refused or missing
insurance response",Michigan,26,65,17,82,84.9755740143068,77.1846519308481,92.7664960977655,86.5144410118359,75.7009526135572,97.3279294101147
"Have some form of insurance",Minnesota,27,2992,697,3689,80.4716605138294,78.6624033033226,82.2809177243362,80.6686769853473,77.6983217989023,83.6390321717922
"Do not have some form of health
insurance",Minnesota,27,26,35,61,45.2950184501206,30.0037550360884,60.5862818641528,53.0513064053891,37.2058306680166,68.8967821427617
"Don´t know, refused or missing
insurance response",Minnesota,27,60,22,82,71.1314534163183,57.6670654494014,84.5958413832353,69.4672752258799,45.3636379828284,93.5709124689313
"Have some form of insurance",Mississippi,28,706,199,905,75.7656322582639,71.8656510346078,79.6656134819199,76.0321282953778,69.7279854979625,82.3362710927931
"Do not have some form of health
insurance",Mississippi,28,12,31,43,.,.,.,.,.,.
"Don´t know, refused or missing
insurance response",Mississippi,28,21,10,31,58.3884225113015,23.4046152789136,93.3722297436893,49.5442422233207,22.4972074127803,76.591277033861
"Have some form of insurance",Missouri,29,1240,337,1577,77.0225165319269,74.0797688202057,79.9652642436482,77.8196033004502,73.2483850232991,82.3908215776013
"Do not have some form of health
insurance",Missouri,29,18,39,57,34.1998045664365,20.9578641092445,47.4417450236286,35.3288529679152,23.3343684326315,47.323337503199
"Don´t know, refused or missing
insurance response",Missouri,29,17,14,31,52.0543185717189,24.1485447778754,79.9600923655624,83.7179467773261,75.9370076301285,91.4988859245237
"Have some form of insurance",Montana,30,1171,348,1519,76.3583714879935,73.6273516559136,79.0893913200735,76.5785296494568,72.16070655617,80.9963527427436
"Do not have some form of health
insurance",Montana,30,17,30,47,25.5938501966584,14.510498162463,36.6772022308538,.,.,.
"Don´t know, refused or missing
insurance response",Montana,30,21,9,30,64.4354325900671,43.2775044267652,85.5933607533691,49.8669907671657,34.9898382821234,64.744143252208
"Have some form of insurance",Nebraska,31,1258,380,1638,77.7215516200092,75.0506148996169,80.3924883404014,77.9515767544383,73.6852861927921,82.2178673160844
"Do not have some form of health
insurance",Nebraska,31,20,25,45,51.1871019646097,41.7312942446292,60.6429096845901,56.6762511489532,49.1534507751041,64.1990515228023
"Don´t know, refused or missing
insurance response",Nebraska,31,29,9,38,73.567583450725,59.4216714065821,87.7134954948679,75.4087387207974,52.6174448729611,98.2000325686337
"Have some form of insurance",Nevada,32,477,178,655,71.5954060280797,66.3688544537634,76.821957602396,71.6726139277031,63.185234729452,80.1599931259543
"Do not have some form of health
insurance",Nevada,32,18,17,35,58.2123608855206,33.6839357573518,82.7407860136893,52.9277900458986,35.5594883157028,70.2960917760944
"Don´t know, refused or missing
insurance response",Nevada,32,13,4,17,67.6797315900363,49.8888362839606,85.470626896112,87.2012254915615,85.1558417129873,89.2466092701356
"Have some form of insurance","New Hampshire",33,1476,326,1802,81.4973232780408,79.2046706463289,83.7899759097527,81.5175005997567,77.8940395104105,85.1409616891029
"Do not have some form of health
insurance","New Hampshire",33,12,17,29,48.780933064797,29.5270639427712,68.0348021868228,58.5373474957864,48.9483776509505,68.1263173406222
"Don´t know, refused or missing
insurance response","New Hampshire",33,22,11,33,76.0857691307063,57.2787799997148,94.8927582616977,75.7160826073878,57.7239107884551,93.7082544263205
"Have some form of insurance","New Jersey",34,1167,330,1497,76.467256598049,73.2348124991153,79.6997006969827,76.5254555172335,71.3290082289147,81.7219028055523
"Do not have some form of health
insurance","New Jersey",34,18,20,38,45.9568340355041,28.3482190178284,63.5654490531798,32.1256782096171,16.4702400645185,47.7811163547158
"Don´t know, refused or missing
insurance response","New Jersey",34,44,11,55,85.2600425576037,77.7373781438159,92.7827069713914,85.8824665259582,75.5105540370284,96.2543790148881
"Have some form of insurance","New Mexico",35,829,325,1154,71.6731227177837,67.8937351793351,75.4525102562324,71.0347641090576,64.9027136450218,77.1668145730934
"Do not have some form of health
insurance","New Mexico",35,19,33,52,36.2075356489109,17.5947581351781,54.8203131626437,.,.,.
"Don´t know, refused or missing
insurance response","New Mexico",35,9,6,15,67.9520947420316,58.7833142264916,77.1208752575715,57.3490098991677,50.510455913125,64.1875638852105
"Have some form of insurance","New York",36,2990,695,3685,79.6516227487258,77.4489205406118,81.8543249568398,79.4616603780709,75.8060336325665,83.1172871235752
"Do not have some form of health
insurance","New York",36,32,32,64,50.4580133164249,37.4497173648038,63.466309268046,57.9758968616775,45.3252374954987,70.6265562278562
"Don´t know, refused or missing
insurance response","New York",36,112,27,139,81.2413748253811,73.2465638040262,89.236185846736,78.6538684270355,69.8836307521058,87.4241061019653
"Have some form of insurance","North Carolina",37,777,170,947,80.0354693281943,76.0574041419774,84.0135345144112,79.8403021113008,72.9408819330252,86.7397222895763
"Do not have some form of health
insurance","North Carolina",37,16,17,33,52.0912230757392,32.6382219998842,71.5442241515943,71.7505967073294,56.2354191222206,87.2657742924383
"Don´t know, refused or missing
insurance response","North Carolina",37,7,2,9,79.044371104877,0,100,.,.,.
"Have some form of insurance","North Dakota",38,709,176,885,80.5988212377518,77.5996497290505,83.5979927464532,80.7674112678746,76.0498547564014,85.4849677793479
"Do not have some form of health
insurance","North Dakota",38,1,7,8,.,.,.,.,.,.
"Don´t know, refused or missing
insurance response","North Dakota",38,12,0,12,100,100,100,100,100,100
"Have some form of insurance",Ohio,39,2881,835,3716,76.5470963081417,74.4626134205582,78.6315791957252,76.7912188819904,73.4810556253885,80.1013821385923
"Do not have some form of health
insurance",Ohio,39,32,50,82,42.5846856836809,24.3304367184299,60.8389346489319,58.9558837591647,42.1569690350973,75.7547984832321
"Don´t know, refused or missing
insurance response",Ohio,39,78,29,107,67.3328916360927,55.8027702505796,78.8630130216058,62.0508767674449,44.9993597754955,79.1023937593943
"Have some form of insurance",Oklahoma,40,862,319,1181,72.7030432462499,69.7273773521951,75.6787091403046,72.1018106787285,67.2209719758259,76.9826493816311
"Do not have some form of health
insurance",Oklahoma,40,7,41,48,.,.,.,.,.,.
"Don´t know, refused or missing
insurance response",Oklahoma,40,13,8,21,51.072824750218,38.8960848137926,63.2495646866434,41.0796134043976,37.4433320972403,44.715894711555
"Have some form of insurance",Oregon,41,975,254,1229,78.7466752095985,75.7302491804608,81.7631012387362,78.8151047331848,73.9826133943259,83.6475960720438
"Do not have some form of health
insurance",Oregon,41,6,16,22,.,.,.,.,.,.
"Don´t know, refused or missing
insurance response",Oregon,41,15,2,17,89.8066781676477,74.8597156995212,100,87.0816439281923,62.0815302941434,100
"Have some form of insurance",Pennsylvania,42,809,182,991,77.8064601177552,74.2082855587027,81.4046346768078,77.3761850067637,71.592024252795,83.1603457607324
"Do not have some form of health
insurance",Pennsylvania,42,7,14,21,.,.,.,.,.,.
"Don´t know, refused or missing
insurance response",Pennsylvania,42,11,6,17,.,.,.,.,.,.
"Have some form of insurance","Rhode Island",44,1231,191,1422,86.7918869329539,84.5567131967336,89.0270606691742,86.7246010011287,83.1694784569177,90.2797235453397
"Do not have some form of health
insurance","Rhode Island",44,11,13,24,62.7182018785495,42.0489684641939,83.3874352929051,61.5073748487009,32.7112373711066,90.3035123262953
"Don´t know, refused or missing
insurance response","Rhode Island",44,38,13,51,78.7394250337306,65.9949890843846,91.4838609830767,81.6108827138738,63.6992682706852,99.5224971570625
"Have some form of insurance","South Carolina",45,1859,438,2297,81.4966589340234,79.5416037215859,83.4517141464609,81.4359415959782,78.2835028960946,84.5883802958619
"Do not have some form of health
insurance","South Carolina",45,38,48,86,37.340645784967,27.0264066347869,47.6548849351472,43.5940111847951,35.012843231622,52.1751791379682
"Don´t know, refused or missing
insurance response","South Carolina",45,78,21,99,79.9923840561555,71.9311615743318,88.0536065379792,79.0570862995085,64.4872523487984,93.6269202502186
"Have some form of insurance","South Dakota",46,1327,352,1679,72.5622904435084,64.7272781461496,80.3973027408673,74.552723257091,64.5718665416578,84.5335799725242
"Do not have some form of health
insurance","South Dakota",46,13,19,32,36.7727671517428,22.9565726896778,50.5889616138078,70.6454782940218,65.0313184708641,76.2596381171796
"Don´t know, refused or missing
insurance response","South Dakota",46,23,4,27,93.5886555444924,91.8590802423059,95.3182308466788,95.4309680027124,94.8373182392602,96.0246177661646
"Have some form of insurance",Tennessee,47,850,229,1079,77.7667901131978,74.3582191047345,81.1753611216611,77.825899597249,72.2894658561005,83.3623333383974
"Do not have some form of health
insurance",Tennessee,47,18,38,56,26.5732665182681,14.4061465164751,38.7403865200611,23.9271937441616,14.6646292251501,33.1897582631731
"Don´t know, refused or missing
insurance response",Tennessee,47,29,16,45,76.2235305117099,61.8941029225386,90.5529581008812,75.2413599985908,62.7655200083895,87.7171999887922
"Have some form of insurance",Texas,48,1954,545,2499,78.3832587963776,75.4834261565849,81.2830914361703,78.8168043352991,74.3774645685261,83.2561441020722
"Do not have some form of health
insurance",Texas,48,74,139,213,31.4116627438786,19.679280173659,43.1440453140982,27.9455426719487,16.9816481377175,38.9094372061799
"Don´t know, refused or missing
insurance response",Texas,48,83,29,112,74.6775460829336,67.3228590936736,82.0322330721936,73.3767393693995,65.0253788056324,81.7280999331666
"Have some form of insurance",Utah,49,1245,422,1667,76.4454301982993,73.8310059122131,79.0598544843855,77.2939265409147,73.3231547499177,81.2646983319117
"Do not have some form of health
insurance",Utah,49,32,40,72,46.6969867012213,32.6208786796436,60.7730947227989,49.1701886849744,32.1675627355578,66.1728146343911
"Don´t know, refused or missing
insurance response",Utah,49,23,15,38,46.7285288995475,28.6972798521413,64.7597779469538,46.7373773061276,26.4525605953988,67.0221940168565
"Have some form of insurance",Vermont,50,1722,465,2187,76.0971289230612,73.5594834429295,78.634774403193,75.5287595191735,71.1681567245502,79.8893623137969
"Do not have some form of health
insurance",Vermont,50,11,19,30,44.4096695061752,23.3278174075937,65.4915216047566,38.855344334438,27.1547501505471,50.5559385183289
"Don´t know, refused or missing
insurance response",Vermont,50,36,10,46,73.9688512406795,60.1198630960989,87.8178393852601,72.5784286537223,51.9060996543638,93.2507576530807
"Have some form of insurance",Virginia,51,2038,494,2532,78.6804922183163,76.3247716900534,81.0362127465791,79.0019964967767,75.5098593227942,82.4941336707593
"Do not have some form of health
insurance",Virginia,51,16,28,44,30.6508841817243,15.5518837350097,45.749884628439,58.96054456905,50.1931650590207,67.7279240790793
"Don´t know, refused or missing
insurance response",Virginia,51,38,16,54,64.2069626105001,51.3187952304561,77.095129990544,70.285331138888,59.752677865331,80.817984412445
"Have some form of insurance",Washington,53,4432,1364,5796,76.2619735950757,74.7564774483716,77.7674697417798,76.4983090127493,74.1018778772326,78.894740148266
"Do not have some form of health
insurance",Washington,53,50,79,129,42.1939310694013,32.1948750539171,52.1929870848855,46.6673623118727,30.77679500772,62.5579296160254
"Don´t know, refused or missing
insurance response",Washington,53,95,37,132,75.1454370426722,65.675342413931,84.6155316714133,75.5992340850115,61.2682185374761,89.9302496325469
"Have some form of insurance","West Virginia",54,1045,270,1315,78.1295945529087,75.4257146053529,80.8334745004646,78.275607307302,73.9020238200326,82.6491907945713
"Do not have some form of health
insurance","West Virginia",54,5,26,31,.,.,.,.,.,.
"Don´t know, refused or missing
insurance response","West Virginia",54,21,9,30,65.8766744900726,44.1623493526613,87.5909996274839,65.9780160500318,36.7523694666897,95.2036626333739
"Have some form of insurance",Wisconsin,55,2178,453,2631,83.1518055388115,81.2783810761842,85.0252300014388,83.3958938062411,80.3935805119392,86.398207100543
"Do not have some form of health
insurance",Wisconsin,55,21,25,46,42.5391213778624,27.0604003483169,58.0178424074079,34.0053895115065,19.9332856369761,48.0774933860369
"Don´t know, refused or missing
insurance response",Wisconsin,55,48,12,60,74.4212279635623,57.9595253630945,90.8829305640301,77.2719131552087,71.1523694986083,83.3914568118092
"Have some form of insurance",Wyoming,56,673,288,961,67.7236283798958,64.2756037428251,71.1716530169666,67.6749669983774,61.9753201024632,73.3746138942917
"Do not have some form of health
insurance",Wyoming,56,18,39,57,36.9046849165263,21.4402130789284,52.3691567541241,38.7838931900395,17.1373704194256,60.4304159606535
"Don´t know, refused or missing
insurance response",Wyoming,56,15,10,25,53.343824519979,25.5954707063382,81.0921783336197,63.4931147080869,32.8735376847654,94.1126917314084
