Period,ST_NAME,NAME,Intent,Count,Rate,TTM_Date_Range,GEOID
TTM,Alaska,Wrangell City and Borough,FA_Homicide,0,0,"January, 2024 to December, 2024",02275
TTM,Alaska,Yakutat City and Borough,FA_Homicide,0,0,"January, 2024 to December, 2024",02282
TTM,Alaska,Yukon-Koyukuk Census Area,FA_Homicide,1-9,-999,"January, 2024 to December, 2024",02290
TTM,Arizona,Apache County,FA_Homicide,10,15.4,"January, 2024 to December, 2024",04001
TTM,Arizona,Cochise County,FA_Homicide,1-9,4.1,"January, 2024 to December, 2024",04003
TTM,Arizona,Coconino County,FA_Homicide,13,9,"January, 2024 to December, 2024",04005
TTM,Arizona,Gila County,FA_Homicide,1-9,3.5,"January, 2024 to December, 2024",04007
TTM,Arizona,Graham County,FA_Homicide,1-9,3.3,"January, 2024 to December, 2024",04009
TTM,Arizona,Greenlee County,FA_Homicide,0,0,"January, 2024 to December, 2024",04011
TTM,Arizona,La Paz County,FA_Homicide,1-9,5.5,"January, 2024 to December, 2024",04012
TTM,Arizona,Maricopa County,FA_Homicide,183,4,"January, 2024 to December, 2024",04013
TTM,Arizona,Mohave County,FA_Homicide,1-9,3.4,"January, 2024 to December, 2024",04015
TTM,Arizona,Navajo County,FA_Homicide,1-9,4,"January, 2024 to December, 2024",04017
TTM,Arizona,Pima County,FA_Homicide,64,6,"January, 2024 to December, 2024",04019
TTM,Arizona,Pinal County,FA_Homicide,20,4.1,"January, 2024 to December, 2024",04021
TTM,Arizona,Santa Cruz County,FA_Homicide,0,0,"January, 2024 to December, 2024",04023
TTM,Arizona,Yavapai County,FA_Homicide,1-9,2.4,"January, 2024 to December, 2024",04025
TTM,Arizona,Yuma County,FA_Homicide,1-9,1.7,"January, 2024 to December, 2024",04027
TTM,Arkansas,Arkansas County,FA_Homicide,0,0,"January, 2024 to December, 2024",05001
TTM,Arkansas,Ashley County,FA_Homicide,0,0,"January, 2024 to December, 2024",05003
TTM,Arkansas,Baxter County,FA_Homicide,1-9,3.3,"January, 2024 to December, 2024",05005
TTM,Arkansas,Benton County,FA_Homicide,1-9,1.2,"January, 2024 to December, 2024",05007
TTM,Arkansas,Boone County,FA_Homicide,1-9,2.5,"January, 2024 to December, 2024",05009
TTM,Arkansas,Bradley County,FA_Homicide,0,0,"January, 2024 to December, 2024",05011
TTM,Arkansas,Calhoun County,FA_Homicide,1-9,14.4,"January, 2024 to December, 2024",05013
TTM,Arkansas,Carroll County,FA_Homicide,1-9,4.3,"January, 2024 to December, 2024",05015
TTM,Arkansas,Chicot County,FA_Homicide,1-9,14.6,"January, 2024 to December, 2024",05017
TTM,Arkansas,Clark County,FA_Homicide,0,0,"January, 2024 to December, 2024",05019
TTM,Arkansas,Clay County,FA_Homicide,0,0,"January, 2024 to December, 2024",05021
TTM,Arkansas,Cleburne County,FA_Homicide,0,0,"January, 2024 to December, 2024",05023
TTM,Arkansas,Cleveland County,FA_Homicide,1-9,13.1,"January, 2024 to December, 2024",05025
TTM,Arkansas,Columbia County,FA_Homicide,1-9,7.2,"January, 2024 to December, 2024",05027
TTM,Arkansas,Conway County,FA_Homicide,0,0,"January, 2024 to December, 2024",05029
TTM,Arkansas,Craighead County,FA_Homicide,1-9,6.7,"January, 2024 to December, 2024",05031
TTM,Arkansas,Crawford County,FA_Homicide,0,0,"January, 2024 to December, 2024",05033
TTM,Arkansas,Crittenden County,FA_Homicide,12,25.5,"January, 2024 to December, 2024",05035
TTM,Arkansas,Cross County,FA_Homicide,1-9,7.6,"January, 2024 to December, 2024",05037
TTM,Arkansas,Dallas County,FA_Homicide,0,0,"January, 2024 to December, 2024",05039
TTM,Arkansas,Desha County,FA_Homicide,1-9,14.7,"January, 2024 to December, 2024",05041
TTM,Arkansas,Drew County,FA_Homicide,1-9,10.3,"January, 2024 to December, 2024",05043
TTM,Arkansas,Faulkner County,FA_Homicide,1-9,2.8,"January, 2024 to December, 2024",05045
TTM,Arkansas,Franklin County,FA_Homicide,0,0,"January, 2024 to December, 2024",05047
TTM,Arkansas,Fulton County,FA_Homicide,0,0,"January, 2024 to December, 2024",05049
TTM,Arkansas,Garland County,FA_Homicide,1-9,6.4,"January, 2024 to December, 2024",05051
TTM,Arkansas,Grant County,FA_Homicide,1-9,6.7,"January, 2024 to December, 2024",05053
TTM,Arkansas,Greene County,FA_Homicide,0,0,"January, 2024 to December, 2024",05055
TTM,Arkansas,Hempstead County,FA_Homicide,1-9,6.4,"January, 2024 to December, 2024",05057
TTM,Arkansas,Hot Spring County,FA_Homicide,1-9,6.8,"January, 2024 to December, 2024",05059
TTM,Arkansas,Howard County,FA_Homicide,1-9,5,"January, 2024 to December, 2024",05061
TTM,Arkansas,Independence County,FA_Homicide,0,0,"January, 2024 to December, 2024",05063
TTM,Arkansas,Izard County,FA_Homicide,0,0,"January, 2024 to December, 2024",05065
TTM,Arkansas,Jackson County,FA_Homicide,0,0,"January, 2024 to December, 2024",05067
TTM,Arkansas,Jefferson County,FA_Homicide,22,34.6,"January, 2024 to December, 2024",05069
TTM,Arkansas,Johnson County,FA_Homicide,1-9,2.5,"January, 2024 to December, 2024",05071
TTM,Arkansas,Lafayette County,FA_Homicide,0,0,"January, 2024 to December, 2024",05073
TTM,Arkansas,Lawrence County,FA_Homicide,0,0,"January, 2024 to December, 2024",05075
TTM,Arkansas,Lee County,FA_Homicide,1-9,17.8,"January, 2024 to December, 2024",05077
TTM,Arkansas,Lincoln County,FA_Homicide,1-9,9.4,"January, 2024 to December, 2024",05079
TTM,Arkansas,Little River County,FA_Homicide,0,0,"January, 2024 to December, 2024",05081
TTM,Arkansas,Logan County,FA_Homicide,0,0,"January, 2024 to December, 2024",05083
TTM,Arkansas,Lonoke County,FA_Homicide,1-9,3.4,"January, 2024 to December, 2024",05085
TTM,Arkansas,Madison County,FA_Homicide,0,0,"January, 2024 to December, 2024",05087
TTM,Arkansas,Marion County,FA_Homicide,0,0,"January, 2024 to December, 2024",05089
TTM,Arkansas,Miller County,FA_Homicide,1-9,5.8,"January, 2024 to December, 2024",05091
TTM,Arkansas,Mississippi County,FA_Homicide,1-9,13.4,"January, 2024 to December, 2024",05093
TTM,Arkansas,Monroe County,FA_Homicide,1-9,16.5,"January, 2024 to December, 2024",05095
TTM,Arkansas,Montgomery County,FA_Homicide,0,0,"January, 2024 to December, 2024",05097
TTM,Arkansas,Nevada County,FA_Homicide,0,0,"January, 2024 to December, 2024",05099
TTM,Arkansas,Newton County,FA_Homicide,0,0,"January, 2024 to December, 2024",05101
TTM,Arkansas,Ouachita County,FA_Homicide,1-9,13.6,"January, 2024 to December, 2024",05103
TTM,Arkansas,Perry County,FA_Homicide,0,0,"January, 2024 to December, 2024",05105
TTM,Arkansas,Phillips County,FA_Homicide,1-9,31.4,"January, 2024 to December, 2024",05107
TTM,Arkansas,Pike County,FA_Homicide,0,0,"January, 2024 to December, 2024",05109
TTM,Arkansas,Poinsett County,FA_Homicide,1-9,6.3,"January, 2024 to December, 2024",05111
TTM,Arkansas,Polk County,FA_Homicide,1-9,4.2,"January, 2024 to December, 2024",05113
TTM,Arkansas,Pope County,FA_Homicide,0,0,"January, 2024 to December, 2024",05115
TTM,Arkansas,Prairie County,FA_Homicide,1-9,8.800000000000001,"January, 2024 to December, 2024",05117
TTM,Arkansas,Pulaski County,FA_Homicide,60,15,"January, 2024 to December, 2024",05119
TTM,Arkansas,Randolph County,FA_Homicide,1-9,7.5,"January, 2024 to December, 2024",05121
TTM,Arkansas,St. Francis County,FA_Homicide,1-9,16.7,"January, 2024 to December, 2024",05123
TTM,Arkansas,Saline County,FA_Homicide,1-9,4.5,"January, 2024 to December, 2024",05125
TTM,Arkansas,Scott County,FA_Homicide,1-9,3.9,"January, 2024 to December, 2024",05127
TTM,Arkansas,Searcy County,FA_Homicide,0,0,"January, 2024 to December, 2024",05129
TTM,Arkansas,Sebastian County,FA_Homicide,0,0,"January, 2024 to December, 2024",05131
TTM,Arkansas,Sevier County,FA_Homicide,0,0,"January, 2024 to December, 2024",05133
TTM,Arkansas,Sharp County,FA_Homicide,0,0,"January, 2024 to December, 2024",05135
TTM,Arkansas,Stone County,FA_Homicide,1-9,3.7,"January, 2024 to December, 2024",05137
TTM,Arkansas,Union County,FA_Homicide,1-9,8.699999999999999,"January, 2024 to December, 2024",05139
TTM,Arkansas,Van Buren County,FA_Homicide,1-9,3.5,"January, 2024 to December, 2024",05141
TTM,Arkansas,Washington County,FA_Homicide,1-9,2.3,"January, 2024 to December, 2024",05143
TTM,Arkansas,White County,FA_Homicide,1-9,5.5,"January, 2024 to December, 2024",05145
TTM,Arkansas,Woodruff County,FA_Homicide,1-9,9.699999999999999,"January, 2024 to December, 2024",05147
TTM,Arkansas,Yell County,FA_Homicide,1-9,3.7,"January, 2024 to December, 2024",05149
TTM,California,Alameda County,FA_Homicide,98,6,"January, 2024 to December, 2024",06001
TTM,California,Alpine County,FA_Homicide,0,0,"January, 2024 to December, 2024",06003
TTM,California,Amador County,FA_Homicide,1-9,3.1,"January, 2024 to December, 2024",06005
TTM,California,Butte County,FA_Homicide,1-9,1.7,"January, 2024 to December, 2024",06007
TTM,California,Calaveras County,FA_Homicide,0,0,"January, 2024 to December, 2024",06009
TTM,California,Colusa County,FA_Homicide,1-9,2.7,"January, 2024 to December, 2024",06011
TTM,California,Contra Costa County,FA_Homicide,39,3.4,"January, 2024 to December, 2024",06013
TTM,California,Del Norte County,FA_Homicide,1-9,3.6,"January, 2024 to December, 2024",06015
TTM,California,El Dorado County,FA_Homicide,0,0,"January, 2024 to December, 2024",06017
TTM,California,Fresno County,FA_Homicide,39,3.8,"January, 2024 to December, 2024",06019
TTM,California,Glenn County,FA_Homicide,0,0,"January, 2024 to December, 2024",06021
TTM,California,Humboldt County,FA_Homicide,1-9,1.4,"January, 2024 to December, 2024",06023
TTM,California,Imperial County,FA_Homicide,1-9,2,"January, 2024 to December, 2024",06025
TTM,California,Inyo County,FA_Homicide,1-9,3.1,"January, 2024 to December, 2024",06027
TTM,California,Kern County,FA_Homicide,47,5.1,"January, 2024 to December, 2024",06029
TTM,California,Kings County,FA_Homicide,1-9,3.6,"January, 2024 to December, 2024",06031
TTM,California,Lake County,FA_Homicide,1-9,2.3,"January, 2024 to December, 2024",06033
TTM,California,Lassen County,FA_Homicide,1-9,2.7,"January, 2024 to December, 2024",06035
TTM,California,Los Angeles County,FA_Homicide,411,4.3,"January, 2024 to December, 2024",06037
TTM,California,Madera County,FA_Homicide,1-9,1.9,"January, 2024 to December, 2024",06039
TTM,California,Marin County,FA_Homicide,1-9,0.8,"January, 2024 to December, 2024",06041
TTM,California,Mariposa County,FA_Homicide,0,0,"January, 2024 to December, 2024",06043
TTM,California,Mendocino County,FA_Homicide,1-9,2.1,"January, 2024 to December, 2024",06045
TTM,California,Merced County,FA_Homicide,11,3.8,"January, 2024 to December, 2024",06047
TTM,California,Modoc County,FA_Homicide,0,0,"January, 2024 to December, 2024",06049
TTM,California,Mono County,FA_Homicide,0,0,"January, 2024 to December, 2024",06051
TTM,California,Monterey County,FA_Homicide,15,3.5,"January, 2024 to December, 2024",06053
TTM,California,Napa County,FA_Homicide,1-9,2.5,"January, 2024 to December, 2024",06055
TTM,California,Nevada County,FA_Homicide,1-9,2,"January, 2024 to December, 2024",06057
TTM,California,Orange County,FA_Homicide,32,1,"January, 2024 to December, 2024",06059
TTM,California,Placer County,FA_Homicide,1-9,1.5,"January, 2024 to December, 2024",06061
TTM,California,Plumas County,FA_Homicide,0,0,"January, 2024 to December, 2024",06063
TTM,California,Riverside County,FA_Homicide,42,1.7,"January, 2024 to December, 2024",06065
TTM,California,Sacramento County,FA_Homicide,64,4,"January, 2024 to December, 2024",06067
TTM,California,San Benito County,FA_Homicide,1-9,2.9,"January, 2024 to December, 2024",06069
TTM,California,San Bernardino County,FA_Homicide,75,3.4,"January, 2024 to December, 2024",06071
TTM,California,San Diego County,FA_Homicide,49,1.5,"January, 2024 to December, 2024",06073
TTM,California,San Francisco County,FA_Homicide,18,2.2,"January, 2024 to December, 2024",06075
TTM,California,San Joaquin County,FA_Homicide,69,8.6,"January, 2024 to December, 2024",06077
TTM,California,San Luis Obispo County,FA_Homicide,1-9,1.1,"January, 2024 to December, 2024",06079
TTM,California,San Mateo County,FA_Homicide,10,1.4,"January, 2024 to December, 2024",06081
TTM,California,Santa Barbara County,FA_Homicide,1-9,1.1,"January, 2024 to December, 2024",06083
TTM,California,Santa Clara County,FA_Homicide,21,1.1,"January, 2024 to December, 2024",06085
TTM,California,Santa Cruz County,FA_Homicide,1-9,0.9,"January, 2024 to December, 2024",06087
TTM,California,Shasta County,FA_Homicide,10,5.5,"January, 2024 to December, 2024",06089
TTM,California,Sierra County,FA_Homicide,0,0,"January, 2024 to December, 2024",06091
TTM,California,Siskiyou County,FA_Homicide,1-9,2.4,"January, 2024 to December, 2024",06093
TTM,California,Solano County,FA_Homicide,24,5.3,"January, 2024 to December, 2024",06095
TTM,California,Sonoma County,FA_Homicide,1-9,0.9,"January, 2024 to December, 2024",06097
TTM,California,Stanislaus County,FA_Homicide,15,2.7,"January, 2024 to December, 2024",06099
TTM,California,Sutter County,FA_Homicide,1-9,2.5,"January, 2024 to December, 2024",06101
TTM,California,Tehama County,FA_Homicide,1-9,4.6,"January, 2024 to December, 2024",06103
TTM,California,Trinity County,FA_Homicide,0,0,"January, 2024 to December, 2024",06105
TTM,California,Tulare County,FA_Homicide,17,3.5,"January, 2024 to December, 2024",06107
TTM,California,Tuolumne County,FA_Homicide,1-9,2.6,"January, 2024 to December, 2024",06109
TTM,California,Ventura County,FA_Homicide,15,1.8,"January, 2024 to December, 2024",06111
TTM,California,Yolo County,FA_Homicide,1-9,2.7,"January, 2024 to December, 2024",06113
TTM,California,Yuba County,FA_Homicide,1-9,2.7,"January, 2024 to December, 2024",06115
TTM,Colorado,Adams County,FA_Homicide,29,5.4,"January, 2024 to December, 2024",08001
TTM,Colorado,Alamosa County,FA_Homicide,0,0,"January, 2024 to December, 2024",08003
TTM,Colorado,Arapahoe County,FA_Homicide,37,5.6,"January, 2024 to December, 2024",08005
TTM,Colorado,Archuleta County,FA_Homicide,1-9,4.6,"January, 2024 to December, 2024",08007
TTM,Colorado,Baca County,FA_Homicide,0,0,"January, 2024 to December, 2024",08009
TTM,Colorado,Bent County,FA_Homicide,0,0,"January, 2024 to December, 2024",08011
TTM,Colorado,Boulder County,FA_Homicide,1-9,0.8,"January, 2024 to December, 2024",08013
TTM,Colorado,Broomfield County,FA_Homicide,0,0,"January, 2024 to December, 2024",08014
TTM,Colorado,Chaffee County,FA_Homicide,0,0,"January, 2024 to December, 2024",08015
TTM,Colorado,Cheyenne County,FA_Homicide,0,0,"January, 2024 to December, 2024",08017
TTM,Colorado,Clear Creek County,FA_Homicide,1-9,-999,"January, 2024 to December, 2024",08019
TTM,Colorado,Conejos County,FA_Homicide,0,0,"January, 2024 to December, 2024",08021
TTM,Colorado,Costilla County,FA_Homicide,0,0,"January, 2024 to December, 2024",08023
TTM,Colorado,Crowley County,FA_Homicide,0,0,"January, 2024 to December, 2024",08025
TTM,Colorado,Custer County,FA_Homicide,0,0,"January, 2024 to December, 2024",08027
TTM,Colorado,Delta County,FA_Homicide,1-9,3.4,"January, 2024 to December, 2024",08029
TTM,Colorado,Denver County,FA_Homicide,45,6.3,"January, 2024 to December, 2024",08031
TTM,Colorado,Dolores County,FA_Homicide,0,0,"January, 2024 to December, 2024",08033
TTM,Colorado,Douglas County,FA_Homicide,1-9,1.6,"January, 2024 to December, 2024",08035
TTM,Colorado,Eagle County,FA_Homicide,0,0,"January, 2024 to December, 2024",08037
TTM,Colorado,Elbert County,FA_Homicide,0,0,"January, 2024 to December, 2024",08039
TTM,Colorado,El Paso County,FA_Homicide,25,3.4,"January, 2024 to December, 2024",08041
TTM,Colorado,Fremont County,FA_Homicide,0,0,"January, 2024 to December, 2024",08043
TTM,Colorado,Garfield County,FA_Homicide,0,0,"January, 2024 to December, 2024",08045
TTM,Colorado,Gilpin County,FA_Homicide,1-9,-999,"January, 2024 to December, 2024",08047
TTM,Colorado,Grand County,FA_Homicide,0,0,"January, 2024 to December, 2024",08049
TTM,Colorado,Gunnison County,FA_Homicide,0,0,"January, 2024 to December, 2024",08051
TTM,Colorado,Hinsdale County,FA_Homicide,0,0,"January, 2024 to December, 2024",08053
TTM,Colorado,Huerfano County,FA_Homicide,0,0,"January, 2024 to December, 2024",08055
TTM,Colorado,Jackson County,FA_Homicide,0,0,"January, 2024 to December, 2024",08057
TTM,Colorado,Jefferson County,FA_Homicide,1-9,0.9,"January, 2024 to December, 2024",08059
TTM,Colorado,Kiowa County,FA_Homicide,0,0,"January, 2024 to December, 2024",08061
TTM,Colorado,Kit Carson County,FA_Homicide,1-9,-999,"January, 2024 to December, 2024",08063
TTM,Colorado,Lake County,FA_Homicide,1-9,-999,"January, 2024 to December, 2024",08065
TTM,Colorado,La Plata County,FA_Homicide,1-9,2.8,"January, 2024 to December, 2024",08067
TTM,Colorado,Larimer County,FA_Homicide,1-9,1.2,"January, 2024 to December, 2024",08069
TTM,Colorado,Las Animas County,FA_Homicide,0,0,"January, 2024 to December, 2024",08071
TTM,Colorado,Lincoln County,FA_Homicide,0,0,"January, 2024 to December, 2024",08073
TTM,Colorado,Logan County,FA_Homicide,0,0,"January, 2024 to December, 2024",08075
TTM,Colorado,Mesa County,FA_Homicide,1-9,1.6,"January, 2024 to December, 2024",08077
TTM,Colorado,Mineral County,FA_Homicide,0,0,"January, 2024 to December, 2024",08079
TTM,Colorado,Moffat County,FA_Homicide,0,0,"January, 2024 to December, 2024",08081
TTM,Colorado,Montezuma County,FA_Homicide,1-9,4.8,"January, 2024 to December, 2024",08083
TTM,Colorado,Montrose County,FA_Homicide,0,0,"January, 2024 to December, 2024",08085
TTM,Colorado,Morgan County,FA_Homicide,0,0,"January, 2024 to December, 2024",08087
TTM,Colorado,Otero County,FA_Homicide,1-9,6.9,"January, 2024 to December, 2024",08089
TTM,Colorado,Ouray County,FA_Homicide,0,0,"January, 2024 to December, 2024",08091
TTM,Colorado,Park County,FA_Homicide,1-9,2.4,"January, 2024 to December, 2024",08093
TTM,Colorado,Phillips County,FA_Homicide,0,0,"January, 2024 to December, 2024",08095
TTM,Colorado,Pitkin County,FA_Homicide,0,0,"January, 2024 to December, 2024",08097
TTM,Colorado,Prowers County,FA_Homicide,1-9,3.6,"January, 2024 to December, 2024",08099
TTM,Colorado,Pueblo County,FA_Homicide,17,10,"January, 2024 to December, 2024",08101
TTM,Colorado,Rio Blanco County,FA_Homicide,0,0,"January, 2024 to December, 2024",08103
TTM,Colorado,Rio Grande County,FA_Homicide,1-9,6.3,"January, 2024 to December, 2024",08105
