Period,ST_NAME,NAME,Intent,Count,Rate,TTM_Date_Range,GEOID
TTM,Alabama,Jefferson County,FA_Suicide,74,11.2,"January, 2024 to December, 2024",01073
TTM,Alabama,Lamar County,FA_Suicide,1-9,-999,"January, 2024 to December, 2024",01075
TTM,Alabama,Lauderdale County,FA_Suicide,1-9,9.4,"January, 2024 to December, 2024",01077
TTM,Alabama,Lawrence County,FA_Suicide,1-9,12.1,"January, 2024 to December, 2024",01079
TTM,Alabama,Lee County,FA_Suicide,15,8.199999999999999,"January, 2024 to December, 2024",01081
TTM,Alabama,Limestone County,FA_Suicide,13,11.3,"January, 2024 to December, 2024",01083
TTM,Alabama,Lowndes County,FA_Suicide,0,0,"January, 2024 to December, 2024",01085
TTM,Alabama,Macon County,FA_Suicide,1-9,12.2,"January, 2024 to December, 2024",01087
TTM,Alabama,Madison County,FA_Suicide,50,12.1,"January, 2024 to December, 2024",01089
TTM,Alabama,Marengo County,FA_Suicide,1-9,11.5,"January, 2024 to December, 2024",01091
TTM,Alabama,Marion County,FA_Suicide,1-9,9.699999999999999,"January, 2024 to December, 2024",01093
TTM,Alabama,Marshall County,FA_Suicide,16,15.9,"January, 2024 to December, 2024",01095
TTM,Alabama,Mobile County,FA_Suicide,35,8.5,"January, 2024 to December, 2024",01097
TTM,Alabama,Monroe County,FA_Suicide,1-9,12.9,"January, 2024 to December, 2024",01099
TTM,Alabama,Montgomery County,FA_Suicide,28,12.4,"January, 2024 to December, 2024",01101
TTM,Alabama,Morgan County,FA_Suicide,16,12.8,"January, 2024 to December, 2024",01103
TTM,Alabama,Perry County,FA_Suicide,1-9,12.5,"January, 2024 to December, 2024",01105
TTM,Alabama,Pickens County,FA_Suicide,1-9,8.699999999999999,"January, 2024 to December, 2024",01107
TTM,Alabama,Pike County,FA_Suicide,1-9,10.9,"January, 2024 to December, 2024",01109
TTM,Alabama,Randolph County,FA_Suicide,1-9,13.6,"January, 2024 to December, 2024",01111
TTM,Alabama,Russell County,FA_Suicide,1-9,10.4,"January, 2024 to December, 2024",01113
TTM,Alabama,St. Clair County,FA_Suicide,16,16.7,"January, 2024 to December, 2024",01115
TTM,Alabama,Shelby County,FA_Suicide,27,11.6,"January, 2024 to December, 2024",01117
TTM,Alabama,Sumter County,FA_Suicide,0,0,"January, 2024 to December, 2024",01119
TTM,Alabama,Talladega County,FA_Suicide,1-9,12.9,"January, 2024 to December, 2024",01121
TTM,Alabama,Tallapoosa County,FA_Suicide,1-9,-999,"January, 2024 to December, 2024",01123
TTM,Alabama,Tuscaloosa County,FA_Suicide,20,8.4,"January, 2024 to December, 2024",01125
TTM,Alabama,Walker County,FA_Suicide,12,18.5,"January, 2024 to December, 2024",01127
TTM,Alabama,Washington County,FA_Suicide,0,0,"January, 2024 to December, 2024",01129
TTM,Alabama,Wilcox County,FA_Suicide,1-9,12,"January, 2024 to December, 2024",01131
TTM,Alabama,Winston County,FA_Suicide,1-9,10.5,"January, 2024 to December, 2024",01133
TTM,Alaska,Aleutians East Borough,FA_Suicide,0,0,"January, 2024 to December, 2024",02013
TTM,Alaska,Aleutians West Census Area,FA_Suicide,0,0,"January, 2024 to December, 2024",02016
TTM,Alaska,Anchorage Municipality,FA_Suicide,57,19.9,"January, 2024 to December, 2024",02020
TTM,Alaska,Bethel Census Area,FA_Suicide,1-9,20.3,"January, 2024 to December, 2024",02050
TTM,Alaska,Bristol Bay Borough,FA_Suicide,0,0,"January, 2024 to December, 2024",02060
TTM,Alaska,Chugach Census Area,FA_Suicide,0,0,"January, 2024 to December, 2024",02063
TTM,Alaska,Copper River Census Area,FA_Suicide,0,0,"January, 2024 to December, 2024",02066
TTM,Alaska,Denali Borough,FA_Suicide,0,0,"January, 2024 to December, 2024",02068
TTM,Alaska,Dillingham Census Area,FA_Suicide,1-9,23.2,"January, 2024 to December, 2024",02070
TTM,Alaska,Fairbanks North Star Borough,FA_Suicide,22,23.2,"January, 2024 to December, 2024",02090
TTM,Alaska,Haines Borough,FA_Suicide,0,0,"January, 2024 to December, 2024",02100
TTM,Alaska,Hoonah-Angoon Census Area,FA_Suicide,0,0,"January, 2024 to December, 2024",02105
TTM,Alaska,Juneau City and Borough,FA_Suicide,1-9,9.9,"January, 2024 to December, 2024",02110
TTM,Alaska,Kenai Peninsula Borough,FA_Suicide,1-9,-999,"January, 2024 to December, 2024",02122
TTM,Alaska,Ketchikan Gateway Borough,FA_Suicide,0,0,"January, 2024 to December, 2024",02130
TTM,Alaska,Kodiak Island Borough,FA_Suicide,1-9,-999,"January, 2024 to December, 2024",02150
TTM,Alaska,Kusilvak Census Area,FA_Suicide,0,0,"January, 2024 to December, 2024",02158
TTM,Alaska,Lake and Peninsula Borough,FA_Suicide,0,0,"January, 2024 to December, 2024",02164
TTM,Alaska,Matanuska-Susitna Borough,FA_Suicide,26,22.6,"January, 2024 to December, 2024",02170
TTM,Alaska,Nome Census Area,FA_Suicide,1-9,-999,"January, 2024 to December, 2024",02180
TTM,Alaska,North Slope Borough,FA_Suicide,1-9,17.4,"January, 2024 to December, 2024",02185
TTM,Alaska,Northwest Arctic Borough,FA_Suicide,1-9,16.3,"January, 2024 to December, 2024",02188
TTM,Alaska,Petersburg Borough,FA_Suicide,1-9,13.9,"January, 2024 to December, 2024",02195
TTM,Alaska,Prince of Wales-Hyder Census Area,FA_Suicide,0,0,"January, 2024 to December, 2024",02198
TTM,Alaska,Sitka City and Borough,FA_Suicide,1-9,19.1,"January, 2024 to December, 2024",02220
TTM,Alaska,Skagway Municipality,FA_Suicide,0,0,"January, 2024 to December, 2024",02230
TTM,Alaska,Southeast Fairbanks Census Area,FA_Suicide,0,0,"January, 2024 to December, 2024",02240
TTM,Alaska,Wrangell City and Borough,FA_Suicide,0,0,"January, 2024 to December, 2024",02275
TTM,Alaska,Yakutat City and Borough,FA_Suicide,0,0,"January, 2024 to December, 2024",02282
TTM,Alaska,Yukon-Koyukuk Census Area,FA_Suicide,1-9,17.7,"January, 2024 to December, 2024",02290
TTM,Arizona,Apache County,FA_Suicide,18,27.7,"January, 2024 to December, 2024",04001
TTM,Arizona,Cochise County,FA_Suicide,15,12,"January, 2024 to December, 2024",04003
TTM,Arizona,Coconino County,FA_Suicide,24,16.6,"January, 2024 to December, 2024",04005
TTM,Arizona,Gila County,FA_Suicide,12,22.2,"January, 2024 to December, 2024",04007
TTM,Arizona,Graham County,FA_Suicide,1-9,16.2,"January, 2024 to December, 2024",04009
TTM,Arizona,Greenlee County,FA_Suicide,1-9,16.6,"January, 2024 to December, 2024",04011
TTM,Arizona,La Paz County,FA_Suicide,1-9,-999,"January, 2024 to December, 2024",04012
TTM,Arizona,Maricopa County,FA_Suicide,488,10.6,"January, 2024 to December, 2024",04013
TTM,Arizona,Mohave County,FA_Suicide,59,26.4,"January, 2024 to December, 2024",04015
TTM,Arizona,Navajo County,FA_Suicide,11,10.1,"January, 2024 to December, 2024",04017
TTM,Arizona,Pima County,FA_Suicide,129,12.1,"January, 2024 to December, 2024",04019
TTM,Arizona,Pinal County,FA_Suicide,73,15.1,"January, 2024 to December, 2024",04021
TTM,Arizona,Santa Cruz County,FA_Suicide,1-9,12.1,"January, 2024 to December, 2024",04023
TTM,Arizona,Yavapai County,FA_Suicide,62,24.9,"January, 2024 to December, 2024",04025
TTM,Arizona,Yuma County,FA_Suicide,17,8,"January, 2024 to December, 2024",04027
TTM,Arkansas,Arkansas County,FA_Suicide,1-9,11.9,"January, 2024 to December, 2024",05001
TTM,Arkansas,Ashley County,FA_Suicide,1-9,11.9,"January, 2024 to December, 2024",05003
TTM,Arkansas,Baxter County,FA_Suicide,10,23.3,"January, 2024 to December, 2024",05005
TTM,Arkansas,Benton County,FA_Suicide,27,8.699999999999999,"January, 2024 to December, 2024",05007
TTM,Arkansas,Boone County,FA_Suicide,1-9,14.7,"January, 2024 to December, 2024",05009
TTM,Arkansas,Bradley County,FA_Suicide,0,0,"January, 2024 to December, 2024",05011
TTM,Arkansas,Calhoun County,FA_Suicide,1-9,11.6,"January, 2024 to December, 2024",05013
TTM,Arkansas,Carroll County,FA_Suicide,1-9,15.1,"January, 2024 to December, 2024",05015
TTM,Arkansas,Chicot County,FA_Suicide,1-9,10.2,"January, 2024 to December, 2024",05017
TTM,Arkansas,Clark County,FA_Suicide,1-9,12.9,"January, 2024 to December, 2024",05019
TTM,Arkansas,Clay County,FA_Suicide,1-9,-999,"January, 2024 to December, 2024",05021
TTM,Arkansas,Cleburne County,FA_Suicide,1-9,18.1,"January, 2024 to December, 2024",05023
TTM,Arkansas,Cleveland County,FA_Suicide,0,0,"January, 2024 to December, 2024",05025
TTM,Arkansas,Columbia County,FA_Suicide,1-9,10.9,"January, 2024 to December, 2024",05027
TTM,Arkansas,Conway County,FA_Suicide,1-9,13.2,"January, 2024 to December, 2024",05029
TTM,Arkansas,Craighead County,FA_Suicide,17,14.9,"January, 2024 to December, 2024",05031
TTM,Arkansas,Crawford County,FA_Suicide,1-9,12.6,"January, 2024 to December, 2024",05033
TTM,Arkansas,Crittenden County,FA_Suicide,1-9,9.199999999999999,"January, 2024 to December, 2024",05035
TTM,Arkansas,Cross County,FA_Suicide,1-9,11.7,"January, 2024 to December, 2024",05037
TTM,Arkansas,Dallas County,FA_Suicide,1-9,13.3,"January, 2024 to December, 2024",05039
TTM,Arkansas,Desha County,FA_Suicide,1-9,11.8,"January, 2024 to December, 2024",05041
TTM,Arkansas,Drew County,FA_Suicide,0,0,"January, 2024 to December, 2024",05043
TTM,Arkansas,Faulkner County,FA_Suicide,15,11.5,"January, 2024 to December, 2024",05045
TTM,Arkansas,Franklin County,FA_Suicide,1-9,-999,"January, 2024 to December, 2024",05047
TTM,Arkansas,Fulton County,FA_Suicide,1-9,15.7,"January, 2024 to December, 2024",05049
TTM,Arkansas,Garland County,FA_Suicide,12,12,"January, 2024 to December, 2024",05051
TTM,Arkansas,Grant County,FA_Suicide,1-9,16.2,"January, 2024 to December, 2024",05053
TTM,Arkansas,Greene County,FA_Suicide,1-9,14.4,"January, 2024 to December, 2024",05055
TTM,Arkansas,Hempstead County,FA_Suicide,1-9,12.4,"January, 2024 to December, 2024",05057
TTM,Arkansas,Hot Spring County,FA_Suicide,1-9,16.8,"January, 2024 to December, 2024",05059
TTM,Arkansas,Howard County,FA_Suicide,1-9,-999,"January, 2024 to December, 2024",05061
TTM,Arkansas,Independence County,FA_Suicide,1-9,-999,"January, 2024 to December, 2024",05063
TTM,Arkansas,Izard County,FA_Suicide,1-9,-999,"January, 2024 to December, 2024",05065
TTM,Arkansas,Jackson County,FA_Suicide,1-9,-999,"January, 2024 to December, 2024",05067
TTM,Arkansas,Jefferson County,FA_Suicide,1-9,12,"January, 2024 to December, 2024",05069
TTM,Arkansas,Johnson County,FA_Suicide,1-9,17.6,"January, 2024 to December, 2024",05071
TTM,Arkansas,Lafayette County,FA_Suicide,1-9,11.2,"January, 2024 to December, 2024",05073
TTM,Arkansas,Lawrence County,FA_Suicide,1-9,17.1,"January, 2024 to December, 2024",05075
TTM,Arkansas,Lee County,FA_Suicide,0,0,"January, 2024 to December, 2024",05077
TTM,Arkansas,Lincoln County,FA_Suicide,1-9,11.8,"January, 2024 to December, 2024",05079
TTM,Arkansas,Little River County,FA_Suicide,1-9,-999,"January, 2024 to December, 2024",05081
TTM,Arkansas,Logan County,FA_Suicide,1-9,18.3,"January, 2024 to December, 2024",05083
TTM,Arkansas,Lonoke County,FA_Suicide,1-9,12.3,"January, 2024 to December, 2024",05085
TTM,Arkansas,Madison County,FA_Suicide,1-9,14.4,"January, 2024 to December, 2024",05087
TTM,Arkansas,Marion County,FA_Suicide,1-9,16.8,"January, 2024 to December, 2024",05089
TTM,Arkansas,Miller County,FA_Suicide,1-9,11.9,"January, 2024 to December, 2024",05091
TTM,Arkansas,Mississippi County,FA_Suicide,1-9,10.2,"January, 2024 to December, 2024",05093
TTM,Arkansas,Monroe County,FA_Suicide,0,0,"January, 2024 to December, 2024",05095
TTM,Arkansas,Montgomery County,FA_Suicide,1-9,16,"January, 2024 to December, 2024",05097
TTM,Arkansas,Nevada County,FA_Suicide,1-9,12,"January, 2024 to December, 2024",05099
TTM,Arkansas,Newton County,FA_Suicide,1-9,15.6,"January, 2024 to December, 2024",05101
TTM,Arkansas,Ouachita County,FA_Suicide,1-9,11.4,"January, 2024 to December, 2024",05103
TTM,Arkansas,Perry County,FA_Suicide,1-9,14.1,"January, 2024 to December, 2024",05105
TTM,Arkansas,Phillips County,FA_Suicide,1-9,10.5,"January, 2024 to December, 2024",05107
TTM,Arkansas,Pike County,FA_Suicide,0,0,"January, 2024 to December, 2024",05109
TTM,Arkansas,Poinsett County,FA_Suicide,1-9,11.6,"January, 2024 to December, 2024",05111
TTM,Arkansas,Polk County,FA_Suicide,1-9,20.1,"January, 2024 to December, 2024",05113
TTM,Arkansas,Pope County,FA_Suicide,1-9,-999,"January, 2024 to December, 2024",05115
TTM,Arkansas,Prairie County,FA_Suicide,1-9,14.6,"January, 2024 to December, 2024",05117
TTM,Arkansas,Pulaski County,FA_Suicide,48,12,"January, 2024 to December, 2024",05119
TTM,Arkansas,Randolph County,FA_Suicide,1-9,-999,"January, 2024 to December, 2024",05121
TTM,Arkansas,St. Francis County,FA_Suicide,1-9,9.6,"January, 2024 to December, 2024",05123
TTM,Arkansas,Saline County,FA_Suicide,24,18.5,"January, 2024 to December, 2024",05125
TTM,Arkansas,Scott County,FA_Suicide,1-9,-999,"January, 2024 to December, 2024",05127
TTM,Arkansas,Searcy County,FA_Suicide,0,0,"January, 2024 to December, 2024",05129
TTM,Arkansas,Sebastian County,FA_Suicide,13,10.1,"January, 2024 to December, 2024",05131
TTM,Arkansas,Sevier County,FA_Suicide,1-9,17,"January, 2024 to December, 2024",05133
TTM,Arkansas,Sharp County,FA_Suicide,1-9,16.1,"January, 2024 to December, 2024",05135
TTM,Arkansas,Stone County,FA_Suicide,1-9,-999,"January, 2024 to December, 2024",05137
TTM,Arkansas,Union County,FA_Suicide,1-9,10.1,"January, 2024 to December, 2024",05139
TTM,Arkansas,Van Buren County,FA_Suicide,1-9,16.5,"January, 2024 to December, 2024",05141
TTM,Arkansas,Washington County,FA_Suicide,24,9.199999999999999,"January, 2024 to December, 2024",05143
TTM,Arkansas,White County,FA_Suicide,11,14,"January, 2024 to December, 2024",05145
TTM,Arkansas,Woodruff County,FA_Suicide,0,0,"January, 2024 to December, 2024",05147
TTM,Arkansas,Yell County,FA_Suicide,1-9,-999,"January, 2024 to December, 2024",05149
TTM,California,Alameda County,FA_Suicide,54,3.3,"January, 2024 to December, 2024",06001
TTM,California,Alpine County,FA_Suicide,0,0,"January, 2024 to December, 2024",06003
TTM,California,Amador County,FA_Suicide,1-9,6.3,"January, 2024 to December, 2024",06005
TTM,California,Butte County,FA_Suicide,20,9.699999999999999,"January, 2024 to December, 2024",06007
TTM,California,Calaveras County,FA_Suicide,1-9,-999,"January, 2024 to December, 2024",06009
TTM,California,Colusa County,FA_Suicide,1-9,6.8,"January, 2024 to December, 2024",06011
TTM,California,Contra Costa County,FA_Suicide,50,4.3,"January, 2024 to December, 2024",06013
TTM,California,Del Norte County,FA_Suicide,1-9,16.1,"January, 2024 to December, 2024",06015
TTM,California,El Dorado County,FA_Suicide,12,6.2,"January, 2024 to December, 2024",06017
TTM,California,Fresno County,FA_Suicide,32,3.1,"January, 2024 to December, 2024",06019
TTM,California,Glenn County,FA_Suicide,1-9,7.3,"January, 2024 to December, 2024",06021
TTM,California,Humboldt County,FA_Suicide,13,9.699999999999999,"January, 2024 to December, 2024",06023
TTM,California,Imperial County,FA_Suicide,1-9,4.9,"January, 2024 to December, 2024",06025
TTM,California,Inyo County,FA_Suicide,1-9,-999,"January, 2024 to December, 2024",06027
TTM,California,Kern County,FA_Suicide,54,5.9,"January, 2024 to December, 2024",06029
TTM,California,Kings County,FA_Suicide,1-9,3.6,"January, 2024 to December, 2024",06031
TTM,California,Lake County,FA_Suicide,1-9,-999,"January, 2024 to December, 2024",06033
TTM,California,Lassen County,FA_Suicide,1-9,10.7,"January, 2024 to December, 2024",06035
TTM,California,Los Angeles County,FA_Suicide,273,2.8,"January, 2024 to December, 2024",06037
TTM,California,Madera County,FA_Suicide,1-9,5.3,"January, 2024 to December, 2024",06039
TTM,California,Marin County,FA_Suicide,1-9,2.9,"January, 2024 to December, 2024",06041
TTM,California,Mariposa County,FA_Suicide,1-9,-999,"January, 2024 to December, 2024",06043
TTM,California,Mendocino County,FA_Suicide,1-9,8.1,"January, 2024 to December, 2024",06045
TTM,California,Merced County,FA_Suicide,13,4.5,"January, 2024 to December, 2024",06047
TTM,California,Modoc County,FA_Suicide,1-9,13.7,"January, 2024 to December, 2024",06049
TTM,California,Mono County,FA_Suicide,0,0,"January, 2024 to December, 2024",06051
TTM,California,Monterey County,FA_Suicide,12,2.8,"January, 2024 to December, 2024",06053
TTM,California,Napa County,FA_Suicide,1-9,4.7,"January, 2024 to December, 2024",06055
TTM,California,Nevada County,FA_Suicide,12,11.8,"January, 2024 to December, 2024",06057
TTM,California,Orange County,FA_Suicide,106,3.4,"January, 2024 to December, 2024",06059
TTM,California,Placer County,FA_Suicide,23,5.4,"January, 2024 to December, 2024",06061
TTM,California,Plumas County,FA_Suicide,1-9,11.5,"January, 2024 to December, 2024",06063
TTM,California,Riverside County,FA_Suicide,111,4.5,"January, 2024 to December, 2024",06065
TTM,California,Sacramento County,FA_Suicide,67,4.2,"January, 2024 to December, 2024",06067
TTM,California,San Benito County,FA_Suicide,1-9,3.3,"January, 2024 to December, 2024",06069
TTM,California,San Bernardino County,FA_Suicide,104,4.7,"January, 2024 to December, 2024",06071
TTM,California,San Diego County,FA_Suicide,133,4.1,"January, 2024 to December, 2024",06073
TTM,California,San Francisco County,FA_Suicide,13,1.6,"January, 2024 to December, 2024",06075
TTM,California,San Joaquin County,FA_Suicide,35,4.4,"January, 2024 to December, 2024",06077
TTM,California,San Luis Obispo County,FA_Suicide,19,6.7,"January, 2024 to December, 2024",06079
TTM,California,San Mateo County,FA_Suicide,19,2.6,"January, 2024 to December, 2024",06081
TTM,California,Santa Barbara County,FA_Suicide,19,4.3,"January, 2024 to December, 2024",06083
TTM,California,Santa Clara County,FA_Suicide,45,2.4,"January, 2024 to December, 2024",06085
TTM,California,Santa Cruz County,FA_Suicide,12,4.6,"January, 2024 to December, 2024",06087
TTM,California,Shasta County,FA_Suicide,26,14.4,"January, 2024 to December, 2024",06089
TTM,California,Sierra County,FA_Suicide,1-9,-999,"January, 2024 to December, 2024",06091
TTM,California,Siskiyou County,FA_Suicide,10,23.3,"January, 2024 to December, 2024",06093
TTM,California,Solano County,FA_Suicide,24,5.3,"January, 2024 to December, 2024",06095
TTM,California,Sonoma County,FA_Suicide,23,4.8,"January, 2024 to December, 2024",06097
TTM,California,Stanislaus County,FA_Suicide,18,3.3,"January, 2024 to December, 2024",06099
TTM,California,Sutter County,FA_Suicide,1-9,5.9,"January, 2024 to December, 2024",06101
TTM,California,Tehama County,FA_Suicide,1-9,8.9,"January, 2024 to December, 2024",06103
TTM,California,Trinity County,FA_Suicide,1-9,13.7,"January, 2024 to December, 2024",06105
TTM,California,Tulare County,FA_Suicide,25,5.2,"January, 2024 to December, 2024",06107
TTM,California,Tuolumne County,FA_Suicide,1-9,-999,"January, 2024 to December, 2024",06109
TTM,California,Ventura County,FA_Suicide,31,3.7,"January, 2024 to December, 2024",06111
TTM,California,Yolo County,FA_Suicide,1-9,4.7,"January, 2024 to December, 2024",06113
TTM,California,Yuba County,FA_Suicide,1-9,7.3,"January, 2024 to December, 2024",06115
TTM,Colorado,Adams County,FA_Suicide,44,8.199999999999999,"January, 2024 to December, 2024",08001
TTM,Colorado,Alamosa County,FA_Suicide,1-9,20.1,"January, 2024 to December, 2024",08003
TTM,Colorado,Arapahoe County,FA_Suicide,57,8.699999999999999,"January, 2024 to December, 2024",08005
TTM,Colorado,Archuleta County,FA_Suicide,1-9,19.4,"January, 2024 to December, 2024",08007
TTM,Colorado,Baca County,FA_Suicide,0,0,"January, 2024 to December, 2024",08009
TTM,Colorado,Bent County,FA_Suicide,1-9,16.7,"January, 2024 to December, 2024",08011
TTM,Colorado,Boulder County,FA_Suicide,24,7.3,"January, 2024 to December, 2024",08013
TTM,Colorado,Broomfield County,FA_Suicide,0,0,"January, 2024 to December, 2024",08014
TTM,Colorado,Chaffee County,FA_Suicide,1-9,18.8,"January, 2024 to December, 2024",08015
TTM,Colorado,Cheyenne County,FA_Suicide,0,0,"January, 2024 to December, 2024",08017
TTM,Colorado,Clear Creek County,FA_Suicide,1-9,13,"January, 2024 to December, 2024",08019
TTM,Colorado,Conejos County,FA_Suicide,0,0,"January, 2024 to December, 2024",08021
TTM,Colorado,Costilla County,FA_Suicide,0,0,"January, 2024 to December, 2024",08023
TTM,Colorado,Crowley County,FA_Suicide,0,0,"January, 2024 to December, 2024",08025
TTM,Colorado,Custer County,FA_Suicide,1-9,23.7,"January, 2024 to December, 2024",08027
TTM,Colorado,Delta County,FA_Suicide,1-9,18.2,"January, 2024 to December, 2024",08029
TTM,Colorado,Denver County,FA_Suicide,62,8.699999999999999,"January, 2024 to December, 2024",08031
TTM,Colorado,Dolores County,FA_Suicide,0,0,"January, 2024 to December, 2024",08033
TTM,Colorado,Douglas County,FA_Suicide,35,9.1,"January, 2024 to December, 2024",08035
TTM,Colorado,Eagle County,FA_Suicide,1-9,15.5,"January, 2024 to December, 2024",08037
TTM,Colorado,Elbert County,FA_Suicide,1-9,14.5,"January, 2024 to December, 2024",08039
TTM,Colorado,El Paso County,FA_Suicide,91,12.2,"January, 2024 to December, 2024",08041
TTM,Colorado,Fremont County,FA_Suicide,14,27.8,"January, 2024 to December, 2024",08043
TTM,Colorado,Garfield County,FA_Suicide,11,17.5,"January, 2024 to December, 2024",08045
TTM,Colorado,Gilpin County,FA_Suicide,1-9,11.8,"January, 2024 to December, 2024",08047
TTM,Colorado,Grand County,FA_Suicide,1-9,13.4,"January, 2024 to December, 2024",08049
TTM,Colorado,Gunnison County,FA_Suicide,1-9,23.5,"January, 2024 to December, 2024",08051
TTM,Colorado,Hinsdale County,FA_Suicide,0,0,"January, 2024 to December, 2024",08053
TTM,Colorado,Huerfano County,FA_Suicide,1-9,22.1,"January, 2024 to December, 2024",08055
TTM,Colorado,Jackson County,FA_Suicide,1-9,17.2,"January, 2024 to December, 2024",08057
TTM,Colorado,Jefferson County,FA_Suicide,74,12.8,"January, 2024 to December, 2024",08059
TTM,Colorado,Kiowa County,FA_Suicide,0,0,"January, 2024 to December, 2024",08061
TTM,Colorado,Kit Carson County,FA_Suicide,1-9,14.7,"January, 2024 to December, 2024",08063
TTM,Colorado,Lake County,FA_Suicide,1-9,15.9,"January, 2024 to December, 2024",08065
TTM,Colorado,La Plata County,FA_Suicide,1-9,16.2,"January, 2024 to December, 2024",08067
TTM,Colorado,Larimer County,FA_Suicide,40,10.8,"January, 2024 to December, 2024",08069
TTM,Colorado,Las Animas County,FA_Suicide,1-9,16.7,"January, 2024 to December, 2024",08071
TTM,Colorado,Lincoln County,FA_Suicide,1-9,14.2,"January, 2024 to December, 2024",08073
TTM,Colorado,Logan County,FA_Suicide,1-9,14,"January, 2024 to December, 2024",08075
TTM,Colorado,Mesa County,FA_Suicide,26,16.3,"January, 2024 to December, 2024",08077
TTM,Colorado,Mineral County,FA_Suicide,0,0,"January, 2024 to December, 2024",08079
TTM,Colorado,Moffat County,FA_Suicide,1-9,26.2,"January, 2024 to December, 2024",08081
TTM,Colorado,Montezuma County,FA_Suicide,1-9,19.2,"January, 2024 to December, 2024",08083
TTM,Colorado,Montrose County,FA_Suicide,12,27.2,"January, 2024 to December, 2024",08085
TTM,Colorado,Morgan County,FA_Suicide,1-9,16.7,"January, 2024 to December, 2024",08087
TTM,Colorado,Otero County,FA_Suicide,1-9,17.5,"January, 2024 to December, 2024",08089
TTM,Colorado,Ouray County,FA_Suicide,1-9,19.4,"January, 2024 to December, 2024",08091
TTM,Colorado,Park County,FA_Suicide,1-9,17.9,"January, 2024 to December, 2024",08093
TTM,Colorado,Phillips County,FA_Suicide,0,0,"January, 2024 to December, 2024",08095
TTM,Colorado,Pitkin County,FA_Suicide,1-9,16.9,"January, 2024 to December, 2024",08097
