Indicator,time_period,state_name,state_fips,age,race_category_id,sex,Transmission Category,hiv_diagnoses,hiv_diagnoses_per_100k,population
HIV diagnoses,2009,Alabama,01,All,ALL,Male,All transmission categories,521,27.9,1868058.0
HIV diagnoses,2008,Alabama,01,All,ALL,Female,All transmission categories,213,10.6,2017863.0
HIV diagnoses,2008,Alabama,01,All,ALL,Male,All transmission categories,488,26.3,1853133.0
HIV diagnoses,2019,Alaska,02,All,ALL,Female,All transmission categories,7,2.4,286133.0
HIV diagnoses,2019,Alaska,02,All,ALL,Male,All transmission categories,20,6.4,314428.0
HIV diagnoses,2018,Alaska,02,All,ALL,Female,All transmission categories,3,1.0,286689.0
HIV diagnoses,2018,Alaska,02,All,ALL,Male,All transmission categories,20,6.4,314877.0
HIV diagnoses,2017,Alaska,02,All,ALL,Female,All transmission categories,8,2.8,287369.0
HIV diagnoses,2017,Alaska,02,All,ALL,Male,All transmission categories,22,6.9,316715.0
HIV diagnoses,2016,Alaska,02,All,ALL,Female,All transmission categories,8,2.8,287018.0
HIV diagnoses,2016,Alaska,02,All,ALL,Male,All transmission categories,29,9.1,317802.0
HIV diagnoses,2015,Alaska,02,All,ALL,Female,All transmission categories,5,1.8,285167.0
HIV diagnoses,2015,Alaska,02,All,ALL,Male,All transmission categories,20,6.3,316350.0
HIV diagnoses,2014,Alaska,02,All,ALL,Female,All transmission categories,7,2.5,284550.0
HIV diagnoses,2014,Alaska,02,All,ALL,Male,All transmission categories,30,9.5,315451.0
HIV diagnoses,2013,Alaska,02,All,ALL,Female,All transmission categories,6,2.1,284746.0
HIV diagnoses,2013,Alaska,02,All,ALL,Male,All transmission categories,17,5.4,315028.0
HIV diagnoses,2012,Alaska,02,All,ALL,Female,All transmission categories,9,3.2,282845.0
HIV diagnoses,2012,Alaska,02,All,ALL,Male,All transmission categories,19,6.1,310215.0
HIV diagnoses,2011,Alaska,02,All,ALL,Female,All transmission categories,6,2.1,279675.0
HIV diagnoses,2011,Alaska,02,All,ALL,Male,All transmission categories,17,5.6,305132.0
HIV diagnoses,2010,Alaska,02,All,ALL,Female,All transmission categories,11,4.0,276141.0
HIV diagnoses,2010,Alaska,02,All,ALL,Male,All transmission categories,25,8.3,301664.0
HIV diagnoses,2009,Alaska,02,All,ALL,Female,All transmission categories,9,3.3,271828.0
HIV diagnoses,2009,Alaska,02,All,ALL,Male,All transmission categories,12,4.1,293972.0
HIV diagnoses,2008,Alaska,02,All,ALL,Female,All transmission categories,8,3.0,265960.0
HIV diagnoses,2008,Alaska,02,All,ALL,Male,All transmission categories,31,10.6,293386.0
HIV diagnoses,2019,Arizona,04,All,ALL,Female,All transmission categories,114,3.7,3095672.0
HIV diagnoses,2019,Arizona,04,All,ALL,Male,All transmission categories,633,20.9,3026188.0
HIV diagnoses,2018,Arizona,04,All,ALL,Female,All transmission categories,96,3.2,3029701.0
HIV diagnoses,2018,Arizona,04,All,ALL,Male,All transmission categories,656,22.1,2963214.0
HIV diagnoses,2017,Arizona,04,All,ALL,Female,All transmission categories,101,3.4,2970162.0
HIV diagnoses,2017,Arizona,04,All,ALL,Male,All transmission categories,619,21.3,2904379.0
HIV diagnoses,2016,Arizona,04,All,ALL,Female,All transmission categories,102,3.5,2917104.0
HIV diagnoses,2016,Arizona,04,All,ALL,Male,All transmission categories,612,21.5,2853072.0
HIV diagnoses,2015,Arizona,04,All,ALL,Female,All transmission categories,96,3.4,2862281.0
HIV diagnoses,2015,Arizona,04,All,ALL,Male,All transmission categories,594,21.2,2800328.0
HIV diagnoses,2014,Arizona,04,All,ALL,Female,All transmission categories,109,3.9,2813757.0
HIV diagnoses,2014,Arizona,04,All,ALL,Male,All transmission categories,627,22.8,2751911.0
HIV diagnoses,2013,Arizona,04,All,ALL,Female,All transmission categories,85,3.1,2765324.0
HIV diagnoses,2013,Arizona,04,All,ALL,Male,All transmission categories,596,22.0,2703007.0
HIV diagnoses,2012,Arizona,04,All,ALL,Female,All transmission categories,90,3.3,2723846.0
HIV diagnoses,2012,Arizona,04,All,ALL,Male,All transmission categories,528,19.8,2663888.0
HIV diagnoses,2011,Arizona,04,All,ALL,Female,All transmission categories,73,2.7,2681950.0
HIV diagnoses,2011,Arizona,04,All,ALL,Male,All transmission categories,491,18.7,2622385.0
HIV diagnoses,2010,Arizona,04,All,ALL,Female,All transmission categories,70,2.6,2646064.0
HIV diagnoses,2010,Arizona,04,All,ALL,Male,All transmission categories,545,21.1,2583333.0
HIV diagnoses,2009,Arizona,04,All,ALL,Female,All transmission categories,78,2.9,2662635.0
HIV diagnoses,2009,Arizona,04,All,ALL,Male,All transmission categories,561,21.1,2653752.0
HIV diagnoses,2008,Arizona,04,All,ALL,Female,All transmission categories,82,3.1,2622204.0
HIV diagnoses,2008,Arizona,04,All,ALL,Male,All transmission categories,599,22.9,2612919.0
HIV diagnoses,2019,Arkansas,05,All,ALL,Female,All transmission categories,65,5.0,1293130.0
HIV diagnoses,2019,Arkansas,05,All,ALL,Male,All transmission categories,224,18.3,1225486.0
HIV diagnoses,2018,Arkansas,05,All,ALL,Female,All transmission categories,55,4.3,1286629.0
HIV diagnoses,2018,Arkansas,05,All,ALL,Male,All transmission categories,231,18.9,1220363.0
HIV diagnoses,2017,Arkansas,05,All,ALL,Female,All transmission categories,47,3.7,1280713.0
HIV diagnoses,2017,Arkansas,05,All,ALL,Male,All transmission categories,240,19.7,1215989.0
HIV diagnoses,2016,Arkansas,05,All,ALL,Female,All transmission categories,47,3.7,1274227.0
HIV diagnoses,2016,Arkansas,05,All,ALL,Male,All transmission categories,267,22.1,1209930.0
HIV diagnoses,2015,Arkansas,05,All,ALL,Female,All transmission categories,52,4.1,1268087.0
HIV diagnoses,2015,Arkansas,05,All,ALL,Male,All transmission categories,219,18.2,1203752.0
HIV diagnoses,2014,Arkansas,05,All,ALL,Female,All transmission categories,46,3.6,1262708.0
HIV diagnoses,2014,Arkansas,05,All,ALL,Male,All transmission categories,263,22.0,1198002.0
HIV diagnoses,2013,Arkansas,05,All,ALL,Female,All transmission categories,58,4.6,1257556.0
HIV diagnoses,2013,Arkansas,05,All,ALL,Male,All transmission categories,203,17.0,1192723.0
HIV diagnoses,2012,Arkansas,05,All,ALL,Female,All transmission categories,43,3.4,1251718.0
HIV diagnoses,2012,Arkansas,05,All,ALL,Male,All transmission categories,205,17.3,1187599.0
HIV diagnoses,2011,Arkansas,05,All,ALL,Female,All transmission categories,49,3.9,1245339.0
HIV diagnoses,2011,Arkansas,05,All,ALL,Male,All transmission categories,188,15.9,1181775.0
HIV diagnoses,2010,Arkansas,05,All,ALL,Female,All transmission categories,36,2.9,1236131.0
HIV diagnoses,2010,Arkansas,05,All,ALL,Male,All transmission categories,194,16.6,1171850.0
HIV diagnoses,2009,Arkansas,05,All,ALL,Female,All transmission categories,60,4.9,1221849.0
HIV diagnoses,2009,Arkansas,05,All,ALL,Male,All transmission categories,215,18.7,1152240.0
HIV diagnoses,2008,Arkansas,05,All,ALL,Female,All transmission categories,43,3.5,1213470.0
HIV diagnoses,2008,Arkansas,05,All,ALL,Male,All transmission categories,189,16.5,1143893.0
HIV diagnoses,2019,California,06,All,ALL,Female,All transmission categories,548,3.3,16718454.0
HIV diagnoses,2019,California,06,All,ALL,Male,All transmission categories,"3,906",23.9,16352438.0
HIV diagnoses,2018,California,06,All,ALL,Female,All transmission categories,575,3.4,16678033.0
HIV diagnoses,2018,California,06,All,ALL,Male,All transmission categories,"4,174",25.6,16307096.0
HIV diagnoses,2017,California,06,All,ALL,Female,All transmission categories,546,3.3,16601046.0
HIV diagnoses,2017,California,06,All,ALL,Male,All transmission categories,"4,293",26.5,16222072.0
HIV diagnoses,2016,California,06,All,ALL,Female,All transmission categories,600,3.6,16495477.0
HIV diagnoses,2016,California,06,All,ALL,Male,All transmission categories,"4,492",27.9,16106113.0
HIV diagnoses,2015,California,06,All,ALL,Female,All transmission categories,524,3.2,16364955.0
HIV diagnoses,2015,California,06,All,ALL,Male,All transmission categories,"4,517",28.3,15973832.0
HIV diagnoses,2014,California,06,All,ALL,Female,All transmission categories,582,3.6,16213216.0
HIV diagnoses,2014,California,06,All,ALL,Male,All transmission categories,"4,530",28.6,15815767.0
HIV diagnoses,2013,California,06,All,ALL,Female,All transmission categories,499,3.1,16047027.0
HIV diagnoses,2013,California,06,All,ALL,Male,All transmission categories,"4,178",26.7,15646813.0
HIV diagnoses,2012,California,06,All,ALL,Female,All transmission categories,534,3.4,15884453.0
HIV diagnoses,2012,California,06,All,ALL,Male,All transmission categories,"4,497",29.0,15491273.0
HIV diagnoses,2011,California,06,All,ALL,Female,All transmission categories,556,3.5,15726529.0
HIV diagnoses,2011,California,06,All,ALL,Male,All transmission categories,"4,466",29.1,15335606.0
HIV diagnoses,2010,California,06,All,ALL,Female,All transmission categories,631,4.1,15562029.0
HIV diagnoses,2010,California,06,All,ALL,Male,All transmission categories,"4,629",30.5,15190308.0
HIV diagnoses,2009,California,06,All,ALL,Female,All transmission categories,666,4.4,15140307.0
HIV diagnoses,2009,California,06,All,ALL,Male,All transmission categories,"4,742",31.6,15026806.0
HIV diagnoses,2008,California,06,All,ALL,Female,All transmission categories,720,4.8,14984211.0
HIV diagnoses,2008,California,06,All,ALL,Male,All transmission categories,"4,988",33.6,14852434.0
HIV diagnoses,2019,Colorado,08,All,ALL,Female,All transmission categories,82,3.4,2420516.0
HIV diagnoses,2019,Colorado,08,All,ALL,Male,All transmission categories,383,15.7,2444483.0
HIV diagnoses,2018,Colorado,08,All,ALL,Female,All transmission categories,40,1.7,2387759.0
HIV diagnoses,2018,Colorado,08,All,ALL,Male,All transmission categories,363,15.1,2407222.0
HIV diagnoses,2017,Colorado,08,All,ALL,Female,All transmission categories,41,1.7,2347379.0
HIV diagnoses,2017,Colorado,08,All,ALL,Male,All transmission categories,393,16.6,2365000.0
HIV diagnoses,2016,Colorado,08,All,ALL,Female,All transmission categories,48,2.1,2310700.0
HIV diagnoses,2016,Colorado,08,All,ALL,Male,All transmission categories,373,16.1,2323586.0
HIV diagnoses,2015,Colorado,08,All,ALL,Female,All transmission categories,54,2.4,2268934.0
HIV diagnoses,2015,Colorado,08,All,ALL,Male,All transmission categories,322,14.1,2275746.0
HIV diagnoses,2014,Colorado,08,All,ALL,Female,All transmission categories,49,2.2,2224156.0
HIV diagnoses,2014,Colorado,08,All,ALL,Male,All transmission categories,329,14.8,2224202.0
HIV diagnoses,2013,Colorado,08,All,ALL,Female,All transmission categories,42,1.9,2186637.0
HIV diagnoses,2013,Colorado,08,All,ALL,Male,All transmission categories,265,12.1,2181254.0
HIV diagnoses,2012,Colorado,08,All,ALL,Female,All transmission categories,53,2.5,2149615.0
HIV diagnoses,2012,Colorado,08,All,ALL,Male,All transmission categories,316,14.8,2140988.0
HIV diagnoses,2011,Colorado,08,All,ALL,Female,All transmission categories,45,2.1,2114993.0
HIV diagnoses,2011,Colorado,08,All,ALL,Male,All transmission categories,316,15.0,2105798.0
HIV diagnoses,2010,Colorado,08,All,ALL,Female,All transmission categories,59,2.8,2079913.0
HIV diagnoses,2010,Colorado,08,All,ALL,Male,All transmission categories,364,17.6,2071675.0
HIV diagnoses,2009,Colorado,08,All,ALL,Female,All transmission categories,46,2.2,2051862.0
HIV diagnoses,2009,Colorado,08,All,ALL,Male,All transmission categories,325,15.7,2069102.0
HIV diagnoses,2008,Colorado,08,All,ALL,Female,All transmission categories,63,3.1,2017351.0
HIV diagnoses,2008,Colorado,08,All,ALL,Male,All transmission categories,382,18.8,2032342.0
HIV diagnoses,2019,Connecticut,09,All,ALL,Female,All transmission categories,48,3.0,1580599.0
HIV diagnoses,2019,Connecticut,09,All,ALL,Male,All transmission categories,164,11.1,1482696.0
HIV diagnoses,2018,Connecticut,09,All,ALL,Female,All transmission categories,60,3.8,1582200.0
HIV diagnoses,2018,Connecticut,09,All,ALL,Male,All transmission categories,199,13.4,1483897.0
HIV diagnoses,2017,Connecticut,09,All,ALL,Female,All transmission categories,76,4.8,1579954.0
HIV diagnoses,2017,Connecticut,09,All,ALL,Male,All transmission categories,198,13.4,1481949.0
HIV diagnoses,2016,Connecticut,09,All,ALL,Female,All transmission categories,53,3.4,1579842.0
HIV diagnoses,2016,Connecticut,09,All,ALL,Male,All transmission categories,203,13.7,1481237.0
HIV diagnoses,2015,Connecticut,09,All,ALL,Female,All transmission categories,66,4.2,1580770.0
HIV diagnoses,2015,Connecticut,09,All,ALL,Male,All transmission categories,209,14.1,1481910.0
HIV diagnoses,2014,Connecticut,09,All,ALL,Female,All transmission categories,80,5.1,1581485.0
HIV diagnoses,2014,Connecticut,09,All,ALL,Male,All transmission categories,215,14.5,1481114.0
HIV diagnoses,2013,Connecticut,09,All,ALL,Female,All transmission categories,69,4.4,1578540.0
HIV diagnoses,2013,Connecticut,09,All,ALL,Male,All transmission categories,256,17.3,1476391.0
HIV diagnoses,2012,Connecticut,09,All,ALL,Female,All transmission categories,73,4.6,1574305.0
HIV diagnoses,2012,Connecticut,09,All,ALL,Male,All transmission categories,214,14.6,1470231.0
HIV diagnoses,2011,Connecticut,09,All,ALL,Female,All transmission categories,93,5.9,1568013.0
HIV diagnoses,2011,Connecticut,09,All,ALL,Male,All transmission categories,254,17.4,1462145.0
HIV diagnoses,2010,Connecticut,09,All,ALL,Female,All transmission categories,112,7.2,1560661.0
HIV diagnoses,2010,Connecticut,09,All,ALL,Male,All transmission categories,274,18.9,1453138.0
HIV diagnoses,2009,Connecticut,09,All,ALL,Female,All transmission categories,87,5.7,1524210.0
HIV diagnoses,2009,Connecticut,09,All,ALL,Male,All transmission categories,254,17.8,1427672.0
HIV diagnoses,2008,Connecticut,09,All,ALL,Female,All transmission categories,102,6.7,1515743.0
HIV diagnoses,2008,Connecticut,09,All,ALL,Male,All transmission categories,244,17.2,1417069.0
HIV diagnoses,2019,Delaware,10,All,ALL,Female,All transmission categories,24,5.5,432704.0
HIV diagnoses,2019,Delaware,10,All,ALL,Male,All transmission categories,70,17.6,397885.0
HIV diagnoses,2018,Delaware,10,All,ALL,Female,All transmission categories,22,5.1,427277.0
HIV diagnoses,2018,Delaware,10,All,ALL,Male,All transmission categories,69,17.5,393464.0
HIV diagnoses,2017,Delaware,10,All,ALL,Female,All transmission categories,35,8.3,422441.0
HIV diagnoses,2017,Delaware,10,All,ALL,Male,All transmission categories,90,23.1,389466.0
HIV diagnoses,2016,Delaware,10,All,ALL,Female,All transmission categories,26,6.2,418112.0
HIV diagnoses,2016,Delaware,10,All,ALL,Male,All transmission categories,85,22.0,385642.0
HIV diagnoses,2015,Delaware,10,All,ALL,Female,All transmission categories,19,4.6,413995.0
HIV diagnoses,2015,Delaware,10,All,ALL,Male,All transmission categories,85,22.3,381988.0
HIV diagnoses,2014,Delaware,10,All,ALL,Female,All transmission categories,43,10.5,409582.0
HIV diagnoses,2014,Delaware,10,All,ALL,Male,All transmission categories,71,18.8,377582.0
HIV diagnoses,2013,Delaware,10,All,ALL,Female,All transmission categories,29,7.2,404923.0
HIV diagnoses,2013,Delaware,10,All,ALL,Male,All transmission categories,81,21.7,373038.0
HIV diagnoses,2012,Delaware,10,All,ALL,Female,All transmission categories,37,9.3,399956.0
HIV diagnoses,2012,Delaware,10,All,ALL,Male,All transmission categories,99,26.8,368730.0
HIV diagnoses,2011,Delaware,10,All,ALL,Female,All transmission categories,27,6.8,396088.0
HIV diagnoses,2011,Delaware,10,All,ALL,Male,All transmission categories,86,23.6,364801.0
HIV diagnoses,2010,Delaware,10,All,ALL,Female,All transmission categories,27,6.9,391977.0
HIV diagnoses,2010,Delaware,10,All,ALL,Male,All transmission categories,96,26.6,361020.0
HIV diagnoses,2009,Delaware,10,All,ALL,Female,All transmission categories,39,10.2,382478.0
HIV diagnoses,2009,Delaware,10,All,ALL,Male,All transmission categories,111,31.4,353529.0
HIV diagnoses,2008,Delaware,10,All,ALL,Female,All transmission categories,46,12.2,378241.0
HIV diagnoses,2008,Delaware,10,All,ALL,Male,All transmission categories,107,30.6,350024.0
HIV diagnoses,2019,District of Columbia,11,All,ALL,Female,All transmission categories,56,17.4,322335.0
HIV diagnoses,2019,District of Columbia,11,All,ALL,Male,All transmission categories,194,68.3,284149.0
HIV diagnoses,2018,District of Columbia,11,All,ALL,Female,All transmission categories,65,20.3,320177.0
HIV diagnoses,2018,District of Columbia,11,All,ALL,Male,All transmission categories,215,75.9,283380.0
HIV diagnoses,2017,District of Columbia,11,All,ALL,Female,All transmission categories,74,23.3,317528.0
HIV diagnoses,2017,District of Columbia,11,All,ALL,Male,All transmission categories,242,86.2,280828.0
HIV diagnoses,2016,District of Columbia,11,All,ALL,Female,All transmission categories,89,28.4,313774.0
HIV diagnoses,2016,District of Columbia,11,All,ALL,Male,All transmission categories,262,94.2,278182.0
HIV diagnoses,2015,District of Columbia,11,All,ALL,Female,All transmission categories,93,30.0,309881.0
HIV diagnoses,2015,District of Columbia,11,All,ALL,Male,All transmission categories,276,100.7,274086.0
HIV diagnoses,2014,District of Columbia,11,All,ALL,Female,All transmission categories,83,27.3,303930.0
HIV diagnoses,2014,District of Columbia,11,All,ALL,Male,All transmission categories,329,121.9,269894.0
HIV diagnoses,2013,District of Columbia,11,All,ALL,Female,All transmission categories,120,40.0,299645.0
HIV diagnoses,2013,District of Columbia,11,All,ALL,Male,All transmission categories,368,138.6,265454.0
HIV diagnoses,2012,District of Columbia,11,All,ALL,Female,All transmission categories,161,54.7,294134.0
HIV diagnoses,2012,District of Columbia,11,All,ALL,Male,All transmission categories,410,158.0,259481.0
HIV diagnoses,2011,District of Columbia,11,All,ALL,Female,All transmission categories,173,60.0,288273.0
HIV diagnoses,2011,District of Columbia,11,All,ALL,Male,All transmission categories,459,180.6,254200.0
HIV diagnoses,2010,District of Columbia,11,All,ALL,Female,All transmission categories,227,80.3,282670.0
HIV diagnoses,2010,District of Columbia,11,All,ALL,Male,All transmission categories,561,225.9,248323.0
HIV diagnoses,2009,District of Columbia,11,All,ALL,Female,All transmission categories,246,89.1,275945.0
HIV diagnoses,2009,District of Columbia,11,All,ALL,Male,All transmission categories,575,239.5,240044.0
HIV diagnoses,2008,District of Columbia,11,All,ALL,Female,All transmission categories,302,111.2,271668.0
HIV diagnoses,2008,District of Columbia,11,All,ALL,Male,All transmission categories,727,307.6,236353.0
HIV diagnoses,2019,Florida,12,All,ALL,Female,All transmission categories,923,9.7,9504663.0
HIV diagnoses,2019,Florida,12,All,ALL,Male,All transmission categories,"3,438",38.4,8958369.0
HIV diagnoses,2018,Florida,12,All,ALL,Female,All transmission categories,921,9.8,9381977.0
HIV diagnoses,2018,Florida,12,All,ALL,Male,All transmission categories,"3,594",40.6,8846121.0
HIV diagnoses,2017,Florida,12,All,ALL,Female,All transmission categories,989,10.7,9248911.0
HIV diagnoses,2017,Florida,12,All,ALL,Male,All transmission categories,"3,569",40.9,8720347.0
HIV diagnoses,2016,Florida,12,All,ALL,Female,All transmission categories,"1,021",11.2,9085132.0
HIV diagnoses,2016,Florida,12,All,ALL,Male,All transmission categories,"3,638",42.5,8567701.0
HIV diagnoses,2015,Florida,12,All,ALL,Female,All transmission categories,966,10.9,8902840.0
HIV diagnoses,2015,Florida,12,All,ALL,Male,All transmission categories,"3,627",43.2,8396046.0
HIV diagnoses,2014,Florida,12,All,ALL,Female,All transmission categories,957,11.0,8738470.0
HIV diagnoses,2014,Florida,12,All,ALL,Male,All transmission categories,"3,521",42.7,8237398.0
HIV diagnoses,2013,Florida,12,All,ALL,Female,All transmission categories,"1,060",12.3,8594347.0
HIV diagnoses,2013,Florida,12,All,ALL,Male,All transmission categories,"3,238",40.0,8102377.0
HIV diagnoses,2012,Florida,12,All,ALL,Female,All transmission categories,"1,011",11.9,8471012.0
HIV diagnoses,2012,Florida,12,All,ALL,Male,All transmission categories,"3,370",42.2,7984084.0
HIV diagnoses,2011,Florida,12,All,ALL,Female,All transmission categories,"1,136",13.6,8348511.0
HIV diagnoses,2011,Florida,12,All,ALL,Male,All transmission categories,"3,432",43.6,7871814.0
HIV diagnoses,2010,Florida,12,All,ALL,Female,All transmission categories,"1,197",14.5,8249886.0
HIV diagnoses,2010,Florida,12,All,ALL,Male,All transmission categories,"3,435",44.2,7768967.0
HIV diagnoses,2009,Florida,12,All,ALL,Female,All transmission categories,"1,319",16.5,7987495.0
HIV diagnoses,2009,Florida,12,All,ALL,Male,All transmission categories,"3,709",48.6,7626795.0
HIV diagnoses,2008,Florida,12,All,ALL,Female,All transmission categories,"1,619",20.4,7938161.0
HIV diagnoses,2008,Florida,12,All,ALL,Male,All transmission categories,"4,143",54.7,7570783.0
HIV diagnoses,2019,Georgia,13,All,ALL,Female,All transmission categories,458,10.0,4590033.0
HIV diagnoses,2019,Georgia,13,All,ALL,Male,All transmission categories,"1,949",45.7,4260784.0
HIV diagnoses,2018,Georgia,13,All,ALL,Female,All transmission categories,520,11.5,4527775.0
HIV diagnoses,2018,Georgia,13,All,ALL,Male,All transmission categories,"1,966",46.7,4206863.0
HIV diagnoses,2017,Georgia,13,All,ALL,Female,All transmission categories,556,12.4,4471013.0
HIV diagnoses,2017,Georgia,13,All,ALL,Male,All transmission categories,"2,050",49.3,4157911.0
HIV diagnoses,2016,Georgia,13,All,ALL,Female,All transmission categories,494,11.2,4411982.0
HIV diagnoses,2016,Georgia,13,All,ALL,Male,All transmission categories,"2,029",49.4,4106165.0
HIV diagnoses,2015,Georgia,13,All,ALL,Female,All transmission categories,503,11.6,4347001.0
HIV diagnoses,2015,Georgia,13,All,ALL,Male,All transmission categories,"2,131",52.6,4051180.0
HIV diagnoses,2014,Georgia,13,All,ALL,Female,All transmission categories,450,10.5,4288174.0
HIV diagnoses,2014,Georgia,13,All,ALL,Male,All transmission categories,"1,923",48.1,4000951.0
HIV diagnoses,2013,Georgia,13,All,ALL,Female,All transmission categories,458,10.8,4232971.0
HIV diagnoses,2013,Georgia,13,All,ALL,Male,All transmission categories,"1,868",47.2,3956071.0
HIV diagnoses,2012,Georgia,13,All,ALL,Female,All transmission categories,565,13.5,4187862.0
HIV diagnoses,2012,Georgia,13,All,ALL,Male,All transmission categories,"2,012",51.3,3919941.0
HIV diagnoses,2011,Georgia,13,All,ALL,Female,All transmission categories,598,14.5,4135145.0
HIV diagnoses,2011,Georgia,13,All,ALL,Male,All transmission categories,"2,028",52.4,3869664.0
HIV diagnoses,2010,Georgia,13,All,ALL,Female,All transmission categories,636,15.6,4089629.0
HIV diagnoses,2010,Georgia,13,All,ALL,Male,All transmission categories,"1,968",51.5,3823474.0
HIV diagnoses,2009,Georgia,13,All,ALL,Female,All transmission categories,699,17.2,4069748.0
HIV diagnoses,2009,Georgia,13,All,ALL,Male,All transmission categories,"2,211",57.2,3867433.0
HIV diagnoses,2008,Georgia,13,All,ALL,Female,All transmission categories,802,20.0,4016698.0
HIV diagnoses,2008,Georgia,13,All,ALL,Male,All transmission categories,"2,347",61.6,3810222.0
HIV diagnoses,2019,Hawaii,15,All,ALL,Female,All transmission categories,6,1.0,598608.0
HIV diagnoses,2019,Hawaii,15,All,ALL,Male,All transmission categories,58,9.8,594602.0
HIV diagnoses,2018,Hawaii,15,All,ALL,Female,All transmission categories,6,1.0,600687.0
HIV diagnoses,2018,Hawaii,15,All,ALL,Male,All transmission categories,66,11.0,597302.0
HIV diagnoses,2017,Hawaii,15,All,ALL,Female,All transmission categories,6,1.0,600424.0
HIV diagnoses,2017,Hawaii,15,All,ALL,Male,All transmission categories,70,11.7,598725.0
HIV diagnoses,2016,Hawaii,15,All,ALL,Female,All transmission categories,8,1.3,599685.0
HIV diagnoses,2016,Hawaii,15,All,ALL,Male,All transmission categories,68,11.3,600661.0
HIV diagnoses,2015,Hawaii,15,All,ALL,Female,All transmission categories,9,1.5,596553.0
HIV diagnoses,2015,Hawaii,15,All,ALL,Male,All transmission categories,108,18.1,597233.0
HIV diagnoses,2014,Hawaii,15,All,ALL,Female,All transmission categories,10,1.7,593600.0
HIV diagnoses,2014,Hawaii,15,All,ALL,Male,All transmission categories,88,14.8,593577.0
HIV diagnoses,2013,Hawaii,15,All,ALL,Female,All transmission categories,6,1.0,590826.0
HIV diagnoses,2013,Hawaii,15,All,ALL,Male,All transmission categories,89,15.1,589914.0
HIV diagnoses,2012,Hawaii,15,All,ALL,Female,All transmission categories,11,1.9,585792.0
HIV diagnoses,2012,Hawaii,15,All,ALL,Male,All transmission categories,71,12.2,583259.0
HIV diagnoses,2011,Hawaii,15,All,ALL,Female,All transmission categories,10,1.7,580076.0
HIV diagnoses,2011,Hawaii,15,All,ALL,Male,All transmission categories,69,12.0,576080.0
HIV diagnoses,2010,Hawaii,15,All,ALL,Female,All transmission categories,13,2.3,573942.0
HIV diagnoses,2010,Hawaii,15,All,ALL,Male,All transmission categories,88,15.4,570179.0
HIV diagnoses,2009,Hawaii,15,All,ALL,Female,All transmission categories,14,2.6,538697.0
HIV diagnoses,2009,Hawaii,15,All,ALL,Male,All transmission categories,70,12.9,544335.0
HIV diagnoses,2008,Hawaii,15,All,ALL,Female,All transmission categories,10,1.9,536210.0
HIV diagnoses,2008,Hawaii,15,All,ALL,Male,All transmission categories,71,13.1,541575.0
HIV diagnoses,2019,Idaho,16,All,ALL,Female,All transmission categories,5,0.7,736633.0
HIV diagnoses,2019,Idaho,16,All,ALL,Male,All transmission categories,28,3.8,734448.0
HIV diagnoses,2018,Idaho,16,All,ALL,Female,All transmission categories,7,1.0,718686.0
HIV diagnoses,2018,Idaho,16,All,ALL,Male,All transmission categories,30,4.2,716412.0
HIV diagnoses,2017,Idaho,16,All,ALL,Female,All transmission categories,4,0.6,702891.0
HIV diagnoses,2017,Idaho,16,All,ALL,Male,All transmission categories,41,5.9,700145.0
