"Notes","Year","Year Code","Leading Cancer Sites","Leading Cancer Sites Code","States and Puerto Rico","States and Puerto Rico Code","Age Groups","Age Groups Code",Count,Population,Crude Rate
,"1999","1999","Colon and Rectum","21041-21052","Colorado","08","50-54 years","50-54",106,265834,39.9
,"1999","1999","Colon and Rectum","21041-21052","Colorado","08","55-59 years","55-59",142,186839,76.0
,"1999","1999","Colon and Rectum","21041-21052","Colorado","08","60-64 years ","60-64",143,142207,100.6
,"1999","1999","Colon and Rectum","21041-21052","Colorado","08","65-69 years","65-69",190,120041,158.3
,"1999","1999","Colon and Rectum","21041-21052","Colorado","08","70-74 years","70-74",277,104378,265.4
,"1999","1999","Colon and Rectum","21041-21052","Connecticut","09","45-49 years","45-49",85,246896,34.4
,"1999","1999","Colon and Rectum","21041-21052","Connecticut","09","50-54 years","50-54",117,222424,52.6
,"1999","1999","Colon and Rectum","21041-21052","Connecticut","09","55-59 years","55-59",157,171572,91.5
,"1999","1999","Colon and Rectum","21041-21052","Connecticut","09","60-64 years ","60-64",196,130887,149.7
,"1999","1999","Colon and Rectum","21041-21052","Connecticut","09","65-69 years","65-69",271,118365,229.0
,"1999","1999","Colon and Rectum","21041-21052","Connecticut","09","70-74 years","70-74",350,114972,304.4
,"1999","1999","Colon and Rectum","21041-21052","Delaware","10","45-49 years","45-49",18,53351,33.7
,"1999","1999","Colon and Rectum","21041-21052","Delaware","10","50-54 years","50-54",32,47477,67.4
,"1999","1999","Colon and Rectum","21041-21052","Delaware","10","55-59 years","55-59",35,38109,91.8
,"1999","1999","Colon and Rectum","21041-21052","Delaware","10","60-64 years ","60-64",37,31777,116.4
,"1999","1999","Colon and Rectum","21041-21052","Delaware","10","65-69 years","65-69",62,29791,208.1
,"1999","1999","Colon and Rectum","21041-21052","Delaware","10","70-74 years","70-74",71,26404,268.9
,"1999","1999","Colon and Rectum","21041-21052","District of Columbia","11","45-49 years","45-49",Suppressed,38725,Suppressed
,"1999","1999","Colon and Rectum","21041-21052","District of Columbia","11","50-54 years","50-54",20,34514,57.9
,"1999","1999","Colon and Rectum","21041-21052","District of Columbia","11","55-59 years","55-59",29,27011,107.4
,"1999","1999","Colon and Rectum","21041-21052","District of Columbia","11","60-64 years ","60-64",30,21698,138.3
,"1999","1999","Colon and Rectum","21041-21052","District of Columbia","11","65-69 years","65-69",39,18882,206.5
,"1999","1999","Colon and Rectum","21041-21052","District of Columbia","11","70-74 years","70-74",43,17679,243.2
,"1999","1999","Colon and Rectum","21041-21052","Florida","12","45-49 years","45-49",325,1049792,31.0
,"1999","1999","Colon and Rectum","21041-21052","Florida","12","50-54 years","50-54",573,942150,60.8
,"1999","1999","Colon and Rectum","21041-21052","Florida","12","55-59 years","55-59",730,789129,92.5
,"1999","1999","Colon and Rectum","21041-21052","Florida","12","60-64 years ","60-64",1049,720321,145.6
,"1999","1999","Colon and Rectum","21041-21052","Florida","12","65-69 years","65-69",1562,732184,213.3
,"1999","1999","Colon and Rectum","21041-21052","Florida","12","70-74 years","70-74",1957,730681,267.8
,"1999","1999","Colon and Rectum","21041-21052","Georgia","13","45-49 years","45-49",191,559425,34.1
,"1999","1999","Colon and Rectum","21041-21052","Georgia","13","50-54 years","50-54",263,487139,54.0
,"1999","1999","Colon and Rectum","21041-21052","Georgia","13","55-59 years","55-59",334,362385,92.2
,"1999","1999","Colon and Rectum","21041-21052","Georgia","13","60-64 years ","60-64",341,280449,121.6
,"1999","1999","Colon and Rectum","21041-21052","Georgia","13","65-69 years","65-69",428,233760,183.1
,"1999","1999","Colon and Rectum","21041-21052","Georgia","13","70-74 years","70-74",443,197516,224.3
,"1999","1999","Colon and Rectum","21041-21052","Hawaii","15","45-49 years","45-49",25,89327,28.0
,"1999","1999","Colon and Rectum","21041-21052","Hawaii","15","50-54 years","50-54",42,77930,53.9
,"1999","1999","Colon and Rectum","21041-21052","Hawaii","15","55-59 years","55-59",47,57934,81.1
,"1999","1999","Colon and Rectum","21041-21052","Hawaii","15","60-64 years ","60-64",62,45708,135.6
,"1999","1999","Colon and Rectum","21041-21052","Hawaii","15","65-69 years","65-69",87,43010,202.3
,"1999","1999","Colon and Rectum","21041-21052","Hawaii","15","70-74 years","70-74",114,42452,268.5
,"1999","1999","Colon and Rectum","21041-21052","Idaho","16","45-49 years","45-49",20,90083,22.2
,"1999","1999","Colon and Rectum","21041-21052","Idaho","16","50-54 years","50-54",21,74530,28.2
,"1999","1999","Colon and Rectum","21041-21052","Idaho","16","55-59 years","55-59",43,58108,74.0
,"1999","1999","Colon and Rectum","21041-21052","Idaho","16","60-64 years ","60-64",58,46544,124.6
,"1999","1999","Colon and Rectum","21041-21052","Idaho","16","65-69 years","65-69",66,39821,165.7
,"1999","1999","Colon and Rectum","21041-21052","Idaho","16","70-74 years","70-74",62,35543,174.4
,"1999","1999","Colon and Rectum","21041-21052","Illinois","17","45-49 years","45-49",268,857556,31.3
,"1999","1999","Colon and Rectum","21041-21052","Illinois","17","50-54 years","50-54",352,726545,48.4
,"1999","1999","Colon and Rectum","21041-21052","Illinois","17","55-59 years","55-59",502,567540,88.5
,"1999","1999","Colon and Rectum","21041-21052","Illinois","17","60-64 years ","60-64",721,461748,156.1
,"1999","1999","Colon and Rectum","21041-21052","Illinois","17","65-69 years","65-69",923,400609,230.4
,"1999","1999","Colon and Rectum","21041-21052","Illinois","17","70-74 years","70-74",1073,377467,284.3
,"1999","1999","Colon and Rectum","21041-21052","Indiana","18","45-49 years","45-49",118,429304,27.5
,"1999","1999","Colon and Rectum","21041-21052","Indiana","18","50-54 years","50-54",186,366436,50.8
,"1999","1999","Colon and Rectum","21041-21052","Indiana","18","55-59 years","55-59",284,288461,98.5
,"1999","1999","Colon and Rectum","21041-21052","Indiana","18","60-64 years ","60-64",327,234501,139.4
,"1999","1999","Colon and Rectum","21041-21052","Indiana","18","65-69 years","65-69",440,204460,215.2
,"1999","1999","Colon and Rectum","21041-21052","Indiana","18","70-74 years","70-74",530,192620,275.2
,"1999","1999","Colon and Rectum","21041-21052","Iowa","19","45-49 years","45-49",68,209662,32.4
,"1999","1999","Colon and Rectum","21041-21052","Iowa","19","50-54 years","50-54",89,172878,51.5
,"1999","1999","Colon and Rectum","21041-21052","Iowa","19","55-59 years","55-59",140,136955,102.2
,"1999","1999","Colon and Rectum","21041-21052","Iowa","19","60-64 years ","60-64",173,118821,145.6
,"1999","1999","Colon and Rectum","21041-21052","Iowa","19","65-69 years","65-69",296,107971,274.1
,"1999","1999","Colon and Rectum","21041-21052","Iowa","19","70-74 years","70-74",336,105306,319.1
,"1999","1999","Colon and Rectum","21041-21052","Kansas","20","45-49 years","45-49",62,188648,32.9
,"1999","1999","Colon and Rectum","21041-21052","Kansas","20","50-54 years","50-54",73,155509,46.9
,"1999","1999","Colon and Rectum","21041-21052","Kansas","20","55-59 years","55-59",128,118900,107.7
,"1999","1999","Colon and Rectum","21041-21052","Kansas","20","60-64 years ","60-64",135,98820,136.6
,"1999","1999","Colon and Rectum","21041-21052","Kansas","20","65-69 years","65-69",162,90679,178.7
,"1999","1999","Colon and Rectum","21041-21052","Kansas","20","70-74 years","70-74",245,86584,283.0
,"1999","1999","Colon and Rectum","21041-21052","Kentucky","21","45-49 years","45-49",114,288496,39.5
,"1999","1999","Colon and Rectum","21041-21052","Kentucky","21","50-54 years","50-54",137,252943,54.2
,"1999","1999","Colon and Rectum","21041-21052","Kentucky","21","55-59 years","55-59",179,199700,89.6
,"1999","1999","Colon and Rectum","21041-21052","Kentucky","21","60-64 years ","60-64",272,166288,163.6
,"1999","1999","Colon and Rectum","21041-21052","Kentucky","21","65-69 years","65-69",322,144509,222.8
,"1999","1999","Colon and Rectum","21041-21052","Kentucky","21","70-74 years","70-74",373,129509,288.0
,"1999","1999","Colon and Rectum","21041-21052","Louisiana","22","45-49 years","45-49",103,309678,33.3
,"1999","1999","Colon and Rectum","21041-21052","Louisiana","22","50-54 years","50-54",175,260765,67.1
,"1999","1999","Colon and Rectum","21041-21052","Louisiana","22","55-59 years","55-59",213,204008,104.4
,"1999","1999","Colon and Rectum","21041-21052","Louisiana","22","60-64 years ","60-64",232,169228,137.1
,"1999","1999","Colon and Rectum","21041-21052","Louisiana","22","65-69 years","65-69",310,148253,209.1
,"1999","1999","Colon and Rectum","21041-21052","Louisiana","22","70-74 years","70-74",361,135380,266.7
,"1999","1999","Colon and Rectum","21041-21052","Maine","23","45-49 years","45-49",32,99910,32.0
,"1999","1999","Colon and Rectum","21041-21052","Maine","23","50-54 years","50-54",51,86441,59.0
,"1999","1999","Colon and Rectum","21041-21052","Maine","23","55-59 years","55-59",57,65724,86.7
,"1999","1999","Colon and Rectum","21041-21052","Maine","23","60-64 years ","60-64",71,54088,131.3
,"1999","1999","Colon and Rectum","21041-21052","Maine","23","65-69 years","65-69",135,49907,270.5
,"1999","1999","Colon and Rectum","21041-21052","Maine","23","70-74 years","70-74",154,46067,334.3
,"1999","1999","Colon and Rectum","21041-21052","Maryland","24","45-49 years","45-49",93,391066,23.8
,"1999","1999","Colon and Rectum","21041-21052","Maryland","24","50-54 years","50-54",171,343624,49.8
,"1999","1999","Colon and Rectum","21041-21052","Maryland","24","55-59 years","55-59",251,260362,96.4
,"1999","1999","Colon and Rectum","21041-21052","Maryland","24","60-64 years ","60-64",294,198420,148.2
,"1999","1999","Colon and Rectum","21041-21052","Maryland","24","65-69 years","65-69",305,168369,181.1
,"1999","1999","Colon and Rectum","21041-21052","Maryland","24","70-74 years","70-74",389,153202,253.9
,"1999","1999","Colon and Rectum","21041-21052","Massachusetts","25","45-49 years","45-49",114,452495,25.2
,"1999","1999","Colon and Rectum","21041-21052","Massachusetts","25","50-54 years","50-54",239,397395,60.1
,"1999","1999","Colon and Rectum","21041-21052","Massachusetts","25","55-59 years","55-59",263,299408,87.8
,"1999","1999","Colon and Rectum","21041-21052","Massachusetts","25","60-64 years ","60-64",313,235075,133.1
,"1999","1999","Colon and Rectum","21041-21052","Massachusetts","25","65-69 years","65-69",460,217857,211.1
,"1999","1999","Colon and Rectum","21041-21052","Massachusetts","25","70-74 years","70-74",609,213185,285.7
,"1999","1999","Colon and Rectum","21041-21052","Michigan","26","45-49 years","45-49",191,721311,26.5
,"1999","1999","Colon and Rectum","21041-21052","Michigan","26","50-54 years","50-54",285,608876,46.8
,"1999","1999","Colon and Rectum","21041-21052","Michigan","26","55-59 years","55-59",395,474708,83.2
,"1999","1999","Colon and Rectum","21041-21052","Michigan","26","60-64 years ","60-64",523,375136,139.4
,"1999","1999","Colon and Rectum","21041-21052","Michigan","26","65-69 years","65-69",693,329896,210.1
,"1999","1999","Colon and Rectum","21041-21052","Michigan","26","70-74 years","70-74",884,315575,280.1
,"1999","1999","Colon and Rectum","21041-21052","Minnesota","27","45-49 years","45-49",82,355713,23.1
,"1999","1999","Colon and Rectum","21041-21052","Minnesota","27","50-54 years","50-54",133,287632,46.2
,"1999","1999","Colon and Rectum","21041-21052","Minnesota","27","55-59 years","55-59",198,220470,89.8
,"1999","1999","Colon and Rectum","21041-21052","Minnesota","27","60-64 years ","60-64",243,175359,138.6
,"1999","1999","Colon and Rectum","21041-21052","Minnesota","27","65-69 years","65-69",284,152718,186.0
,"1999","1999","Colon and Rectum","21041-21052","Minnesota","27","70-74 years","70-74",362,142717,253.6
,"1999","1999","Colon and Rectum","21041-21052","Mississippi","28","45-49 years","45-49",Missing,Missing,Missing
,"1999","1999","Colon and Rectum","21041-21052","Mississippi","28","50-54 years","50-54",Missing,Missing,Missing
,"1999","1999","Colon and Rectum","21041-21052","Mississippi","28","55-59 years","55-59",Missing,Missing,Missing
,"1999","1999","Colon and Rectum","21041-21052","Mississippi","28","60-64 years ","60-64",Missing,Missing,Missing
,"1999","1999","Colon and Rectum","21041-21052","Mississippi","28","65-69 years","65-69",Missing,Missing,Missing
,"1999","1999","Colon and Rectum","21041-21052","Mississippi","28","70-74 years","70-74",Missing,Missing,Missing
,"1999","1999","Colon and Rectum","21041-21052","Missouri","29","45-49 years","45-49",114,386754,29.5
,"1999","1999","Colon and Rectum","21041-21052","Missouri","29","50-54 years","50-54",181,334433,54.1
,"1999","1999","Colon and Rectum","21041-21052","Missouri","29","55-59 years","55-59",228,272809,83.6
,"1999","1999","Colon and Rectum","21041-21052","Missouri","29","60-64 years ","60-64",331,226460,146.2
,"1999","1999","Colon and Rectum","21041-21052","Missouri","29","65-69 years","65-69",453,205558,220.4
,"1999","1999","Colon and Rectum","21041-21052","Missouri","29","70-74 years","70-74",506,188365,268.6
,"1999","1999","Colon and Rectum","21041-21052","Montana","30","45-49 years","45-49",Suppressed,72177,Suppressed
,"1999","1999","Colon and Rectum","21041-21052","Montana","30","50-54 years","50-54",34,58828,57.8
,"1999","1999","Colon and Rectum","21041-21052","Montana","30","55-59 years","55-59",43,45838,93.8
,"1999","1999","Colon and Rectum","21041-21052","Montana","30","60-64 years ","60-64",49,37398,131.0
,"1999","1999","Colon and Rectum","21041-21052","Montana","30","65-69 years","65-69",67,32374,207.0
,"1999","1999","Colon and Rectum","21041-21052","Montana","30","70-74 years","70-74",88,29859,294.7
,"1999","1999","Colon and Rectum","21041-21052","Nebraska","31","45-49 years","45-49",32,120758,26.5
,"1999","1999","Colon and Rectum","21041-21052","Nebraska","31","50-54 years","50-54",52,98618,52.7
,"1999","1999","Colon and Rectum","21041-21052","Nebraska","31","55-59 years","55-59",64,75854,84.4
,"1999","1999","Colon and Rectum","21041-21052","Nebraska","31","60-64 years ","60-64",101,64422,156.8
,"1999","1999","Colon and Rectum","21041-21052","Nebraska","31","65-69 years","65-69",148,59730,247.8
,"1999","1999","Colon and Rectum","21041-21052","Nebraska","31","70-74 years","70-74",179,56690,315.8
,"1999","1999","Colon and Rectum","21041-21052","Nevada","32","45-49 years","45-49",31,134314,23.1
,"1999","1999","Colon and Rectum","21041-21052","Nevada","32","50-54 years","50-54",46,122075,37.7
,"1999","1999","Colon and Rectum","21041-21052","Nevada","32","55-59 years","55-59",77,100088,76.9
,"1999","1999","Colon and Rectum","21041-21052","Nevada","32","60-64 years ","60-64",99,81732,121.1
,"1999","1999","Colon and Rectum","21041-21052","Nevada","32","65-69 years","65-69",161,70207,229.3
,"1999","1999","Colon and Rectum","21041-21052","Nevada","32","70-74 years","70-74",153,59520,257.1
,"1999","1999","Colon and Rectum","21041-21052","New Hampshire","33","45-49 years","45-49",17,95212,17.9
,"1999","1999","Colon and Rectum","21041-21052","New Hampshire","33","50-54 years","50-54",48,81814,58.7
,"1999","1999","Colon and Rectum","21041-21052","New Hampshire","33","55-59 years","55-59",38,59876,63.5
,"1999","1999","Colon and Rectum","21041-21052","New Hampshire","33","60-64 years ","60-64",55,45930,119.7
,"1999","1999","Colon and Rectum","21041-21052","New Hampshire","33","65-69 years","65-69",73,40928,178.4
,"1999","1999","Colon and Rectum","21041-21052","New Hampshire","33","70-74 years","70-74",90,37071,242.8
,"1999","1999","Colon and Rectum","21041-21052","New Jersey","34","45-49 years","45-49",150,598841,25.0
,"1999","1999","Colon and Rectum","21041-21052","New Jersey","34","50-54 years","50-54",296,532295,55.6
,"1999","1999","Colon and Rectum","21041-21052","New Jersey","34","55-59 years","55-59",402,412789,97.4
,"1999","1999","Colon and Rectum","21041-21052","New Jersey","34","60-64 years ","60-64",463,328290,141.0
,"1999","1999","Colon and Rectum","21041-21052","New Jersey","34","65-69 years","65-69",687,295460,232.5
,"1999","1999","Colon and Rectum","21041-21052","New Jersey","34","70-74 years","70-74",866,283383,305.6
,"1999","1999","Colon and Rectum","21041-21052","New Mexico","35","45-49 years","45-49",25,128839,19.4
,"1999","1999","Colon and Rectum","21041-21052","New Mexico","35","50-54 years","50-54",50,109867,45.5
,"1999","1999","Colon and Rectum","21041-21052","New Mexico","35","55-59 years","55-59",67,84247,79.5
,"1999","1999","Colon and Rectum","21041-21052","New Mexico","35","60-64 years ","60-64",74,70757,104.6
,"1999","1999","Colon and Rectum","21041-21052","New Mexico","35","65-69 years","65-69",104,62428,166.6
,"1999","1999","Colon and Rectum","21041-21052","New Mexico","35","70-74 years","70-74",105,53956,194.6
,"1999","1999","Colon and Rectum","21041-21052","New York","36","45-49 years","45-49",390,1320845,29.5
,"1999","1999","Colon and Rectum","21041-21052","New York","36","50-54 years","50-54",613,1174240,52.2
,"1999","1999","Colon and Rectum","21041-21052","New York","36","55-59 years","55-59",810,913115,88.7
,"1999","1999","Colon and Rectum","21041-21052","New York","36","60-64 years ","60-64",1121,751924,149.1
,"1999","1999","Colon and Rectum","21041-21052","New York","36","65-69 years","65-69",1518,658226,230.6
,"1999","1999","Colon and Rectum","21041-21052","New York","36","70-74 years","70-74",1866,617661,302.1
,"1999","1999","Colon and Rectum","21041-21052","North Carolina","37","45-49 years","45-49",174,558808,31.1
,"1999","1999","Colon and Rectum","21041-21052","North Carolina","37","50-54 years","50-54",283,497191,56.9
,"1999","1999","Colon and Rectum","21041-21052","North Carolina","37","55-59 years","55-59",343,388238,88.3
,"1999","1999","Colon and Rectum","21041-21052","North Carolina","37","60-64 years ","60-64",420,321589,130.6
,"1999","1999","Colon and Rectum","21041-21052","North Carolina","37","65-69 years","65-69",545,281436,193.6
,"1999","1999","Colon and Rectum","21041-21052","North Carolina","37","70-74 years","70-74",567,250505,226.3
,"1999","1999","Colon and Rectum","21041-21052","North Dakota","38","45-49 years","45-49",Suppressed,46436,Suppressed
,"1999","1999","Colon and Rectum","21041-21052","North Dakota","38","50-54 years","50-54",23,36468,63.1
,"1999","1999","Colon and Rectum","21041-21052","North Dakota","38","55-59 years","55-59",27,28259,95.5
,"1999","1999","Colon and Rectum","21041-21052","North Dakota","38","60-64 years ","60-64",45,24860,181.0
,"1999","1999","Colon and Rectum","21041-21052","North Dakota","38","65-69 years","65-69",47,23242,202.2
,"1999","1999","Colon and Rectum","21041-21052","North Dakota","38","70-74 years","70-74",54,22820,236.6
,"1999","1999","Colon and Rectum","21041-21052","Ohio","39","45-49 years","45-49",226,821791,27.5
,"1999","1999","Colon and Rectum","21041-21052","Ohio","39","50-54 years","50-54",360,702962,51.2
,"1999","1999","Colon and Rectum","21041-21052","Ohio","39","55-59 years","55-59",510,546215,93.4
,"1999","1999","Colon and Rectum","21041-21052","Ohio","39","60-64 years ","60-64",664,456222,145.5
,"1999","1999","Colon and Rectum","21041-21052","Ohio","39","65-69 years","65-69",904,405056,223.2
,"1999","1999","Colon and Rectum","21041-21052","Ohio","39","70-74 years","70-74",1162,391012,297.2
,"1999","1999","Colon and Rectum","21041-21052","Oklahoma","40","45-49 years","45-49",60,235774,25.4
,"1999","1999","Colon and Rectum","21041-21052","Oklahoma","40","50-54 years","50-54",90,206895,43.5
,"1999","1999","Colon and Rectum","21041-21052","Oklahoma","40","55-59 years","55-59",123,169020,72.8
,"1999","1999","Colon and Rectum","21041-21052","Oklahoma","40","60-64 years ","60-64",210,142567,147.3
,"1999","1999","Colon and Rectum","21041-21052","Oklahoma","40","65-69 years","65-69",254,128285,198.0
,"1999","1999","Colon and Rectum","21041-21052","Oklahoma","40","70-74 years","70-74",300,113578,264.1
,"1999","1999","Colon and Rectum","21041-21052","Oregon","41","45-49 years","45-49",65,268975,24.2
,"1999","1999","Colon and Rectum","21041-21052","Oregon","41","50-54 years","50-54",105,226015,46.5
,"1999","1999","Colon and Rectum","21041-21052","Oregon","41","55-59 years","55-59",117,167191,70.0
,"1999","1999","Colon and Rectum","21041-21052","Oregon","41","60-64 years ","60-64",173,128772,134.3
,"1999","1999","Colon and Rectum","21041-21052","Oregon","41","65-69 years","65-69",207,112788,183.5
,"1999","1999","Colon and Rectum","21041-21052","Oregon","41","70-74 years","70-74",277,107314,258.1
,"1999","1999","Colon and Rectum","21041-21052","Pennsylvania","42","45-49 years","45-49",279,891134,31.3
,"1999","1999","Colon and Rectum","21041-21052","Pennsylvania","42","50-54 years","50-54",403,767932,52.5
,"1999","1999","Colon and Rectum","21041-21052","Pennsylvania","42","55-59 years","55-59",523,608509,85.9
,"1999","1999","Colon and Rectum","21041-21052","Pennsylvania","42","60-64 years ","60-64",782,512226,152.7
,"1999","1999","Colon and Rectum","21041-21052","Pennsylvania","42","65-69 years","65-69",1103,486942,226.5
,"1999","1999","Colon and Rectum","21041-21052","Pennsylvania","42","70-74 years","70-74",1604,495142,323.9
,"1999","1999","Colon and Rectum","21041-21052","Rhode Island","44","45-49 years","45-49",26,73294,35.5
,"1999","1999","Colon and Rectum","21041-21052","Rhode Island","44","50-54 years","50-54",38,63917,59.5
,"1999","1999","Colon and Rectum","21041-21052","Rhode Island","44","55-59 years","55-59",44,48135,91.4
,"1999","1999","Colon and Rectum","21041-21052","Rhode Island","44","60-64 years ","60-64",71,38740,183.3
,"1999","1999","Colon and Rectum","21041-21052","Rhode Island","44","65-69 years","65-69",96,36565,262.5
,"1999","1999","Colon and Rectum","21041-21052","Rhode Island","44","70-74 years","70-74",128,38437,333.0
,"1999","1999","Colon and Rectum","21041-21052","South Carolina","45","45-49 years","45-49",95,281896,33.7
,"1999","1999","Colon and Rectum","21041-21052","South Carolina","45","50-54 years","50-54",168,252394,66.6
,"1999","1999","Colon and Rectum","21041-21052","South Carolina","45","55-59 years","55-59",196,199582,98.2
,"1999","1999","Colon and Rectum","21041-21052","South Carolina","45","60-64 years ","60-64",230,163432,140.7
,"1999","1999","Colon and Rectum","21041-21052","South Carolina","45","65-69 years","65-69",297,145052,204.8
,"1999","1999","Colon and Rectum","21041-21052","South Carolina","45","70-74 years","70-74",307,124344,246.9
,"1999","1999","Colon and Rectum","21041-21052","South Dakota","46","45-49 years","45-49",Missing,Missing,Missing
,"1999","1999","Colon and Rectum","21041-21052","South Dakota","46","50-54 years","50-54",Missing,Missing,Missing
,"1999","1999","Colon and Rectum","21041-21052","South Dakota","46","55-59 years","55-59",Missing,Missing,Missing
,"1999","1999","Colon and Rectum","21041-21052","South Dakota","46","60-64 years ","60-64",Missing,Missing,Missing
,"1999","1999","Colon and Rectum","21041-21052","South Dakota","46","65-69 years","65-69",Missing,Missing,Missing
,"1999","1999","Colon and Rectum","21041-21052","South Dakota","46","70-74 years","70-74",Missing,Missing,Missing
,"1999","1999","Colon and Rectum","21041-21052","Tennessee","47","45-49 years","45-49",105,405455,25.9
,"1999","1999","Colon and Rectum","21041-21052","Tennessee","47","50-54 years","50-54",209,361477,57.8
,"1999","1999","Colon and Rectum","21041-21052","Tennessee","47","55-59 years","55-59",254,286681,88.6
,"1999","1999","Colon and Rectum","21041-21052","Tennessee","47","60-64 years ","60-64",267,236999,112.7
,"1999","1999","Colon and Rectum","21041-21052","Tennessee","47","65-69 years","65-69",359,203089,176.8
,"1999","1999","Colon and Rectum","21041-21052","Tennessee","47","70-74 years","70-74",411,177624,231.4
,"1999","1999","Colon and Rectum","21041-21052","Texas","48","45-49 years","45-49",418,1374078,30.4
,"1999","1999","Colon and Rectum","21041-21052","Texas","48","50-54 years","50-54",601,1146781,52.4
,"1999","1999","Colon and Rectum","21041-21052","Texas","48","55-59 years","55-59",733,863292,84.9
,"1999","1999","Colon and Rectum","21041-21052","Texas","48","60-64 years ","60-64",764,693373,110.2
,"1999","1999","Colon and Rectum","21041-21052","Texas","48","65-69 years","65-69",1150,604694,190.2
,"1999","1999","Colon and Rectum","21041-21052","Texas","48","70-74 years","70-74",1269,529022,239.9
,"1999","1999","Colon and Rectum","21041-21052","Utah","49","45-49 years","45-49",26,128072,20.3
,"1999","1999","Colon and Rectum","21041-21052","Utah","49","50-54 years","50-54",38,101529,37.4
,"1999","1999","Colon and Rectum","21041-21052","Utah","49","55-59 years","55-59",49,77681,63.1
,"1999","1999","Colon and Rectum","21041-21052","Utah","49","60-64 years ","60-64",61,61905,98.5
,"1999","1999","Colon and Rectum","21041-21052","Utah","49","65-69 years","65-69",94,53298,176.4
,"1999","1999","Colon and Rectum","21041-21052","Utah","49","70-74 years","70-74",89,47428,187.7
,"1999","1999","Colon and Rectum","21041-21052","Vermont","50","45-49 years","45-49",Suppressed,49200,Suppressed
,"1999","1999","Colon and Rectum","21041-21052","Vermont","50","50-54 years","50-54",22,41795,52.6
,"1999","1999","Colon and Rectum","21041-21052","Vermont","50","55-59 years","55-59",29,31228,92.9
,"1999","1999","Colon and Rectum","21041-21052","Vermont","50","60-64 years ","60-64",35,23826,146.9
,"1999","1999","Colon and Rectum","21041-21052","Vermont","50","65-69 years","65-69",45,20963,214.7
,"1999","1999","Colon and Rectum","21041-21052","Vermont","50","70-74 years","70-74",50,19432,257.3
,"1999","1999","Colon and Rectum","21041-21052","Virginia","51","45-49 years","45-49",138,514775,26.8
