education_group,state_name,state_fips,bene_yes,bene_no,total_bene,bene_yes_pct,bene_yes_pct_lcl,bene_yes_pct_ucl,age_adjusted_pct,age_adjusted_pct_lcl,age_adjusted_pct_ucl
"Graduated High School",Oregon,41,331,198,529,59.4670789239157,54.4132591274339,64.5208987203975,49.5672859757093,40.9793914118056,58.155180539613
"Attended College or Technical School",Oregon,41,613,277,890,69.0688328639713,65.4466640832519,72.6910016446907,58.2403435491333,49.9771723775836,66.503514720683
"Graduated from College or Technical
School",Oregon,41,887,398,1285,68.535897969503,65.5922084901196,71.4795874488864,58.98496960153,52.8647628790113,65.1051763240487
"Don’t know/Not sure/Missing",Oregon,41,4,3,7,85.4295300094365,55.9788397423011,100,82.6717428999993,36.4920419397843,100
"Did not graduate High School",Pennsylvania,42,52,51,103,53.6940328857627,41.6839631627648,65.7041026087606,47.6384515229596,28.3312506458126,66.9456524001065
"Graduated High School",Pennsylvania,42,436,186,622,62.615583386858,56.9175234059224,68.3136433677935,50.5981360118688,39.6692622278594,61.5270097958782
"Attended College or Technical School",Pennsylvania,42,446,165,611,72.1712940855392,67.4378546496547,76.9047335214237,60.0502374559493,49.416634850617,70.6838400612815
"Graduated from College or Technical
School",Pennsylvania,42,661,250,911,70.5217945075712,66.2392167067103,74.8043723084322,61.6931486063905,52.7301714609565,70.6561257518246
"Don’t know/Not sure/Missing",Pennsylvania,42,4,2,6,90.7352870883114,50.9351909086322,100,.,.,.
"Did not graduate High School","Rhode Island",44,143,74,217,65.4354783173553,56.8813435286761,73.9896131060345,51.2308340499968,36.2592163501603,66.2024517498332
"Graduated High School","Rhode Island",44,446,149,595,72.2844930664315,67.3014656918795,77.2675204409835,59.4308950063264,48.5280512886739,70.3337387239788
"Attended College or Technical School","Rhode Island",44,573,170,743,75.6893503063586,71.7228217665949,79.6558788461223,63.8795776493279,53.4552180561989,74.303937242457
"Graduated from College or Technical
School","Rhode Island",44,1216,293,1509,77.9329555193735,75.1299140979701,80.7359969407769,65.6877528876578,59.3736083931138,72.0018973822018
"Don’t know/Not sure/Missing","Rhode Island",44,6,5,11,60.4593563207874,15.577107432909,100,79.992254650977,42.0872752640936,100
"Did not graduate High School","South Carolina",45,174,108,282,59.3893710389682,52.5097014522038,66.2690406257327,48.8777528609146,37.7426712940721,60.012834427757
"Graduated High School","South Carolina",45,889,375,1264,67.6838977845616,64.319009831461,71.0487857376622,55.548714835088,48.3312094038165,62.7662202663595
"Attended College or Technical School","South Carolina",45,1014,351,1365,71.6289589137706,68.6926765559357,74.5652412716056,58.7618221025251,53.0745963585325,64.4490478465177
"Graduated from College or Technical
School","South Carolina",45,1736,475,2211,76.548071054181,74.3631736368804,78.7329684714817,66.3764296870563,61.1124523048644,71.6404070692483
"Don’t know/Not sure/Missing","South Carolina",45,8,3,11,72.2169980652963,34.6654030348649,100,.,.,.
"Did not graduate High School","South Dakota",46,90,63,153,58.1820580181178,31.4986288774909,84.8654871587447,44.4945051153828,36.45222928026,52.5367809505057
"Graduated High School","South Dakota",46,650,365,1015,62.3676819423778,53.0145308657988,71.7208330189568,47.8153669267318,37.3297316620675,58.301002191396
"Attended College or Technical School","South Dakota",46,859,430,1289,62.3209611118808,53.5977377010072,71.0441845227546,53.3115567079084,40.314312155773,66.3088012600439
"Graduated from College or Technical
School","South Dakota",46,1120,443,1563,74.7481672423045,68.9156613417864,80.5806731428227,64.682772798809,47.1692437268413,82.1963018707768
"Don’t know/Not sure/Missing","South Dakota",46,6,4,10,9.82607494934534,5.26920568833253,14.3829442103582,35.2356831774701,30.2758163555235,40.1955499994166
"Did not graduate High School",Tennessee,47,114,94,208,51.3867164958877,43.2901209809876,59.4833120107878,38.3798423808543,29.6742699231327,47.0854148385758
"Graduated High School",Tennessee,47,476,247,723,63.8392074482281,59.1632927827971,68.5151221136591,53.8963895814957,43.7331861940034,64.0595929689881
"Attended College or Technical School",Tennessee,47,497,255,752,64.963793681433,60.6218657934164,69.3057215694496,55.773784801708,47.6676965247738,63.8798730786422
"Graduated from College or Technical
School",Tennessee,47,641,268,909,70.7450044156513,67.1047530397174,74.3852557915851,62.6239930145803,54.7694288512625,70.4785571778981
"Don’t know/Not sure/Missing",Tennessee,47,5,3,8,57.0640359513605,0,100,.,.,.
"Did not graduate High School",Texas,48,293,301,594,47.0603519037806,39.9180514883315,54.2026523192297,42.1216904896782,31.9503931350233,52.292987844333
"Graduated High School",Texas,48,854,559,1413,59.6267856243645,55.1395253041105,64.1140459446185,52.8132948318689,44.5665172218057,61.0600724419321
"Attended College or Technical School",Texas,48,1128,562,1690,65.8202698242861,61.5704858172691,70.070053831303,58.8540735172914,50.7006162001311,67.0075308344517
"Graduated from College or Technical
School",Texas,48,1801,849,2650,65.5757945358689,62.2911607236627,68.860428348075,60.2500045964873,53.5650382952388,66.9349708977357
"Don’t know/Not sure/Missing",Texas,48,8,8,16,.,.,.,.,.,.
"Did not graduate High School",Utah,49,64,120,184,34.7505102036393,26.8107190898799,42.6903013173987,34.6549281648782,25.0532304166352,44.2566259131211
"Graduated High School",Utah,49,530,335,865,61.2906843945399,57.1465793708859,65.4347894181938,53.782701308892,45.761404247164,61.8039983706201
"Attended College or Technical School",Utah,49,894,407,1301,68.6180900000185,65.5139478519284,71.7222321481086,58.5722496850899,52.2114402139249,64.9330591562548
"Graduated from College or Technical
School",Utah,49,1394,560,1954,69.872148910332,67.2950965512253,72.4492012694387,63.3120969899966,58.6081214961235,68.0160724838696
"Don’t know/Not sure/Missing",Utah,49,6,4,10,55.7129647104905,2.39513982540314,100,79.7726195062019,57.4537809259293,100
"Did not graduate High School",Vermont,50,63,38,101,61.3134037362315,49.8184915602927,72.8083159121704,48.8493743484037,39.1409579464655,58.5577907503419
"Graduated High School",Vermont,50,671,298,969,64.135344043387,59.9640957878782,68.3065922988958,51.449908998502,44.5251281258316,58.3746898711724
"Attended College or Technical School",Vermont,50,800,265,1065,72.0334694352411,68.5005111020851,75.566427768397,59.0097248824892,51.3261482268349,66.6933015381435
"Graduated from College or Technical
School",Vermont,50,2059,624,2683,72.6413466095461,70.5099027029459,74.7727905161462,61.1126138770185,56.7862096912457,65.4390180627913
"Don’t know/Not sure/Missing",Vermont,50,4,1,5,86.8568701888706,66.0096414014901,100,.,.,.
"Did not graduate High School",Virginia,51,150,93,243,63.0238102926304,56.2311127785108,69.81650780675,53.4172035490118,44.5001261245758,62.3342809734479
"Graduated High School",Virginia,51,704,307,1011,67.1715838942927,63.4320766640929,70.9110911244926,57.7129136678026,49.8293421451414,65.5964851904639
"Attended College or Technical School",Virginia,51,972,333,1305,73.3447453283362,70.0929693804107,76.5965212762616,66.3140155173856,59.0503727231358,73.5776583116355
"Graduated from College or Technical
School",Virginia,51,2074,651,2725,71.2923991258493,68.6361369508144,73.9486613008842,63.3392689714927,58.4253019988319,68.2532359441534
"Don’t know/Not sure/Missing",Virginia,51,8,2,10,89.2460041075971,65.4118258977041,100,.,.,.
"Did not graduate High School",Washington,53,259,266,525,47.6808759090467,42.5017188110397,52.8600330070538,42.8246299941155,34.4431536459629,51.2061063422681
"Graduated High School",Washington,53,1547,818,2365,63.6432300632054,61.1934209059471,66.0930392204637,52.574975229293,48.0092588296513,57.1406916289347
"Attended College or Technical School",Washington,53,2764,1066,3830,70.0762989431,68.2591998391347,71.8933980470653,59.444961576847,55.4946219373368,63.3953012163571
"Graduated from College or Technical
School",Washington,53,4824,1645,6469,71.5179746954664,70.0633094216118,72.9726399693209,62.09676171353,59.213915540807,64.979607886253
"Don’t know/Not sure/Missing",Washington,53,30,15,45,67.3977305699458,51.8330370944772,82.9624240454144,79.6262527613465,70.0048575766164,89.2476479460765
"Did not graduate High School","West Virginia",54,135,92,227,55.1892683689281,47.7495871765846,62.6289495612716,51.2181226105163,28.9477146823515,73.4885305386811
"Graduated High School","West Virginia",54,668,296,964,67.3609555141957,64.0430633587382,70.6788476696531,55.5810579318348,48.5009219117122,62.6611939519574
"Attended College or Technical School","West Virginia",54,529,196,725,72.3171367134334,68.7225299088408,75.9117435180261,64.4672086736566,55.9702650734841,72.964152273829
"Graduated from College or Technical
School","West Virginia",54,673,229,902,72.9136727824313,69.6622758452791,76.1650697195835,66.2346669425936,59.2240912665924,73.2452426185949
"Don’t know/Not sure/Missing","West Virginia",54,3,2,5,.,.,.,.,.,.
"Did not graduate High School",Wisconsin,55,122,75,197,59.5282914358367,51.2351863938993,67.821396477774,52.8585608845263,39.0201854309022,66.6969363381503
"Graduated High School",Wisconsin,55,1064,403,1467,71.3347246000818,68.3969428915243,74.2725063086393,57.7979462663207,49.7681200907118,65.8277724419296
"Attended College or Technical School",Wisconsin,55,1358,486,1844,72.5816794329195,69.9422386388195,75.2211202270196,63.0689436528273,56.9924020579542,69.1454852477004
"Graduated from College or Technical
School",Wisconsin,55,1820,601,2421,74.230269093868,71.9950762474006,76.4654619403355,65.2918267376121,60.2167411863058,70.3669122889184
"Don’t know/Not sure/Missing",Wisconsin,55,6,1,7,.,.,.,.,.,.
"Did not graduate High School",Wyoming,56,37,34,71,48.970488924059,36.1477142136535,61.7932636344645,54.5363958503557,33.5480907261235,75.5247009745879
"Graduated High School",Wyoming,56,300,211,511,55.9896067410032,51.2483669060455,60.7308465759609,43.9978087412274,33.1534171646711,54.8422003177837
"Attended College or Technical School",Wyoming,56,474,284,758,60.9331363562674,57.0781892670369,64.7880834454978,54.1923115674426,45.3399002715693,63.0447228633158
"Graduated from College or Technical
School",Wyoming,56,573,265,838,64.7393242609626,61.0664003813933,68.412248140532,56.5458576133409,49.0788103160039,64.0129049106779
"Don’t know/Not sure/Missing",Wyoming,56,2,4,6,.,.,.,.,.,.
