Notes,Year,Year Code,Leading Cancer Sites,Leading Cancer Sites Code,States and Puerto Rico,States and Puerto Rico Code,Age Group,Age Group Code,Deaths,Population,Crude Rate
,1999,1999,Breast,26000,Kentucky,21,70-74 years,70-74,65,129509,50.2
,1999,1999,Breast,26000,Louisiana,22,50-54 years,50-54,73,260765,28
,1999,1999,Breast,26000,Louisiana,22,55-59 years,55-59,68,204008,33.3
,1999,1999,Breast,26000,Louisiana,22,60-64 years ,60-64,60,169228,35.5
,1999,1999,Breast,26000,Louisiana,22,65-69 years,65-69,62,148253,41.8
,1999,1999,Breast,26000,Louisiana,22,70-74 years,70-74,89,135380,65.7
,1999,1999,Breast,26000,Maine,23,50-54 years,50-54,26,86441,30.1
,1999,1999,Breast,26000,Maine,23,60-64 years ,60-64,22,54088,40.7
,1999,1999,Breast,26000,Maine,23,65-69 years,65-69,19,49907,38.1
,1999,1999,Breast,26000,Maine,23,70-74 years,70-74,24,46067,52.1
,1999,1999,Breast,26000,Maryland,24,50-54 years,50-54,78,343624,22.7
,1999,1999,Breast,26000,Maryland,24,55-59 years,55-59,74,260362,28.4
,1999,1999,Breast,26000,Maryland,24,60-64 years ,60-64,75,198420,37.8
,1999,1999,Breast,26000,Maryland,24,65-69 years,65-69,70,168369,41.6
,1999,1999,Breast,26000,Maryland,24,70-74 years,70-74,91,153202,59.4
,1999,1999,Breast,26000,Massachusetts,25,50-54 years,50-54,89,397395,22.4
,1999,1999,Breast,26000,Massachusetts,25,55-59 years,55-59,98,299408,32.7
,1999,1999,Breast,26000,Massachusetts,25,60-64 years ,60-64,83,235075,35.3
,1999,1999,Breast,26000,Massachusetts,25,65-69 years,65-69,100,217857,45.9
,1999,1999,Breast,26000,Massachusetts,25,70-74 years,70-74,128,213185,60
,1999,1999,Breast,26000,Michigan,26,50-54 years,50-54,127,608876,20.9
,1999,1999,Breast,26000,Michigan,26,55-59 years,55-59,145,474708,30.5
,1999,1999,Breast,26000,Michigan,26,60-64 years ,60-64,141,375136,37.6
,1999,1999,Breast,26000,Michigan,26,65-69 years,65-69,158,329896,47.9
,1999,1999,Breast,26000,Michigan,26,70-74 years,70-74,198,315575,62.7
,1999,1999,Breast,26000,Minnesota,27,50-54 years,50-54,42,287632,14.6
,1999,1999,Breast,26000,Minnesota,27,55-59 years,55-59,48,220470,21.8
,1999,1999,Breast,26000,Minnesota,27,60-64 years ,60-64,72,175359,41.1
,1999,1999,Breast,26000,Minnesota,27,65-69 years,65-69,55,152718,36
,1999,1999,Breast,26000,Minnesota,27,70-74 years,70-74,73,142717,51.2
,1999,1999,Breast,26000,Mississippi,28,50-54 years,50-54,43,163110,26.4
,1999,1999,Breast,26000,Mississippi,28,55-59 years,55-59,53,129504,40.9
,1999,1999,Breast,26000,Mississippi,28,60-64 years ,60-64,33,112865,29.2
,1999,1999,Breast,26000,Mississippi,28,65-69 years,65-69,44,97932,44.9
,1999,1999,Breast,26000,Mississippi,28,70-74 years,70-74,50,87491,57.1
,1999,1999,Breast,26000,Missouri,29,50-54 years,50-54,52,334433,15.5
,1999,1999,Breast,26000,Missouri,29,55-59 years,55-59,75,272809,27.5
,1999,1999,Breast,26000,Missouri,29,60-64 years ,60-64,70,226460,30.9
,1999,1999,Breast,26000,Missouri,29,65-69 years,65-69,113,205558,55
,1999,1999,Breast,26000,Missouri,29,70-74 years,70-74,101,188365,53.6
,1999,1999,Breast,26000,Montana,30,70-74 years,70-74,23,29859,77
,1999,1999,Breast,26000,Nebraska,31,55-59 years,55-59,22,75854,29
,1999,1999,Breast,26000,Nebraska,31,60-64 years ,60-64,19,64422,29.5
,1999,1999,Breast,26000,Nebraska,31,65-69 years,65-69,22,59730,36.8
,1999,1999,Breast,26000,Nebraska,31,70-74 years,70-74,33,56690,58.2
,1999,1999,Breast,26000,Nevada,32,50-54 years,50-54,20,122075,16.4
,1999,1999,Breast,26000,Nevada,32,55-59 years,55-59,26,100088,26
,1999,1999,Breast,26000,Nevada,32,60-64 years ,60-64,33,81732,40.4
,1999,1999,Breast,26000,Nevada,32,65-69 years,65-69,25,70207,35.6
,1999,1999,Breast,26000,Nevada,32,70-74 years,70-74,30,59520,50.4
,1999,1999,Breast,26000,New Hampshire,33,50-54 years,50-54,18,81814,22
,1999,1999,Breast,26000,New Hampshire,33,55-59 years,55-59,22,59876,36.7
,1999,1999,Breast,26000,New Hampshire,33,70-74 years,70-74,25,37071,67.4
,1999,1999,Breast,26000,New Jersey,34,50-54 years,50-54,129,532295,24.2
,1999,1999,Breast,26000,New Jersey,34,55-59 years,55-59,112,412789,27.1
,1999,1999,Breast,26000,New Jersey,34,60-64 years ,60-64,122,328290,37.2
,1999,1999,Breast,26000,New Jersey,34,65-69 years,65-69,155,295460,52.5
,1999,1999,Breast,26000,New Jersey,34,70-74 years,70-74,189,283383,66.7
,1999,1999,Breast,26000,New Mexico,35,50-54 years,50-54,22,109867,20
,1999,1999,Breast,26000,New Mexico,35,55-59 years,55-59,17,84247,20.2
,1999,1999,Breast,26000,New Mexico,35,60-64 years ,60-64,22,70757,31.1
,1999,1999,Breast,26000,New Mexico,35,65-69 years,65-69,16,62428,25.6
,1999,1999,Breast,26000,New Mexico,35,70-74 years,70-74,16,53956,29.7
,1999,1999,Breast,26000,New York,36,50-54 years,50-54,263,1174240,22.4
,1999,1999,Breast,26000,New York,36,55-59 years,55-59,272,913115,29.8
,1999,1999,Breast,26000,New York,36,60-64 years ,60-64,292,751924,38.8
,1999,1999,Breast,26000,New York,36,65-69 years,65-69,314,658226,47.7
,1999,1999,Breast,26000,New York,36,70-74 years,70-74,405,617661,65.6
,1999,1999,Breast,26000,North Carolina,37,50-54 years,50-54,107,497191,21.5
,1999,1999,Breast,26000,North Carolina,37,55-59 years,55-59,111,388238,28.6
,1999,1999,Breast,26000,North Carolina,37,60-64 years ,60-64,111,321589,34.5
,1999,1999,Breast,26000,North Carolina,37,65-69 years,65-69,111,281436,39.4
,1999,1999,Breast,26000,North Carolina,37,70-74 years,70-74,125,250505,49.9
,1999,1999,Breast,26000,Ohio,39,50-54 years,50-54,161,702962,22.9
,1999,1999,Breast,26000,Ohio,39,55-59 years,55-59,147,546215,26.9
,1999,1999,Breast,26000,Ohio,39,60-64 years ,60-64,178,456222,39
,1999,1999,Breast,26000,Ohio,39,65-69 years,65-69,196,405056,48.4
,1999,1999,Breast,26000,Ohio,39,70-74 years,70-74,272,391012,69.6
,1999,1999,Breast,26000,Oklahoma,40,50-54 years,50-54,40,206895,19.3
,1999,1999,Breast,26000,Oklahoma,40,55-59 years,55-59,46,169020,27.2
,1999,1999,Breast,26000,Oklahoma,40,60-64 years ,60-64,53,142567,37.2
,1999,1999,Breast,26000,Oklahoma,40,65-69 years,65-69,54,128285,42.1
,1999,1999,Breast,26000,Oklahoma,40,70-74 years,70-74,66,113578,58.1
,1999,1999,Breast,26000,Oregon,41,50-54 years,50-54,40,226015,17.7
,1999,1999,Breast,26000,Oregon,41,55-59 years,55-59,49,167191,29.3
,1999,1999,Breast,26000,Oregon,41,60-64 years ,60-64,34,128772,26.4
,1999,1999,Breast,26000,Oregon,41,65-69 years,65-69,62,112788,55
,1999,1999,Breast,26000,Oregon,41,70-74 years,70-74,59,107314,55
,1999,1999,Breast,26000,Pennsylvania,42,50-54 years,50-54,169,767932,22
,1999,1999,Breast,26000,Pennsylvania,42,55-59 years,55-59,189,608509,31.1
,1999,1999,Breast,26000,Pennsylvania,42,60-64 years ,60-64,193,512226,37.7
,1999,1999,Breast,26000,Pennsylvania,42,65-69 years,65-69,208,486942,42.7
,1999,1999,Breast,26000,Pennsylvania,42,70-74 years,70-74,304,495142,61.4
,1999,1999,Breast,26000,Rhode Island,44,55-59 years,55-59,16,48135,33.2
,1999,1999,Breast,26000,Rhode Island,44,70-74 years,70-74,35,38437,91.1
,1999,1999,Breast,26000,South Carolina,45,50-54 years,50-54,58,252394,23
,1999,1999,Breast,26000,South Carolina,45,55-59 years,55-59,58,199582,29.1
,1999,1999,Breast,26000,South Carolina,45,60-64 years ,60-64,61,163432,37.3
,1999,1999,Breast,26000,South Carolina,45,65-69 years,65-69,75,145052,51.7
,1999,1999,Breast,26000,South Carolina,45,70-74 years,70-74,77,124344,61.9
,1999,1999,Breast,26000,South Dakota,46,70-74 years,70-74,16,26056,61.4
,1999,1999,Breast,26000,Tennessee,47,50-54 years,50-54,72,361477,19.9
,1999,1999,Breast,26000,Tennessee,47,55-59 years,55-59,89,286681,31
,1999,1999,Breast,26000,Tennessee,47,60-64 years ,60-64,84,236999,35.4
,1999,1999,Breast,26000,Tennessee,47,65-69 years,65-69,100,203089,49.2
,1999,1999,Breast,26000,Tennessee,47,70-74 years,70-74,90,177624,50.7
,1999,1999,Breast,26000,Texas,48,50-54 years,50-54,236,1146781,20.6
,1999,1999,Breast,26000,Texas,48,55-59 years,55-59,243,863292,28.1
,1999,1999,Breast,26000,Texas,48,60-64 years ,60-64,240,693373,34.6
,1999,1999,Breast,26000,Texas,48,65-69 years,65-69,242,604694,40
,1999,1999,Breast,26000,Texas,48,70-74 years,70-74,254,529022,48
,1999,1999,Breast,26000,Utah,49,55-59 years,55-59,16,77681,20.6
,1999,1999,Breast,26000,Utah,49,60-64 years ,60-64,21,61905,33.9
,1999,1999,Breast,26000,Utah,49,65-69 years,65-69,16,53298,30
,1999,1999,Breast,26000,Utah,49,70-74 years,70-74,21,47428,44.3
,1999,1999,Breast,26000,Virginia,51,50-54 years,50-54,95,457163,20.8
,1999,1999,Breast,26000,Virginia,51,55-59 years,55-59,116,346619,33.5
,1999,1999,Breast,26000,Virginia,51,60-64 years ,60-64,92,268232,34.3
,1999,1999,Breast,26000,Virginia,51,65-69 years,65-69,103,229657,44.8
,1999,1999,Breast,26000,Virginia,51,70-74 years,70-74,109,202791,53.7
,1999,1999,Breast,26000,Washington,53,50-54 years,50-54,65,377487,17.2
,1999,1999,Breast,26000,Washington,53,55-59 years,55-59,64,274976,23.3
,1999,1999,Breast,26000,Washington,53,60-64 years ,60-64,54,207736,26
,1999,1999,Breast,26000,Washington,53,65-69 years,65-69,77,175615,43.8
,1999,1999,Breast,26000,Washington,53,70-74 years,70-74,76,160954,47.2
,1999,1999,Breast,26000,West Virginia,54,50-54 years,50-54,29,124022,23.4
,1999,1999,Breast,26000,West Virginia,54,55-59 years,55-59,22,97143,22.6
,1999,1999,Breast,26000,West Virginia,54,60-64 years ,60-64,39,85815,45.4
,1999,1999,Breast,26000,West Virginia,54,65-69 years,65-69,32,76359,41.9
,1999,1999,Breast,26000,West Virginia,54,70-74 years,70-74,39,73112,53.3
,1999,1999,Breast,26000,Wisconsin,55,50-54 years,50-54,51,320353,15.9
,1999,1999,Breast,26000,Wisconsin,55,55-59 years,55-59,53,246287,21.5
,1999,1999,Breast,26000,Wisconsin,55,60-64 years ,60-64,78,203967,38.2
,1999,1999,Breast,26000,Wisconsin,55,65-69 years,65-69,70,182689,38.3
,1999,1999,Breast,26000,Wisconsin,55,70-74 years,70-74,111,173850,63.8
,2000,2000,Breast,26000,Alabama,01,50-54 years,50-54,55,287948,19.1
,2000,2000,Breast,26000,Alabama,01,55-59 years,55-59,68,226761,30
,2000,2000,Breast,26000,Alabama,01,60-64 years ,60-64,66,190880,34.6
,2000,2000,Breast,26000,Alabama,01,65-69 years,65-69,71,167835,42.3
,2000,2000,Breast,26000,Alabama,01,70-74 years,70-74,83,148805,55.8
,2000,2000,Breast,26000,Arizona,04,50-54 years,50-54,63,300140,21
,2000,2000,Breast,26000,Arizona,04,55-59 years,55-59,69,241181,28.6
,2000,2000,Breast,26000,Arizona,04,60-64 years ,60-64,68,205427,33.1
,2000,2000,Breast,26000,Arizona,04,65-69 years,65-69,76,189473,40.1
,2000,2000,Breast,26000,Arizona,04,70-74 years,70-74,94,175520,53.6
,2000,2000,Breast,26000,Arkansas,05,50-54 years,50-54,35,169431,20.7
,2000,2000,Breast,26000,Arkansas,05,55-59 years,55-59,41,140326,29.2
,2000,2000,Breast,26000,Arkansas,05,60-64 years ,60-64,28,117942,23.7
,2000,2000,Breast,26000,Arkansas,05,65-69 years,65-69,42,104943,40
,2000,2000,Breast,26000,Arkansas,05,70-74 years,70-74,31,93071,33.3
,2000,2000,Breast,26000,California,06,50-54 years,50-54,415,2021350,20.5
,2000,2000,Breast,26000,California,06,55-59 years,55-59,407,1477507,27.5
,2000,2000,Breast,26000,California,06,60-64 years ,60-64,407,1152792,35.3
,2000,2000,Breast,26000,California,06,65-69 years,65-69,445,984993,45.2
,2000,2000,Breast,26000,California,06,70-74 years,70-74,446,905056,49.3
,2000,2000,Breast,26000,Colorado,08,50-54 years,50-54,55,283128,19.4
,2000,2000,Breast,26000,Colorado,08,55-59 years,55-59,41,196749,20.8
,2000,2000,Breast,26000,Colorado,08,60-64 years ,60-64,42,145887,28.8
,2000,2000,Breast,26000,Colorado,08,65-69 years,65-69,41,121465,33.8
,2000,2000,Breast,26000,Colorado,08,70-74 years,70-74,46,105474,43.6
,2000,2000,Breast,26000,Connecticut,09,50-54 years,50-54,45,230442,19.5
,2000,2000,Breast,26000,Connecticut,09,55-59 years,55-59,41,178114,23
,2000,2000,Breast,26000,Connecticut,09,60-64 years ,60-64,50,132266,37.8
,2000,2000,Breast,26000,Connecticut,09,65-69 years,65-69,54,117244,46.1
,2000,2000,Breast,26000,Connecticut,09,70-74 years,70-74,59,113864,51.8
,2000,2000,Breast,26000,Delaware,10,65-69 years,65-69,16,29989,53.4
,2000,2000,Breast,26000,Delaware,10,70-74 years,70-74,17,26536,64.1
,2000,2000,Breast,26000,Florida,12,50-54 years,50-54,232,997424,23.3
,2000,2000,Breast,26000,Florida,12,55-59 years,55-59,223,829302,26.9
,2000,2000,Breast,26000,Florida,12,60-64 years ,60-64,216,743001,29.1
,2000,2000,Breast,26000,Florida,12,65-69 years,65-69,276,726588,38
,2000,2000,Breast,26000,Florida,12,70-74 years,70-74,307,724797,42.4
,2000,2000,Breast,26000,Georgia,13,50-54 years,50-54,109,514384,21.2
,2000,2000,Breast,26000,Georgia,13,55-59 years,55-59,113,379438,29.8
,2000,2000,Breast,26000,Georgia,13,60-64 years ,60-64,85,288239,29.5
,2000,2000,Breast,26000,Georgia,13,65-69 years,65-69,102,237059,43
,2000,2000,Breast,26000,Georgia,13,70-74 years,70-74,114,199564,57.1
,2000,2000,Breast,26000,Hawaii,15,50-54 years,50-54,21,81366,25.8
,2000,2000,Breast,26000,Hawaii,15,55-59 years,55-59,17,60944,27.9
,2000,2000,Breast,26000,Idaho,16,55-59 years,55-59,19,60535,31.4
,2000,2000,Breast,26000,Idaho,16,60-64 years ,60-64,17,47842,35.5
,2000,2000,Breast,26000,Idaho,16,70-74 years,70-74,21,35863,58.6
,2000,2000,Breast,26000,Illinois,17,50-54 years,50-54,172,760140,22.6
,2000,2000,Breast,26000,Illinois,17,55-59 years,55-59,172,581134,29.6
,2000,2000,Breast,26000,Illinois,17,60-64 years ,60-64,171,464665,36.8
,2000,2000,Breast,26000,Illinois,17,65-69 years,65-69,183,396176,46.2
,2000,2000,Breast,26000,Illinois,17,70-74 years,70-74,276,374113,73.8
,2000,2000,Breast,26000,Indiana,18,50-54 years,50-54,91,383665,23.7
,2000,2000,Breast,26000,Indiana,18,55-59 years,55-59,82,296197,27.7
,2000,2000,Breast,26000,Indiana,18,60-64 years ,60-64,89,236858,37.6
,2000,2000,Breast,26000,Indiana,18,65-69 years,65-69,79,203269,38.9
,2000,2000,Breast,26000,Indiana,18,70-74 years,70-74,109,191514,56.9
,2000,2000,Breast,26000,Iowa,19,50-54 years,50-54,35,181708,19.3
,2000,2000,Breast,26000,Iowa,19,55-59 years,55-59,26,139868,18.6
,2000,2000,Breast,26000,Iowa,19,60-64 years ,60-64,40,118855,33.7
,2000,2000,Breast,26000,Iowa,19,65-69 years,65-69,34,106908,31.8
,2000,2000,Breast,26000,Iowa,19,70-74 years,70-74,49,104340,47
,2000,2000,Breast,26000,Kansas,20,50-54 years,50-54,28,163119,17.2
,2000,2000,Breast,26000,Kansas,20,55-59 years,55-59,30,122471,24.5
,2000,2000,Breast,26000,Kansas,20,60-64 years ,60-64,42,99110,42.4
,2000,2000,Breast,26000,Kansas,20,65-69 years,65-69,52,89772,57.9
,2000,2000,Breast,26000,Kansas,20,70-74 years,70-74,41,85671,47.9
,2000,2000,Breast,26000,Kentucky,21,50-54 years,50-54,54,265691,20.3
,2000,2000,Breast,26000,Kentucky,21,55-59 years,55-59,53,205915,25.7
,2000,2000,Breast,26000,Kentucky,21,60-64 years ,60-64,60,168986,35.5
,2000,2000,Breast,26000,Kentucky,21,65-69 years,65-69,71,144387,49.2
,2000,2000,Breast,26000,Kentucky,21,70-74 years,70-74,63,129202,48.8
,2000,2000,Breast,26000,Louisiana,22,50-54 years,50-54,45,273221,16.5
,2000,2000,Breast,26000,Louisiana,22,55-59 years,55-59,67,209857,31.9
,2000,2000,Breast,26000,Louisiana,22,60-64 years ,60-64,73,170890,42.7
,2000,2000,Breast,26000,Louisiana,22,65-69 years,65-69,88,147829,59.5
,2000,2000,Breast,26000,Louisiana,22,70-74 years,70-74,84,134864,62.3
,2000,2000,Breast,26000,Maine,23,50-54 years,50-54,21,91541,22.9
,2000,2000,Breast,26000,Maine,23,65-69 years,65-69,16,49998,32
,2000,2000,Breast,26000,Maine,23,70-74 years,70-74,19,46067,41.2
,2000,2000,Breast,26000,Maryland,24,50-54 years,50-54,75,359884,20.8
,2000,2000,Breast,26000,Maryland,24,55-59 years,55-59,90,270584,33.3
,2000,2000,Breast,26000,Maryland,24,60-64 years ,60-64,71,202843,35
,2000,2000,Breast,26000,Maryland,24,65-69 years,65-69,74,168390,43.9
,2000,2000,Breast,26000,Maryland,24,70-74 years,70-74,82,153278,53.5
,2000,2000,Breast,26000,Massachusetts,25,50-54 years,50-54,88,415692,21.2
,2000,2000,Breast,26000,Massachusetts,25,55-59 years,55-59,81,312133,26
,2000,2000,Breast,26000,Massachusetts,25,60-64 years ,60-64,86,237646,36.2
,2000,2000,Breast,26000,Massachusetts,25,65-69 years,65-69,100,215817,46.3
,2000,2000,Breast,26000,Massachusetts,25,70-74 years,70-74,117,211009,55.4
,2000,2000,Breast,26000,Michigan,26,50-54 years,50-54,134,639232,21
,2000,2000,Breast,26000,Michigan,26,55-59 years,55-59,132,488954,27
,2000,2000,Breast,26000,Michigan,26,60-64 years ,60-64,136,378818,35.9
,2000,2000,Breast,26000,Michigan,26,65-69 years,65-69,160,328204,48.8
,2000,2000,Breast,26000,Michigan,26,70-74 years,70-74,164,313936,52.2
,2000,2000,Breast,26000,Minnesota,27,50-54 years,50-54,66,304710,21.7
,2000,2000,Breast,26000,Minnesota,27,55-59 years,55-59,71,228635,31.1
,2000,2000,Breast,26000,Minnesota,27,60-64 years ,60-64,58,179113,32.4
,2000,2000,Breast,26000,Minnesota,27,65-69 years,65-69,57,152801,37.3
,2000,2000,Breast,26000,Minnesota,27,70-74 years,70-74,79,142599,55.4
,2000,2000,Breast,26000,Mississippi,28,50-54 years,50-54,57,171740,33.2
,2000,2000,Breast,26000,Mississippi,28,55-59 years,55-59,43,133015,32.3
,2000,2000,Breast,26000,Mississippi,28,60-64 years ,60-64,41,114117,35.9
,2000,2000,Breast,26000,Mississippi,28,65-69 years,65-69,42,98055,42.8
,2000,2000,Breast,26000,Mississippi,28,70-74 years,70-74,58,87507,66.3
,2000,2000,Breast,26000,Missouri,29,50-54 years,50-54,80,350692,22.8
,2000,2000,Breast,26000,Missouri,29,55-59 years,55-59,87,281080,31
,2000,2000,Breast,26000,Missouri,29,60-64 years ,60-64,99,229546,43.1
,2000,2000,Breast,26000,Missouri,29,65-69 years,65-69,76,204813,37.1
,2000,2000,Breast,26000,Missouri,29,70-74 years,70-74,127,187650,67.7
,2000,2000,Breast,26000,Montana,30,55-59 years,55-59,19,47484,40
,2000,2000,Breast,26000,Montana,30,70-74 years,70-74,17,29991,56.7
,2000,2000,Breast,26000,Nebraska,31,55-59 years,55-59,21,78053,26.9
,2000,2000,Breast,26000,Nebraska,31,60-64 years ,60-64,26,64253,40.5
,2000,2000,Breast,26000,Nebraska,31,65-69 years,65-69,18,59171,30.4
,2000,2000,Breast,26000,Nebraska,31,70-74 years,70-74,27,56212,48
,2000,2000,Breast,26000,Nevada,32,50-54 years,50-54,24,131206,18.3
,2000,2000,Breast,26000,Nevada,32,55-59 years,55-59,30,106553,28.2
,2000,2000,Breast,26000,Nevada,32,60-64 years ,60-64,31,86209,36
,2000,2000,Breast,26000,Nevada,32,65-69 years,65-69,23,72065,31.9
,2000,2000,Breast,26000,Nevada,32,70-74 years,70-74,33,61054,54.1
,2000,2000,Breast,26000,New Hampshire,33,55-59 years,55-59,21,63210,33.2
,2000,2000,Breast,26000,New Hampshire,33,60-64 years ,60-64,16,47322,33.8
,2000,2000,Breast,26000,New Hampshire,33,70-74 years,70-74,24,37214,64.5
,2000,2000,Breast,26000,New Jersey,34,50-54 years,50-54,125,553333,22.6
,2000,2000,Breast,26000,New Jersey,34,55-59 years,55-59,121,426133,28.4
,2000,2000,Breast,26000,New Jersey,34,60-64 years ,60-64,136,332160,40.9
,2000,2000,Breast,26000,New Jersey,34,65-69 years,65-69,196,292481,67
,2000,2000,Breast,26000,New Jersey,34,70-74 years,70-74,180,281108,64
,2000,2000,Breast,26000,New Mexico,35,50-54 years,50-54,16,115809,13.8
,2000,2000,Breast,26000,New Mexico,35,55-59 years,55-59,27,87579,30.8
,2000,2000,Breast,26000,New Mexico,35,60-64 years ,60-64,17,71873,23.7
,2000,2000,Breast,26000,New Mexico,35,70-74 years,70-74,24,54735,43.8
,2000,2000,Breast,26000,New York,36,50-54 years,50-54,262,1223534,21.4
,2000,2000,Breast,26000,New York,36,55-59 years,55-59,298,937243,31.8
,2000,2000,Breast,26000,New York,36,60-64 years ,60-64,278,758770,36.6
,2000,2000,Breast,26000,New York,36,65-69 years,65-69,304,656417,46.3
