Notes,Year,Year Code,Leading Cancer Sites,Leading Cancer Sites Code,State,State Code,Race,Race Code,Ethnicity,Ethnicity Code,Deaths,Population,Crude Rate
,1999,1999,Breast,26000,South Dakota,46,White,2106-3,Non-Hispanic,2186-5,110,671296,16.4
,1999,1999,Breast,26000,Tennessee,47,Black or African American,2054-5,Non-Hispanic,2186-5,138,933692,14.8
,1999,1999,Breast,26000,Tennessee,47,White,2106-3,Non-Hispanic,2186-5,701,4527773,15.5
,1999,1999,Breast,26000,Texas,48,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,25,573267,4.4
,1999,1999,Breast,26000,Texas,48,Black or African American,2054-5,Non-Hispanic,2186-5,362,2383355,15.2
,1999,1999,Breast,26000,Texas,48,White,2106-3,Hispanic,2135-2,333,6289274,5.3
,1999,1999,Breast,26000,Texas,48,White,2106-3,Non-Hispanic,2186-5,1703,11069339,15.4
,1999,1999,Breast,26000,Utah,49,White,2106-3,Non-Hispanic,2186-5,175,1911224,9.2
,1999,1999,Breast,26000,Vermont,50,White,2106-3,Non-Hispanic,2186-5,90,588645,15.3
,1999,1999,Breast,26000,Virginia,51,Black or African American,2054-5,Non-Hispanic,2186-5,219,1398401,15.7
,1999,1999,Breast,26000,Virginia,51,White,2106-3,Non-Hispanic,2186-5,775,5009417,15.5
,1999,1999,Breast,26000,Washington,53,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,18,362869,5
,1999,1999,Breast,26000,Washington,53,White,2106-3,Non-Hispanic,2186-5,687,4749876,14.5
,1999,1999,Breast,26000,West Virginia,54,White,2106-3,Non-Hispanic,2186-5,276,1730101,16
,1999,1999,Breast,26000,Wisconsin,55,Black or African American,2054-5,Non-Hispanic,2186-5,32,307836,10.4
,1999,1999,Breast,26000,Wisconsin,55,White,2106-3,Non-Hispanic,2186-5,795,4708258,16.9
,1999,1999,Breast,26000,Wyoming,56,White,2106-3,Non-Hispanic,2186-5,57,443883,12.8
,2000,2000,Breast,26000,Alabama,01,Black or African American,2054-5,Non-Hispanic,2186-5,168,1162877,14.4
,2000,2000,Breast,26000,Alabama,01,White,2106-3,Non-Hispanic,2186-5,528,3153172,16.7
,2000,2000,Breast,26000,Alaska,02,White,2106-3,Non-Hispanic,2186-5,43,440409,9.8
,2000,2000,Breast,26000,Arizona,04,Black or African American,2054-5,Non-Hispanic,2186-5,16,165607,9.7
,2000,2000,Breast,26000,Arizona,04,White,2106-3,Hispanic,2135-2,69,1244477,5.5
,2000,2000,Breast,26000,Arizona,04,White,2106-3,Non-Hispanic,2186-5,617,3334438,18.5
,2000,2000,Breast,26000,Arkansas,05,Black or African American,2054-5,Non-Hispanic,2186-5,74,423762,17.5
,2000,2000,Breast,26000,Arkansas,05,White,2106-3,Non-Hispanic,2186-5,305,2124914,14.4
,2000,2000,Breast,26000,California,06,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,261,4017091,6.5
,2000,2000,Breast,26000,California,06,Black or African American,2054-5,Non-Hispanic,2186-5,368,2329679,15.8
,2000,2000,Breast,26000,California,06,White,2106-3,Hispanic,2135-2,438,10449829,4.2
,2000,2000,Breast,26000,California,06,White,2106-3,Non-Hispanic,2186-5,3194,16361791,19.5
,2000,2000,Breast,26000,Colorado,08,White,2106-3,Hispanic,2135-2,38,700593,5.4
,2000,2000,Breast,26000,Colorado,08,White,2106-3,Non-Hispanic,2186-5,426,3263334,13.1
,2000,2000,Breast,26000,Connecticut,09,Black or African American,2054-5,Non-Hispanic,2186-5,35,315502,11.1
,2000,2000,Breast,26000,Connecticut,09,White,2106-3,Non-Hispanic,2186-5,489,2673358,18.3
,2000,2000,Breast,26000,Delaware,10,Black or African American,2054-5,Non-Hispanic,2186-5,25,153517,16.3
,2000,2000,Breast,26000,Delaware,10,White,2106-3,Non-Hispanic,2186-5,111,574660,19.3
,2000,2000,Breast,26000,District of Columbia,11,Black or African American,2054-5,Non-Hispanic,2186-5,73,345917,21.1
,2000,2000,Breast,26000,District of Columbia,11,White,2106-3,Non-Hispanic,2186-5,23,162567,14.1
,2000,2000,Breast,26000,Florida,12,Black or African American,2054-5,Non-Hispanic,2186-5,327,2368440,13.8
,2000,2000,Breast,26000,Florida,12,White,2106-3,Hispanic,2135-2,206,2572937,8
,2000,2000,Breast,26000,Florida,12,White,2106-3,Non-Hispanic,2186-5,2130,10608531,20.1
,2000,2000,Breast,26000,Georgia,13,Black or African American,2054-5,Non-Hispanic,2186-5,286,2378722,12
,2000,2000,Breast,26000,Georgia,13,White,2106-3,Non-Hispanic,2186-5,722,5196678,13.9
,2000,2000,Breast,26000,Hawaii,15,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,70,834127,8.4
,2000,2000,Breast,26000,Hawaii,15,White,2106-3,Non-Hispanic,2186-5,38,264832,14.3
,2000,2000,Breast,26000,Idaho,16,White,2106-3,Non-Hispanic,2186-5,176,1157599,15.2
,2000,2000,Breast,26000,Illinois,17,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,19,452843,4.2
,2000,2000,Breast,26000,Illinois,17,Black or African American,2054-5,Non-Hispanic,2186-5,340,1895462,17.9
,2000,2000,Breast,26000,Illinois,17,White,2106-3,Hispanic,2135-2,52,1469747,3.5
,2000,2000,Breast,26000,Illinois,17,White,2106-3,Non-Hispanic,2186-5,1644,8518088,19.3
,2000,2000,Breast,26000,Indiana,18,Black or African American,2054-5,Non-Hispanic,2186-5,75,526834,14.2
,2000,2000,Breast,26000,Indiana,18,White,2106-3,Non-Hispanic,2186-5,894,5265010,17
,2000,2000,Breast,26000,Iowa,19,White,2106-3,Non-Hispanic,2186-5,435,2728456,15.9
,2000,2000,Breast,26000,Kansas,20,Black or African American,2054-5,Non-Hispanic,2186-5,26,162441,16
,2000,2000,Breast,26000,Kansas,20,White,2106-3,Non-Hispanic,2186-5,390,2261945,17.2
,2000,2000,Breast,26000,Kentucky,21,Black or African American,2054-5,Non-Hispanic,2186-5,38,305218,12.5
,2000,2000,Breast,26000,Kentucky,21,White,2106-3,Non-Hispanic,2186-5,560,3640956,15.4
,2000,2000,Breast,26000,Louisiana,22,Black or African American,2054-5,Non-Hispanic,2186-5,241,1458636,16.5
,2000,2000,Breast,26000,Louisiana,22,White,2106-3,Non-Hispanic,2186-5,474,2818339,16.8
,2000,2000,Breast,26000,Maine,23,White,2106-3,Non-Hispanic,2186-5,196,1241336,15.8
,2000,2000,Breast,26000,Maryland,24,Black or African American,2054-5,Non-Hispanic,2186-5,225,1504562,15
,2000,2000,Breast,26000,Maryland,24,White,2106-3,Non-Hispanic,2186-5,560,3330225,16.8
,2000,2000,Breast,26000,Massachusetts,25,Black or African American,2054-5,Non-Hispanic,2186-5,42,364026,11.5
,2000,2000,Breast,26000,Massachusetts,25,White,2106-3,Non-Hispanic,2186-5,997,5291801,18.8
,2000,2000,Breast,26000,Michigan,26,Black or African American,2054-5,Non-Hispanic,2186-5,225,1448192,15.5
,2000,2000,Breast,26000,Michigan,26,White,2106-3,Non-Hispanic,2186-5,1251,7916651,15.8
,2000,2000,Breast,26000,Minnesota,27,White,2106-3,Non-Hispanic,2186-5,710,4384236,16.2
,2000,2000,Breast,26000,Mississippi,28,Black or African American,2054-5,Non-Hispanic,2186-5,167,1036742,16.1
,2000,2000,Breast,26000,Mississippi,28,White,2106-3,Non-Hispanic,2186-5,300,1739266,17.2
,2000,2000,Breast,26000,Missouri,29,Black or African American,2054-5,Non-Hispanic,2186-5,97,646850,15
,2000,2000,Breast,26000,Missouri,29,White,2106-3,Non-Hispanic,2186-5,822,4740091,17.3
,2000,2000,Breast,26000,Montana,30,White,2106-3,Non-Hispanic,2186-5,126,818400,15.4
,2000,2000,Breast,26000,Nebraska,31,White,2106-3,Non-Hispanic,2186-5,218,1506521,14.5
,2000,2000,Breast,26000,Nevada,32,Black or African American,2054-5,Non-Hispanic,2186-5,16,143181,11.2
,2000,2000,Breast,26000,Nevada,32,White,2106-3,Non-Hispanic,2186-5,227,1342546,16.9
,2000,2000,Breast,26000,New Hampshire,33,White,2106-3,Non-Hispanic,2186-5,183,1188035,15.4
,2000,2000,Breast,26000,New Jersey,34,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,21,509283,4.1
,2000,2000,Breast,26000,New Jersey,34,Black or African American,2054-5,Non-Hispanic,2186-5,204,1142073,17.9
,2000,2000,Breast,26000,New Jersey,34,White,2106-3,Hispanic,2135-2,58,1001511,5.8
,2000,2000,Breast,26000,New Jersey,34,White,2106-3,Non-Hispanic,2186-5,1294,5635271,23
,2000,2000,Breast,26000,New Mexico,35,White,2106-3,Hispanic,2135-2,67,738808,9.1
,2000,2000,Breast,26000,New Mexico,35,White,2106-3,Non-Hispanic,2186-5,161,829104,19.4
,2000,2000,Breast,26000,New York,36,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,41,1137382,3.6
,2000,2000,Breast,26000,New York,36,Black or African American,2054-5,Non-Hispanic,2186-5,463,2956230,15.7
,2000,2000,Breast,26000,New York,36,White,2106-3,Hispanic,2135-2,167,2322045,7.2
,2000,2000,Breast,26000,New York,36,White,2106-3,Non-Hispanic,2186-5,2426,11944479,20.3
,2000,2000,Breast,26000,New York,36,White,2106-3,Unknown or Missing,UNK,18,Not Applicable,Not Applicable
,2000,2000,Breast,26000,North Carolina,37,Black or African American,2054-5,Non-Hispanic,2186-5,258,1759120,14.7
,2000,2000,Breast,26000,North Carolina,37,White,2106-3,Non-Hispanic,2186-5,810,5710371,14.2
,2000,2000,Breast,26000,North Dakota,38,White,2106-3,Non-Hispanic,2186-5,95,593207,16
,2000,2000,Breast,26000,Ohio,39,Black or African American,2054-5,Non-Hispanic,2186-5,235,1344113,17.5
,2000,2000,Breast,26000,Ohio,39,White,2106-3,Non-Hispanic,2186-5,1717,9624176,17.8
,2000,2000,Breast,26000,Oklahoma,40,Black or African American,2054-5,Non-Hispanic,2186-5,39,274590,14.2
,2000,2000,Breast,26000,Oklahoma,40,White,2106-3,Non-Hispanic,2186-5,456,2642372,17.3
,2000,2000,Breast,26000,Oregon,41,White,2106-3,Non-Hispanic,2186-5,455,2917568,15.6
,2000,2000,Breast,26000,Pennsylvania,42,Black or African American,2054-5,Non-Hispanic,2186-5,206,1245251,16.5
,2000,2000,Breast,26000,Pennsylvania,42,White,2106-3,Non-Hispanic,2186-5,2072,10385845,20
,2000,2000,Breast,26000,Rhode Island,44,White,2106-3,Non-Hispanic,2186-5,178,875676,20.3
,2000,2000,Breast,26000,South Carolina,45,Black or African American,2054-5,Non-Hispanic,2186-5,210,1194442,17.6
,2000,2000,Breast,26000,South Carolina,45,White,2106-3,Non-Hispanic,2186-5,429,2678834,16
,2000,2000,Breast,26000,South Dakota,46,White,2106-3,Non-Hispanic,2186-5,128,670280,19.1
,2000,2000,Breast,26000,Tennessee,47,Black or African American,2054-5,Non-Hispanic,2186-5,135,946342,14.3
,2000,2000,Breast,26000,Tennessee,47,White,2106-3,Non-Hispanic,2186-5,731,4553231,16.1
,2000,2000,Breast,26000,Texas,48,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,20,610759,3.3
,2000,2000,Breast,26000,Texas,48,Black or African American,2054-5,Non-Hispanic,2186-5,356,2417452,14.7
,2000,2000,Breast,26000,Texas,48,White,2106-3,Hispanic,2135-2,388,6551933,5.9
,2000,2000,Breast,26000,Texas,48,White,2106-3,Non-Hispanic,2186-5,1715,11097726,15.5
,2000,2000,Breast,26000,Utah,49,White,2106-3,Non-Hispanic,2186-5,188,1933232,9.7
,2000,2000,Breast,26000,Vermont,50,White,2106-3,Non-Hispanic,2186-5,106,591580,17.9
,2000,2000,Breast,26000,Virginia,51,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,16,289072,5.5
,2000,2000,Breast,26000,Virginia,51,Black or African American,2054-5,Non-Hispanic,2186-5,270,1417629,19
,2000,2000,Breast,26000,Virginia,51,White,2106-3,Non-Hispanic,2186-5,806,5043870,16
,2000,2000,Breast,26000,Washington,53,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,23,381012,6
,2000,2000,Breast,26000,Washington,53,Black or African American,2054-5,Non-Hispanic,2186-5,32,219098,14.6
,2000,2000,Breast,26000,Washington,53,White,2106-3,Non-Hispanic,2186-5,693,4764438,14.5
,2000,2000,Breast,26000,West Virginia,54,Black or African American,2054-5,Non-Hispanic,2186-5,17,60410,28.1
,2000,2000,Breast,26000,West Virginia,54,White,2106-3,Non-Hispanic,2186-5,313,1720099,18.2
,2000,2000,Breast,26000,Wisconsin,55,Black or African American,2054-5,Non-Hispanic,2186-5,29,315377,9.2
,2000,2000,Breast,26000,Wisconsin,55,White,2106-3,Non-Hispanic,2186-5,760,4718342,16.1
,2000,2000,Breast,26000,Wyoming,56,White,2106-3,Non-Hispanic,2186-5,64,443846,14.4
,2001,2001,Breast,26000,Alabama,01,Black or African American,2054-5,Non-Hispanic,2186-5,222,1169299,19
,2001,2001,Breast,26000,Alabama,01,White,2106-3,Non-Hispanic,2186-5,531,3151605,16.8
,2001,2001,Breast,26000,Alaska,02,White,2106-3,Non-Hispanic,2186-5,37,441842,8.4
,2001,2001,Breast,26000,Arizona,04,Black or African American,2054-5,Non-Hispanic,2186-5,30,172878,17.4
,2001,2001,Breast,26000,Arizona,04,White,2106-3,Hispanic,2135-2,57,1295289,4.4
,2001,2001,Breast,26000,Arizona,04,White,2106-3,Non-Hispanic,2186-5,593,3374010,17.6
,2001,2001,Breast,26000,Arkansas,05,Black or African American,2054-5,Non-Hispanic,2186-5,57,426137,13.4
,2001,2001,Breast,26000,Arkansas,05,White,2106-3,Non-Hispanic,2186-5,335,2124966,15.8
,2001,2001,Breast,26000,California,06,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,299,4167735,7.2
,2001,2001,Breast,26000,California,06,Black or African American,2054-5,Non-Hispanic,2186-5,358,2340237,15.3
,2001,2001,Breast,26000,California,06,White,2106-3,Hispanic,2135-2,500,10734584,4.7
,2001,2001,Breast,26000,California,06,White,2106-3,Non-Hispanic,2186-5,3058,16363600,18.7
,2001,2001,Breast,26000,Colorado,08,Black or African American,2054-5,Non-Hispanic,2186-5,16,180156,8.9
,2001,2001,Breast,26000,Colorado,08,White,2106-3,Hispanic,2135-2,33,734050,4.5
,2001,2001,Breast,26000,Colorado,08,White,2106-3,Non-Hispanic,2186-5,415,3312083,12.5
,2001,2001,Breast,26000,Connecticut,09,Black or African American,2054-5,Non-Hispanic,2186-5,41,320088,12.8
,2001,2001,Breast,26000,Connecticut,09,White,2106-3,Non-Hispanic,2186-5,535,2670222,20
,2001,2001,Breast,26000,Delaware,10,Black or African American,2054-5,Non-Hispanic,2186-5,19,157360,12.1
,2001,2001,Breast,26000,Delaware,10,White,2106-3,Non-Hispanic,2186-5,101,575794,17.5
,2001,2001,Breast,26000,District of Columbia,11,Black or African American,2054-5,Non-Hispanic,2186-5,97,341955,28.4
,2001,2001,Breast,26000,District of Columbia,11,White,2106-3,Non-Hispanic,2186-5,31,166954,18.6
,2001,2001,Breast,26000,Florida,12,Black or African American,2054-5,Non-Hispanic,2186-5,275,2433153,11.3
,2001,2001,Breast,26000,Florida,12,White,2106-3,Hispanic,2135-2,225,2704621,8.3
,2001,2001,Breast,26000,Florida,12,White,2106-3,Non-Hispanic,2186-5,2068,10688234,19.3
,2001,2001,Breast,26000,Georgia,13,Black or African American,2054-5,Non-Hispanic,2186-5,286,2433635,11.8
,2001,2001,Breast,26000,Georgia,13,White,2106-3,Non-Hispanic,2186-5,720,5233641,13.8
,2001,2001,Breast,26000,Hawaii,15,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,87,838747,10.4
,2001,2001,Breast,26000,Hawaii,15,White,2106-3,Non-Hispanic,2186-5,41,267201,15.3
,2001,2001,Breast,26000,Idaho,16,White,2106-3,Non-Hispanic,2186-5,125,1170418,10.7
,2001,2001,Breast,26000,Illinois,17,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,22,471393,4.7
,2001,2001,Breast,26000,Illinois,17,Black or African American,2054-5,Non-Hispanic,2186-5,314,1896926,16.6
,2001,2001,Breast,26000,Illinois,17,White,2106-3,Hispanic,2135-2,46,1520729,3
,2001,2001,Breast,26000,Illinois,17,White,2106-3,Non-Hispanic,2186-5,1475,8494770,17.4
,2001,2001,Breast,26000,Indiana,18,Black or African American,2054-5,Non-Hispanic,2186-5,86,536006,16
,2001,2001,Breast,26000,Indiana,18,White,2106-3,Non-Hispanic,2186-5,836,5270277,15.9
,2001,2001,Breast,26000,Iowa,19,White,2106-3,Non-Hispanic,2186-5,445,2720741,16.4
,2001,2001,Breast,26000,Kansas,20,Black or African American,2054-5,Non-Hispanic,2186-5,16,163537,9.8
,2001,2001,Breast,26000,Kansas,20,White,2106-3,Non-Hispanic,2186-5,330,2256720,14.6
,2001,2001,Breast,26000,Kentucky,21,Black or African American,2054-5,Non-Hispanic,2186-5,51,309836,16.5
,2001,2001,Breast,26000,Kentucky,21,White,2106-3,Non-Hispanic,2186-5,581,3646861,15.9
,2001,2001,Breast,26000,Louisiana,22,Black or African American,2054-5,Non-Hispanic,2186-5,263,1463297,18
,2001,2001,Breast,26000,Louisiana,22,White,2106-3,Non-Hispanic,2186-5,469,2810710,16.7
,2001,2001,Breast,26000,Maine,23,White,2106-3,Non-Hispanic,2186-5,182,1247144,14.6
,2001,2001,Breast,26000,Maryland,24,Black or African American,2054-5,Non-Hispanic,2186-5,230,1533676,15
,2001,2001,Breast,26000,Maryland,24,White,2106-3,Non-Hispanic,2186-5,577,3332808,17.3
,2001,2001,Breast,26000,Massachusetts,25,Black or African American,2054-5,Non-Hispanic,2186-5,43,373202,11.5
,2001,2001,Breast,26000,Massachusetts,25,White,2106-3,Non-Hispanic,2186-5,993,5282140,18.8
,2001,2001,Breast,26000,Michigan,26,Black or African American,2054-5,Non-Hispanic,2186-5,232,1456087,15.9
,2001,2001,Breast,26000,Michigan,26,White,2106-3,Non-Hispanic,2186-5,1221,7920389,15.4
,2001,2001,Breast,26000,Minnesota,27,White,2106-3,Non-Hispanic,2186-5,685,4400717,15.6
,2001,2001,Breast,26000,Mississippi,28,Black or African American,2054-5,Non-Hispanic,2186-5,168,1039517,16.2
,2001,2001,Breast,26000,Mississippi,28,White,2106-3,Non-Hispanic,2186-5,272,1736179,15.7
,2001,2001,Breast,26000,Missouri,29,Black or African American,2054-5,Non-Hispanic,2186-5,104,654642,15.9
