state_fips_code,COUNTY_FIPS,rate
06,06099,0.153
06,06101,0.151
06,06103,0.137
06,06105,0.159
06,06107,0.149
06,06109,0.127
06,06111,0.11
06,06113,0.109
06,06115,0.178
08,08001,0.081
08,08003,0.055
08,08005,0.069
08,08007,0.062
08,08009,0.034
08,08011,0.05
08,08013,0.055
08,08014,0.066
08,08015,0.051
08,08017,0.02
08,08019,0.07
08,08021,0.051
08,08023,0.084
08,08025,0.076
08,08027,0.052
08,08029,0.066
08,08031,0.077
08,08033,0.132
08,08035,0.059
08,08037,0.062
08,08039,0.06
08,08041,0.072
08,08043,0.077
08,08045,0.058
08,08047,0.06
08,08049,0.058
08,08051,0.044
08,08053,0.022
08,08055,0.072
08,08057,0.033
08,08059,0.067
08,08061,0.028
08,08063,0.029
08,08065,0.071
08,08067,0.047
08,08069,0.056
08,08071,0.07
08,08073,0.037
08,08075,0.046
08,08077,0.082
08,08079,0.053
08,08081,0.056
08,08083,0.063
08,08085,0.069
08,08087,0.049
08,08089,0.058
08,08091,0.041
08,08093,0.061
08,08095,0.026
08,08097,0.05
08,08099,0.05
08,08101,0.075
08,08103,0.039
08,08105,0.048
08,08107,0.06
08,08109,0.078
08,08111,0.053
08,08113,0.042
08,08115,0.033
08,08117,0.058
08,08119,0.067
08,08121,0.032
08,08123,0.075
08,08125,0.026
09,09001,0.078
09,09003,0.088
09,09005,0.079
09,09007,0.067
09,09009,0.089
09,09011,0.076
09,09013,0.067
09,09015,0.09
10,10001,0.079
10,10003,0.086
10,10005,0.073
101,011001,0.117
12,12001,0.071
12,12003,0.114
12,12005,0.089
12,12007,0.083
12,12009,0.111
12,12011,0.098
12,12013,0.082
12,12015,0.127
12,12017,0.121
12,12019,0.098
12,12021,0.131
12,12023,0.09
12,12027,0.117
12,12029,0.123
12,12031,0.112
12,12033,0.098
12,12035,0.162
12,12037,0.071
12,12039,0.096
12,12041,0.1
12,12043,0.1
12,12045,0.098
12,12047,0.113
12,12049,0.126
12,12051,0.168
12,12053,0.138
12,12055,0.116
12,12057,0.115
12,12059,0.072
12,12061,0.152
12,12063,0.072
12,12065,0.085
12,12067,0.072
12,12069,0.123
12,12071,0.139
12,12073,0.072
12,12075,0.121
12,12077,0.053
12,12079,0.117
12,12081,0.127
12,12083,0.133
12,12085,0.119
12,12086,0.113
12,12087,0.07
12,12089,0.107
12,12091,0.072
12,12093,0.133
12,12095,0.114
12,12097,0.128
12,12099,0.117
12,12101,0.125
12,12103,0.112
12,12105,0.127
12,12107,0.122
12,12109,0.09
12,12111,0.153
12,12113,0.094
12,12115,0.123
12,12117,0.106
12,12119,0.09
12,12121,0.098
12,12123,0.104
12,12125,0.084
12,12127,0.117
12,12129,0.072
12,12131,0.068
12,12133,0.096
13,13001,0.097
13,13003,0.126
13,13005,0.085
13,13007,0.091
13,13009,0.116
13,13011,0.067
13,13013,0.111
13,13015,0.133
13,13017,0.153
13,13019,0.124
13,13021,0.1
13,13023,0.097
13,13025,0.116
13,13027,0.087
13,13029,0.081
13,13031,0.09
13,13033,0.122
13,13035,0.127
13,13037,0.111
13,13039,0.091
13,13043,0.093
13,13045,0.108
13,13047,0.08
13,13049,0.106
13,13051,0.085
13,13053,0.146
13,13055,0.114
13,13057,0.095
13,13059,0.07
13,13061,0.082
13,13063,0.123
13,13065,0.11
13,13067,0.096
13,13069,0.168
13,13071,0.09
13,13073,0.07
13,13075,0.119
13,13077,0.1
13,13079,0.095
13,13081,0.121
13,13083,0.09
13,13085,0.101
13,13087,0.127
13,13089,0.107
13,13091,0.112
13,13093,0.101
13,13095,0.111
13,13097,0.114
13,13099,0.105
13,13101,0.067
13,13103,0.079
13,13105,0.122
13,13107,0.103
13,13109,0.089
13,13111,0.1
13,13113,0.084
13,13115,0.111
13,13117,0.086
13,13119,0.118
13,13121,0.107
13,13123,0.098
13,13125,0.111
13,13127,0.082
13,13129,0.131
13,13131,0.098
13,13133,0.111
13,13135,0.094
13,13137,0.094
13,13139,0.091
13,13141,0.177
13,13143,0.113
13,13145,0.072
13,13147,0.138
13,13149,0.124
13,13151,0.104
13,13153,0.073
13,13155,0.145
13,13157,0.109
13,13159,0.127
13,13161,0.135
13,13163,0.149
13,13165,0.196
13,13167,0.119
13,13169,0.086
13,13171,0.153
13,13173,0.084
13,13175,0.108
13,13177,0.079
13,13179,0.085
13,13181,0.103
13,13183,0.059
13,13185,0.082
13,13187,0.111
13,13189,0.121
13,13191,0.096
13,13193,0.13
13,13195,0.083
13,13197,0.099
13,13199,0.132
13,13201,0.087
13,13205,0.104
13,13207,0.102
13,13209,0.085
13,13211,0.098
13,13213,0.123
13,13215,0.092
13,13217,0.126
13,13219,0.062
13,13221,0.082
13,13223,0.107
13,13225,0.102
13,13227,0.108
13,13229,0.093
13,13231,0.118
13,13233,0.108
13,13235,0.071
13,13237,0.104
13,13239,0.118
13,13241,0.104
13,13243,0.13
13,13245,0.103
13,13247,0.12
13,13249,0.138
13,13251,0.137
13,13253,0.107
13,13255,0.154
13,13257,0.107
13,13259,0.107
13,13261,0.129
13,13263,0.098
13,13265,0.124
13,13267,0.087
13,13269,0.13
13,13271,0.162
13,13273,0.116
13,13275,0.093
13,13277,0.106
13,13279,0.098
13,13281,0.078
13,13283,0.119
13,13285,0.129
13,13287,0.13
13,13289,0.114
13,13291,0.09
13,13293,0.133
13,13295,0.096
13,13297,0.11
13,13299,0.107
13,13301,0.188
13,13303,0.14
13,13305,0.117
13,13307,0.091
13,13309,0.091
13,13311,0.095
13,13313,0.125
13,13315,0.116
13,13317,0.117
13,13319,0.107
13,13321,0.108
15,15001,0.108
15,15003,0.063
15,15007,0.096
15,15009,0.097
16,16001,0.091
16,16003,0.121
16,16005,0.084
16,16007,0.052
16,16009,0.121
16,16011,0.059
16,16013,0.077
16,16015,0.071
16,16017,0.095
16,16019,0.059
16,16021,0.12
16,16023,0.045
16,16025,0.11
16,16027,0.106
16,16029,0.06
16,16031,0.059
16,16033,0.041
16,16035,0.118
16,16037,0.039
16,16039,0.077
16,16041,0.04
16,16043,0.066
16,16045,0.104
16,16047,0.055
16,16049,0.083
16,16051,0.068
16,16053,0.059
16,16055,0.087
16,16057,0.059
16,16059,0.065
16,16061,0.052
16,16063,0.097
16,16065,0.055
16,16067,0.06
16,16069,0.055
16,16071,0.05
16,16073,0.041
16,16075,0.077
16,16077,0.067
16,16079,0.119
16,16081,0.051
16,16083,0.068
16,16085,0.114
16,16087,0.084
17,17001,0.079
17,17003,0.112
17,17005,0.093
17,17007,0.138
17,17009,0.045
17,17011,0.109
17,17013,0.095
17,17015,0.105
17,17017,0.073
17,17019,0.082
17,17021,0.099
17,17023,0.131
17,17025,0.114
17,17027,0.079
17,17029,0.091
17,17031,0.106
17,17033,0.105
17,17035,0.097
17,17037,0.092
17,17039,0.092
17,17041,0.091
17,17043,0.086
17,17045,0.107
17,17047,0.091
17,17049,0.079
17,17051,0.116
17,17053,0.104
17,17055,0.146
17,17057,0.125
17,17059,0.11
17,17061,0.092
17,17063,0.114
17,17065,0.093
17,17067,0.113
17,17069,0.128
17,17071,0.094
17,17073,0.086
17,17075,0.1
17,17077,0.073
17,17079,0.095
17,17081,0.1
17,17083,0.088
17,17085,0.081
17,17087,0.104
17,17089,0.099
17,17091,0.128
17,17093,0.104
17,17095,0.103
17,17097,0.1
17,17099,0.124
17,17101,0.103
17,17103,0.109
17,17105,0.107
17,17107,0.095
17,17109,0.077
17,17111,0.093
17,17113,0.074
17,17115,0.124
17,17117,0.105
17,17119,0.097
17,17121,0.119
17,17123,0.106
17,17125,0.143
17,17127,0.08
17,17129,0.078
17,17131,0.089
17,17133,0.078
17,17135,0.122
17,17137,0.084
17,17139,0.09
17,17141,0.119
17,17143,0.116
17,17145,0.119
17,17147,0.082
17,17149,0.081
17,17151,0.106
17,17153,0.119
17,17155,0.15
17,17157,0.094
17,17159,0.105
17,17161,0.095
17,17163,0.108
17,17165,0.112
17,17167,0.079
17,17169,0.066
17,17171,0.075
17,17173,0.1
17,17175,0.098
17,17177,0.116
17,17179,0.113
17,17181,0.108
17,17183,0.12
17,17185,0.103
17,17187,0.08
17,17189,0.08
17,17191,0.097
17,17193,0.086
17,17195,0.106
17,17197,0.099
17,17199,0.096
17,17201,0.155
17,17203,0.086
18,18001,0.134
18,18003,0.093
18,18005,0.088
18,18007,0.09
18,18009,0.133
18,18011,0.068
18,18013,0.078
18,18015,0.099
18,18017,0.105
18,18019,0.082
18,18021,0.096
18,18023,0.092
18,18025,0.105
18,18027,0.049
18,18029,0.089
18,18031,0.11
18,18033,0.124
18,18035,0.095
18,18037,0.08
18,18039,0.15
18,18041,0.134
18,18043,0.074
18,18045,0.116
18,18047,0.089
18,18049,0.112
18,18051,0.067
18,18053,0.111
18,18055,0.071
18,18057,0.061
18,18059,0.078
18,18061,0.078
18,18063,0.068
18,18065,0.12
18,18067,0.119
18,18069,0.111
18,18071,0.101
18,18073,0.087
18,18075,0.104
18,18077,0.095
18,18079,0.122
18,18081,0.074
18,18083,0.066
18,18085,0.11
18,18087,0.14
18,18089,0.094
18,18091,0.107
18,18093,0.111
18,18095,0.097
18,18097,0.084
18,18099,0.114
18,18101,0.063
18,18103,0.123
18,18105,0.056
18,18107,0.097
18,18109,0.075
18,18111,0.089
18,18113,0.145
18,18115,0.105
18,18117,0.092
18,18119,0.081
18,18121,0.083
18,18123,0.088
18,18125,0.087
18,18127,0.082
18,18129,0.07
18,18131,0.095
18,18133,0.082
18,18135,0.102
18,18137,0.091
18,18139,0.095
18,18141,0.104
18,18143,0.121
18,18145,0.088
18,18147,0.081
18,18149,0.126
18,18151,0.129
18,18153,0.093
18,18155,0.07
18,18157,0.085
18,18159,0.103
18,18161,0.086
18,18163,0.074
18,18165,0.108
18,18167,0.092
18,18169,0.12
18,18171,0.101
18,18173,0.069
18,18175,0.112
18,18177,0.109
18,18179,0.091
18,18181,0.094
18,18183,0.116
19,19001,0.051
19,19003,0.06
19,19005,0.093
19,19007,0.094
19,19009,0.051
19,19011,0.058
19,19013,0.058
19,19015,0.059
19,19017,0.05
19,19019,0.059
19,19021,0.055
19,19023,0.06
19,19025,0.054
19,19027,0.042
19,19029,0.058
19,19031,0.057
19,19033,0.067
19,19035,0.044
19,19037,0.084
19,19039,0.074
19,19041,0.062
19,19043,0.079
19,19045,0.077
19,19047,0.047
19,19049,0.051
19,19051,0.101
19,19053,0.066
19,19055,0.068
19,19057,0.082
19,19059,0.058
19,19061,0.06
19,19063,0.086
19,19065,0.085
19,19067,0.087
19,19069,0.07
19,19071,0.07
19,19073,0.063
19,19075,0.049
19,19077,0.056
19,19079,0.081
19,19081,0.09
19,19083,0.06
19,19085,0.044
19,19087,0.088
19,19089,0.086
19,19091,0.062
19,19093,0.058
19,19095,0.058
19,19097,0.077
19,19099,0.081
19,19101,0.087
19,19103,0.044
19,19105,0.063
19,19107,0.071
19,19109,0.056
19,19111,0.114
19,19113,0.065
19,19115,0.08
19,19117,0.06
19,19119,0.043
19,19121,0.058
19,19123,0.077
19,19125,0.057
19,19127,0.07
19,19129,0.043
19,19131,0.054
19,19133,0.071
19,19135,0.075
19,19137,0.087
19,19139,0.089
19,19141,0.053
19,19143,0.054
19,19145,0.087
19,19147,0.07
19,19149,0.047
19,19151,0.052
19,19153,0.062
19,19155,0.048
19,19157,0.066
19,19159,0.053
19,19161,0.047
19,19163,0.073
19,19165,0.039
19,19167,0.041
19,19169,0.045
19,19171,0.066
19,19173,0.067
19,19175,0.06
19,19177,0.08
19,19179,0.094
19,19181,0.058
19,19183,0.049
19,19185,0.064
19,19187,0.083
19,19189,0.091
19,19191,0.058
19,19193,0.057
19,19195,0.063
19,19197,0.084
20,20001,0.078
20,20003,0.079
20,20005,0.081
20,20007,0.051
20,20009,0.061
20,20011,0.065
20,20013,0.056
20,20015,0.072
20,20017,0.054
20,20019,0.084
20,20021,0.085
20,20023,0.037
20,20025,0.037
20,20027,0.042
20,20029,0.045
20,20031,0.057
20,20033,0.038
20,20035,0.076
20,20037,0.081
20,20039,0.033
20,20041,0.051
20,20043,0.088
20,20045,0.054
20,20047,0.044
20,20049,0.11
20,20051,0.036
20,20053,0.041
20,20055,0.043
20,20057,0.038
20,20059,0.071
20,20061,0.069
20,20063,0.035
20,20065,0.043
20,20067,0.042
20,20069,0.034
20,20071,0.045
20,20073,0.072
20,20075,0.042
20,20077,0.056
20,20079,0.074
20,20081,0.037
20,20083,0.042
20,20085,0.06
20,20087,0.067
20,20089,0.049
20,20091,0.068
20,20093,0.045
20,20095,0.063
20,20097,0.049
20,20099,0.078
20,20101,0.034
20,20103,0.073
20,20105,0.063
20,20107,0.084
20,20109,0.04
20,20111,0.057
20,20113,0.051
20,20115,0.063
20,20117,0.049
20,20119,0.042
20,20121,0.068
20,20123,0.058
20,20125,0.094
20,20127,0.068
20,20129,0.047
20,20131,0.043
20,20133,0.07
20,20135,0.04
20,20137,0.047
20,20139,0.07
20,20141,0.044
20,20143,0.065
20,20145,0.037
20,20147,0.06
20,20149,0.041
20,20151,0.053
20,20153,0.035
20,20155,0.063
20,20157,0.041
20,20159,0.051
20,20161,0.032
20,20163,0.073
20,20165,0.059
20,20167,0.046
20,20169,0.057
20,20171,0.032
20,20173,0.088
20,20175,0.051
20,20177,0.064
20,20179,0.032
20,20181,0.039
20,20183,0.043
20,20185,0.061
20,20187,0.034
20,20189,0.053
20,20191,0.09
20,20193,0.036
20,20195,0.036
20,20197,0.066
20,20199,0.059
20,20201,0.045
20,20203,0.035
20,20205,0.102
20,20207,0.089
20,20209,0.104
21,21001,0.101
21,21003,0.143
21,21005,0.109
21,21007,0.102
21,21009,0.116
21,21011,0.133
21,21013,0.125
21,21015,0.092
21,21017,0.091
21,21019,0.083
21,21021,0.11
21,21023,0.102
21,21025,0.1
21,21027,0.121
21,21029,0.108
21,21031,0.137
21,21033,0.109
21,21035,0.08
21,21037,0.107
21,21039,0.091
21,21041,0.124
21,21043,0.135
21,21045,0.102
21,21047,0.129
21,21049,0.114
21,21051,0.135
21,21053,0.09
21,21055,0.108
21,21057,0.13
21,21059,0.091
21,21061,0.128
21,21063,0.126
21,21065,0.129
21,21067,0.077
21,21069,0.122
21,21071,0.124
21,21073,0.091
21,21075,0.144
21,21077,0.111
21,21079,0.119
21,21081,0.101
21,21083,0.103
21,21085,0.164
21,21087,0.124
21,21089,0.098
21,21091,0.136
21,21093,0.1
21,21095,0.125
21,21097,0.111
21,21099,0.106
21,21101,0.098
21,21103,0.107
21,21105,0.092
21,21107,0.091
21,21109,0.175
21,21111,0.105
21,21113,0.088
21,21115,0.111
21,21117,0.1
21,21119,0.12
21,21121,0.115
21,21123,0.107
21,21125,0.101
21,21127,0.131
21,21129,0.123
21,21131,0.137
21,21133,0.12
21,21135,0.151
21,21137,0.121
21,21139,0.098
21,21141,0.104
21,21143,0.122
21,21145,0.091
21,21147,0.133
21,21149,0.106
21,21151,0.087
21,21153,0.214
21,21155,0.129
21,21157,0.107
21,21159,0.124
21,21161,0.111
21,21163,0.124
21,21165,0.147
21,21167,0.108
21,21169,0.158
21,21171,0.14
21,21173,0.126
21,21175,0.145
21,21177,0.107
21,21179,0.115
21,21181,0.125
21,21183,0.094
21,21185,0.086
21,21187,0.101
21,21189,0.112
21,21191,0.117
21,21193,0.125
21,21195,0.107
21,21197,0.167
21,21199,0.1
21,21201,0.096
21,21203,0.128
21,21205,0.086
21,21207,0.108
21,21209,0.091
21,21211,0.096
21,21213,0.118
21,21215,0.102
21,21217,0.102
21,21219,0.126
21,21221,0.16
21,21223,0.107
21,21225,0.108
21,21227,0.092
21,21229,0.127
21,21231,0.136
21,21233,0.088
21,21235,0.114
21,21237,0.139
21,21239,0.083
22,22001,0.071
22,22003,0.101
22,22005,0.067
22,22007,0.088
22,22009,0.081
22,22011,0.08
22,22013,0.105
22,22015,0.064
22,22017,0.079
22,22019,0.072
22,22021,0.107
22,22023,0.056
22,22025,0.103
22,22027,0.103
22,22029,0.113
22,22031,0.09
22,22033,0.068
22,22035,0.142
22,22037,0.08
22,22039,0.086
22,22041,0.113
22,22043,0.082
22,22045,0.076
22,22047,0.104
22,22049,0.078
22,22051,0.065
22,22053,0.064
22,22055,0.059
22,22057,0.049
22,22059,0.073
22,22061,0.078
22,22063,0.07
22,22065,0.093
22,22067,0.151
22,22069,0.084
22,22071,0.107
22,22073,0.076
22,22075,0.062
22,22077,0.079
22,22079,0.069
22,22081,0.096
22,22083,0.107
22,22085,0.081
22,22087,0.105
22,22089,0.065
22,22091,0.118
22,22093,0.1
22,22095,0.084
22,22097,0.083
22,22099,0.075
22,22101,0.086
22,22103,0.052
22,22105,0.081
22,22107,0.135
22,22109,0.052
22,22111,0.122
22,22113,0.072
22,22115,0.067
22,22117,0.096
22,22119,0.091
22,22121,0.074
22,22123,0.17
22,22125,0.082
22,22127,0.091
23,23001,0.084
23,23003,0.093
23,23005,0.065
23,23007,0.112
23,23009,0.068
23,23011,0.073
23,23013,0.07
23,23015,0.063
23,23017,0.109
23,23019,0.08
23,23021,0.116
23,23023,0.067
23,23025,0.107
23,23027,0.078
23,23029,0.104
23,23031,0.074
24,24001,0.075
24,24003,0.065
24,24005,0.077
24,24009,0.059
24,24011,0.088
24,24013,0.06
24,24015,0.086
24,24017,0.059
24,24019,0.109
24,24021,0.059
24,24023,0.069
24,24025,0.071
24,24027,0.054
24,24029,0.071
24,24031,0.053
24,24033,0.073
24,24035,0.066
24,24037,0.056
24,24039,0.095
24,24041,0.068
24,24043,0.094
24,24045,0.077
24,24047,0.075
24,24510,0.106
25,25001,0.08
25,25003,0.084
25,25005,0.118
25,25007,0.05
25,25009,0.101
25,25011,0.087
25,25013,0.105
25,25015,0.073
25,25017,0.081
25,25019,0.05
25,25021,0.085
25,25023,0.097
25,25025,0.093
25,25027,0.101
26,26001,0.167
26,26003,0.12
26,26005,0.132
26,26007,0.139
26,26009,0.147
26,26011,0.158
26,26013,0.243
26,26015,0.105
26,26017,0.123
26,26019,0.12
26,26021,0.135
26,26023,0.14
26,26025,0.124
26,26027,0.114
26,26029,0.139
26,26031,0.086
26,26033,0.116
26,26035,0.168
26,26037,0.094
26,26039,0.137
26,26041,0.115
26,26043,0.12
26,26045,0.103
26,26047,0.122
26,26049,0.158
26,26051,0.165
26,26053,0.133
26,26055,0.12
26,26057,0.137
26,26059,0.172
26,26061,0.102
26,26063,0.148
26,26065,0.116
26,26067,0.134
26,26069,0.164
26,26071,0.117
26,26073,0.085
26,26075,0.149
26,26077,0.112
26,26079,0.143
26,26081,0.117
26,26083,0.119
26,26085,0.175
26,26087,0.181
26,26089,0.09
26,26091,0.161
26,26093,0.136
26,26095,0.132
26,26097,0.061
26,26099,0.181
26,26101,0.126
26,26103,0.101
26,26105,0.129
26,26107,0.13
26,26109,0.125
26,26111,0.102
26,26113,0.15
26,26115,0.142
26,26117,0.176
26,26119,0.189
26,26121,0.16
26,26123,0.138
26,26125,0.156
26,26127,0.152
26,26129,0.127
26,26131,0.138
26,26133,0.153
26,26135,0.191
26,26137,0.147
26,26139,0.128
26,26141,0.16
26,26143,0.146
26,26145,0.129
26,26147,0.19
26,26149,0.139
26,26151,0.178
26,26153,0.127
26,26155,0.152
26,26157,0.163
26,26159,0.132
26,26161,0.093
26,26163,0.183
26,26165,0.183
27,27001,0.081
27,27003,0.079
27,27005,0.064
27,27007,0.072
27,27009,0.07
27,27011,0.045
27,27013,0.063
27,27015,0.055
27,27017,0.073
27,27019,0.07
27,27021,0.079
27,27023,0.061
27,27025,0.084
27,27027,0.036
27,27029,0.091
27,27031,0.047
27,27033,0.052
27,27035,0.074
27,27037,0.069
27,27039,0.061
27,27041,0.056
27,27043,0.076
27,27045,0.07
27,27047,0.076
27,27049,0.067
27,27051,0.068
27,27053,0.073
27,27055,0.071
27,27057,0.073
27,27059,0.083
27,27061,0.092
27,27063,0.047
27,27065,0.103
27,27067,0.055
27,27069,0.052
27,27071,0.073
27,27073,0.054
27,27075,0.075
27,27077,0.069
27,27079,0.086
27,27081,0.045
27,27083,0.049
27,27085,0.08
27,27087,0.06
27,27089,0.062
27,27091,0.069
27,27093,0.078
27,27095,0.105
27,27097,0.09
27,27099,0.055
27,27101,0.039
27,27103,0.061
27,27105,0.045
27,27107,0.051
27,27109,0.055
27,27111,0.063
27,27113,0.056
27,27115,0.091
27,27117,0.053
27,27119,0.044
27,27121,0.064
27,27123,0.074
27,27125,0.067
27,27127,0.061
27,27129,0.064
27,27131,0.075
27,27133,0.051
27,27135,0.05
27,27137,0.082
27,27139,0.068
27,27141,0.081
27,27143,0.065
27,27145,0.068
27,27147,0.077
27,27149,0.043
27,27151,0.066
27,27153,0.075
27,27155,0.062
27,27157,0.071
27,27159,0.088
27,27161,0.07
27,27163,0.068
27,27165,0.075
27,27167,0.047
27,27169,0.07
27,27171,0.082
27,27173,0.051
28,28001,0.08
28,28003,0.113
28,28005,0.086
28,28007,0.118
28,28009,0.126
28,28011,0.09
28,28013,0.097
28,28015,0.098
28,28017,0.132
28,28019,0.113
28,28021,0.15
28,28023,0.1
28,28025,0.178
28,28027,0.111
28,28029,0.099
28,28031,0.077
28,28033,0.072
28,28035,0.077
28,28037,0.09
28,28039,0.1
28,28041,0.099
28,28043,0.11
28,28045,0.075
28,28047,0.072
28,28049,0.079
28,28051,0.166
28,28053,0.102
28,28055,0.092
28,28057,0.096
28,28059,0.08
28,28061,0.102
28,28063,0.155
28,28065,0.106
28,28067,0.071
28,28069,0.103
28,28071,0.069
28,28073,0.066
28,28075,0.087
28,28077,0.102
28,28079,0.087
28,28081,0.098
28,28083,0.116
28,28085,0.088
28,28087,0.102
28,28089,0.063
28,28091,0.101
28,28093,0.112
28,28095,0.137
28,28097,0.127
28,28099,0.084
28,28101,0.079
28,28103,0.176
28,28105,0.08
28,28107,0.119
28,28109,0.083
28,28111,0.104
28,28113,0.098
28,28115,0.087
28,28117,0.115
28,28119,0.111
28,28121,0.056
28,28123,0.059
28,28125,0.09
28,28127,0.082
28,28129,0.082
28,28131,0.072
28,28133,0.118
28,28135,0.099
28,28137,0.103
28,28139,0.125
28,28141,0.101
28,28143,0.13
28,28145,0.088
28,28147,0.103
28,28149,0.091
28,28151,0.113
28,28153,0.094
28,28155,0.135
28,28157,0.101
28,28159,0.151
28,28161,0.129
28,28163,0.105
29,29001,0.065
29,29003,0.076
29,29005,0.079
29,29007,0.092
29,29009,0.081
29,29011,0.117
29,29013,0.108
29,29015,0.093
29,29017,0.088
29,29019,0.062
29,29021,0.087
29,29023,0.08
29,29025,0.086
29,29027,0.08
29,29029,0.079
29,29031,0.069
29,29033,0.098
29,29035,0.087
29,29037,0.097
29,29039,0.086
29,29041,0.105
29,29043,0.08
29,29045,0.113
29,29047,0.086
29,29049,0.087
29,29051,0.067
29,29053,0.084
29,29055,0.107
29,29057,0.101
29,29059,0.094
29,29061,0.087
29,29063,0.093
29,29065,0.094
29,29067,0.098
29,29069,0.111
29,29071,0.115
29,29073,0.108
29,29075,0.068
29,29077,0.083
29,29079,0.069
29,29081,0.078
29,29083,0.096
29,29085,0.123
29,29087,0.071
29,29089,0.083
29,29091,0.092
29,29093,0.087
29,29095,0.109
29,29097,0.084
29,29099,0.106
29,29101,0.08
29,29103,0.059
29,29105,0.11
29,29107,0.09
29,29109,0.078
29,29111,0.083
29,29113,0.113
29,29115,0.103
29,29117,0.078
29,29119,0.07
29,29121,0.079
29,29123,0.098
29,29125,0.087
29,29127,0.089
29,29129,0.079
29,29131,0.106
29,29133,0.097
29,29135,0.078
29,29137,0.11
29,29139,0.103
